HOLE:	U1353C
EXPEDITION:	317
TOP:	108.1252
BOTTOM:	510.9184
DEPTH_WMSF	IDPH	IMPH	SFLU
m	ohm.m	ohm.m	ohm.m
108.1252	46.6488	124.4472	1.5966
108.2776	0.4140	2.4876	1.4712
108.4300	0.4535	1.1238	1.3158
108.5824	0.5127	0.7667	1.3614
108.7348	0.7392	0.6817	1.3745
108.8872	1.0970	0.7294	1.3845
109.0396	1.1508	0.8941	1.3972
109.1920	1.2142	1.1819	1.3428
109.3444	1.2626	1.4918	1.3013
109.4968	1.2704	1.5860	1.2576
109.6492	1.2446	1.4564	1.2779
109.8016	1.1993	1.2987	1.2008
109.9540	1.1539	1.2164	0.9699
110.1064	1.1283	1.2216	1.0253
110.2588	1.1314	1.2902	1.1423
110.4112	1.1620	1.3728	1.1804
110.5636	1.2132	1.4203	1.1814
110.7160	1.2688	1.4190	1.0835
110.8684	1.3132	1.3885	1.1180
111.0208	1.3390	1.3582	1.0578
111.1732	1.3472	1.3518	0.8938
111.3256	1.3441	1.3762	0.8509
111.4780	1.3371	1.4218	0.9399
111.6304	1.3335	1.4714	0.8997
111.7828	1.3381	1.5068	0.7380
111.9352	1.3512	1.5157	0.6582
112.0876	1.3688	1.5003	0.6537
112.2400	1.3870	1.4756	0.6865
112.3924	1.4038	1.4558	0.7895
112.5448	1.4156	1.4472	0.8677
112.6972	1.4192	1.4498	0.8597
112.8496	1.4129	1.4586	0.8932
113.0020	1.4004	1.4660	0.8343
113.1544	1.3907	1.4652	0.7617
113.3068	1.3837	1.4539	0.7946
113.4592	1.3788	1.4350	0.8230
113.6116	1.3787	1.4155	0.7606
113.7640	1.3839	1.4038	0.7207
113.9164	1.3943	1.4072	0.7697
114.0688	1.4126	1.4305	0.8370
114.2212	1.4467	1.4749	0.7755
114.3736	1.4896	1.5362	0.8393
114.5260	1.5198	1.6029	0.8490
114.6784	1.5381	1.6560	1.0841
114.8308	1.5513	1.6779	0.8362
114.9832	1.5594	1.6646	1.0531
115.1356	1.5626	1.6268	0.9859
115.2880	1.5615	1.5798	0.8545
115.4404	1.5552	1.5342	0.8932
115.5928	1.5377	1.4967	0.9461
115.7452	1.5039	1.4688	0.9025
115.8976	1.4720	1.4509	0.7557
116.0500	1.4491	1.4428	0.7258
116.2024	1.4306	1.4423	0.7406
116.3548	1.4242	1.4454	0.7231
116.5072	1.4160	1.4479	0.9884
116.6596	1.4131	1.4472	0.9411
116.8120	1.4089	1.4422	0.7479
116.9644	1.3840	1.4317	0.8212
117.1168	1.3529	1.4143	0.7358
117.2692	1.3324	1.3910	0.9602
117.4216	1.3231	1.3667	1.1231
117.5740	1.3179	1.3478	1.1302
117.7264	1.3138	1.3363	1.1143
117.8788	1.3096	1.3290	1.1063
118.0312	1.3057	1.3202	1.0956
118.1836	1.3001	1.3070	1.1183
118.3360	1.2949	1.2922	1.1300
118.4884	1.2914	1.2817	1.1276
118.6408	1.2879	1.2788	1.1224
118.7932	1.2903	1.2825	1.1272
118.9456	1.3062	1.2904	1.1354
119.0980	1.3377	1.3011	0.8376
119.2504	1.3725	1.3141	0.7116
119.4028	1.4077	1.3323	0.7314
119.5552	1.4329	1.3648	0.7478
119.7076	1.4482	1.4229	0.8846
119.8600	1.4616	1.5101	0.9887
120.0124	1.4762	1.6141	1.1066
120.1648	1.4973	1.7026	1.0049
120.3172	1.5301	1.7366	0.8861
120.4696	1.5612	1.7056	0.8695
120.6220	1.5717	1.6387	0.9316
120.7744	1.5112	1.5706	0.9661
120.9268	1.4308	1.5180	0.9368
121.0792	1.3603	1.4742	0.8714
121.2316	1.3001	1.4270	0.9673
121.3840	1.2570	1.3641	0.9307
121.5364	1.2236	1.2814	0.7045
121.6888	1.1911	1.1860	0.6284
121.8412	1.1493	1.0920	0.6318
121.9936	1.0946	1.0125	0.5840
122.1460	1.0378	0.9563	0.5559
122.2984	0.9928	0.9259	0.5500
122.4508	0.9657	0.9184	0.5461
122.6032	0.9563	0.9260	0.5475
122.7556	0.9579	0.9388	0.5571
122.9080	0.9653	0.9490	0.5649
123.0604	0.9722	0.9543	0.5722
123.2128	0.9749	0.9566	0.5610
123.3652	0.9767	0.9598	0.5520
123.5176	0.9789	0.9668	0.5723
123.6700	0.9813	0.9786	0.5575
123.8224	0.9828	0.9954	0.5769
123.9748	0.9855	1.0170	0.6511
124.1272	0.9934	1.0420	0.6477
124.2796	1.0079	1.0654	0.9037
124.4320	1.0147	1.0804	0.9003
124.5844	1.0278	1.0827	0.9088
124.7368	1.0163	1.0750	0.9066
124.8892	1.0106	1.0648	0.9006
125.0416	1.0228	1.0558	0.9302
125.1940	1.0548	1.0446	1.0263
125.3464	1.0781	1.0292	0.9460
125.4988	1.0939	1.0164	0.6856
125.6512	1.1133	1.0203	0.6603
125.8036	1.1483	1.0561	0.7841
125.9560	1.2080	1.1336	0.8676
126.1084	1.2787	1.2500	0.8588
126.2608	1.3558	1.3825	0.9406
126.4132	1.4033	1.4926	0.8559
126.5656	1.4259	1.5477	0.8149
126.7180	1.4375	1.5425	0.8925
126.8704	1.4428	1.4983	0.9416
127.0228	1.4426	1.4438	0.8217
127.1752	1.4376	1.3982	0.8216
127.3276	1.4239	1.3678	0.8658
127.4800	1.4047	1.3519	0.7656
127.6324	1.3886	1.3466	0.7680
127.7848	1.3794	1.3468	0.9395
127.9372	1.3831	1.3484	1.1405
128.0896	1.3964	1.3514	1.1455
128.2420	1.4132	1.3588	1.1537
128.3944	1.4341	1.3743	1.1806
128.5468	1.4597	1.4026	1.2324
128.6992	1.4822	1.4477	1.2614
