HOLE:	U1353C
EXPEDITION:	323
TOP:		105.6062
BOTTOM:		231.1838
DEPTH_WMSF	DTCO	DT1	DT2	VCO	VS1	VS2
m	us/ft	us/ft	us/ft	km/s	km/s	km/s
105.6062	148.37767	271.22269	-999.25000	2.0542	1.1238	-999.2500
105.7586	151.32059	272.03589	-999.25000	2.0143	1.1204	-999.2500
105.9110	160.10316	272.84906	-999.25000	1.9038	1.1171	-999.2500
106.0634	165.44185	273.66226	-999.25000	1.8423	1.1138	-999.2500
106.2158	164.14284	274.47546	-999.25000	1.8569	1.1105	-999.2500
106.3682	164.93420	285.93188	-999.25000	1.8480	1.0660	-999.2500
106.5206	169.47345	329.61108	-999.25000	1.7985	0.9247	-999.2500
106.6730	171.36002	398.02136	-999.25000	1.7787	0.7658	-999.2500
106.8254	171.33095	469.57773	-999.25000	1.7790	0.6491	-999.2500
106.9778	172.22157	541.13635	-999.25000	1.7698	0.5633	-999.2500
107.1302	173.09938	604.94861	-999.25000	1.7608	0.5038	-999.2500
107.2826	173.60925	640.30524	-999.25000	1.7557	0.4760	-999.2500
107.4350	173.45848	646.32593	-999.25000	1.7572	0.4716	-999.2500
107.5874	173.04849	637.91235	-999.25000	1.7614	0.4778	-999.2500
107.7398	173.26917	600.72229	-999.25000	1.7591	0.5074	-999.2500
107.8922	173.27234	524.89038	-999.25000	1.7591	0.5807	-999.2500
108.0446	173.44894	488.75079	-999.25000	1.7573	0.6236	-999.2500
108.1970	174.54648	563.52374	-999.25000	1.7462	0.5409	-999.2500
108.3494	175.30936	670.08795	-999.25000	1.7386	0.4549	-999.2500
108.5018	175.28316	728.80585	-999.25000	1.7389	0.4182	-999.2500
108.6542	175.21301	753.11725	-999.25000	1.7396	0.4047	-999.2500
108.8066	175.01291	785.71832	-999.25000	1.7416	0.3879	-999.2500
108.9590	174.52164	839.53601	-999.25000	1.7465	0.3631	-999.2500
109.1114	174.51436	890.17499	-999.25000	1.7466	0.3424	-999.2500
109.2638	174.74188	913.45831	-999.25000	1.7443	0.3337	-999.2500
109.4162	174.35442	909.57257	-999.25000	1.7482	0.3351	-999.2500
109.5686	173.98247	893.44556	-999.25000	1.7519	0.3412	-999.2500
109.7210	173.27246	868.78949	-999.25000	1.7591	0.3508	-999.2500
109.8734	172.98239	820.74030	-999.25000	1.7620	0.3714	-999.2500
110.0258	173.05133	784.21118	-999.25000	1.7613	0.3887	-999.2500
110.1782	172.26950	768.66101	-999.25000	1.7693	0.3965	-999.2500
110.3306	171.79431	752.82312	-999.25000	1.7742	0.4049	-999.2500
110.4830	171.91985	747.43164	-999.25000	1.7729	0.4078	-999.2500
110.6354	171.98624	740.87695	-999.25000	1.7722	0.4114	-999.2500
110.7878	171.99591	741.57190	-999.25000	1.7721	0.4110	-999.2500
110.9402	172.13396	744.43689	-999.25000	1.7707	0.4094	-999.2500
111.0926	172.54698	735.06866	-999.25000	1.7665	0.4147	-999.2500
111.2450	173.05806	712.83185	-999.25000	1.7613	0.4276	-999.2500
111.3974	173.37958	680.08978	-999.25000	1.7580	0.4482	-999.2500
111.5498	173.57631	651.43195	-999.25000	1.7560	0.4679	-999.2500
111.7022	173.43973	643.95435	-999.25000	1.7574	0.4733	-999.2500
111.8546	173.45691	677.92072	-999.25000	1.7572	0.4496	-999.2500
112.0070	174.02094	731.91736	-999.25000	1.7515	0.4164	-999.2500
112.1594	174.28200	766.10834	-999.25000	1.7489	0.3979	-999.2500
112.3118	174.35310	752.96692	-999.25000	1.7482	0.4048	-999.2500
112.4642	174.61406	713.74384	-999.25000	1.7456	0.4270	-999.2500
112.6166	174.77850	698.68964	-999.25000	1.7439	0.4362	-999.2500
112.7690	174.91177	753.56073	-999.25000	1.7426	0.4045	-999.2500
112.9214	174.20450	849.42560	-999.25000	1.7497	0.3588	-999.2500
113.0738	173.08777	906.36151	-999.25000	1.7610	0.3363	-999.2500
113.2262	169.32025	901.44360	-999.25000	1.8001	0.3381	-999.2500
113.3786	164.52490	874.43756	-999.25000	1.8526	0.3486	-999.2500
113.5310	162.81503	844.21082	-999.25000	1.8721	0.3610	-999.2500
113.6834	160.65596	785.56079	-999.25000	1.8972	0.3880	-999.2500
113.8358	158.85928	636.83228	-999.25000	1.9187	0.4786	-999.2500
113.9882	158.78654	491.42102	-999.25000	1.9196	0.6202	-999.2500
114.1406	159.40233	488.80338	-999.25000	1.9121	0.6236	-999.2500
114.2930	162.61774	495.74783	-999.25000	1.8743	0.6148	-999.2500
114.4454	166.42137	452.63684	-999.25000	1.8315	0.6734	-999.2500
114.5978	168.76593	463.04242	-999.25000	1.8061	0.6583	-999.2500
114.7502	170.20982	469.12689	-999.25000	1.7907	0.6497	-999.2500
114.9026	170.83316	432.83777	-999.25000	1.7842	0.7042	-999.2500
115.0550	171.92439	426.19641	-999.25000	1.7729	0.7152	-999.2500
115.2074	173.08711	428.80902	-999.25000	1.7610	0.7108	-999.2500
115.3598	173.77892	430.69330	-999.25000	1.7540	0.7077	-999.2500
115.5122	174.41132	460.79568	-999.25000	1.7476	0.6615	-999.2500
115.6646	174.77126	503.48126	-999.25000	1.7440	0.6054	-999.2500
115.8170	174.48727	554.27795	-999.25000	1.7468	0.5499	-999.2500
115.9694	174.52293	621.30823	-999.25000	1.7465	0.4906	-999.2500
116.1218	175.11198	672.27557	-999.25000	1.7406	0.4534	-999.2500
116.2742	175.45505	699.25598	-999.25000	1.7372	0.4359	-999.2500
116.4266	175.66606	704.71130	830.35669	1.7351	0.4325	0.3671
116.5790	175.85786	721.70392	881.41602	1.7332	0.4223	0.3458
116.7314	176.24374	760.99445	912.78479	1.7294	0.4005	0.3339
116.8838	176.94025	785.09106	873.95630	1.7226	0.3882	0.3488
117.0362	177.33203	789.77966	868.15002	1.7188	0.3859	0.3511
117.1886	177.30031	802.76062	862.36902	1.7191	0.3797	0.3534
117.3410	177.46353	810.71338	882.56836	1.7175	0.3760	0.3454
117.4934	177.78398	799.32983	881.23584	1.7144	0.3813	0.3459
117.6458	177.99869	791.29974	844.29999	1.7124	0.3852	0.3610
117.7982	178.72551	792.94312	816.10876	1.7054	0.3844	0.3735
117.9506	179.65329	804.67377	812.57947	1.6966	0.3788	0.3751
118.1030	179.92281	834.74890	814.90656	1.6941	0.3651	0.3740
118.2554	179.29077	870.05304	848.59863	1.7000	0.3503	0.3592
118.4078	177.92499	894.45874	895.02917	1.7131	0.3408	0.3405
118.5602	175.02454	901.60803	914.24011	1.7415	0.3381	0.3334
118.7126	171.45398	889.31873	903.25281	1.7777	0.3427	0.3374
118.8650	166.21478	860.52087	970.00635	1.8338	0.3542	0.3142
119.0174	158.50436	810.20618	912.50189	1.9230	0.3762	0.3340
119.1698	152.98738	746.78259	759.50848	1.9923	0.4082	0.4013
119.3222	149.98926	662.15692	606.51727	2.0321	0.4603	0.5025
119.4746	148.79068	542.30585	453.51758	2.0485	0.5620	0.6721
119.6270	150.03531	423.56641	332.76645	2.0315	0.7196	0.9160
119.7794	154.30920	358.01019	328.74454	1.9753	0.8514	0.9272
119.9318	159.68001	366.82748	434.16138	1.9088	0.8309	0.7020
120.0842	162.71799	422.37140	578.48431	1.8732	0.7216	0.5269
120.2366	164.69005	500.97552	667.37610	1.8507	0.6084	0.4567
120.3890	166.49188	594.19885	734.30377	1.8307	0.5130	0.4151
120.5414	167.47200	667.67749	794.07294	1.8200	0.4565	0.3838
120.6938	168.01761	712.15326	822.19043	1.8141	0.4280	0.3707
120.8462	168.59169	749.74738	837.76862	1.8079	0.4065	0.3638
120.9986	169.30705	779.07495	843.16644	1.8003	0.3912	0.3615
121.1510	169.79678	792.79553	844.10583	1.7951	0.3845	0.3611
121.3034	170.24239	799.65344	836.32935	1.7904	0.3812	0.3644
121.4558	170.95636	806.45300	822.72162	1.7829	0.3780	0.3705
121.6082	171.16028	817.69421	829.90167	1.7808	0.3728	0.3673
121.7606	170.93408	828.54364	874.39996	1.7831	0.3679	0.3486
121.9130	171.05040	825.83759	897.10382	1.7819	0.3691	0.3398
122.0654	171.10779	809.30304	857.13812	1.7813	0.3766	0.3556
122.2178	171.13097	793.26910	819.14539	1.7811	0.3842	0.3721
122.3702	171.50691	784.44745	802.04950	1.7772	0.3886	0.3800
122.5226	172.04622	780.89935	790.00000	1.7716	0.3903	0.3858
122.6750	172.77013	782.43506	785.55646	1.7642	0.3896	0.3880
122.8274	173.87100	793.70569	789.80481	1.7530	0.3840	0.3859
122.9798	174.64366	823.60077	827.72980	1.7453	0.3701	0.3682
123.1322	174.54935	860.05975	870.31592	1.7462	0.3544	0.3502
123.2846	173.94266	881.42249	891.21106	1.7523	0.3458	0.3420
123.4370	172.97305	879.26031	889.24170	1.7621	0.3467	0.3428
123.5894	171.97563	855.33954	852.53052	1.7723	0.3563	0.3575
123.7418	170.85239	828.05170	761.73694	1.7840	0.3681	0.4001
123.8942	169.84140	813.23199	668.08148	1.7946	0.3748	0.4562
124.0466	169.82462	803.45062	602.12628	1.7948	0.3794	0.5062
124.1990	169.72827	767.31519	576.93597	1.7958	0.3972	0.5283
124.3514	169.49345	720.27863	562.69879	1.7983	0.4232	0.5417
124.5038	169.09447	704.74524	556.63177	1.8025	0.4325	0.5476
124.6562	167.48663	715.83472	544.86023	1.8198	0.4258	0.5594
124.8086	166.24667	721.01245	544.51221	1.8334	0.4227	0.5598
124.9610	165.82904	723.82953	570.74188	1.8380	0.4211	0.5340
125.1134	165.67593	728.37189	621.87030	1.8397	0.4185	0.4901
125.2658	166.03961	715.57959	695.59015	1.8357	0.4259	0.4382
125.4182	166.56343	704.42200	810.00000	1.8299	0.4327	0.3763
125.5706	167.01471	709.51294	806.25269	1.8250	0.4296	0.3780
125.7230	167.82765	755.20367	784.66791	1.8161	0.4036	0.3884
125.8754	168.60435	789.73468	769.91718	1.8078	0.3860	0.3959
126.0278	169.40347	789.66559	793.67932	1.7993	0.3860	0.3840
126.1802	170.96771	795.48456	816.59778	1.7828	0.3832	0.3733
126.3326	172.12776	790.41815	817.21661	1.7708	0.3856	0.3730
126.4850	172.43677	774.40479	808.24481	1.7676	0.3936	0.3771
126.6374	173.33667	757.26593	793.46094	1.7584	0.4025	0.3841
126.7898	173.96513	749.22742	793.37939	1.7521	0.4068	0.3842
126.9422	173.37177	751.85602	813.75397	1.7581	0.4054	0.3746
127.0946	171.52962	765.03192	860.00000	1.7770	0.3984	0.3544
127.2470	170.20418	778.59259	859.22058	1.7908	0.3915	0.3547
127.3994	169.05017	785.44360	844.20990	1.8030	0.3881	0.3610
127.5518	167.09396	770.80157	814.93866	1.8241	0.3954	0.3740
127.7042	166.30833	722.50043	769.58270	1.8327	0.4219	0.3961
127.8566	165.34123	643.76862	665.42908	1.8435	0.4735	0.4581
128.0090	163.77617	545.91528	578.18182	1.8611	0.5583	0.5272
128.1614	163.31865	480.70093	542.19299	1.8663	0.6341	0.5622
128.3138	164.03000	474.53397	512.43073	1.8582	0.6423	0.5948
128.4662	166.68866	492.61874	510.05551	1.8286	0.6187	0.5976
128.6186	168.52316	510.18619	462.03171	1.8087	0.5974	0.6597
128.7710	167.74857	536.75244	466.04132	1.8170	0.5679	0.6540
128.9234	167.48616	574.03033	696.90601	1.8199	0.5310	0.4374
129.0758	168.26286	607.64343	758.27008	1.8115	0.5016	0.4020
129.2282	169.10561	627.58368	791.05658	1.8024	0.4857	0.3853
129.3806	169.34044	624.62830	813.46515	1.7999	0.4880	0.3747
129.5330	170.06432	590.67694	695.35400	1.7923	0.5160	0.4383
129.6854	170.73845	541.56262	600.21216	1.7852	0.5628	0.5078
129.8378	170.75931	493.57776	535.68085	1.7850	0.6175	0.5690
129.9902	170.57133	475.31653	607.13489	1.7869	0.6413	0.5020
130.1426	170.10217	506.60605	697.12500	1.7919	0.6017	0.4372
130.2950	170.28220	560.54486	732.36298	1.7900	0.5438	0.4162
130.4474	170.84688	617.01404	739.41150	1.7841	0.4940	0.4122
130.5998	170.99371	673.48511	716.66412	1.7825	0.4526	0.4253
130.7522	171.85100	714.89996	769.07953	1.7736	0.4264	0.3963
130.9046	172.52275	719.73193	830.29388	1.7667	0.4235	0.3671
131.0570	171.84998	708.87408	816.43616	1.7736	0.4300	0.3733
131.2094	170.87975	720.94586	820.73987	1.7837	0.4228	0.3714
131.3618	168.43192	747.65808	856.15009	1.8096	0.4077	0.3560
131.5142	165.83936	766.32471	845.92090	1.8379	0.3977	0.3603
131.6666	165.53299	777.57855	782.84814	1.8413	0.3920	0.3893
131.8190	167.48909	755.08423	773.37805	1.8198	0.4037	0.3941
131.9714	169.24161	676.09668	657.74701	1.8010	0.4508	0.4634
132.1238	169.40454	598.14819	704.36255	1.7992	0.5096	0.4327
132.2762	169.69058	594.98480	825.39038	1.7962	0.5123	0.3693
132.4286	170.15862	634.73932	844.57806	1.7913	0.4802	0.3609
132.5810	170.84557	662.09753	805.87891	1.7841	0.4604	0.3782
132.7334	171.57202	677.90533	816.78870	1.7765	0.4496	0.3732
132.8858	171.82948	677.71826	815.88159	1.7739	0.4497	0.3736
133.0382	171.76361	672.65692	786.97882	1.7745	0.4531	0.3873
133.1906	171.66525	675.26196	750.99396	1.7755	0.4514	0.4059
133.3430	171.78125	668.24805	740.53156	1.7743	0.4561	0.4116
133.4954	172.18655	644.67175	721.57739	1.7702	0.4728	0.4224
133.6478	172.95116	624.63306	710.00000	1.7623	0.4880	0.4293
133.8002	173.52048	631.85339	792.32739	1.7566	0.4824	0.3847
133.9526	174.09776	663.70306	844.73792	1.7507	0.4592	0.3608
134.1050	174.65236	692.41974	842.20526	1.7452	0.4402	0.3619
134.2574	174.65541	703.52521	826.15784	1.7452	0.4332	0.3689
134.4098	174.72394	704.20837	787.58765	1.7445	0.4328	0.3870
134.5622	174.67242	702.61749	774.07458	1.7450	0.4338	0.3938
134.7146	174.57687	701.29944	758.66754	1.7459	0.4346	0.4018
134.8670	174.22974	699.69067	720.65057	1.7494	0.4356	0.4230
135.0194	173.51088	707.75787	682.62769	1.7567	0.4307	0.4465
135.1718	172.95233	716.82489	644.60889	1.7623	0.4252	0.4728
135.3242	172.13437	701.32324	622.15070	1.7707	0.4346	0.4899
135.4766	171.32240	671.70605	598.90552	1.7791	0.4538	0.5089
135.6290	170.89699	638.84741	547.16351	1.7835	0.4771	0.5571
135.7814	170.49899	598.21936	494.25082	1.7877	0.5095	0.6167
135.9338	169.58809	554.69153	459.40048	1.7973	0.5495	0.6635
136.0862	168.69693	504.11862	461.36673	1.8068	0.6046	0.6606
136.2386	169.61906	473.99036	530.96637	1.7970	0.6431	0.5740
136.3910	172.21025	520.40228	642.49664	1.7699	0.5857	0.4744
136.5434	174.10767	604.83954	795.00903	1.7506	0.5039	0.3834
136.6958	174.32974	683.89050	921.67535	1.7484	0.4457	0.3307
136.8482	173.63608	757.90527	875.66125	1.7554	0.4022	0.3481
137.0006	173.41531	777.20898	786.74750	1.7576	0.3922	0.3874
137.1530	173.61256	755.61328	796.08441	1.7556	0.4034	0.3829
137.3054	173.18518	749.66101	800.92053	1.7600	0.4066	0.3806
137.4578	172.21671	751.22870	782.42908	1.7699	0.4057	0.3896
137.6102	171.13959	728.22589	726.62256	1.7810	0.4186	0.4195
137.7626	170.74950	661.69745	637.72815	1.7851	0.4606	0.4779
137.9150	170.56111	602.02576	595.19641	1.7870	0.5063	0.5121
138.0674	169.02446	606.95660	628.76056	1.8033	0.5022	0.4848
138.2198	165.02528	639.61761	710.84772	1.8470	0.4765	0.4288
138.3722	158.42888	645.08386	716.57208	1.9239	0.4725	0.4254
138.5246	153.62996	609.90295	596.43146	1.9840	0.4998	0.5110
138.6770	152.52310	543.49115	497.71375	1.9984	0.5608	0.6124
138.8294	152.33620	485.56967	455.93027	2.0008	0.6277	0.6685
138.9818	151.90453	450.22235	430.66852	2.0065	0.6770	0.7077
139.1342	152.28975	427.92926	419.74780	2.0014	0.7123	0.7262
139.2866	154.53058	435.18381	444.43463	1.9724	0.7004	0.6858
139.4390	159.41208	479.72818	497.01349	1.9120	0.6354	0.6133
139.5914	163.22443	529.76855	551.72284	1.8674	0.5753	0.5525
139.7438	162.50557	555.95569	578.68365	1.8756	0.5482	0.5267
139.8962	161.95747	570.63605	591.34857	1.8820	0.5341	0.5154
140.0486	163.66666	585.41431	600.21588	1.8623	0.5207	0.5078
140.2010	164.97118	595.21631	621.72754	1.8476	0.5121	0.4902
140.3534	165.06946	600.91895	648.84204	1.8465	0.5072	0.4698
140.5058	165.25328	604.55994	647.14160	1.8444	0.5042	0.4710
140.6582	166.17010	600.66901	622.19861	1.8343	0.5074	0.4899
140.8106	166.56053	591.15057	613.57471	1.8300	0.5156	0.4968
140.9630	166.74884	584.67712	635.43164	1.8279	0.5213	0.4797
141.1154	167.21016	582.71814	648.39001	1.8229	0.5231	0.4701
141.2678	167.33548	583.42151	662.03821	1.8215	0.5224	0.4604
141.4202	168.22650	589.88971	661.72058	1.8118	0.5167	0.4606
141.5726	169.02377	600.84753	645.07959	1.8033	0.5073	0.4725
141.7250	169.05460	608.43341	633.80121	1.8030	0.5010	0.4809
141.8774	167.86423	610.98676	635.82037	1.8158	0.4989	0.4794
142.0298	166.24390	611.69928	640.00000	1.8335	0.4983	0.4763
142.1822	165.49899	609.75562	640.10974	1.8417	0.4999	0.4762
142.3346	165.31029	605.61896	641.72681	1.8438	0.5033	0.4750
142.4870	164.91629	599.29358	639.04895	1.8482	0.5086	0.4770
142.6394	163.39920	579.99420	614.72565	1.8654	0.5255	0.4958
142.7918	161.75778	549.98108	560.78583	1.8843	0.5542	0.5435
142.9442	160.62233	528.53650	509.94647	1.8976	0.5767	0.5977
143.0966	159.74710	519.09125	504.54544	1.9080	0.5872	0.6041
143.2490	159.34445	513.23108	496.44797	1.9128	0.5939	0.6140
143.4014	159.19148	506.94818	496.36365	1.9147	0.6012	0.6141
143.5538	159.07579	495.38910	517.51794	1.9161	0.6153	0.5890
143.7062	158.28241	485.36993	561.78937	1.9257	0.6280	0.5426
143.8586	153.51788	469.53766	541.20172	1.9854	0.6491	0.5632
144.0110	148.48018	431.12418	430.71805	2.0528	0.7070	0.7077
144.1634	148.54500	380.50784	345.93494	2.0519	0.8010	0.8811
144.3158	150.83286	342.06961	295.72430	2.0208	0.8910	1.0307
144.4682	152.49104	315.56573	271.98740	1.9988	0.9659	1.1206
144.6206	155.88293	295.15829	278.98712	1.9553	1.0327	1.0925
144.7730	160.94061	291.92688	288.88593	1.8939	1.0441	1.0551
144.9254	165.13010	333.54147	346.70837	1.8458	0.9138	0.8791
145.0778	168.60660	416.12433	512.45160	1.8078	0.7325	0.5948
145.2302	171.31148	499.92770	601.52203	1.7792	0.6097	0.5067
145.3826	172.44817	566.26477	676.67017	1.7675	0.5383	0.4504
145.5350	172.44997	600.38727	727.80377	1.7675	0.5077	0.4188
145.6874	171.97050	603.18146	739.97113	1.7724	0.5053	0.4119
145.8398	171.44864	623.71167	745.37006	1.7778	0.4887	0.4089
145.9922	171.84959	672.39105	741.22302	1.7736	0.4533	0.4112
146.1446	172.50327	703.83514	770.45844	1.7669	0.4331	0.3956
146.2970	172.58693	700.31287	773.16974	1.7661	0.4352	0.3942
146.4494	171.96884	671.76941	778.18018	1.7724	0.4537	0.3917
146.6018	170.81967	638.62518	807.20758	1.7843	0.4773	0.3776
146.7542	169.78008	605.47736	860.20178	1.7953	0.5034	0.3543
146.9066	168.13756	572.32843	795.06531	1.8128	0.5326	0.3834
147.0590	164.19754	539.18188	577.85907	1.8563	0.5653	0.5275
147.2114	159.84148	503.68259	488.18829	1.9069	0.6051	0.6243
147.3638	157.28062	470.13635	487.17020	1.9379	0.6483	0.6257
147.5162	156.51128	451.21121	477.14838	1.9475	0.6755	0.6388
147.6686	156.47539	451.34995	456.61682	1.9479	0.6753	0.6675
147.8210	155.62312	462.54376	444.38245	1.9586	0.6590	0.6859
147.9734	153.60304	474.21146	466.41861	1.9843	0.6428	0.6535
148.1258	151.75777	478.36996	503.62628	2.0085	0.6372	0.6052
148.2782	151.16389	469.72504	501.44788	2.0164	0.6489	0.6078
148.4306	151.05365	447.11868	420.21030	2.0178	0.6817	0.7254
148.5830	151.30908	417.88144	354.55447	2.0144	0.7294	0.8597
148.7354	151.99791	406.68530	370.16019	2.0053	0.7495	0.8234
148.8878	152.88411	422.22192	446.97403	1.9937	0.7219	0.6819
149.0402	154.73897	446.40976	502.91330	1.9698	0.6828	0.6061
149.1926	156.53462	463.28183	499.20712	1.9472	0.6579	0.6106
149.3450	157.08353	465.80707	463.68945	1.9404	0.6543	0.6573
149.4974	157.48439	455.49466	416.01801	1.9354	0.6692	0.7327
149.6498	158.54607	437.77621	389.01108	1.9225	0.6962	0.7835
149.8022	160.20093	434.50104	441.48517	1.9026	0.7015	0.6904
149.9546	161.43463	468.49698	533.94415	1.8881	0.6506	0.5708
150.1070	161.80540	519.07117	585.79736	1.8837	0.5872	0.5203
150.2594	162.16618	550.71326	593.02258	1.8796	0.5535	0.5140
150.4118	161.47847	557.97803	568.46710	1.8876	0.5463	0.5362
150.5642	159.69690	551.75250	550.01764	1.9086	0.5524	0.5542
150.7166	156.97278	544.78333	554.06659	1.9417	0.5595	0.5501
150.8690	153.04268	539.01270	558.12579	1.9916	0.5655	0.5461
151.0214	148.79163	525.54285	551.37219	2.0485	0.5800	0.5528
151.1738	143.42155	501.08691	523.24139	2.1252	0.6083	0.5825
151.3262	138.85609	467.26984	475.38290	2.1951	0.6523	0.6412
151.4786	136.77429	424.92969	396.79321	2.2285	0.7173	0.7682
151.6310	135.51077	377.32870	318.06027	2.2493	0.8078	0.9583
151.7834	134.02313	331.02554	284.11041	2.2742	0.9208	1.0728
151.9358	132.48335	297.16498	266.48761	2.3007	1.0257	1.1438
152.0882	134.98351	275.74371	249.02245	2.2581	1.1054	1.2240
152.2406	145.53421	255.76932	243.67026	2.0944	1.1917	1.2509
152.3930	159.62949	263.06064	457.08182	1.9094	1.1587	0.6668
152.5454	167.28371	320.55151	798.24896	1.8221	0.9509	0.3818
152.6978	170.07477	420.10898	834.03778	1.7922	0.7255	0.3655
152.8502	172.96622	562.72650	868.24219	1.7622	0.5416	0.3511
153.0026	174.50957	698.33917	877.81592	1.7466	0.4365	0.3472
153.1550	174.51843	747.10980	859.10101	1.7465	0.4080	0.3548
153.3074	173.61235	733.29108	807.39520	1.7556	0.4157	0.3775
153.4598	172.53996	692.98865	728.71161	1.7665	0.4398	0.4183
153.6122	171.30070	622.67639	636.33624	1.7793	0.4895	0.4790
153.7646	169.94299	548.21136	562.66644	1.7935	0.5560	0.5417
153.9170	169.13652	490.34717	500.43771	1.8021	0.6216	0.6091
154.0694	169.14465	471.93680	455.54175	1.8020	0.6458	0.6691
154.2218	169.38417	499.31473	457.47153	1.7995	0.6104	0.6663
154.3742	169.66246	542.74103	514.94421	1.7965	0.5616	0.5919
154.5266	170.10245	575.04175	574.84241	1.7919	0.5300	0.5302
154.6790	170.93468	588.83344	582.19519	1.7831	0.5176	0.5235
154.8314	170.68828	593.60968	553.13452	1.7857	0.5135	0.5510
154.9838	169.85448	597.38397	542.58868	1.7945	0.5102	0.5618
155.1362	169.79443	596.16028	568.57025	1.7951	0.5113	0.5361
155.2886	170.04005	595.75677	656.80542	1.7925	0.5116	0.4641
155.4410	170.83305	610.08636	640.30725	1.7842	0.4996	0.4760
155.5934	171.04861	636.71448	623.81042	1.7819	0.4787	0.4886
155.7458	170.43066	654.50873	613.22693	1.7884	0.4657	0.4970
155.8982	170.27844	659.16498	631.51239	1.7900	0.4624	0.4827
156.0506	170.05261	649.33990	640.51324	1.7924	0.4694	0.4759
156.2030	170.30719	625.86993	640.30096	1.7897	0.4870	0.4760
156.3554	170.87921	605.80615	614.55151	1.7837	0.5031	0.4960
156.5078	170.73872	590.43860	584.55554	1.7852	0.5162	0.5214
156.6602	170.77251	582.20264	553.89819	1.7848	0.5235	0.5503
156.8126	170.86766	610.03491	541.64880	1.7838	0.4996	0.5627
156.9650	171.51326	630.23468	561.25830	1.7771	0.4836	0.5431
157.1174	172.42621	624.44409	599.43884	1.7677	0.4881	0.5085
157.2698	172.83340	643.53052	643.01782	1.7635	0.4736	0.4740
157.4222	173.08115	662.59473	691.41327	1.7610	0.4600	0.4408
157.5746	171.05719	679.45447	712.78198	1.7819	0.4486	0.4276
157.7270	165.40930	697.57513	579.28394	1.8427	0.4369	0.5262
157.8794	157.03882	688.88861	445.79831	1.9409	0.4425	0.6837
158.0318	149.28004	622.37103	312.96683	2.0418	0.4897	0.9739
158.1842	145.40924	476.01715	246.36363	2.0962	0.6403	1.2372
158.3366	143.32066	364.28076	260.26669	2.1267	0.8367	1.1711
158.4890	141.45026	333.88315	279.66351	2.1548	0.9129	1.0899
158.6414	139.86311	320.12247	304.99707	2.1793	0.9521	0.9994
