HOLE:	U1353C
EXPEDITION:	317
TOP:	106.1444
BOTTOM:	208.8620
DEPTH_WMSF	FX	FY	FZ	FNOR	FINC	RB	P1AZ	HAZI	AX	AY	AZ	DEVI
m	oer	oer	oer	oer	deg	deg	deg	deg	m/s2	m/s2	m/s2	deg
125.1944	0.083128	0.181514	-0.491135	0.530163	-67.3093	164.7326	320.6219	155.8907	0.1449	0.0420	9.8826	0.8791
125.3468	0.071572	0.186640	-0.491245	0.530283	-67.2929	162.5401	318.8195	156.2811	0.1385	0.0503	9.8938	0.8769
125.4992	0.060941	0.190610	-0.491279	0.530400	-67.2750	157.5139	314.0659	156.5543	0.1388	0.0595	9.9682	0.8751
125.6516	0.054196	0.192553	-0.491299	0.530500	-67.2599	156.1242	312.8190	156.6979	0.1346	0.0627	9.4927	0.8686
125.8040	0.039315	0.196853	-0.491454	0.530602	-67.2429	151.1569	307.9887	156.8345	0.1260	0.0701	10.1667	0.8681
125.9564	0.034174	0.197709	-0.491361	0.530711	-67.2300	149.6876	306.5500	156.8645	0.1247	0.0777	9.5146	0.8647
126.1088	0.019687	0.199757	-0.491404	0.530824	-67.2166	145.4036	302.3202	156.9200	0.1209	0.0885	9.8580	0.8629
126.2612	0.006891	0.200798	-0.491576	0.530934	-67.2024	142.7068	299.6767	156.9735	0.1109	0.0935	10.1678	0.8630
126.4136	-0.001927	0.201104	-0.491430	0.531043	-67.1913	138.5506	295.5102	156.9630	0.1050	0.0995	9.9270	0.8625
126.5660	-0.011741	0.201107	-0.491495	0.531152	-67.1795	136.9123	293.8266	156.9181	0.1038	0.1028	9.6613	0.8646
126.7184	-0.025523	0.199747	-0.491687	0.531265	-67.1692	132.9444	289.7968	156.8553	0.0955	0.1080	10.2584	0.8634
126.8708	-0.029703	0.199402	-0.491544	0.531353	-67.1577	130.9196	287.5158	156.5995	0.0923	0.1106	9.7467	0.8653
127.0232	-0.036928	0.198409	-0.491800	0.531457	-67.1481	129.8268	286.1069	156.2828	0.0919	0.1175	9.9411	0.8615
127.1756	-0.045160	0.196829	-0.492058	0.531562	-67.1375	127.5373	283.5023	155.9685	0.0847	0.1173	9.9146	0.8625
127.3280	-0.049143	0.195558	-0.492140	0.531668	-67.1305	126.5968	282.2317	155.6387	0.0859	0.1244	9.7189	0.8589
127.4804	-0.059114	0.192906	-0.492202	0.531760	-67.1217	124.4092	279.6158	155.2096	0.0791	0.1284	10.1101	0.8590
