HOLE:	U1353C
EXPEDITION:	317
TOP:	147.1400
BOTTOM:	199.8704
DEPTH_WMSF	C1	C2
m	in	in
147.1400	2.9380	2.7636
147.2924	2.9483	2.7735
147.4448	15.0533	14.4463
147.5972	15.0361	14.4154
147.7496	14.9473	14.2712
147.9020	14.9000	14.2490
148.0544	14.8933	14.2447
148.2068	14.8978	14.2367
148.3592	14.8815	14.2317
148.5116	14.8647	14.2464
148.6640	14.9291	14.1990
148.8164	14.9933	14.1773
148.9688	15.0228	14.1745
149.1212	15.0032	14.1667
149.2736	14.9845	14.1325
149.4260	15.1097	14.2017
149.5784	15.1306	14.2025
149.7308	15.1822	14.2751
149.8832	15.2849	14.3644
150.0356	15.2979	14.3931
150.1880	15.2811	14.4093
150.3404	14.8048	13.5166
150.4928	14.2178	13.1765
150.6452	14.1997	13.0426
150.7976	14.1901	13.0547
150.9500	14.1996	13.0487
151.1024	14.1604	12.9733
151.2548	14.1217	12.7759
151.4072	13.8828	12.6249
151.5596	13.8419	12.7886
151.7120	13.8335	12.7548
151.8644	13.7733	12.8076
152.0168	13.8242	12.9232
152.1692	13.8265	12.9266
152.3216	13.8085	12.9880
152.4740	13.9213	13.2034
152.6264	14.0492	13.4517
152.7788	14.0692	13.4470
152.9312	14.2180	13.5049
153.0836	14.6436	13.6980
153.2360	14.9083	13.9218
153.3884	15.4050	14.4665
153.5408	15.4856	14.4147
153.6932	15.3501	13.9036
153.8456	15.3228	13.8862
153.9980	15.1828	13.8131
154.1504	15.0921	13.7703
154.3028	15.0921	13.7608
154.4552	15.0210	13.7101
154.6076	14.6475	13.5539
154.7600	14.1901	13.2683
154.9124	14.5014	13.5744
155.0648	14.7151	13.6394
155.2172	14.9931	13.8182
155.3696	15.1245	13.9134
155.5220	15.1390	13.9449
155.6744	15.1470	13.9218
155.8268	15.1314	13.9090
155.9792	15.1280	13.9231
156.1316	15.1026	13.9204
156.2840	15.0175	13.9497
156.4364	15.0469	14.0647
156.5888	15.0560	14.0647
156.7412	15.0560	14.0627
156.8936	15.0491	14.0968
157.0460	15.0550	14.0100
157.1984	15.0542	13.9461
157.3508	15.0549	13.9809
157.5032	15.0560	13.9703
157.6556	15.0560	13.9703
157.8080	15.0559	13.9680
157.9604	15.0314	14.0176
158.1128	15.0376	14.0387
158.2652	15.1163	14.0555
158.4176	15.1499	14.0984
158.5700	15.2416	14.1781
158.7224	15.2266	14.2054
158.8748	15.2531	14.2486
159.0272	15.2876	14.2723
159.1796	15.3156	14.3304
159.3320	15.3245	14.3387
159.4844	15.3245	14.3355
159.6368	15.3186	14.3356
159.7892	15.3126	14.3356
159.9416	15.2830	14.2858
160.0940	15.2327	14.2302
160.2464	15.2176	14.2146
160.3988	15.2088	14.2270
160.5512	15.1550	14.2378
160.7036	15.1461	14.2459
160.8560	15.1461	14.2707
161.0084	15.0980	14.2457
161.1608	15.0826	14.2613
161.3132	15.0467	14.2241
161.4656	14.9834	14.2239
161.6180	14.9531	14.2333
161.7704	14.9502	14.2613
161.9228	14.9195	14.2582
162.0752	14.9014	14.2831
162.2276	14.9075	14.3140
162.3800	14.8890	14.3170
162.5324	14.8063	14.2912
162.6848	14.6243	14.0177
162.8372	14.5920	14.0270
162.9896	14.5997	14.0177
163.1420	14.6339	14.0365
163.2944	14.6805	14.0365
163.4468	15.0983	14.4460
163.5992	14.9804	13.8499
163.7516	14.9440	13.8277
163.9040	14.9409	13.8214
164.0564	14.9470	13.8053
164.2088	14.8692	13.7541
164.3612	13.0433	13.2425
164.5136	14.1482	13.6780
164.6660	14.3961	13.7512
164.8184	14.3929	13.7478
164.9708	14.3236	13.6936
165.1232	14.1768	13.6096
165.2756	14.0843	13.5097
165.4280	14.1606	13.7680
165.5804	14.9162	14.0268
165.7328	14.8373	14.0459
165.8852	14.8403	14.0489
166.0376	14.8373	14.0175
166.1900	14.8342	14.0018
166.3424	14.7543	13.9667
166.4948	14.7050	13.7830
166.6472	14.7205	13.7672
166.7996	14.7083	13.7703
166.9520	14.7112	13.7703
167.1044	14.7175	13.7608
167.2568	14.6871	13.7295
167.4092	14.6527	13.7608
167.5616	14.3749	13.5813
167.7140	14.4119	13.6068
167.8664	14.3769	13.5772
168.0188	14.2091	13.2236
168.1712	14.1803	13.1473
168.3236	14.3510	13.5786
168.4760	14.8854	13.9913
168.6284	15.2863	14.3609
168.7808	15.3775	14.5198
168.9332	15.3775	14.5137
169.0856	15.3422	14.5014
169.2380	15.3334	14.5014
169.3904	15.2828	14.4831
169.5428	15.1480	14.4532
169.6952	15.1101	14.4557
169.8476	15.0965	14.5174
170.0000	15.0740	14.5626
170.1524	15.0225	14.5836
170.3048	15.0128	14.5905
170.4572	15.0104	14.5927
170.6096	14.9227	14.5136
170.7620	14.9864	14.6349
170.9144	14.9227	14.6775
171.0668	14.9107	14.6927
171.2192	14.9197	14.6927
171.3716	14.8953	14.6863
171.5240	14.8250	14.6291
171.6764	14.6311	14.4179
171.8288	14.4620	14.2795
171.9812	14.3615	14.1867
172.1336	14.3174	14.1867
172.2860	14.2662	14.1804
172.4384	14.1500	14.1751
172.5908	14.7538	14.3660
172.7432	14.9927	15.0149
172.8956	15.0107	15.0149
173.0480	14.9955	15.0090
173.2004	14.9515	14.9794
173.3528	14.8269	14.8834
173.5052	14.4620	14.8077
173.6576	14.3623	14.8637
173.8100	14.5499	14.8637
173.9624	14.5499	14.8569
174.1148	14.5499	14.8368
174.2672	14.5405	14.7316
174.4196	14.5405	14.6777
174.5720	14.6152	14.7289
174.7244	14.5779	14.7379
174.8768	14.5802	14.8008
175.0292	14.5780	14.7411
175.1816	14.5434	14.7378
175.3340	14.4622	14.6837
175.4864	14.4185	14.6989
175.6388	14.5004	14.7505
175.7912	14.5873	14.8506
175.9436	14.5871	14.8687
176.0960	14.5499	14.8368
176.2484	14.5391	14.8360
176.4008	14.4889	14.7329
176.5532	14.3226	14.5260
176.7056	3.8950	3.7024
176.8580	3.8950	3.7024
177.0104	3.8950	3.7024
177.1628	3.8950	3.7024
177.3152	3.8950	3.7024
177.4676	3.8950	3.7024
177.6200	3.8950	3.7024
177.7724	3.8950	3.7024
177.9248	3.8950	3.7024
178.0772	3.8950	3.7024
178.2296	3.8950	3.7024
178.3820	3.8950	3.7024
178.5344	3.8950	3.7024
178.6868	3.8950	3.7024
178.8392	3.8950	3.7024
178.9916	3.8950	3.7024
179.1440	3.8950	3.7024
179.2964	3.8950	3.7024
179.4488	3.8950	3.7024
179.6012	3.8950	3.7024
179.7536	3.8950	3.7024
179.9060	3.8950	3.7024
180.0584	3.8950	3.7024
180.2108	3.8950	3.7024
180.3632	3.8950	3.7024
180.5156	3.8950	3.7024
180.6680	3.8950	3.7024
180.8204	3.8950	3.7024
180.9728	3.8950	3.7024
181.1252	3.8950	3.7024
181.2776	3.8950	3.7024
181.4300	3.8950	3.7024
181.5824	3.8950	3.7024
181.7348	3.8950	3.7024
181.8872	3.8950	3.7024
182.0396	3.8950	3.7024
182.1920	3.8950	3.7024
182.3444	3.8950	3.7024
182.4968	3.8950	3.7024
182.6492	3.8950	3.7024
182.8016	3.8950	3.7024
182.9540	3.8950	3.7024
183.1064	3.8950	3.7024
183.2588	3.8950	3.7024
183.4112	3.8950	3.7024
183.5636	3.8950	3.7024
183.7160	3.8950	3.7024
183.8684	3.8950	3.7024
184.0208	3.8950	3.7024
184.1732	3.8950	3.7024
184.3256	3.8950	3.7024
184.4780	3.8950	3.7024
184.6304	3.8950	3.7024
184.7828	3.8950	3.7024
184.9352	3.8950	3.7024
185.0876	3.8950	3.7024
185.2400	3.8950	3.7024
185.3924	3.8950	3.7024
185.5448	3.8950	3.7024
185.6972	3.8950	3.7024
185.8496	3.8950	3.7024
186.0020	3.8950	3.7024
186.1544	3.8950	3.7024
186.3068	3.8950	3.7024
186.4592	3.8950	3.7024
186.6116	3.8950	3.7024
186.7640	3.8950	3.7024
186.9164	3.8950	3.7024
187.0688	3.8950	3.7024
187.2212	3.8950	3.7024
187.3736	3.8950	3.7024
187.5260	3.8950	3.7024
187.6784	3.8950	3.7024
187.8308	3.8950	3.7024
187.9832	3.8950	3.7024
188.1356	3.8950	3.7024
188.2880	3.8950	3.7024
188.4404	3.8950	3.7024
188.5928	3.8950	3.7024
188.7452	3.8950	3.7024
188.8976	3.8950	3.7024
189.0500	3.8950	3.7024
189.2024	3.8950	3.7024
189.3548	3.8950	3.7024
189.5072	3.8952	3.7028
189.6596	3.8950	3.7024
189.8120	3.8950	3.7024
189.9644	3.8950	3.7024
190.1168	3.8950	3.7024
190.2692	3.8950	3.7024
190.4216	3.8950	3.7024
190.5740	3.8950	3.7024
190.7264	3.8950	3.7024
190.8788	3.8950	3.7024
191.0312	3.8950	3.7024
191.1836	3.8950	3.7024
191.3360	3.8950	3.7024
191.4884	3.8950	3.7024
191.6408	3.8950	3.7024
191.7932	3.8950	3.7024
191.9456	3.8950	3.7024
192.0980	3.8950	3.7024
192.2504	3.8950	3.7024
192.4028	3.8950	3.7024
192.5552	3.8950	3.7024
192.7076	3.8950	3.7024
192.8600	3.8950	3.7024
193.0124	3.8950	3.7024
193.1648	3.8950	3.7024
193.3172	3.8950	3.7024
193.4696	3.8950	3.7024
193.6220	3.8950	3.7025
193.7744	3.8950	3.7024
193.9268	3.8950	3.7024
194.0792	3.8950	3.7024
194.2316	3.8950	3.7024
194.3840	3.8950	3.7024
194.5364	3.8950	3.7024
194.6888	3.8950	3.7024
194.8412	3.8950	3.7024
194.9936	3.8950	3.7024
195.1460	3.8950	3.7024
195.2984	14.9153	14.0841
195.4508	14.9561	14.1797
195.6032	14.9562	14.2333
195.7556	14.9562	14.2333
195.9080	14.9562	14.2380
196.0604	14.9697	14.2470
196.2128	14.9288	14.1740
196.3652	14.9196	14.1240
196.5176	14.8769	14.0615
196.6700	14.8648	14.0584
196.8224	14.8648	14.0553
196.9748	14.8648	14.0681
197.1272	14.8648	14.0960
197.2796	14.8648	14.0506
197.4320	14.8648	14.0553
197.5844	14.8648	14.0553
197.7368	14.8648	14.0553
197.8892	14.8648	14.0623
198.0416	14.8585	14.0332
198.1940	14.8374	14.0270
198.3464	14.8465	14.0238
198.4988	14.8464	14.0176
198.6512	14.8465	13.9962
198.8036	14.8465	13.9735
198.9560	14.8465	13.9893
199.1084	14.8466	13.9987
199.2608	14.8189	13.9844
199.4132	14.8189	13.9606
199.5656	14.8244	13.9892
199.7180	14.8005	13.9701
199.8704	10.8330	10.1090
