HOLE:	U1353C
EXPEDITION:	317
TOP:	142.1104
BOTTOM:	249.8572
DEPTH_WMSF	TENS	CS	ETIM	DF
m	lbf	m/h	s	lbf
142.1104	1637.0000	305.1048	1453.9735	1369.3861
142.2628	1643.0000	305.1048	1452.1490	1389.6495
142.4152	1668.0000	304.8000	1450.3595	1409.5575
142.5676	1682.0000	304.1904	1448.5530	1429.4656
142.7200	1665.0000	304.4952	1446.7460	1413.4680
142.8724	1651.0000	305.1048	1444.9550	1417.7340
143.0248	1662.0000	306.0192	1443.1479	1435.1536
143.1772	1641.0000	305.7144	1441.3745	1424.8440
143.3296	1676.0000	305.4096	1439.5680	1434.0870
143.4820	1622.0000	307.5432	1437.7784	1422.3556
143.6344	1628.0000	303.8856	1435.9716	1409.5575
143.7868	1609.0000	303.2760	1434.1646	1395.3375
143.9392	1689.0000	303.5808	1432.3740	1426.2660
144.0916	1619.0000	304.4952	1430.5496	1371.8745
144.2440	1616.0000	305.7144	1428.7595	1363.3425
144.3964	1592.0000	306.0192	1426.9530	1350.5446
144.5488	1611.0000	306.3240	1425.1620	1350.5446
144.7012	1577.0000	306.0192	1423.3560	1355.5216
144.8536	1648.0000	304.8000	1421.5665	1390.0050
145.0060	1656.0000	305.7144	1419.7946	1406.3580
145.1584	1595.0000	306.0192	1417.9845	1339.5240
145.3108	1425.0000	309.9816	1416.1945	1192.3470
145.4632	1642.8962	306.2997	1414.4033	1376.7125
145.6156	1689.4020	305.0316	1412.5780	1423.7076
145.7680	1743.0439	303.3308	1410.7661	1453.2939
145.9204	1678.0448	304.1904	1408.9080	1407.7108
146.0728	1644.1997	304.2817	1407.0801	1394.4136
146.2252	1643.3623	305.1413	1405.2396	1393.3885
146.3776	1625.1193	305.3670	1403.4098	1398.0691
146.5300	1642.2363	305.2510	1401.5702	1396.8553
146.6824	1700.4985	306.2386	1399.7449	1448.1162
146.8348	1652.4141	308.0917	1397.9183	1381.4124
146.9872	1420.6554	310.0982	1396.0992	1212.3054
147.1396	1587.8328	305.0317	1394.2954	1355.5712
147.2920	1634.1014	304.6415	1392.4562	1390.6005
147.4444	1595.2849	305.2997	1390.6252	1338.9143
147.5968	1684.2218	304.3118	1388.7825	1451.0631
147.7492	1998.1685	297.0091	1386.9290	1716.6461
147.9016	1832.2510	300.8436	1385.0513	1564.7146
148.0540	1837.2690	300.1306	1383.1919	1575.2953
148.2064	2028.6274	297.0948	1381.3418	1755.7327
148.3588	2121.9985	296.4484	1379.4550	1836.8672
148.5112	2101.8364	297.8201	1377.5693	1807.9835
148.6636	2003.6447	298.9722	1375.6892	1719.2290
148.8160	1988.2573	299.3136	1373.8219	1717.2480
148.9684	2023.8412	299.6062	1371.9449	1728.7283
149.1208	1972.0044	300.5327	1370.0758	1662.8558
149.2732	1911.3229	301.1424	1368.2156	1604.9283
149.4256	1889.6001	301.1424	1366.3639	1583.2338
149.5780	1856.9976	301.4838	1364.5020	1565.2657
149.7304	1864.5781	301.2217	1362.6355	1580.5374
