HOLE:	U1353C
EXPEDITION:	317
TOP:	0.0736
BOTTOM:	249.8572
DEPTH_WMSF	TENS	CS	ETIM	DF
m	lbf	m/h	s	lbf
0.0736	1351.0000	835.7616	214.4510	1303.6185
0.2260	1309.0000	821.4360	215.1645	1316.4165
0.3784	1312.0000	808.3296	215.8890	1294.7311
0.5308	1334.0000	774.1920	216.6085	1317.8385
0.6832	1309.0000	751.9416	217.3275	1308.5956
0.8356	1330.0000	756.2088	218.0475	1346.9895
0.9880	1349.0000	778.7640	218.7670	1351.2555
1.1404	1356.0000	789.1272	219.4755	1365.8311
1.2928	1341.0000	801.6240	220.1730	1364.4091
1.4452	1349.0000	808.6344	220.8935	1354.4551
1.5976	1330.0000	811.0728	221.6135	1373.6521
1.7500	1323.0000	812.2920	222.3325	1346.9895
1.9024	1316.0000	801.9288	223.0600	1351.2555
2.0548	1322.0000	794.3088	223.7760	1338.4575
2.2072	1331.0000	772.0584	224.4890	1338.1021
2.3596	1343.0000	779.6784	225.2075	1318.9050
2.5120	1343.0000	802.5384	225.9353	1319.2605
2.6644	1351.0000	807.4152	226.6465	1312.5061
2.8168	1357.0000	827.8368	227.3750	1321.0381
2.9692	1299.0000	841.8576	228.0805	1317.4830
3.1216	1327.0000	841.5528	228.8055	1321.3936
3.2740	1284.0000	842.7720	229.5260	1356.9436
3.4264	1324.0000	843.9912	230.2440	1330.6366
3.5788	1301.0000	848.5632	230.9465	1337.3910
3.7312	1337.0000	838.8096	231.6670	1332.4141
3.8836	1345.0000	833.0184	232.3855	1338.1021
4.0360	1369.0000	825.7032	233.0970	1338.4575
4.1884	1351.0000	822.0456	233.8255	1323.1710
4.3408	1366.0000	818.3880	234.5450	1326.7261
4.4932	1342.0000	803.1480	235.2640	1319.6161
4.6456	1334.0000	796.1376	235.9830	1304.6851
4.7980	1342.0000	801.9288	236.6855	1302.1965
4.9504	1323.0000	805.8912	237.4045	1301.8411
5.1028	1340.0000	796.1376	238.1240	1307.1736
5.2552	1312.0000	786.3840	238.8430	1310.7285
5.4076	1337.0000	790.3464	239.5630	1332.0586
5.5600	1337.0000	817.7784	240.2825	1341.6571
5.7124	1331.0000	838.5048	241.0075	1319.6161
5.8648	1323.0000	832.4088	241.7133	1330.6366
6.0172	1329.0000	823.5696	242.4415	1336.3246
6.1696	1302.0000	817.1688	243.1615	1323.1710
6.3220	1318.0000	820.5216	243.8810	1314.6390
6.4744	1321.0000	816.5592	244.6093	1283.3551
6.6268	1302.0000	808.6344	245.3118	1269.1350
6.7792	1323.0000	818.0832	246.0390	1273.7566
6.9316	1336.0000	837.2856	246.7580	1269.8461
7.0840	1336.0000	846.4296	247.4770	1263.0916
7.2364	1354.0000	851.0016	248.2047	1269.4906
7.3888	1341.0000	854.9640	248.9325	1262.0250
7.5412	1338.0000	852.8304	249.6600	1260.9585
7.6936	1332.0000	847.0392	250.3710	1280.8666
