HOLE:	U1353C
EXPEDITION:	317
TOP:	0.0736
BOTTOM:	527.9872
DEPTH_WMSF	TENS	CS	ETIM	DF
m	lbf	m/h	s	lbf
0.0736	1130.0000	272.1864	6966.5747	959.4945
0.2260	1125.0000	271.8816	6964.5493	942.7860
0.3784	1093.0000	272.4912	6962.5254	955.5840
0.5308	1144.0000	272.1864	6960.5356	951.6735
0.6832	1089.0000	271.5768	6958.5117	946.3410
0.8356	1146.0000	272.4912	6956.5024	971.5815
0.9880	1125.0000	273.1008	6954.4937	964.4716
1.1404	1094.0000	273.1008	6952.4717	936.0316
1.2928	1119.0000	271.8816	6950.4634	949.5405
1.4452	1112.0000	270.9672	6948.4556	932.4766
1.5976	1126.0000	270.0528	6946.4316	962.6940
1.7500	1152.0000	269.4432	6944.4243	973.3590
1.9024	1110.0000	269.1384	6942.3843	942.4305
2.0548	1074.0000	269.7480	6940.3447	926.7885
2.2072	1121.0000	270.3576	6938.3193	961.2720
2.3596	1150.0000	270.9672	6936.2783	970.8705
2.5120	1123.0000	271.2720	6934.2544	937.8090
2.6644	1119.0000	271.5768	6932.2295	938.5200
2.8168	1119.0000	271.5768	6930.2217	961.6276
2.9692	1143.0000	271.8816	6928.1973	946.3410
3.1216	1127.0000	272.7960	6926.1733	943.8525
3.2740	1124.0000	273.7104	6924.1494	961.2720
3.4264	1130.0000	273.7104	6922.1577	954.5175
3.5788	1122.0000	273.1008	6920.1504	956.2950
3.7312	1126.0000	271.2720	6918.1445	955.2285
3.8836	1172.0000	271.2720	6916.1196	974.7810
4.0360	1121.0000	271.5768	6914.0957	958.4280
4.1884	1119.0000	272.4912	6912.0874	932.8320
4.3408	1106.0000	273.1008	6910.0615	949.8961
4.4932	1150.0000	272.7960	6908.0547	961.2720
4.6456	1147.0000	272.7960	6906.0474	960.2055
4.7980	1160.0000	273.1008	6904.0396	957.7170
4.9504	1113.0000	273.4056	6902.0317	952.3845
5.1028	1154.0000	272.4912	6900.0254	953.8065
5.2552	1163.0000	271.2720	6898.0186	988.6455
5.4076	1152.0000	270.9672	6896.0107	958.0725
5.5600	1139.0000	270.9672	6893.9873	949.8961
5.7124	1133.0000	270.6624	6891.9614	950.2515
5.8648	1120.0000	270.0528	6889.9355	928.9215
6.0172	1119.0000	269.7480	6887.9116	956.2950
6.1696	1148.0000	270.9672	6885.8696	992.5560
6.3220	1141.0000	272.7960	6883.8457	974.7810
6.4744	1110.0000	273.1008	6881.8213	942.4305
6.6268	1118.0000	272.1864	6879.7974	956.2950
6.7792	1127.0000	271.5768	6877.7896	933.1876
6.9316	1147.0000	271.2720	6875.7656	969.0930
7.0840	1143.0000	270.3576	6873.7583	947.0521
7.2364	1143.0000	272.4912	6871.7334	966.2490
7.3888	1123.0000	271.8816	6869.7085	942.4305
7.5412	1137.0000	270.9672	6867.7017	952.0291
7.6936	1153.0000	270.9672	6865.6763	947.4075
7.8460	1120.0000	271.2720	6863.6343	943.1415
7.9984	1139.0000	270.9672	6861.6274	937.4536
8.1508	1166.0000	270.6624	6859.6035	958.4280
8.3032	1161.0000	270.9672	6857.5977	964.4716
8.4556	1146.0000	270.6624	6855.5557	960.2055
8.6080	1146.0000	272.1864	6853.5483	964.8270
8.7604	1161.0000	272.7960	6851.5073	967.3156
8.9128	1124.0000	271.8816	6849.4995	933.5430
9.0652	1161.0000	271.2720	6847.4927	963.0496
9.2176	1152.0000	270.0528	6845.4673	962.3386
9.3700	1160.0000	269.1384	6843.4434	974.4255
9.5224	1137.0000	269.7480	6841.4014	949.8961
9.6748	1156.0000	269.4432	6839.3774	975.4920
9.8272	1115.0000	269.4432	6837.3374	960.5610
9.9796	1143.0000	270.3576	6835.3135	964.4716
10.1320	1146.0000	270.3576	6833.2715	973.3590
10.2844	1125.0000	270.9672	6831.2476	960.9165
