HOLE:	U1353C
147.7492	14.3728
147.9016	14.3702
148.0540	14.3750
148.2064	14.3728
148.3588	14.3806
148.5112	14.3780
148.6636	14.3702
148.8160	14.3676
148.9684	14.3937
149.1208	14.4484
149.2732	14.4614
149.4256	14.4849
149.5780	14.5188
149.7304	14.5344
149.8828	14.5657
150.0352	14.5866
150.1876	14.5866
150.3400	14.5788
150.4924	14.5344
150.6448	14.1330
150.7972	13.5933
150.9496	13.5803
151.1020	13.5777
151.2544	13.5151
151.4068	13.3274
151.5592	13.3144
151.7116	13.3190
151.8640	13.3144
152.0164	13.3144
152.1688	13.3118
152.3212	13.3118
152.4736	13.3326
152.6260	13.3587
152.7784	13.4395
152.9308	13.4760
153.0832	13.5308
153.2356	13.5907
153.3880	13.7706
153.5404	14.3702
153.6928	14.2607
153.8452	14.1121
153.9976	14.0417
154.1500	14.0130
154.3024	13.8306
154.4548	13.6429
154.6072	13.6220
154.7596	13.6168
154.9120	13.6585
155.0644	13.7993
155.2168	14.0026
155.3692	14.3337
155.5216	14.3311
155.6740	14.3285
155.8264	14.3259
155.9788	14.3214
156.1312	14.3259
156.2836	14.3285
156.4360	14.3363
156.5884	14.3337
156.7408	14.3259
156.8932	14.3285
157.0456	14.3285
157.1980	14.3285
157.3504	14.3337
157.5028	14.3233
157.6552	14.3259
157.8076	14.3285
157.9600	14.3233
158.1124	14.3363
158.2648	14.3702
158.4172	14.4067
158.5696	14.4354
158.7220	14.4536
158.8744	14.4484
159.0268	14.4510
159.1792	14.4510
159.3316	14.4588
159.4840	14.4249
159.6364	14.4015
159.7888	14.3598
159.9412	14.3572
160.0936	14.3624
160.2460	14.3598
160.3984	14.2972
160.5508	14.2894
160.7032	14.2920
160.8556	14.2790
161.0080	14.2320
161.1604	14.2086
161.3128	14.1799
161.4652	14.1121
161.6176	14.0652
161.7700	14.0365
161.9224	13.9713
162.0748	13.9427
162.2272	13.9270
162.3796	13.9244
162.5320	13.9218
162.6844	13.9296
162.8368	13.9661
162.9892	14.0652
163.1416	14.0522
163.2940	13.9974
163.4464	13.8254
163.5988	13.5464
163.7512	13.3744
163.9036	13.3014
164.0560	13.3092
164.2084	13.4265
164.3608	13.4552
164.5132	13.5099
164.6656	13.5203
164.8180	13.5021
164.9704	13.5099
165.1228	13.5151
165.2752	13.5170
165.4276	13.4789
165.5800	13.4425
165.7324	13.4291
165.8848	13.4265
166.0372	13.4056
166.1896	13.3978
166.3420	13.4082
166.4944	13.4082
166.6468	13.3978
166.7992	13.3978
166.9516	13.4004
167.1040	13.4030
167.2564	13.4030
167.4088	13.4004
167.5612	13.4030
167.7136	13.4239
167.8660	13.5673
168.0184	13.6715
168.1708	13.9192
168.3232	14.1356
168.4756	14.1799
168.6280	14.1955
168.7804	14.2007
168.9328	14.2060
169.0852	14.2060
169.2376	14.2007
169.3900	14.2034
169.5424	14.2034
169.6948	14.2060
169.8472	14.2034
169.9996	14.2060
170.1520	14.2007
170.3044	14.2007
170.4568	14.2086
170.6092	14.1981
170.7616	14.2034
170.9140	14.1955
171.0664	14.1434
171.2188	13.9766
171.3712	13.8879
171.5236	13.8749
171.6760	13.8671
171.8284	13.8410
171.9808	13.8671
172.1332	14.0130
172.2856	14.0365
172.4380	14.0365
172.5904	14.0324
172.7428	14.0287
172.8952	14.0157
173.0476	14.0235
173.2000	14.0131
173.3524	14.0078
173.5048	14.0235
173.6572	14.0096
173.8096	14.0131
173.9620	14.0104
174.1144	14.0175
174.2668	14.0183
174.4192	14.0131
174.5716	14.0104
174.7240	14.0131
174.8764	14.0104
175.0288	14.0078
175.1812	13.9922
175.3336	13.9922
175.4860	13.9922
175.6384	13.9922
175.7908	13.9922
175.9432	13.9922
176.0956	13.9948
176.2480	13.9922
176.4004	13.9870
176.5528	13.9922
176.7052	13.9948
176.8576	13.9870
177.0100	13.9896
177.1624	13.9922
177.3148	13.9922
177.4672	13.9922
177.6196	13.9870
177.7720	13.9974
177.9244	14.0574
178.0768	14.0939
178.2292	14.1017
178.3816	14.0965
178.5340	14.0939
178.6864	14.0965
178.8388	14.0860
178.9912	14.0782
179.1436	14.0443
179.2960	14.0235
179.4484	14.0235
179.6008	14.0209
179.7532	14.0313
179.9056	13.9896
180.0580	13.9244
180.2104	13.7628
180.3628	13.7211
180.5152	13.7159
180.6676	13.7028
180.8200	13.6637
180.9724	13.5516
181.1248	13.4734
181.2772	13.4604
181.4296	13.4604
181.5820	13.4656
181.7344	13.4656
181.8868	13.4630
182.0392	13.5073
182.1916	13.3848
182.3440	13.3744
182.4964	13.3613
182.6488	13.0381
182.8012	12.6966
182.9536	12.6861
183.1060	12.7070
183.2584	12.7513
183.4108	12.8060
183.5632	12.8686
183.7156	12.8816
183.8680	12.8790
184.0204	12.8869
184.1728	12.8764
184.3252	12.8843
184.4776	12.8843
184.6300	12.8843
184.7824	12.8764
184.9348	12.8869
185.0872	12.9599
185.2396	13.0876
185.3920	13.1580
185.5444	13.2153
185.6968	13.3900
185.8492	13.8280
186.0016	13.9844
186.1540	14.0548
186.3064	14.1929
186.4588	14.2711
186.6112	14.2790
186.7636	14.2920
186.9160	14.2868
187.0684	14.2816
187.2208	14.2920
187.3732	14.2868
187.5256	14.2816
187.6780	14.2790
187.8304	14.2842
187.9828	14.2894
188.1352	14.2797
188.2876	14.2830
188.4400	14.2827
188.5924	14.2946
188.7448	14.2764
188.8972	14.2842
189.0496	14.2920
189.2020	14.2842
189.3544	14.2842
189.5068	14.2790
189.6592	14.2790
189.8116	14.2708
189.9640	14.2399
190.1164	14.1981
190.2688	14.2007
190.4212	14.1929
190.5736	14.1955
190.7260	14.2034
190.8784	14.1955
191.0308	14.1408
191.1832	13.9844
191.3356	13.9766
191.4880	13.9792
191.6404	13.9713
191.7928	13.9687
191.9452	13.9844
192.0976	13.9687
192.2500	13.9792
192.4024	14.0391
192.5548	14.0808
192.7072	14.0782
192.8596	14.0756
193.0120	14.0782
193.1644	14.0808
193.3168	14.0756
193.4692	14.0808
193.6216	14.0834
193.7740	14.0756
193.9264	14.0782
194.0788	14.0782
194.2312	14.0808
194.3836	14.0756
194.5360	14.0756
194.6884	14.0834
194.8408	14.0756
194.9932	14.0756
195.1456	14.0782
195.2980	14.0756
195.4504	14.0730
195.6028	14.0834
195.7552	14.0860
195.9076	14.0756
196.0600	14.0756
196.2124	14.0808
196.3648	14.0887
196.5172	14.0756
196.6696	14.0834
196.8220	14.0860
196.9744	14.0756
197.1268	14.0782
197.2792	14.0808
197.4316	14.0756
197.5840	14.0756
197.7364	14.0834
197.8888	14.0834
198.0412	14.0782
198.1936	14.0782
198.3460	14.0808
198.4984	14.0834
198.6508	14.0768
198.8032	14.0801
198.9556	14.0756
199.1080	14.0808
199.2604	14.0782
199.4128	14.0756
199.5652	14.0782
199.7176	14.0730
199.8700	14.0782
200.0224	14.0837
200.1748	14.0704
200.3272	14.0782
200.4796	14.0808
200.6320	14.0834
200.7844	14.0730
200.9368	14.0756
201.0892	14.1304
201.2416	14.1903
201.3940	14.1877
201.5464	14.1851
201.6988	14.1397
201.8512	13.8497
202.0036	13.8201
202.1560	13.8123
202.3084	13.7862
202.4608	13.7889
202.6132	13.7915
202.7656	13.7836
202.9180	13.7851
203.0704	13.7889
203.2228	13.7784
203.3752	13.7315
203.5276	13.7176
203.6800	13.7211
203.8324	13.7185
203.9848	13.6689
204.1372	13.6168
204.2896	13.5594
204.4420	13.5360
204.5944	13.5099
204.7468	13.4656
204.8992	13.2675
205.0516	12.9468
205.2040	12.7930
205.3564	12.7956
205.5088	12.7904
205.6612	12.7930
205.8136	12.7930
205.9660	12.7904
206.1184	12.7930
206.2708	12.7904
206.4232	12.7852
206.5756	12.7826
206.7280	12.7748
206.8804	12.7800
207.0328	12.7722
207.1852	12.7722
207.3376	12.7774
207.4900	12.7722
207.6424	12.7748
207.7948	12.7956
207.9472	12.7956
208.0996	12.7930
208.2520	12.8165
208.4044	12.8373
208.5568	12.8347
208.7092	12.8399
208.8616	12.8738
209.0140	12.8764
209.1664	12.8895
209.3188	12.9416
209.4712	13.1397
209.6236	13.4421
209.7760	13.4421
209.9284	13.4526
210.0808	13.8723
210.2332	14.2034
210.3856	14.3415
210.5380	14.3937
210.6904	14.4458
210.8428	14.5866
210.9952	14.6726
211.1476	14.6726
211.3000	14.6778
211.4524	14.6752
211.6048	14.6726
211.7572	14.6830
211.9096	14.6830
212.0620	14.6726
212.2144	14.6746
212.3668	14.6760
212.5192	14.6752
212.6716	14.6746
212.8240	14.6819
212.9764	14.6700
213.1288	14.6730
213.2812	14.6778
213.4336	14.6778
213.5860	14.6723
213.7384	14.6879
213.8908	14.6746
214.0432	14.6730
214.1956	14.6752
214.3480	14.6804
214.5004	14.6726
214.6528	14.6726
214.8052	14.6856
214.9576	14.6700
215.1100	14.6726
215.2624	14.6793
215.4148	14.6778
215.5672	14.6726
215.7196	14.6830
215.8720	14.6778
216.0244	14.6700
216.1768	14.6804
216.3292	14.6752
216.4816	14.6726
216.6340	14.7247
216.7864	14.7951
216.9388	14.7951
217.0912	14.7951
217.2436	14.7977
217.3960	14.8003
217.5484	14.7951
217.7008	14.8003
217.8532	14.8003
218.0056	14.7951
218.1580	14.8003
218.3104	14.7717
218.4628	14.7586
218.6152	14.7717
218.7676	14.7638
218.9200	14.7691
219.0724	14.7717
219.2248	14.7664
219.3772	14.7691
219.5296	14.7638
219.6820	14.7717
219.8344	14.7638
219.9868	14.7612
220.1392	14.7612
220.2916	14.7612
220.4440	14.8212
220.5964	14.8394
220.7488	14.8368
220.9012	14.8082
221.0536	14.7169
221.2060	14.7013
221.3584	14.7039
221.5108	14.6778
221.6632	14.6543
221.8156	14.6491
221.9680	14.6543
222.1204	14.6335
222.2728	14.6309
222.4252	14.6309
222.5776	14.6335
222.7300	14.6283
222.8824	14.6152
223.0348	14.5704
223.1872	14.5527
223.3396	14.5527
223.4920	14.5553
223.6444	14.5553
223.7968	14.5136
223.9492	14.4432
224.1016	14.4275
224.2540	14.4302
224.4064	14.4302
224.5588	14.4275
224.7112	14.4275
224.8636	14.4249
225.0160	14.4302
225.1684	14.4197
225.3208	14.4145
225.4732	14.4015
225.6256	14.4015
225.7780	14.3963
225.9304	14.3702
226.0828	14.3259
226.2352	14.3181
226.3876	14.3155
226.5400	14.3128
226.6924	14.2763
226.8448	14.1043
226.9972	14.0417
227.1496	14.0078
227.3020	13.7133
227.4544	13.4943
227.6068	13.4969
227.7592	13.4917
227.9116	13.4891
228.0640	13.4917
228.2164	13.4917
228.3688	13.4969
228.5212	13.5203
228.6736	13.5308
228.8260	13.5308
228.9784	13.5594
229.1308	13.5959
229.2832	13.7471
229.4356	13.9583
229.5880	14.0235
229.7404	14.0313
229.8928	14.2972
230.0452	14.7300
230.1976	14.7717
230.3500	14.8029
230.5024	14.8056
230.6548	14.7998
230.8072	14.8082
230.9596	14.8056
231.1120	14.8029
231.2644	14.8864
231.4168	14.9568
231.5692	14.9568
231.7216	14.9646
231.8740	14.9854
232.0264	15.2044
232.1788	15.4521
232.3312	15.5772
232.4836	15.7102
232.6360	15.7727
232.7884	15.7675
232.9408	15.8118
233.0932	15.8405
233.2456	15.8353
233.3980	15.8353
233.5504	15.8457
233.7028	16.0386
233.8552	16.1742
234.0076	16.2367
234.1600	16.5965
234.3124	16.9797
234.4648	17.1674
234.6172	17.1778
234.7696	17.1857
234.9220	17.1961
235.0744	17.1831
235.2268	17.2170
235.3792	17.2274
235.5316	17.2326
235.6840	17.2300
235.8364	17.2404
235.9888	17.2430
236.1412	17.2196
236.2936	17.2196
236.4460	17.2196
236.5984	17.2222
236.7508	17.2248
236.9032	17.2196
237.0556	17.2143
237.2080	17.2248
237.3604	17.2143
237.5128	17.2170
237.6652	17.2222
237.8176	17.2065
237.9700	17.2091
238.1224	17.2117
238.2748	17.2065
238.4272	17.2091
238.5796	17.2039
238.7320	17.2074
238.8844	17.2091
239.0368	17.2065
239.1892	17.2091
239.3416	17.2248
239.4940	17.2378
239.6464	17.2170
239.7988	17.2534
239.9512	17.2456
240.1036	17.2456
240.2560	17.2482
240.4084	17.2352
240.5608	17.2326
240.7132	17.2404
240.8656	17.2430
241.0180	17.2482
241.1704	17.2534
241.3228	17.2482
241.4752	17.2508
241.6276	17.2482
241.7800	17.2456
241.9324	17.2561
242.0848	17.2482
242.2372	17.2404
242.3896	17.2534
242.5420	17.2534
242.6944	17.2665
242.8468	17.2613
242.9992	17.2795
243.1516	17.2639
243.3040	17.2508
243.4564	17.2430
243.6088	17.2508
243.7612	17.2561
243.9136	17.2482
244.0660	17.2613
244.2184	17.2613
244.3708	17.2587
244.5232	17.2534
244.6756	17.2613
244.8280	17.2300
244.9804	17.2352
245.1328	17.2352
245.2852	17.2378
245.4376	17.2639
245.5900	17.2665
245.7424	17.2404
245.8948	17.2430
246.0472	17.2445
246.1996	17.2430
246.3520	17.2482
246.5044	17.2456
246.6568	17.2404
246.8092	17.2534
246.9616	17.2378
247.1140	17.2430
247.2664	17.2430
247.4188	17.2378
247.5712	17.2430
247.7236	17.2482
247.8760	17.2534
248.0284	17.2456
248.1808	17.2322
248.3332	17.2508
248.4856	17.2430
248.6380	17.2378
248.7904	17.2091
248.9428	17.2233
249.0952	17.2013
249.2476	17.2300
249.4000	17.2482
249.5524	17.2613
249.7048	17.2203
249.8572	17.2222
250.0096	17.2222
250.1620	17.2170
250.3144	17.2300
250.4668	17.2196
250.6192	17.2203
250.7716	17.2248
250.9240	17.2300
251.0764	17.2404
251.2288	17.2352
251.3812	17.2248
251.5336	17.2326
251.6860	17.2352
251.8384	17.2274
251.9908	17.2382
252.1432	17.2352
252.2956	17.2248
252.4480	17.2274
252.6004	17.2196
252.7528	17.2292
252.9052	17.2065
253.0576	17.1726
253.2100	17.1726
253.3624	17.1883
253.5148	17.2173
253.6672	17.2143
253.8196	17.2222
253.9720	17.2143
254.1244	17.2143
254.2768	17.1909
254.4292	17.1816
254.5816	17.1883
254.7340	17.1752
254.8864	17.1752
255.0388	17.1752
255.1912	17.1726
255.3436	17.1726
255.4960	17.1831
255.6484	17.1674
255.8008	17.1700
255.9532	17.1667
256.1056	17.1648
256.2580	17.0684
256.4104	17.0605
256.5628	17.0527
256.7152	17.0564
256.8676	17.0579
257.0200	17.0527
257.1724	17.0605
257.3248	17.0631
257.4772	17.1160
257.6296	17.1492
257.7820	17.1492
257.9344	17.1518
258.0868	17.1544
258.2392	17.1648
258.3916	17.1786
258.5440	17.1831
258.6964	17.1492
258.8488	17.1700
259.0012	17.2117
259.1536	17.2322
259.3060	17.1778
259.4584	17.1674
259.6108	17.1492
259.7632	17.1257
259.9156	17.1160
260.0680	17.1231
260.2204	17.1257
260.3728	17.1153
260.5252	17.1279
260.6776	17.0892
260.8300	17.0501
260.9824	16.9537
261.1348	16.7581
261.2872	16.3593
261.4396	16.1090
261.5920	15.9422
261.7444	15.9057
261.8968	15.8979
262.0492	15.7831
262.2016	15.7102
262.3540	15.6830
262.5064	15.5120
262.6588	15.4860
262.8112	15.4912
262.9636	15.4990
263.1160	15.5225
263.2684	15.5012
263.4208	15.4677
263.5732	15.4234
263.7256	15.3217
263.8780	15.2409
264.0304	15.2361
264.1828	15.2331
264.3352	15.2357
264.4876	15.2305
264.6400	15.2357
264.7924	15.2383
264.9448	15.2331
265.0972	15.2357
265.2496	15.2383
265.4020	15.2331
265.5544	15.2383
265.7068	15.2357
265.8592	15.2331
266.0116	15.2390
266.1640	15.2305
266.3164	15.2279
266.4688	15.2357
266.6212	15.2305
266.7736	15.2301
266.9260	15.2305
267.0784	15.2279
267.2308	15.2305
267.3832	15.2435
267.5356	15.2718
267.6880	15.3087
267.8404	15.3843
267.9928	15.4729
268.1452	15.5303
268.2976	15.6055
268.4500	15.6293
268.6024	15.4104
268.7548	15.0141
268.9072	14.8186
269.0596	14.6648
269.2120	13.8123
269.3644	13.3412
269.5168	13.2101
269.6692	13.1841
269.8216	13.2597
269.9740	13.4969
270.1264	13.5408
270.2788	13.5386
270.4312	13.5542
270.5836	13.6272
270.7360	13.8905
270.8884	14.5031
271.0408	14.7065
271.1932	14.7169
271.3456	14.8577
271.4980	15.0845
271.6504	15.1132
271.8028	15.1199
271.9552	15.1132
272.1076	15.1184
272.2600	15.1210
272.4124	15.1523
272.5648	15.1627
272.7172	15.1646
272.8696	15.1653
273.0220	15.1679
273.1744	15.1575
273.3268	15.1914
273.4792	15.2227
273.6316	15.2241
273.7840	15.2487
273.9364	15.3009
274.0888	15.3165
274.2412	15.3530
274.3936	15.4059
274.5460	15.4703
274.6984	15.4886
274.8508	15.4834
275.0032	15.4807
275.1556	15.4804
275.3080	15.4807
275.4604	15.4834
275.6128	15.4834
275.7652	15.4834
275.9176	15.4834
276.0700	15.4807
276.2224	15.4703
276.3748	15.4677
276.5272	15.4625
276.6796	15.4703
276.8320	15.4651
276.9844	15.4677
277.1368	15.4655
277.2892	15.4729
277.4416	15.4807
277.5940	15.5068
277.7464	15.5563
277.8988	15.5876
278.0512	15.6055
278.2036	15.5798
278.3560	15.4703
278.5084	15.3348
278.6608	15.2305
278.8132	15.2182
278.9656	15.2227
279.1180	15.2279
279.2704	15.2201
279.4228	15.2670
279.5752	15.3061
279.7276	15.3344
279.8800	15.3713
280.0324	15.4078
280.1848	15.4390
280.3372	15.4338
280.4896	15.4286
280.6420	15.4286
280.7944	15.4234
280.9468	15.4364
281.0992	15.4267
281.2516	15.3921
281.4040	15.3686
281.5564	15.2826
281.7088	15.2227
281.8612	15.2003
282.0136	15.1888
282.1660	15.1888
282.3184	15.1888
282.4708	15.1888
282.6232	15.1795
282.7756	15.1471
282.9280	15.1288
283.0804	15.1132
283.2328	15.0949
283.3852	14.9646
283.5376	14.9173
283.6900	14.8916
283.8424	14.8968
283.9948	14.8942
284.1472	14.8916
284.2996	14.8994
284.4520	14.8864
284.6044	14.8916
284.7568	14.8875
284.9092	14.9698
285.0616	15.0793
285.2140	15.1314
285.3664	15.1392
285.5188	15.2044
285.6712	15.2152
285.8236	15.2331
285.9760	15.2279
286.1284	15.2435
286.2808	15.3321
286.4332	15.3403
286.5856	15.3504
286.7380	15.3660
286.8904	15.5928
287.0428	15.9291
287.1952	16.0386
287.3476	16.0494
287.5000	16.0934
287.6524	16.6539
287.8048	16.9015
287.9572	16.8807
288.1096	16.7894
288.2620	16.7645
288.4144	16.7295
288.5668	16.7347
288.7192	16.7216
288.8716	16.7190
289.0240	16.7269
289.1764	16.7198
289.3288	16.7112
289.4812	16.7164
289.6336	16.7138
289.7860	16.7164
289.9384	16.7112
290.0908	16.7138
290.2432	16.7138
290.3956	16.7138
290.5480	16.7138
290.7004	16.7112
290.8528	16.7112
291.0052	16.7079
291.1576	16.7112
291.3100	16.7555
291.4624	16.7738
291.6148	16.8520
291.7672	17.1075
291.9196	17.1309
292.0720	17.1361
292.2244	17.1279
292.3768	17.0788
292.5292	17.0293
292.6816	17.0266
292.8340	17.0110
292.9864	16.9354
293.1388	16.9313
293.2912	16.9276
293.4436	16.9328
293.5960	16.9224
293.7484	16.9093
293.9008	16.9105
294.0532	16.9067
294.2056	16.9041
294.3580	16.9119
294.5104	16.9093
294.6628	16.9067
294.8152	16.9075
294.9676	16.9067
295.1200	16.9093
295.2724	16.9067
295.4248	16.9041
295.5772	16.7257
295.7296	16.6851
295.8820	16.6747
296.0344	16.6069
296.1868	16.6069
296.3392	16.6043
296.4916	16.5939
296.6440	16.5991
296.7964	16.6632
296.9488	16.6956
297.1012	16.7190
297.2536	16.8363
297.4060	17.1022
297.5584	17.0833
297.7108	17.0397
297.8632	17.0449
298.0156	17.0319
298.1680	17.0371
298.3204	17.0371
298.4728	17.0952
298.6252	17.1387
298.7776	17.1492
298.9300	17.1518
299.0824	17.1570
299.2348	17.1440
299.3872	17.1488
299.5396	17.1492
299.6920	17.1101
299.8444	17.0918
299.9968	17.0892
300.1492	17.0918
300.3016	17.0944
300.4540	17.0922
300.6064	17.0918
300.7588	17.0918
300.9112	17.0892
301.0636	17.0944
301.2160	17.1309
301.3684	17.1458
301.5208	17.1518
301.6732	17.1674
301.8256	17.1596
301.9780	17.1570
302.1304	17.1570
302.2828	17.1518
302.4352	17.1570
302.5876	17.1570
302.7400	17.1518
302.8924	17.1570
303.0448	17.1518
303.1972	17.1257
303.3496	17.1153
303.5020	17.0952
303.6544	17.0840
303.8068	17.0710
303.9592	17.0345
304.1116	16.9641
304.2640	16.9354
304.4164	16.9313
304.5688	16.9276
304.7212	16.9172
304.8736	16.8103
305.0260	16.7823
305.1784	16.7816
305.3308	16.7764
305.4832	16.7738
305.6356	16.7686
305.7880	16.6095
305.9404	16.6148
306.0928	16.6095
306.2452	16.6069
306.3976	16.6043
306.5500	16.6539
306.7024	16.9354
306.8548	17.1648
307.0072	17.1994
307.1596	17.2039
307.3120	17.1987
307.4644	17.1961
307.6168	17.1752
307.7692	17.1622
307.9216	17.1440
308.0740	17.1220
308.2264	17.1240
308.3788	17.1190
308.5312	17.1231
308.6836	17.1179
308.8360	17.1205
308.9884	17.1153
309.1408	17.1130
309.2932	17.1193
309.4456	17.1335
309.5980	17.1309
309.7504	17.1428
309.9028	17.1440
310.0552	17.1492
310.2076	17.1518
310.3600	17.1440
310.5124	17.1637
310.6648	17.1492
310.8172	17.1544
310.9696	17.1648
311.1220	17.1674
311.2744	17.1805
311.4268	17.1466
311.5792	17.1466
311.7316	17.0892
311.8840	16.9462
312.0364	16.9563
312.1888	16.9354
312.3412	16.8572
312.4936	16.8259
312.6460	16.7998
312.7984	16.8121
312.9508	16.7972
313.1032	16.7972
313.2556	16.8077
313.4080	16.7998
313.5604	16.8103
313.7128	16.8032
313.8652	16.7998
314.0176	16.8051
314.1700	16.7946
314.3224	16.7894
314.4748	16.6956
314.6272	16.4784
314.7796	16.4036
314.9320	16.3958
315.0844	16.3958
315.2368	16.3880
315.3892	16.3853
315.5416	16.3932
315.6940	16.3861
315.8464	16.3932
315.9988	16.3853
316.1512	16.4036
316.3036	16.4505
316.4560	16.7034
316.6084	17.1309
316.7608	17.1279
316.9132	17.1387
317.0656	17.1361
317.2180	17.1413
317.3704	17.1544
317.5228	17.1518
317.6752	17.1596
317.8276	17.1518
317.9800	17.1622
318.1324	17.1700
318.2848	17.1674
318.4372	17.1648
318.5896	17.1648
318.7420	17.1544
318.8944	17.1179
319.0468	17.0736
319.1992	17.0713
319.3516	17.0684
319.5040	17.0736
319.6564	17.0397
319.8088	16.9563
319.9612	16.9458
320.1136	16.9380
320.2660	16.9537
320.4184	16.9343
320.5708	16.9328
320.7232	16.9615
320.8756	16.9615
321.0280	16.9563
321.1804	16.9224
321.3328	16.8568
321.4852	16.8077
321.6376	16.7790
321.7900	16.7946
321.9424	16.7790
322.0948	16.7842
322.2472	16.7894
322.3996	16.7894
322.5520	16.7920
322.7044	16.7794
322.8568	16.7842
323.0092	16.7868
323.1616	16.7816
323.3140	16.7842
323.4664	16.7764
323.6188	16.7466
323.7712	16.7295
323.9236	16.7269
324.0760	16.7295
324.2284	16.7190
324.3808	16.7269
324.5332	16.7228
324.6856	16.7216
324.8380	16.7321
324.9904	16.7242
325.1428	16.7712
325.2952	16.7816
325.4476	16.8024
325.6000	16.8754
325.7524	16.9719
325.9048	17.0773
326.0572	17.1466
326.2096	17.1805
326.3620	17.1883
326.5144	17.1909
326.6668	17.0788
326.8192	17.0266
326.9716	17.0449
327.1240	17.0266
327.2764	16.8781
327.4288	16.5913
327.5812	16.5965
327.7336	16.5678
327.8860	16.5261
328.0384	16.5183
328.1908	16.4271
328.3432	16.3984
328.4956	16.4062
328.6480	16.4010
328.8004	16.4010
328.9528	16.4010
329.1052	16.3958
329.2576	16.4036
329.4100	16.4010
329.5624	16.3984
329.7148	16.3950
329.8672	16.3932
330.0196	16.4010
330.1720	16.3984
330.3244	16.3984
330.4768	16.3984
330.6292	16.3880
330.7816	16.3541
330.9340	16.3358
331.0864	16.3116
331.2388	16.2680
331.3912	16.2706
331.5436	16.2706
331.6960	16.2628
331.8484	16.2680
332.0008	16.2520
332.1532	16.2420
332.3056	16.2289
332.4580	16.2289
332.6104	16.2263
332.7628	16.2341
332.9152	16.2341
333.0676	16.2341
333.2200	16.2222
333.3724	16.2367
333.5248	16.2315
333.6772	16.2263
333.8296	16.2341
333.9820	16.2289
334.1344	16.2394
334.2868	16.2289
334.4392	16.2367
334.5916	16.2628
334.7440	16.2669
334.8964	16.2654
335.0488	16.2654
335.2012	16.2732
335.3536	16.4114
335.5060	16.6486
335.6584	16.7198
335.8108	16.9067
335.9632	17.1492
336.1156	17.1466
336.2680	17.0058
336.4204	16.7868
336.5728	16.6643
336.7252	16.5023
336.8776	16.4688
337.0300	16.4714
337.1824	16.4818
337.3348	16.4688
337.4872	16.4792
337.6396	16.4714
337.7920	16.4755
337.9444	16.4818
338.0968	16.4740
338.2492	16.4792
338.4016	16.4740
338.5540	16.4792
338.7064	16.4792
338.8588	16.4662
339.0112	16.4844
339.1636	16.4714
339.3160	16.4688
339.4684	16.4870
339.6208	16.5079
339.7732	16.5000
339.9256	16.5112
340.0780	16.6382
340.2304	16.5730
340.3828	16.5470
340.5352	16.5574
