HOLE:	U1353C
EXPEDITION:	317
TOP:	0.0746
BOTTOM:	527.9882
DEPTH_WMSF	FX	FY	FZ	FNOR	FINC	RB	P1AZ	HAZI	AX	AY	AZ
m	oer	oer	oer	oer	deg	deg	deg	deg	m/s2	m/s2	m/s2
0.0746	0.025771	0.051072	1.182620	1.108064	71.3236	339.3396	357.8582	18.5197	-0.1251	0.1083	9.7411
0.2270	0.100214	-0.490293	1.183219	1.076641	71.6128	95.5820	112.6779	17.0962	0.1454	0.3916	9.8014
0.3794	0.164837	-0.465326	1.114838	0.991015	71.0825	98.9215	103.8469	4.9260	-0.0727	0.1675	9.8509
0.5318	-0.148136	-0.876542	1.183450	0.885205	69.7965	100.8590	106.0434	5.1853	0.0645	0.3178	9.9082
0.6842	-0.054689	0.007577	1.156322	0.807174	68.3212	122.7720	137.4376	14.6672	0.0541	0.3311	9.8484
0.8366	0.081294	0.163677	0.862833	0.726558	65.9398	296.9612	304.9050	7.9452	0.0498	0.1735	9.7917
0.9890	-0.249447	0.115998	0.869467	0.642014	62.8799	263.4728	275.3680	11.8951	0.0888	0.4974	9.8449
1.1414	-0.417470	-0.200026	0.430709	0.567019	60.4954	166.4106	188.8098	22.3996	-0.0114	0.1729	9.8244
1.2938	-0.099451	-0.306555	0.384500	0.478238	57.8171	132.2913	163.1136	30.8232	0.2783	0.1613	9.8177
1.4462	-0.060568	-0.198467	0.521189	0.397186	51.5621	78.9882	123.8851	44.8967	-0.0270	0.1599	9.8637
1.5986	0.086270	-0.060682	-0.525554	0.333805	42.9884	36.7695	94.7602	57.9899	0.3342	0.2870	9.8489
1.7510	-0.069447	0.056760	-0.687965	0.283292	36.0409	146.9812	218.3267	71.3472	-0.0238	0.1629	9.8771
1.9034	0.012476	-0.220770	0.278044	0.216813	27.4626	40.6949	121.5965	80.9544	0.1670	0.3441	9.8221
2.0558	0.035239	0.000317	-0.569819	0.171832	13.7886	319.1149	60.1502	100.9819	-0.0924	0.1425	9.7655
2.2082	-0.191792	0.079191	-0.250263	0.169723	-3.5317	138.0313	236.2473	98.2165	0.2268	0.2699	9.8529
2.3606	-0.030020	0.060506	-0.203831	0.174124	-14.1010	153.6682	237.6310	83.9628	-0.0349	0.2099	9.9654
2.5130	0.024904	-0.063705	-0.425433	0.155724	-20.3427	8.2100	135.1330	126.9255	0.1120	0.3230	9.8394
2.6654	-0.104064	0.016031	-0.339334	0.132033	-16.4155	9.5788	235.4672	225.8883	-0.0052	0.2531	9.7635
2.8178	-0.219778	-0.026821	-0.196684	0.127762	-20.4659	318.8288	196.6155	237.7872	0.0932	0.3399	9.8166
2.9702	-0.074266	-0.006158	0.001236	0.118868	3.0983	315.8571	191.4126	235.5561	0.0540	0.2616	9.8351
3.1226	0.086943	0.063845	0.066588	0.151894	33.7947	73.4144	319.8928	246.4777	-0.0081	0.2668	9.8571
3.2750	0.061074	0.073472	0.098606	0.186607	45.3164	95.6068	341.8372	246.2308	0.0975	0.2429	9.8874
3.4274	0.184142	0.105381	0.233380	0.230368	55.4130	96.5583	344.5986	248.0412	-0.0402	0.1532	9.8585
3.5798	0.132052	0.090640	0.301801	0.282867	63.2562	98.9904	354.6779	255.6889	0.1447	0.2083	9.7724
3.7322	0.029083	0.041851	0.453787	0.329018	67.2560	68.5570	331.3474	262.7896	0.0846	0.2016	9.8379
3.8846	0.131081	-0.013074	0.671241	0.408628	71.4532	124.1435	29.3428	265.2014	0.1909	0.2860	9.9148
4.0370	0.094693	0.002688	0.555253	0.482939	74.1702	100.3971	22.2005	281.8037	0.0459	0.2233	9.8381
4.1894	0.124558	-0.060519	0.652145	0.549493	76.4660	114.7477	43.9734	289.2286	0.1600	0.3192	9.7507
4.3418	0.268770	-0.052574	0.682527	0.586846	78.0574	115.8223	43.2057	287.3849	0.1350	0.2675	9.7707
4.4942	0.132013	-0.080618	0.639483	0.646340	77.7892	104.1627	42.0725	297.9110	0.1880	0.2640	9.9409
4.6466	0.017213	-0.081399	0.692530	0.710161	77.8615	140.7154	83.8351	303.1231	0.1604	0.2621	9.8441
4.7990	-0.105051	0.023410	0.639776	0.747357	78.6894	251.7261	191.9748	300.2470	0.0722	0.3495	9.7557
4.9514	-0.181575	-0.099436	0.932070	0.784282	79.4944	246.8283	197.4487	310.6173	0.2095	0.3104	9.7875
5.1038	-0.006940	-0.028331	0.878392	0.815777	79.4461	190.1333	149.9874	319.8512	0.0042	0.3150	9.8622
5.2562	0.108086	-0.102626	1.080689	0.823158	79.3390	128.7314	98.9339	330.2042	0.1871	0.2892	9.8429
5.4086	0.009180	-0.009212	0.795929	0.825674	79.3596	107.5545	79.9299	332.3773	0.0476	0.2337	9.8842
5.5610	0.025046	-0.078264	0.585693	0.829335	79.3170	220.9599	193.3560	332.3938	0.0791	0.3100	9.8425
5.7134	0.289588	-0.364308	1.183185	0.821658	79.9009	122.1818	93.7612	331.5838	0.0181	0.3021	9.8478
5.8658	0.085608	0.099683	1.099283	0.812379	80.4100	70.1545	40.4161	330.2610	0.0731	0.3089	10.6700
6.0182	0.006360	0.046237	0.732954	0.798028	80.2322	327.6823	289.5206	321.8396	-0.0071	0.4021	10.5209
