HOLE:	U1353C
EXPEDITION:	317
TOP:	142.1134
BOTTOM:	249.7078
DEPTH_WMSF	FX	FY	FZ	FNOR	FINC	RB	P1AZ	HAZI	AX	AY	AZ	DEVI
m	oer	oer	oer	oer	deg	deg	deg	deg	m/s2	m/s2	m/s2	deg
142.1134	0.132680	-0.146617	-0.493595	0.531796	-67.8696	286.7509	72.7674	146.0181	-0.0332	-0.1108	9.7374	0.5859
142.2658	0.131010	-0.147933	-0.493629	0.531796	-67.8696	286.7509	72.7674	146.0181	-0.0398	-0.0985	9.7732	0.5859
142.4182	0.132078	-0.147188	-0.493662	0.531796	-67.8696	286.7509	72.7674	146.0181	-0.0337	-0.0899	9.8435	0.5859
142.5706	0.132460	-0.146748	-0.493661	0.531796	-67.8696	286.7509	72.7674	146.0181	-0.0448	-0.1016	9.8276	0.5859
142.7230	0.133337	-0.145995	-0.493660	0.531796	-67.8696	286.7509	72.7674	146.0181	-0.0364	-0.0825	9.8246	0.5859
142.8754	0.133425	-0.145991	-0.493672	0.531796	-67.8696	286.7509	72.7674	146.0181	-0.0358	-0.0834	9.8686	0.5859
143.0278	0.133363	-0.146218	-0.493650	0.531796	-67.8696	286.7509	72.7674	146.0181	-0.0268	-0.0956	9.7960	0.5859
143.1802	0.132779	-0.146661	-0.493661	0.531796	-67.8696	286.7509	72.7674	146.0181	-0.0391	-0.0927	9.8818	0.5859
143.3326	0.134845	-0.144707	-0.493661	0.531796	-67.8696	286.7509	72.7674	146.0181	-0.0253	-0.0844	9.8747	0.5859
143.4850	0.134531	-0.144902	-0.493747	0.531802	-67.8723	286.7440	72.6917	145.9492	-0.0318	-0.0820	9.8786	0.5860
143.6374	0.134537	-0.144806	-0.493741	0.531818	-67.8716	286.7444	72.4544	145.7110	-0.0183	-0.1024	9.8139	0.5862
143.7898	0.134678	-0.144508	-0.493432	0.531817	-67.8684	286.7162	72.4486	145.7329	-0.0192	-0.0995	9.8357	0.5866
143.9422	0.132521	-0.146546	-0.493738	0.531820	-67.8735	286.5241	72.5271	146.0041	-0.0332	-0.0849	9.8934	0.5846
144.0946	0.129136	-0.149545	-0.493666	0.531821	-67.8724	287.1248	73.1605	146.0375	-0.0325	-0.0934	9.8503	0.5780
144.2470	0.129198	-0.149558	-0.493591	0.531817	-67.8729	287.9764	74.3373	146.3619	-0.0298	-0.0977	9.8435	0.5748
144.3994	0.129156	-0.149524	-0.493708	0.531817	-67.8755	287.9063	74.4944	146.5889	-0.0255	-0.0986	9.7611	0.5703
144.5518	0.129374	-0.149460	-0.493747	0.531825	-67.8740	287.5328	74.4773	146.9449	-0.0241	-0.1011	9.7513	0.5668
144.7042	0.129723	-0.149195	-0.493667	0.531835	-67.8735	286.5772	74.3972	147.8202	-0.0276	-0.1061	9.6717	0.5631
144.8566	0.127059	-0.151615	-0.493832	0.531847	-67.8724	286.6524	74.4401	147.7882	-0.0159	-0.1035	9.8820	0.5607
145.0090	0.128123	-0.150875	-0.493738	0.531853	-67.8737	287.3129	74.9553	147.6428	-0.0001	-0.0865	9.9444	0.5574
145.1614	0.127995	-0.150694	-0.493625	0.531866	-67.8720	287.4657	74.9418	147.4767	-0.0191	-0.0874	9.9484	0.5538
145.3138	0.128086	-0.150675	-0.493680	0.531876	-67.8699	287.4000	74.9950	147.5963	-0.0169	-0.0923	9.8299	0.5501
145.4662	0.128021	-0.150711	-0.493631	0.531895	-67.8706	287.3983	74.8989	147.5008	-0.0183	-0.0908	9.8128	0.5474
145.6186	0.126970	-0.150997	-0.494010	0.531899	-67.8735	288.0594	74.9544	146.8956	-0.0279	-0.0909	9.7970	0.5470
145.7710	0.125034	-0.152926	-0.494010	0.531904	-67.8748	288.7712	75.2281	146.4572	-0.0712	-0.0902	9.8988	0.5447
145.9234	0.125132	-0.153961	-0.493727	0.531911	-67.8769	289.7497	75.9120	146.1631	-0.0397	-0.0720	9.9078	0.5415
146.0758	0.128656	-0.150865	-0.493700	0.531919	-67.8761	290.0868	76.0110	145.9245	-0.0347	-0.0922	9.8504	0.5389
146.2282	0.129084	-0.150272	-0.493666	0.531928	-67.8769	289.3504	75.0976	145.7472	-0.0424	-0.0828	9.8206	0.5369
146.3806	0.130207	-0.149393	-0.493628	0.531944	-67.8785	289.4538	74.6659	145.2130	-0.0497	-0.0926	9.8104	0.5334
146.5330	0.131777	-0.148140	-0.493782	0.531951	-67.8767	289.5276	74.2071	144.6806	-0.0728	-0.0886	9.8237	0.5314
146.6854	0.135875	-0.144358	-0.493627	0.531956	-67.8787	289.3118	73.5073	144.1962	-0.0485	-0.0959	9.9577	0.5354
146.8378	0.142895	-0.137115	-0.493647	0.531967	-67.8800	288.3473	71.9430	143.5967	-0.0339	-0.0889	10.0013	0.5382
146.9902	0.142888	-0.137050	-0.493616	0.531972	-67.8801	286.8339	69.9355	143.1019	-0.0210	-0.0949	9.8223	0.5411
147.1426	0.142777	-0.137053	-0.493822	0.531972	-67.8820	286.8475	69.1175	142.2706	-0.0170	-0.0909	9.8210	0.5439
147.2950	0.143527	-0.136878	-0.493725	0.531978	-67.8845	287.5278	69.1493	141.6224	-0.0377	-0.0652	9.7390	0.5470
147.4474	0.148696	-0.132266	-0.493496	0.531980	-67.8859	287.0728	68.6778	141.6056	-0.0388	-0.0300	9.6096	0.5492
147.5998	0.151787	-0.127995	-0.493651	0.531983	-67.8862	285.7719	67.3254	141.5538	-0.0585	-0.0673	9.6120	0.5516
147.7522	0.155484	-0.122789	-0.493679	0.531987	-67.8880	284.2628	65.5843	141.3220	-0.0202	-0.0940	9.9043	0.5539
147.9046	0.157044	-0.120608	-0.493745	0.531989	-67.8887	282.8815	63.9410	141.0604	-0.0179	-0.0946	9.8371	0.5557
148.0570	0.156958	-0.120624	-0.493745	0.531991	-67.8888	281.9138	63.0388	141.1251	-0.0172	-0.0959	9.8215	0.5543
148.2094	0.157266	-0.120216	-0.493665	0.531998	-67.8883	281.5370	62.8736	141.3364	-0.0182	-0.0928	9.7543	0.5505
148.3618	0.161265	-0.114409	-0.493928	0.532006	-67.8890	281.1290	62.5437	141.4156	-0.0107	-0.0971	9.7980	0.5486
148.5142	0.161813	-0.113684	-0.494018	0.532018	-67.8906	279.6242	61.1120	141.4892	0.0035	-0.1219	9.8065	0.5471
148.6666	0.161818	-0.114512	-0.493710	0.532026	-67.8928	278.9911	60.4721	141.4814	-0.0114	-0.0977	9.8911	0.5459
148.8190	0.161798	-0.114394	-0.493681	0.532033	-67.8947	278.9494	60.5711	141.6219	-0.0126	-0.0881	9.8299	0.5464
148.9714	0.161912	-0.114433	-0.493802	0.532042	-67.8963	278.7411	60.5971	141.8562	-0.0114	-0.0801	9.8210	0.5510
149.1238	0.161717	-0.114646	-0.493756	0.532057	-67.8970	278.3650	60.5364	142.1722	-0.0044	-0.0785	9.8919	0.5513
149.2762	0.162069	-0.114199	-0.493753	0.532075	-67.8966	278.2155	60.5914	142.3770	-0.0172	-0.0894	9.8279	0.5498
149.4286	0.162380	-0.113305	-0.493747	0.532095	-67.8974	277.7936	60.5486	142.7547	-0.0072	-0.0901	9.7633	0.5484
149.5810	0.162331	-0.113158	-0.493971	0.532117	-67.8980	277.4791	60.3025	142.8228	-0.0042	-0.0871	9.8307	0.5486
149.7334	0.161266	-0.114624	-0.493891	0.532133	-67.8974	277.0285	60.1965	143.1687	-0.0217	-0.0867	9.8654	0.5459
149.8858	0.160313	-0.116155	-0.493922	0.532143	-67.8991	277.4189	60.6629	143.2438	-0.0157	-0.1001	9.8051	0.5439
150.0382	0.160058	-0.116198	-0.494025	0.532156	-67.8998	277.9200	61.1931	143.2726	-0.0066	-0.0965	9.7233	0.5423
150.1906	0.160477	-0.115489	-0.494099	0.532169	-67.9006	277.4962	61.2691	143.7735	-0.0120	-0.0932	9.9245	0.5441
150.3430	0.159389	-0.117505	-0.493847	0.532182	-67.9043	276.9950	61.1077	144.1142	-0.0052	-0.0924	9.9615	0.5429
150.4954	0.159507	-0.116917	-0.494199	0.532194	-67.9062	277.3809	61.6387	144.2581	-0.0014	-0.0771	9.8784	0.5414
150.6478	0.159404	-0.117039	-0.494197	0.532208	-67.9075	276.8629	61.5366	144.6729	-0.0206	-0.0966	9.7159	0.5416
150.8002	0.157889	-0.119740	-0.494157	0.532227	-67.9064	276.7416	61.6041	144.8630	0.0003	-0.0816	9.6849	0.5437
150.9526	0.157653	-0.119512	-0.494054	0.532237	-67.9055	276.9638	62.3675	145.4037	-0.0131	-0.1044	9.7400	0.5451
151.1050	0.158034	-0.118651	-0.494201	0.532244	-67.9062	276.6213	62.4397	145.8189	-0.0045	-0.0845	9.7589	0.5431
151.2574	0.160402	-0.115523	-0.494193	0.532248	-67.9068	276.0166	62.0873	146.0710	-0.0112	-0.1090	9.8681	0.5417
151.4098	0.160917	-0.114850	-0.494148	0.532251	-67.9076	274.6732	61.1546	146.4822	0.0023	-0.0871	9.9545	0.5380
151.5622	0.160471	-0.115175	-0.494224	0.532253	-67.9077	274.1883	60.9411	146.7533	-0.0167	-0.0943	9.8939	0.5360
151.7146	0.161000	-0.114940	-0.494166	0.532254	-67.9092	273.9402	60.8835	146.9429	-0.0118	-0.1005	9.8915	0.5370
151.8670	0.161347	-0.114127	-0.494187	0.532250	-67.9092	273.6422	60.8048	147.1637	-0.0188	-0.0939	9.7840	0.5379
152.0194	0.161961	-0.113495	-0.494237	0.532250	-67.9085	273.2014	60.5831	147.3829	-0.0083	-0.1070	9.7932	0.5386
152.1718	0.162109	-0.113060	-0.494123	0.532248	-67.9103	272.7110	60.3101	147.5994	0.0099	-0.0953	9.8258	0.5382
152.3242	0.162801	-0.112109	-0.494196	0.532248	-67.9108	272.6426	60.1332	147.4918	0.0038	-0.0891	9.8377	0.5396
152.4766	0.163040	-0.111461	-0.494194	0.532257	-67.9085	272.3969	59.8257	147.4297	-0.0022	-0.0961	9.8330	0.5406
152.6290	0.164086	-0.109892	-0.494190	0.532264	-67.9085	272.1580	59.6154	147.4586	0.0133	-0.0872	9.8681	0.5399
152.7814	0.164463	-0.109237	-0.494202	0.532272	-67.9094	271.8738	59.2029	147.3297	0.0016	-0.0862	9.8381	0.5373
152.9338	0.167059	-0.105458	-0.494189	0.532282	-67.9073	271.4237	58.6460	147.2235	-0.0134	-0.0907	9.8356	0.5336
153.0862	0.166959	-0.105831	-0.494165	0.532288	-67.9058	270.3999	57.8244	147.4249	0.0070	-0.1091	9.7961	0.5303
153.2386	0.168231	-0.103950	-0.494216	0.532289	-67.9065	269.9437	57.5789	147.6356	0.0059	-0.1055	9.7555	0.5269
153.3910	0.166998	-0.105836	-0.494234	0.532285	-67.9088	269.4428	57.1373	147.6955	0.0073	-0.0873	9.8146	0.5243
153.5434	0.167530	-0.105430	-0.494220	0.532282	-67.9090	269.7472	57.3245	147.5776	-0.0050	-0.0941	9.8148	0.5244
153.6958	0.167537	-0.105508	-0.494245	0.532283	-67.9076	269.7917	57.4679	147.6758	-0.0195	-0.0934	9.8373	0.5262
153.8482	0.167655	-0.105165	-0.494239	0.532284	-67.9071	269.4710	57.3825	147.9127	-0.0016	-0.0990	9.9484	0.5270
154.0006	0.168300	-0.104472	-0.494096	0.532279	-67.9103	269.3972	57.3917	147.9954	-0.0084	-0.0801	9.9382	0.5281
154.1530	0.169190	-0.102770	-0.494238	0.532278	-67.9086	269.3132	57.0487	147.7348	-0.0120	-0.0666	9.8972	0.5284
154.3054	0.170628	-0.100353	-0.494202	0.532280	-67.9070	268.5109	56.5474	148.0375	0.0115	-0.0752	9.8763	0.5280
154.4578	0.172431	-0.096545	-0.494256	0.532279	-67.9083	267.5525	55.7495	148.1965	0.0202	-0.0757	9.7652	0.5276
154.6102	0.174694	-0.092518	-0.494149	0.532275	-67.9085	266.1889	54.5438	148.3549	0.0215	-0.0717	9.7487	0.5256
154.7626	0.176192	-0.089085	-0.494125	0.532269	-67.9066	264.2773	53.1441	148.8674	0.0096	-0.0901	9.7485	0.5226
