HOLE:	U1353C
EXPEDITION:	317
TOP:	0.0736
BOTTOM:	527.9872
DEPTH_WMSF	TENS	CS	ETIM	DF
m	lbf	m/h	s	lbf
0.0736	888.0000	1171.3464	117.7465	931.0545
0.2260	888.0000	1173.1752	118.2480	930.6990
0.3784	949.0000	1169.2128	118.7500	927.4995
0.5308	859.0000	1041.1968	119.2855	935.6760
0.6832	907.0000	995.4768	119.8824	925.3665
0.8356	872.0000	1012.8504	120.4317	900.1260
0.9880	904.0000	1062.5328	120.9420	936.0316
1.1404	904.0000	1113.1296	121.5445	973.0035
1.2928	903.0000	1145.7432	122.1387	949.8961
1.4452	910.0000	1145.7432	122.7165	953.8065
1.5976	905.0000	1146.3528	123.3020	953.0955
1.7500	914.0000	1154.2776	123.8820	953.8065
1.9024	921.0000	1160.9832	124.4735	959.8500
2.0548	911.0000	1166.7744	125.0675	963.7606
2.2072	917.0000	1170.4320	125.6615	957.0060
2.3596	912.0000	1171.3464	126.2640	963.7606
2.5120	899.0000	1169.8224	126.8410	957.3615
2.6644	903.0000	1164.9456	127.3510	932.8320
2.8168	910.0000	1165.5552	127.8695	937.4536
2.9692	907.0000	1160.6783	128.4720	970.5150
3.1216	884.0000	1151.5344	129.0410	918.2565
3.2740	893.0000	1144.5240	129.5517	925.0110
3.4264	889.0000	1139.3424	130.0705	938.5200
3.5788	883.0000	1133.5511	130.6727	994.6890
3.7312	897.2501	1147.7399	131.2368	928.1566
3.8836	884.5002	1149.8579	131.7104	945.1319
4.0360	888.0999	1148.4559	132.2432	1016.6044
4.1884	922.5995	1148.9131	132.8165	956.8650
4.3408	926.5001	1087.1461	133.3212	954.8728
4.4932	927.7999	1009.7440	133.8467	958.9613
4.6456	912.7507	969.7676	134.4084	931.8555
4.7980	939.3985	1021.1384	134.9253	924.5842
4.9504	967.3998	1082.2982	135.4422	968.3804
5.1028	965.5004	1086.0035	135.9950	969.0956
5.2552	948.3010	1024.2845	136.5519	949.4862
5.4076	939.1995	975.6029	137.0971	959.0684
5.5600	944.5502	1009.6939	137.6436	949.1675
5.7124	952.8976	1060.8840	138.2052	941.8265
5.8648	968.2531	1083.8717	138.7777	935.6763
6.0172	924.7998	1031.0194	139.3421	928.0692
6.1696	923.2014	990.1411	139.8673	911.5563
6.3220	895.2005	1028.2096	140.3511	897.2088
6.4744	890.4470	1068.8407	140.8326	929.4537
6.6268	937.0000	1090.2697	141.4045	946.3410
6.7792	880.9532	1096.9291	141.9369	884.5410
6.9316	911.2971	1097.5543	142.4091	911.9971
7.0840	886.9525	1091.1084	142.9491	913.5997
7.2364	897.1986	1090.2086	143.5177	918.1139
7.3888	912.2490	1092.0983	144.0460	937.9850
7.5412	922.2992	1101.2413	144.5683	974.0662
7.6936	979.5927	1092.0239	145.1035	1010.8966
7.8460	965.8061	1011.0320	145.6439	994.8353
7.9984	939.1996	964.8287	146.1612	961.4163
8.1508	984.9911	987.5479	146.6993	957.8932
8.3032	968.2634	992.9959	147.2640	937.2643
8.4556	898.3989	968.8388	147.7870	903.5385
8.6080	908.8489	974.6548	148.2640	905.0854
8.7604	912.1014	1022.3528	148.7436	904.7119
8.9128	894.5035	1074.2650	149.2501	928.2011
9.0652	882.3932	1091.9161	149.8156	976.2844
9.2176	926.8562	1087.8462	150.3638	898.4354
9.3700	878.1961	1088.8380	150.8481	920.5961
9.5224	906.0521	1081.5673	151.3970	967.2338
9.6748	888.0000	1084.1736	151.9693	904.7476
9.8272	904.7327	1095.8739	152.5537	943.2377
9.9796	904.0314	1104.9180	153.1461	933.5221
10.1320	906.8590	1111.0144	153.7392	941.3187
10.2844	907.0000	1116.7295	154.3163	931.7222
10.4368	906.0782	1118.7777	154.9084	938.2638
10.5892	902.3754	1118.0922	155.4482	930.1779
10.7416	893.0947	1114.7491	155.9385	934.9755
10.8940	903.3738	1114.3488	156.4903	949.3614
11.0464	899.8442	1108.5867	157.0788	914.6605
11.1988	892.2508	1100.7002	157.6364	917.3557
