HOLE:	U1351C
EXPEDITION:	317
TOP:	0.0034
BOTTOM:	800.8654
DEPTH_WMSF	FX	FY	FZ	FNOR	FINC	RB	P1AZ	HAZI	AX	AY	AZ
m	oer	oer	oer	oer	deg	deg	deg	deg	m/s2	m/s2	m/s2
0.0034	0.125822	0.217752	1.005139	0.536519	69.1351	130.3305	320.1163	189.7803	0.0516	-0.0001	9.8139
0.1558	0.114079	0.176126	0.518548	0.486530	67.9132	191.0431	330.4331	139.3867	0.0569	-0.0420	9.7493
0.3082	0.041983	-0.041038	0.344724	0.423487	64.9443	346.2454	56.9131	70.6737	0.0771	-0.0429	9.7041
0.4606	0.072318	0.032098	0.143824	0.370247	62.9216	273.2096	318.3268	45.1297	0.0676	-0.0065	9.6742
0.6130	-0.029804	0.032744	0.039863	0.323200	60.5606	179.5423	224.4892	44.9456	0.0459	0.0109	9.8655
0.7654	-0.101624	0.016128	0.038663	0.274898	56.7690	172.6440	208.6763	36.0319	0.0456	0.0104	9.8791
0.9178	-0.172869	0.012875	0.039433	0.239395	52.8004	166.4040	209.3799	42.9764	0.0355	0.0161	10.0343
1.0702	-0.147688	-0.044572	-0.059673	0.228423	54.1402	119.9914	172.5608	52.5704	0.0272	0.0391	9.9797
1.2226	-0.098498	-0.086845	-0.026536	0.163313	43.0925	116.5784	166.9653	50.3877	-0.0436	0.0923	9.8478
1.3750	-0.089508	-0.013225	0.039735	0.128305	29.7346	179.6947	223.1560	43.4615	0.1264	-0.0797	9.7844
1.5274	-0.132196	0.067029	0.053364	0.115391	19.0729	193.8790	230.4763	36.5972	0.0142	-0.0038	9.7711
1.6798	-0.107133	0.051616	0.038313	0.110068	10.5372	183.4735	222.0100	38.5364	0.0572	0.0457	9.6451
1.8322	-0.051965	0.005111	0.107533	0.108194	7.3907	145.1434	180.6954	35.5522	0.0217	0.0319	9.7092
1.9846	0.022057	-0.044755	0.088267	0.111090	5.6949	69.2257	105.9452	36.7193	0.0465	0.0179	9.8846
2.1370	-0.055602	-0.017247	0.038575	0.112590	4.9898	179.5774	218.3736	38.7962	0.0544	0.0221	10.0195
2.2894	-0.140820	0.074361	-0.014241	0.111714	6.2378	197.2290	235.3534	38.1242	0.0161	0.0627	10.0198
2.4418	-0.159683	0.083596	-0.073551	0.110396	7.3325	181.8342	226.5301	44.6958	0.0699	0.0048	9.8768
2.5942	-0.137380	0.023693	-0.026190	0.108459	9.1135	159.4559	205.7546	46.2990	0.0743	0.0327	9.7428
2.7466	-0.107504	-0.009795	0.005001	0.103836	8.9471	146.1048	189.2413	43.1367	0.0712	0.0113	9.6634
2.8990	-0.046087	-0.027545	-0.040174	0.097389	9.7721	151.4315	191.5741	40.1429	0.0397	0.0156	9.7361
3.0514	-0.047226	0.009094	-0.017369	0.095170	8.9838	163.6730	204.7448	41.0720	0.0438	0.0298	9.8068
3.2038	-0.085746	0.020930	-0.027085	0.094703	7.9709	177.4225	217.8936	40.4711	0.0446	0.0217	9.9828
3.3562	-0.160721	0.006760	-0.002686	0.094888	8.4186	160.2934	206.0388	45.7456	0.0269	0.0344	10.0082
3.5086	-0.148740	0.006587	0.050813	0.093720	9.8938	166.3588	211.5237	45.1648	0.0783	-0.0033	9.9133
3.6610	-0.157242	0.055684	0.027057	0.087301	13.9888	171.4978	216.8265	45.3285	0.0405	0.0227	9.8754
3.8134	-0.096059	0.022394	0.012813	0.082873	20.2727	166.7891	212.0185	45.2296	0.0369	0.0387	9.8227
3.9658	0.004179	-0.024749	0.043912	0.080980	23.3124	34.7842	87.4021	52.6175	0.0290	0.0284	9.7324
4.1182	0.012210	-0.030214	0.053882	0.081148	26.7314	3.7178	73.2795	69.5620	0.0718	-0.0239	9.7376
4.2706	0.045075	-0.022585	0.033876	0.081836	31.0493	280.7842	358.1416	77.3585	0.0331	0.0377	9.8173
4.4230	0.044144	0.042411	0.072214	0.083991	32.0763	263.3703	331.1701	67.8174	0.0205	0.0445	9.8378
4.5754	-0.027779	0.011689	0.088769	0.082728	34.9423	348.6499	44.2312	55.5824	0.0883	0.0357	9.8411
4.7278	0.086673	0.001800	0.078482	0.080701	39.1504	321.0427	5.1476	44.1052	0.0071	0.0607	9.9391
4.8802	0.016246	0.035909	0.057218	0.078092	38.3752	188.8896	248.3889	59.4985	0.0383	0.0493	9.9897
5.0326	-0.063639	-0.013407	0.039797	0.080606	37.6402	107.2158	194.7810	87.5691	0.0428	0.0400	9.8375
5.1850	-0.044135	0.009174	0.062257	0.083593	34.7109	132.2235	243.6024	111.3840	0.0541	0.0335	9.7726
5.3374	-0.036997	0.069280	0.048075	0.084495	30.1936	153.8171	266.1374	112.3187	0.0393	0.0515	9.7072
5.4898	0.001762	0.014950	0.090795	0.089913	29.4772	292.5493	35.1977	102.6406	0.0313	0.0609	9.8011
5.6422	0.034325	-0.050082	0.006928	0.099561	29.7752	2.2146	104.8764	102.6616	0.0429	0.0419	9.9119
5.7946	-0.015789	-0.052846	0.047505	0.105649	27.7713	42.9861	151.6411	108.6542	0.0405	0.0445	10.0280
5.9470	-0.053250	-0.046695	0.051734	0.109144	27.0675	51.2795	168.0364	116.7569	0.0570	0.0610	9.8924
6.0994	-0.091866	-0.009324	0.038544	0.115974	30.7299	124.2338	231.2740	107.0407	0.0401	0.0610	9.7802
6.2518	-0.101172	0.145503	0.009394	0.124953	34.3211	150.2089	253.1462	102.9366	0.0798	0.0503	9.7401
6.4042	-0.108793	0.139477	0.017652	0.147783	44.0095	141.8236	252.8367	111.0128	0.0245	0.0612	9.7239
6.5566	-0.076784	0.050877	-0.035853	0.184745	53.1796	91.8172	209.4455	117.6311	0.0162	0.0582	9.7965
6.7090	-0.127686	-0.087064	-0.012505	0.213177	57.5772	80.3818	193.2159	112.8343	0.0233	0.0589	9.9206
6.8614	-0.076408	0.096048	0.136833	0.265895	62.4237	157.9766	274.5470	116.5734	0.0225	0.0534	10.0382
