HOLE:	U1351C
EXPEDITION:	317
TOP:	0.0024
BOTTOM:	800.8644
DEPTH_WMSF	TENS	CS	ETIM	DF
m	lbf	m/h	s	lbf
0.0024	1141.0000	473.3544	324.1880	879.8625
0.1548	1153.0000	473.0496	325.3920	857.1105
0.3072	1098.0000	466.3440	326.5795	845.7346
0.4596	1036.0000	468.1728	327.7665	830.0925
0.6120	1100.0000	469.0872	328.9515	889.4611
0.7644	1169.0000	470.3064	330.1535	859.2435
0.9168	1180.0000	473.3544	331.3395	940.6530
1.0692	1166.0000	474.2688	332.5430	907.9470
1.2216	1104.0000	474.8784	333.7470	919.3231
1.3740	1095.0000	475.1832	334.9330	900.1260
1.5264	1124.0000	474.5736	336.1530	882.7065
1.6788	1151.0000	472.7448	337.3395	831.8701
1.8312	1152.0000	471.5256	338.5430	858.5325
1.9836	1109.0000	469.6968	339.7470	880.5735
2.1360	1051.0000	464.8200	340.9340	939.2310
2.2884	1087.0000	463.9056	342.1035	991.1340
2.4408	1105.0000	464.5152	343.2895	963.4050
2.5932	1152.0000	467.2584	344.4750	900.4815
2.7456	1141.0000	472.4400	345.6775	859.2435
2.8980	1060.0000	468.4776	346.9315	859.9545
3.0504	1082.0000	467.2584	348.1695	872.0415
3.2028	1075.0000	469.0872	349.4240	894.7935
3.3552	1084.0000	467.5632	350.6940	937.8091
3.5076	1092.0000	466.9536	351.9135	939.2310
3.6600	1066.0000	469.3920	353.1330	953.0955
3.8124	1088.0000	468.4776	354.3442	908.6580
3.9648	1100.0000	471.5256	355.5550	891.9495
4.1172	1140.0000	471.2208	356.7590	877.7296
4.2696	1172.0000	470.9160	357.9810	878.4406
4.4220	1089.0000	466.9536	359.1685	893.0161
4.5744	1063.0000	468.4776	360.3880	911.8575
4.7268	1072.0000	465.7344	361.6070	916.1235
4.8792	1048.0000	466.0392	362.8265	913.2795
5.0316	1104.0000	471.8304	364.0460	933.8986
5.1840	1093.0000	477.3168	365.2665	912.9240
5.3364	1100.0000	474.2688	366.4870	870.6195
5.4888	1097.0000	474.5736	367.7405	875.5966
5.6412	1101.0000	469.6968	369.0120	901.5480
5.7936	1097.0000	469.0872	370.2665	959.8500
5.9460	1053.0000	466.9536	371.4690	944.2080
6.0984	1029.0000	464.2104	372.6880	907.9470
6.2508	1097.0000	465.1248	373.9070	894.4380
6.4032	1120.0000	464.2104	375.1440	870.2640
6.5556	1107.0000	465.1248	376.3650	874.5300
6.7080	1080.0000	466.0392	377.5520	883.7730
6.8604	1046.0000	465.7344	378.7725	943.4970
7.0128	1108.0000	466.3440	379.9580	965.8936
7.1652	1130.0000	468.4776	381.1935	924.3001
7.3176	1115.0000	473.0496	382.4300	851.7780
7.4700	1055.0000	469.0872	383.6680	877.0186
7.6224	1030.0000	464.2104	384.9050	916.4790
7.7748	1055.0000	466.3440	386.1250	950.6071
7.9272	1045.0000	465.4296	387.3450	902.9700
8.0796	1126.0000	472.4400	388.5660	872.0415
8.2320	1094.0000	468.7824	389.7690	880.9290
8.3844	1008.0000	461.4672	390.9885	891.2385
8.5368	1053.0000	466.3440	392.2085	891.2385
8.6892	1047.0000	463.2960	393.4460	880.9290
8.8416	1104.0000	465.1248	394.6500	880.2180
8.9940	1084.0000	470.9160	395.8870	890.1721
9.1464	1046.0000	472.1352	397.1075	926.4330
9.2988	1023.0000	470.6112	398.3440	910.7910
9.4512	1030.0000	469.3920	399.5800	861.7321
9.6036	1050.0000	469.0872	400.7835	866.3535
9.7560	1049.0000	467.2584	402.0215	894.7935
9.9084	1069.0000	466.0392	403.2430	919.6785
10.0608	1049.0000	501.0912	404.4630	898.3485
10.2132	1072.0000	461.1624	405.6985	873.4635
10.3656	1079.0000	463.9056	406.9020	871.6860
10.5180	1119.0000	466.9536	408.1235	886.9725
10.6704	1105.0000	465.7344	409.3455	910.0800
10.8228	1027.0000	463.6008	410.5490	882.3510
10.9752	1028.0000	461.1624	411.7680	852.8445
11.1276	1081.0000	465.1248	413.0040	853.5555
11.2800	1106.0000	469.6968	414.2245	858.8880
11.4324	1120.0000	471.2208	415.4630	906.1696
11.5848	1038.0000	467.5632	416.6500	953.8065
11.7372	1015.0000	464.5152	417.8690	938.5200
11.8896	1039.0000	466.9536	419.0890	895.8600
12.0420	1020.0000	467.2584	420.3090	833.6475
12.1944	1104.0000	466.9536	421.5295	838.6245
12.3468	1055.0000	466.0392	422.7345	855.6885
12.4992	1079.0000	463.6008	423.9545	888.3945
12.6516	1010.0000	464.8200	425.1745	934.6096
12.8040	1002.0000	463.9056	426.3950	883.0620
12.9564	1054.0000	466.0392	427.6155	855.3330
13.1088	1059.0000	468.1728	428.8520	847.1566
13.2612	1099.0000	471.8304	430.0880	819.4276
13.4136	1071.0000	470.9160	431.3255	851.0670
13.5660	1040.0000	469.6968	432.5315	907.2360
13.7184	1001.0000	462.0768	433.7695	905.8140
13.8708	994.0000	460.2480	435.0065	816.2280
14.0232	1022.0000	461.7720	436.2265	812.3175
14.1756	1041.0000	460.8576	437.4470	825.4710
14.3280	1021.0000	461.1624	438.6675	861.0211
14.4804	1008.0000	459.3336	439.8870	877.7296
14.6328	1006.0000	460.2480	441.1070	857.1105
14.7852	1049.0000	460.2480	442.3450	807.6960
14.9376	1054.0000	463.9056	443.5490	820.1385
15.0900	1007.0000	463.6008	444.7690	837.5580
15.2424	997.0000	463.9056	445.9880	842.5350
15.3948	1039.0000	463.9056	447.2410	830.4481
15.5472	1056.0000	464.5152	448.4610	842.1795
15.6996	1008.0000	464.2104	449.6645	842.5350
15.8520	901.0000	463.9056	450.8845	828.6705
16.0044	967.0000	463.2960	452.1215	820.8495
16.1568	1003.0000	462.9912	453.3430	852.8445
16.3092	1060.0000	462.6864	454.5300	890.8831
16.4616	1088.0000	464.2104	455.7495	835.4250
16.6140	1017.0000	464.5152	456.9850	783.8775
16.7664	989.0000	464.5152	458.2220	795.6090
16.9188	989.0000	462.0768	459.4595	823.6935
17.0712	988.0000	462.9912	460.6630	873.8190
17.2236	993.0000	466.9536	461.8990	892.3051
17.3760	964.0000	466.0392	463.1350	848.5786
17.5284	994.0000	466.6488	464.3715	825.1155
17.6808	1065.0000	464.2104	465.6085	831.5145
17.8332	1071.0000	463.6008	466.8370	813.7395
17.9856	1006.0000	462.6864	468.0815	778.1895
18.1380	956.0000	459.0288	469.3355	798.0975
18.2904	980.0000	459.6384	470.5900	867.0645
18.4428	1068.0000	459.6384	471.8265	932.4766
18.5952	1111.0000	464.5152	473.0455	873.4635
18.7476	1066.0000	462.3816	474.2640	795.9645
18.9000	987.0000	460.8576	475.5345	758.6370
19.0524	934.0000	458.4192	476.8075	825.4710
19.2048	969.0000	459.9432	478.0630	902.2590
