HOLE:	U1351C
EXPEDITION:	317
TOP:	83.0604
BOTTOM:	782.8812
DEPTH_WMSF	IDPH	IMPH	SFLU
m	ohm.m	ohm.m	ohm.m
83.0604	1950.0000	1950.0000	0.0911
83.2128	1950.0000	1950.0000	0.1825
83.3652	1950.0000	1950.0000	0.6282
83.5176	1950.0000	1950.0000	0.7748
83.6700	0.4440	1950.0000	0.6938
83.8224	0.4770	8.0820	0.8202
83.9748	0.5277	1.5116	0.8163
84.1272	0.5910	0.8230	0.8514
84.2796	0.8051	0.6634	1.2369
84.4320	1.3553	0.6967	1.2658
84.5844	1.3719	0.8978	1.2281
84.7368	1.4696	1.3547	1.1813
84.8892	2.1228	2.0588	0.9765
85.0416	1.5841	2.2739	0.8894
85.1940	1.4549	1.7663	0.8011
85.3464	1.3344	1.3300	0.7531
85.4988	1.2425	1.1209	0.6994
85.6512	1.1637	1.0636	0.7245
85.8036	1.1194	1.1059	0.7012
85.9560	1.1264	1.1959	0.7359
86.1084	1.1569	1.2632	0.7740
86.2608	1.1912	1.2589	0.7540
86.4132	1.2194	1.1965	0.7384
86.5656	1.2373	1.1247	0.5872
86.7180	1.2286	1.0823	0.6558
86.8704	1.2125	1.0799	0.6629
87.0228	1.1990	1.1074	0.7619
87.1752	1.1874	1.1464	0.6963
87.3276	1.1826	1.1766	0.7350
87.4800	1.1853	1.1827	0.7296
87.6324	1.1940	1.1671	0.6469
87.7848	1.2058	1.1447	0.6606
87.9372	1.2058	1.1268	0.6754
88.0896	1.2091	1.1164	0.7788
88.2420	1.2169	1.1118	0.6672
88.3944	1.2179	1.1089	0.6992
88.5468	1.2052	1.1051	0.6974
88.6992	1.1917	1.1016	0.6397
88.8516	1.1845	1.0993	0.7452
89.0040	1.1771	1.0978	0.7671
89.1564	1.1758	1.0973	0.6759
89.3088	1.1770	1.0984	0.5920
89.4612	1.1803	1.0999	0.7550
89.6136	1.1873	1.0996	0.6633
89.7660	1.1956	1.0966	0.6172
89.9184	1.2009	1.0941	0.5660
90.0708	1.2120	1.0994	0.6382
90.2232	1.2694	1.1210	0.6868
90.3756	1.3415	1.1604	0.6982
