HOLE:	U1513E
EXPEDITION:	369
TOP:	116.5497
BOTTOM:	605.0932
DEPTH_WMSF	RLA1	RLA2	RLA3	RLA4	RLA5	RM_HRLT	RT_HRLT
m	ohm.m	ohm.m	ohm.m	ohm.m	ohm.m	ohm.m	ohm.m
116.5497	0.1547858	0.1581429	0.1618706	0.1689438	0.2669192	0.0004522696	0.2769924
116.6005	0.2000331	0.2023592	0.2018853	0.2059772	0.2942776	0.0004647046	0.2873101
116.6513	0.2417089	0.2349795	0.2293584	0.2287741	0.2973508	0.0004996716	0.2843324
116.7021	0.2335803	0.2300278	0.2275468	0.2284112	0.3015622	0.0005793769	0.290335
116.7529	0.3178184	0.322404	0.3227072	0.3259024	0.4326034	0.0007401597	0.4208911
116.8037	0.2058357	0.2229676	0.2230755	0.2275592	0.3093052	0.0009559562	0.3184398
116.8545	0.03963333	0.04306889	0.04214011	0.04188179	0.05218767	0.001172455	0.05812265
116.9053	0.03616515	0.03477219	0.03313393	0.0315432	0.03267352	0.001457197	0.03631993
116.9561	0.1371216	0.1259337	0.120548	0.11575	0.1223214	0.001972219	0.1270487
117.0069	0.5842872	0.5504271	0.5456207	0.5439008	0.6221565	0.003124613	0.5872976
117.0577	1.007365	0.9219215	0.8992327	0.8923908	0.9569635	0.006969428	0.8533607
117.1085	0.9804946	0.885102	0.8465428	0.8243033	0.8385028	0.01604321	0.7001753
117.1593	0.8815723	0.8032971	0.7732496	0.7550439	0.7827346	0.02875413	0.6897565
117.2101	0.8856493	0.8112543	0.78106	0.7594327	0.7927393	0.0596332	0.6967764
117.2609	0.9957821	0.9141942	0.8799031	0.8520053	0.8894429	0.09772217	0.7708306
117.3117	1.097743	1.00837	0.9709461	0.9393257	0.9767326	0.1204772	0.8366365
117.3625	1.165	1.066496	1.017362	0.9793271	0.9968041	0.1157327	0.8072011
117.4133	1.282868	1.162412	1.092107	1.041417	1.019008	0.1109103	0.7447423
117.4641	1.458854	1.310981	1.22947	1.170255	1.125338	0.1066366	0.789663
117.5149	1.689668	1.507945	1.410178	1.34321	1.284104	0.1013999	0.8817508
117.5657	1.921924	1.71289	1.613415	1.553822	1.508397	0.0945697	1.086029
117.6165	2.15027	1.962875	1.890703	1.875915	1.929376	0.08719292	1.666123
117.6673	2.495629	2.361775	2.275622	2.255803	2.308873	0.08014628	2.087343
117.7181	3.062268	3.024426	2.851435	2.758714	2.682208	0.07441637	2.298438
117.7689	4.118457	4.206977	3.950675	3.78197	3.541416	0.07149648	3.103958
117.8197	4.362978	4.701088	4.820666	4.790711	4.588171	0.07284101	4.774137
117.8705	2.779486	3.127825	3.472593	3.600696	3.605111	0.07672106	4.28905
117.9213	1.820199	1.991394	2.124812	2.146991	2.079088	0.08139164	2.329403
117.9721	1.575755	1.713721	1.783265	1.775304	1.681058	0.08588608	1.785545
118.0229	1.548385	1.692137	1.728918	1.71236	1.611614	0.0884582	1.682486
118.0737	1.551265	1.688211	1.701662	1.673298	1.573017	0.08772345	1.63741
118.1245	1.577588	1.696456	1.705232	1.662916	1.562329	0.08536236	1.636408
118.1753	1.609865	1.719959	1.73277	1.679649	1.576662	0.08282731	1.657015
118.2261	1.639704	1.75813	1.775933	1.716946	1.612756	0.08062799	1.695204
118.2769	1.686256	1.821111	1.844069	1.77991	1.67436	0.07880817	1.75751
118.3277	1.728179	1.887607	1.912145	1.849881	1.737291	0.07777659	1.821445
118.3785	1.741598	1.927523	1.948533	1.89457	1.774455	0.07750306	1.862769
118.4293	1.721944	1.926703	1.94159	1.90543	1.776532	0.07802849	1.87948
118.4801	1.658023	1.878432	1.889355	1.871661	1.736316	0.07901993	1.860234
118.5309	1.587033	1.808322	1.822973	1.811462	1.679168	0.08005837	1.818559
118.5817	1.540711	1.756164	1.786239	1.77793	1.649017	0.08083241	1.807999
118.6325	1.523116	1.734816	1.79127	1.782067	1.651207	0.08122835	1.838062
118.6833	1.526583	1.731351	1.817247	1.804884	1.66972	0.08130786	1.880726
118.7341	1.528617	1.729467	1.835597	1.820068	1.683502	0.08131386	1.913107
118.7849	1.517683	1.719754	1.82711	1.81116	1.678202	0.0815343	1.914432
