HOLE:	U1513E
EXPEDITION:	369
TOP:	423.9632
BOTTOM:	607.1480
DEPTH_WMSF	RLA1	RLA2	RLA3	RLA4	RLA5	RM_HRLT	RT_HRLT
m	ohm.m	ohm.m	ohm.m	ohm.m	ohm.m	ohm.m	ohm.m
423.9632	0.02770832	0.02295098	0.02042815	0.01893974	0.0169134	0.005343463	0.01632572
424.0140	0.03611158	0.03278304	0.02974843	0.02775982	0.02517497	0.00558591	0.02430219
424.0648	0.1165165	0.1082883	0.0999649	0.09265739	0.08984395	0.006190954	0.06776883
424.1156	0.09509486	0.07931527	0.07210393	0.06577776	0.06081851	0.007097333	0.05259954
424.1664	0.02930839	0.02278745	0.02091209	0.01941752	0.01784723	0.008547432	0.01725781
424.2172	0.06312842	0.04988032	0.04577762	0.04215105	0.03830566	0.01077822	0.03705453
424.2680	0.3175661	0.2608382	0.2424221	0.2325767	0.2122306	0.01568686	0.1426716
424.3188	0.8230794	0.6670322	0.5970698	0.5489983	0.4717774	0.02628986	0.1528688
424.3696	1.197272	1.020971	0.9291686	0.8769209	0.7597508	0.06559616	0.3378879
424.4204	1.597917	1.378004	1.269817	1.242081	1.102714	0.1052745	0.6390854
424.4712	1.855473	1.56364	1.374636	1.468618	1.354079	0.131959	0.8762872
424.5220	1.886369	1.583315	1.463474	1.51805	1.360472	0.1778526	0.916482
424.5728	1.622512	1.472975	1.454175	1.445386	1.272138	0.2180006	1.037395
424.6236	1.61977	1.71356	1.516931	1.558256	1.42728	0.2437202	1.292431
424.6744	1.860283	2.024338	1.724455	1.788597	1.646481	0.2511639	1.447673
424.7252	1.907173	1.988111	1.770332	1.796361	1.612827	0.2501767	1.399672
424.7760	1.876325	1.912408	1.857914	1.863468	1.662288	0.2486877	1.600765
424.8268	1.860822	1.882126	1.935107	1.914878	1.722539	0.2471974	1.774069
424.8776	1.697045	1.744647	1.79717	1.793464	1.633096	0.2457572	1.696857
424.9284	1.905284	1.944996	1.963715	1.95238	1.734178	0.2442036	1.703862
424.9792	2.249026	2.24421	2.241157	2.231395	1.926168	0.243377	1.801751
