HOLE:	U1513E
EXPEDITION:	369
TOP:	0.0153
BOTTOM:	577.3573
9.1593	2.872237	3.25956
9.2101	1.440947	1.63526
9.2609	2.156563	2.447376
9.3117	2.158819	2.449937
9.3625	2.159897	2.451161
9.4133	2.158827	2.449947
9.4641	2.157749	2.448723
9.5149	2.880121	3.268507
9.5657	3.596808	4.08184
9.6165	4.318691	4.90107
9.6673	5.755209	6.531302
9.7181	4.319499	4.901986
9.7689	4.317353	4.89955
9.8197	2.163628	2.455395
9.8705	5.046768	5.727328
9.9213	5.755975	6.532171
9.9721	7.91024	8.976941
10.0229	5.751554	6.527155
10.0737	4.319214	4.901662
10.1245	1.435639	1.629236
10.1753	0.7189505	0.8159015
10.2261	0.0002946854	0.0003344239
10.2769	0.0002946854	0.0003344239
10.3277	0.001222019	0.001386809
10.3785	0.7179101	0.8147207
10.4293	0.7201626	0.817277
10.4801	0.7198747	0.8169503
10.5309	0.5999793	0.680887
10.5817	3.302279	3.747593
10.6325	3.302279	3.747593
10.6833	2.703395	3.06795
10.7341	0.723201	0.8207251
10.7849	1.438816	1.632841
10.8357	2.876405	3.26429
10.8865	2.157061	2.447942
10.9373	2.879116	3.267366
10.9881	2.162431	2.454037
11.0389	2.879769	3.268107
11.0897	2.879813	3.268157
11.1405	5.03202	5.710591
11.1913	4.313376	4.895037
11.2421	2.870793	3.257921
11.2929	0.004040729	0.004585624
11.3437	0.6045237	0.6860441
11.3945	2.035754	2.310277
11.4453	2.036568	2.3112
11.4961	2.156306	2.447085
11.5469	2.515906	2.855178
11.5977	3.714798	4.215741
11.6485	4.435855	5.034032
11.6993	3.358096	3.810937
11.7501	3.597887	4.083065
11.8009	3.599005	4.084333
11.8517	2.881928	3.270557
11.9025	2.881928	3.270557
11.9533	2.159898	2.451162
12.0041	2.159898	2.451162
12.0549	0.7209944	0.8182209
12.1057	0.7399609	0.8397451
12.1565	5.04597	5.726423
12.2073	5.76319	6.54036
12.2581	5.039816	5.719439
12.3089	0.7189185	0.8158651
12.3597	1.435603	1.629195
12.4105	1.440759	1.635046
12.4613	2.87546	3.263218
12.5121	2.877606	3.265653
12.5629	3.591946	4.076322
12.6137	2.160716	2.45209
12.6645	0.7204605	0.817615
12.7153	0.7180099	0.8148339
12.7661	0.7180099	0.8148339
12.8169	0.7179011	0.8147105
12.8677	0.001042608	0.001183205
12.9185	1.437874	1.631773
12.9693	1.437874	1.631773
13.0201	2.157651	2.448612
13.0709	1.438959	1.633003
13.1217	1.438959	1.633003
13.1725	1.434837	1.628326
13.2233	0.7279682	0.8261352
13.2741	3.590429	4.0746
13.3249	2.878208	3.266336
13.3757	3.594896	4.07967
13.4265	0.720813	0.818015
13.4773	0.7272552	0.825326
13.5281	2.160266	2.451579
13.5789	2.878688	3.266881
13.6297	2.878684	3.266876
13.6805	2.875458	3.263216
13.7313	2.877607	3.265654
13.7821	3.591943	4.076318
13.8329	2.158829	2.449949
13.8837	2.159909	2.451174
13.9345	2.877966	3.266062
13.9853	3.594655	4.079396
14.0361	3.592111	4.076509
14.0869	2.155539	2.446215
14.1377	1.437971	1.631882
14.1885	2.159545	2.450761
14.2393	3.600717	4.086276
14.2901	3.59964	4.085054
14.3409	3.597494	4.082619
14.3917	3.598912	4.084228
14.4425	4.313992	4.895736
14.4933	2.882761	3.271504
14.5441	2.153326	2.443703
14.5949	0.7220953	0.8194703
14.6457	0.7201616	0.8172759
14.6965	0.003303148	0.003748579
14.7473	0.7210672	0.8183036
14.7981	2.158913	2.450043
14.8489	2.878326	3.26647
14.8997	4.319509	4.901998
14.9505	4.317369	4.89957
15.0013	4.316127	4.898159
15.0521	2.877215	3.26521
15.1029	4.314877	4.896741
15.1537	3.600509	4.08604
15.2045	4.312889	4.894485
15.2553	2.163901	2.455704
15.3061	7.184989	8.15389
15.3569	7.184989	8.15389
15.4077	6.464223	7.335927
15.4585	3.589645	4.07371
15.5093	2.872931	3.260347
15.5601	4.310742	4.892048
15.6109	2.877612	3.265659
15.6617	2.877545	3.265584
15.7125	2.159784	2.451033
15.7633	2.159898	2.451162
15.8141	2.156892	2.44775
15.8649	1.441277	1.635633
15.9157	2.163434	2.455175
15.9665	2.87691	3.264863
16.0173	2.877623	3.265673
16.0681	2.148022	2.437684
16.1189	0.7190844	0.8160535
16.1697	0.7190279	0.8159893
16.2205	0.6012444	0.6823226
16.2713	1.499645	1.701873
16.3221	1.499645	1.701873
16.3729	1.798031	2.040496
16.4237	1.498896	1.701023
16.4745	1.498896	1.701023
16.5253	1.79679	2.039088
16.5761	1.199998	1.361818
16.6269	1.199175	1.360885
16.6777	0.0002942085	0.0003338827
16.7285	0.0002942085	0.0003338827
16.7793	0.71801	0.8148341
16.8301	0.7183466	0.8152161
16.8809	1.43788	1.631779
16.9317	1.440022	1.63421
16.9825	1.441164	1.635506
17.0333	2.158505	2.449581
17.0841	1.441817	1.636247
17.1349	1.438099	1.632028
17.1857	0.7219872	0.8193476
17.2365	1.320274	1.498313
17.2873	2.035033	2.309458
17.3381	1.318345	1.496124
17.3889	0.7171068	0.813809
17.4397	0.0002942085	0.0003338827
17.4905	0.0002942085	0.0003338827
17.5413	0.0008901837	0.001010226
17.5921	0.7201622	0.8172765
17.6429	0.7212842	0.8185498
17.6937	1.437972	1.631884
17.7445	1.441111	1.635446
17.7953	1.441108	1.635442
17.8461	1.440035	1.634225
17.8969	2.163151	2.454853
17.9477	2.163151	2.454853
17.9985	1.444833	1.639669
18.0493	0.7201623	0.8172767
18.1001	0.7201623	0.8172767
18.1509	0.7201619	0.8172761
18.2017	0.7190846	0.8160536
18.2525	0.7207845	0.8179827
18.3033	2.152015	2.442215
18.3541	1.439264	1.633349
18.4049	2.155539	2.446215
18.4557	0.724309	0.8219825
18.5065	0.7190663	0.8160328
18.5573	0.001302128	0.00147772
18.6081	0.7183402	0.8152088
18.6589	0.7190845	0.8160535
18.7097	0.7190845	0.8160535
18.7605	0.7202139	0.8173352
18.8113	1.438952	1.632996
18.8621	1.439535	1.633657
18.9129	2.158375	2.449433
18.9637	2.160982	2.452392
19.0145	2.15823	2.449269
19.0653	0.722702	0.8201588
19.1161	1.435726	1.629334
19.1669	1.442218	1.636702
19.2177	3.589063	4.07305
19.2685	2.876533	3.264435
19.3193	2.876533	3.264435
19.3701	0.7208222	0.8180255
19.4209	0.721243	0.818503
19.4717	0.7215541	0.8188561
19.5225	1.441685	1.636097
19.5733	2.158584	2.449671
19.6241	2.876533	3.264435
19.6749	2.876533	3.264435
19.7257	2.156105	2.446857
19.7765	1.438947	1.63299
19.8273	1.436804	1.630558
19.8781	0.7228754	0.8203556
19.9289	2.160562	2.451916
19.9797	2.87716	3.265146
20.0305	4.310928	4.89226
20.0813	2.873242	3.2607
20.1321	1.439421	1.633527
20.1829	0.0008646988	0.000981304
20.2337	0.7201622	0.8172765
20.2845	0.7201622	0.8172765
20.3353	1.437878	1.631777
20.3861	1.437878	1.631777
20.4369	1.437878	1.631777
20.4877	0.7180077	0.8148315
20.5385	0.001319639	0.001497593
20.5893	0.7193977	0.8164089
20.6401	0.7201622	0.8172765
20.6909	0.7201622	0.8172765
20.7417	0.000294288	0.0003339729
20.7925	0.0005917817	0.0006715839
20.8433	0.7185734	0.8154735
20.8941	1.4368	1.630554
20.9449	1.437896	1.631797
20.9957	2.156667	2.447495
21.0465	2.15774	2.448712
21.0973	2.153963	2.444426
21.1481	0.7201588	0.8172726
21.1989	0.7190858	0.8160549
21.2497	0.7190843	0.8160532
21.3005	0.7190843	0.8160532
21.3513	1.433346	1.626633
21.4021	1.437054	1.630841
21.4529	2.15287	2.443186
21.5037	0.7201622	0.8172765
21.5545	0.7193387	0.8163419
21.6053	0.0035511	0.004029968
21.6561	2.156844	2.447695
21.7069	3.601814	4.087521
21.7577	5.032668	5.711326
21.8085	2.879375	3.26766
21.8593	2.870649	3.257758
21.9101	1.437273	1.63109
21.9609	2.155082	2.445696
22.0117	0.7329609	0.8318011
22.0625	3.599654	4.085069
22.1133	4.317633	4.899868
22.1641	5.038273	5.717688
22.2149	3.595339	4.080173
22.2657	3.595339	4.080173
22.3165	5.031568	5.710077
22.3673	4.314667	4.896502
22.4181	3.600124	4.085603
22.4689	2.15739	2.448316
22.5197	2.039314	2.314317
22.5705	1.320058	1.498068
22.6213	0.6053721	0.687007
22.6721	1.801571	2.044513
22.7229	2.99941	3.403883
22.7737	4.781361	5.42613
22.8245	3.724256	4.226474
22.8753	3.90196	4.428142
22.9261	2.86911	3.256011
22.9769	2.628115	2.982518
23.0277	1.390991	1.578568
23.0785	2.229849	2.530545
23.1293	3.595329	4.080162
23.1801	3.819447	4.334502
23.2309	5.030761	5.709163
23.2817	5.310621	6.026762
23.3325	6.243703	7.08567
23.3833	5.06058	5.743002
23.4341	3.777776	4.287211
23.4849	2.951265	3.349245
23.5357	1.95472	2.218316
23.5865	1.440785	1.635076
23.6373	1.43969	1.633834
23.6881	1.438952	1.632996
23.7389	1.438952	1.632996
23.7897	1.170806	1.32869
23.8405	1.286651	1.460157
23.8913	2.160543	2.451894
23.9421	2.77585	3.150175
23.9929	2.953087	3.351312
24.0437	2.822948	3.203624
24.0945	3.247087	3.684959
24.1453	2.87331	3.260778
24.1961	1.76297	2.000707
24.2469	0.7201626	0.817277
24.2977	1.119669	1.270658
24.3485	1.438953	1.632996
24.3993	1.437055	1.630842
24.4501	0.9987944	1.133482
24.5009	0.7169392	0.8136188
24.5517	0.2552928	0.2897192
24.6025	0.9497153	1.077785
24.6533	2.411959	2.737213
24.7041	3.294864	3.739178
24.7549	2.451151	2.78169
24.8057	2.301067	2.611367
24.8565	3.981558	4.518474
24.9073	4.50624	5.113909
24.9581	3.568292	4.049479
25.0089	1.707654	1.937932
25.0597	2.50079	2.838023
25.1105	2.856027	3.241164
25.1613	4.116275	4.671357
25.2121	3.064731	3.478012
25.2629	2.881931	3.270561
25.3137	1.560363	1.770779
25.3645	2.105392	2.389305
25.4153	2.158763	2.449873
25.4661	1.463124	1.660427
25.5169	2.505251	2.843086
25.5677	1.807822	2.051608
25.6185	2.486674	2.822003
25.6693	0.7462707	0.8469056
25.7201	1.400523	1.589385
25.7709	0.7180104	0.8148346
25.8217	0.7181036	0.8149403
25.8725	0.7190848	0.8160538
25.9233	0.8128813	0.9224988
25.9741	1.337061	1.517365
26.0249	0.9523275	1.08075
26.0757	2.025416	2.298544
26.1265	1.576921	1.789569
26.1773	2.003851	2.274071
26.2281	1.438959	1.633004
26.2789	1.25827	1.427948
26.3297	0.9090242	1.031607
26.3805	1.844661	2.093415
26.4313	2.87332	3.260789
26.4821	2.411816	2.737051
26.5329	1.439297	1.633387
26.5837	1.437875	1.631773
26.6345	1.437875	1.631773
26.6853	0.8741684	0.9920505
26.7361	0.0002946854	0.0003344239
26.7869	0.0002946854	0.0003344239
26.8377	0.9645647	1.094637
26.8885	2.156666	2.447493
26.9393	2.504858	2.84264
26.9901	2.516626	2.855994
27.0409	2.157759	2.448734
27.0917	1.769818	2.008479
27.1425	2.234136	2.53541
27.1933	2.875455	3.263212
27.2441	3.301224	3.746396
27.2949	1.842301	2.090737
27.3457	1.622385	1.841165
27.3965	2.158821	2.449939
27.4473	2.158821	2.449939
27.4981	2.157357	2.448277
27.5489	1.65528	1.878496
27.5997	1.437875	1.631773
27.6505	0.3828191	0.4344425
27.7013	1.083826	1.229981
27.7521	1.44003	1.634219
27.8029	2.00704	2.27769
27.8537	2.158157	2.449186
27.9045	3.933705	4.464167
27.9553	4.922574	5.586386
28.0061	3.802004	4.314706
28.0569	1.705756	1.935778
28.1077	0.79908	0.9068365
28.1585	0.7223275	0.8197339
28.2093	1.392833	1.580657
28.2601	0.756514	0.8585303
28.3109	1.415839	1.606766
28.3617	1.438953	1.632996
28.4125	1.438953	1.632996
28.4633	0.7191094	0.8160818
28.5141	0.7473609	0.848143
28.5649	1.438953	1.632996
28.6157	1.438795	1.632818
28.6665	1.370225	1.555001
28.7173	0.7959864	0.9033257
28.7681	1.34699	1.528632
28.8189	0.7212434	0.8185035
28.8697	0.7210714	0.8183084
28.9205	0.8518395	0.9667106
28.9713	1.438953	1.632996
29.0221	1.438953	1.632996
29.0729	1.609875	1.826968
29.1237	2.159899	2.451162
29.1745	1.965729	2.230808
29.2253	1.019825	1.157349
29.2761	0.0002946854	0.0003344239
29.3269	0.0002946854	0.0003344239
29.3777	0.0002946854	0.0003344239
29.4285	0.2589861	0.2939106
29.4793	0.7190849	0.816054
29.5301	1.005518	1.141113
29.5809	1.438322	1.63228
29.6317	1.438953	1.632996
29.6825	1.11454	1.264836
29.7333	0.7206665	0.8178488
29.7841	0.7212433	0.8185034
29.8349	1.085578	1.231969
29.8857	1.816814	2.061812
29.9365	2.16206	2.453615
29.9873	1.759839	1.997154
30.0381	0.6158277	0.6988724
30.0889	0.4263188	0.4838082
30.1397	0.7201625	0.8172768
30.1905	1.170662	1.328527
30.2413	0.9741817	1.105551
30.2921	0.7201625	0.8172768
30.3429	0.231354	0.2625522
30.3937	1.519592	1.72451
30.4445	2.163141	2.454842
30.4953	2.163141	2.454842
30.5461	1.075048	1.220019
30.5969	0.7201625	0.8172768
30.6477	1.288229	1.461948
30.6985	0.8575776	0.9732224
30.7493	0.7201626	0.817277
30.8001	0.7201626	0.817277
30.8509	1.340832	1.521644
30.9017	2.073267	2.352849
30.9525	2.157976	2.44898
31.0033	2.15874	2.449847
31.0541	1.488288	1.688985
31.1049	0.7564956	0.8585094
31.1557	0.01891309	0.02146353
31.2065	0.0002945264	0.0003342435
31.2573	0.6092966	0.6914606
31.3081	2.7768	3.151254
31.3589	3.45457	3.920421
31.4097	2.760245	3.132466
31.4605	0.7190845	0.8160535
31.5113	0.7869139	0.8930297
31.5621	1.519102	1.723954
31.6129	2.062001	2.340063
31.6637	1.334642	1.51462
31.7145	0.7181879	0.815036
31.7653	0.8542205	0.9694127
31.8161	1.582742	1.796176
31.8669	2.159057	2.450207
31.9177	1.988178	2.256285
31.9685	1.257506	1.427082
32.0193	0.9156066	1.039077
32.0701	1.652398	1.875225
32.1209	2.605331	2.956661
32.1717	3.364344	3.818028
32.2225	3.122537	3.543613
32.2733	3.596099	4.081035
32.3241	3.597069	4.082136
32.3749	3.024227	3.432045
32.4257	1.561265	1.771802
32.4765	0.7190841	0.816053
32.5273	0.7190841	0.816053
32.5781	0.7190841	0.816053
32.6289	1.421753	1.613478
32.6797	2.523548	2.86385
32.7305	3.255394	3.694386
32.7813	2.431876	2.759816
32.8321	2.044375	2.32006
32.8829	2.104648	2.388461
32.9337	1.800863	2.043711
32.9845	0.6984426	0.792628
33.0353	0.0002938906	0.000333522
33.0861	0.0002938906	0.000333522
33.1369	0.9592239	1.088576
33.1877	2.427632	2.755
33.2385	3.889527	4.414032
33.2893	3.79951	4.311876
33.3401	3.595391	4.080232
33.3909	2.509741	2.848181
33.4417	1.601388	1.817337
33.4925	0.3003099	0.3408068
33.5433	2.337841	2.653101
33.5941	2.884089	3.27301
33.6449	2.884089	3.27301
33.6957	1.011862	1.148313
33.7465	1.986282	2.254133
33.7973	2.801895	3.179732
33.8481	2.216312	2.515183
33.8989	1.485995	1.686382
33.9497	0.758697	0.8610078
34.0005	3.515227	3.989257
34.0513	3.599633	4.085046
34.1021	4.315545	4.897499
34.1529	1.439008	1.633059
34.2037	1.441029	1.635353
34.2545	1.438971	1.633018
34.3053	1.438797	1.63282
34.3561	1.368334	1.552855
34.4069	0.7201617	0.8172759
34.4577	0.7200158	0.8171104
34.5085	0.9355164	1.061671
34.5593	2.39767	2.720997
34.6101	3.730591	4.233663
34.6609	4.023475	4.566043
34.7117	2.721139	3.088087
34.7625	1.810507	2.054655
34.8133	0.7180099	0.8148339
34.8641	0.9137189	1.036934
34.9149	1.647616	1.869798
34.9657	2.377528	2.69814
35.0165	2.639322	2.995236
35.0673	2.913051	3.305878
35.1181	4.318031	4.90032
35.1689	4.31817	4.900477
35.2197	3.163592	3.590205
35.2705	1.440483	1.634733
35.3213	1.128419	1.280587
35.3721	0.720162	0.8172762
35.4229	1.059825	1.202743
35.4737	1.44003	1.634219
35.5245	1.44003	1.634219
35.5753	0.6855408	0.7779863
35.6261	0.7840381	0.8897662
35.6769	2.247842	2.550965
35.7277	2.879766	3.268104
35.7785	2.449542	2.779865
35.8293	1.717683	1.949313
35.8801	1.891285	2.146326
35.9309	1.690475	1.918436
35.9817	1.438959	1.633003
36.0325	0.9483888	1.07628
36.0833	0.7212428	0.8185029
36.1341	1.754428	1.991013
36.1849	2.687218	3.049591
36.2357	3.97178	4.507377
36.2865	2.646604	3.0035
36.3373	1.589715	1.804089
36.3881	0.2651335	0.3008869
36.4389	0.5969278	0.6774239
36.4897	1.330889	1.51036
36.5405	1.441111	1.635445
36.5913	1.441111	1.635445
36.6421	2.735597	3.104494
36.6929	2.883008	3.271784
36.7437	2.208104	2.505868
36.7945	0.7886336	0.8949813
36.8453	1.422484	1.614307
36.8961	1.438952	1.632995
36.9469	0.7137629	0.8100142
36.9977	0.0194154	0.02203358
37.0485	0.629487	0.7143736
37.0993	1.362776	1.546548
37.1501	2.107337	2.391513
37.2009	3.085068	3.501091
37.2517	4.954592	5.622721
37.3025	4.118856	4.674287
37.3533	2.551795	2.895906
37.4041	0.7190835	0.8160524
37.4549	0.8534725	0.9685638
37.5057	1.293265	1.467663
37.5565	0.7201614	0.8172756
37.6073	0.5463365	0.6200103
37.6581	0.1855498	0.2105713
37.7089	0.7190836	0.8160525
37.7597	0.7190836	0.8160525
37.8105	0.495354	0.5621528
37.8613	0.2359607	0.2677802
37.9121	0.7190836	0.8160525
37.9629	0.7190836	0.8160525
38.0137	0.4438464	0.5036994
38.0645	0.2884824	0.3273844
38.1153	0.7190836	0.8160525
38.1661	0.7190836	0.8160525
38.2169	1.047632	1.188906
38.2677	1.440029	1.634218
38.3185	2.147724	2.437346
38.3693	2.140475	2.42912
38.4201	1.816448	2.061397
38.4709	2.548113	2.891728
38.5217	4.088754	4.640125
38.5725	4.612401	5.234385
38.6233	3.451753	3.917225
38.6741	1.987405	2.255408
38.7249	2.351921	2.669079
38.7757	2.406969	2.73155
38.8265	1.675453	1.901389
38.8773	1.439358	1.633456
38.9281	1.950692	2.213744
38.9789	2.681144	3.042698
39.0297	1.808415	2.052281
39.0805	1.438959	1.633003
39.1313	0.8802508	0.9989532
39.1821	2.437139	2.765789
39.2329	2.294341	2.603734
39.2837	2.759012	3.131066
39.3345	1.053388	1.195439
39.3853	1.966793	2.232016
39.4361	2.158574	2.449658
39.4869	2.158823	2.449942
39.5377	1.495205	1.696834
39.5885	1.440033	1.634223
39.6393	2.124742	2.411265
39.6901	2.158798	2.449914
39.7409	3.591717	4.076063
39.7917	5.751026	6.526556
39.8425	4.971671	5.642104
39.8933	2.732408	3.100875
39.9441	0.0002944469	0.0003341533
39.9949	0.0002944469	0.0003341533
40.0457	0.07128642	0.08089944
40.0965	0.8859855	1.005461
40.1473	2.158824	2.449942
40.1981	2.158824	2.449942
40.2489	1.914552	2.17273
40.2997	0.7212433	0.8185034
40.3505	0.571261	0.648296
40.4013	0.322992	0.3665477
40.4521	1.44003	1.634219
40.5029	1.628305	1.847883
40.5537	2.09351	2.375821
40.6045	2.188047	2.483106
40.6553	2.817864	3.197855
40.7061	2.658951	3.017513
40.7569	2.022245	2.294946
40.8077	1.704983	1.934901
40.8585	1.882491	2.136346
40.9093	1.732339	1.965946
40.9601	1.853757	2.103737
41.0109	2.388314	2.71038
41.0617	3.928851	4.458659
41.1125	4.403101	4.996862
41.1633	3.787791	4.298577
41.2141	2.688413	3.050947
41.2649	1.86536	2.116904
41.3157	1.046033	1.187091
41.3665	0.9911684	1.124828
41.4173	1.720947	1.953018
41.4681	2.531977	2.873416
41.5189	2.075576	2.355469
41.5697	1.047964	1.189282
41.6205	1.033791	1.173198
41.6713	1.199176	1.360886
41.7221	1.199176	1.360886
41.7729	0.3499372	0.3971265
41.8237	1.04585	1.186884
41.8745	1.440031	1.63422
41.9253	1.440031	1.63422
41.9761	1.440031	1.63422
42.0269	1.440031	1.63422
42.0777	2.027842	2.301298
42.1285	1.708139	1.938483
42.1793	1.617172	1.835248
42.2301	1.618111	1.836314
42.2809	0.8213766	0.9321398
42.3317	1.369666	1.554367
42.3825	1.439872	1.63404
42.4333	2.11603	2.401378
42.4841	1.47204	1.670545
42.5349	0.7334732	0.8323825
42.5857	0.003711847	0.004212392
42.6365	0.7276177	0.8257374
42.6873	1.440031	1.63422
42.7381	1.472594	1.671175
42.7889	2.205023	2.502371
42.8397	2.877611	3.265659
42.8905	2.733246	3.101826
42.9413	1.353777	1.536334
42.9921	0.9152308	1.03865
43.0429	2.271106	2.577366
43.0937	2.755912	3.127548
43.1445	2.021863	2.294513
43.1953	1.439808	1.633968
43.2461	1.601123	1.817035
43.2969	2.157485	2.448424
43.3477	2.156949	2.447815
43.3985	1.95601	2.219779
43.4493	1.223587	1.388588
43.5001	0.4921462	0.5585124
43.5509	0.2407809	0.2732504
43.6017	1.224451	1.389569
43.6525	2.157743	2.448716
43.7033	2.433848	2.762054
43.7541	2.289879	2.59867
43.8049	1.435727	1.629335
43.8557	1.435727	1.629335
43.9065	1.435727	1.629335
43.9573	1.435727	1.629335
44.0081	0.7238134	0.8214201
44.0589	0.3693399	0.4191456
44.1097	0.7190852	0.8160543
44.1605	0.7190852	0.8160543
44.2113	0.8215731	0.9323627
44.2621	1.320721	1.498821
44.3129	1.618246	1.836468
44.3637	1.05974	1.202647
44.4145	1.179047	1.338042
44.4653	1.83388	2.08118
44.5161	2.040221	2.315346
44.5669	2.038728	2.313651
44.6177	1.611175	1.828443
44.6685	2.092173	2.374304
44.7193	1.264134	1.434603
44.7701	2.55438	2.89884
44.8209	2.355505	2.673146
44.8717	3.304608	3.750236
44.9225	2.419847	2.746165
44.9733	2.155595	2.446278
45.0241	0.9381883	1.064704
45.0749	1.347078	1.528733
45.1257	2.080827	2.361428
45.1765	2.158821	2.449939
45.2273	0.825341	0.9366388
45.2781	0.04203768	0.04770648
