HOLE:	U1513E
EXPEDITION:	369
TOP:	117.8197
BOTTOM:	580.0488
DEPTH_WMSF	HALC	HSIG	HSTO	HNEC	HFEC
m	%	cu	in	1/s	1/s
133.3645	58.40358	27.44929	0.9520869	2377.358	421.2782
133.4153	62.72359	26.82123	0.1969287	2444.864	483.892
133.4661	65.34344	25.51164	0.6395808	2483.927	478.5917
133.5169	64.70348	27.02445	0.6815096	2320.328	473.4332
133.5677	66.29618	26.69377	0.6017261	2483.483	452.1293
133.6185	63.5832	27.93586	0.7759889	2458.395	457.0191
133.6693	61.60835	28.27237	0.8643014	2401.772	422.5571
133.7201	64.91687	28.23197	0.692926	2454.9	459.3951
133.7709	60.34882	29.6211	0.937887	2418.083	439.3232
133.8217	59.27912	28.08169	0.9758418	2479.427	477.9171
133.8725	59.70214	27.70124	0.9527856	2460.746	456.8339
133.9233	55.96876	27.54309	1.053137	2415.448	476.58
133.9741	49.32674	25.03669	1.153021	2514.078	437.4824
134.0249	52.53115	24.92941	0.8222103	2512.76	473.9124
134.0757	54.14117	25.90303	0.3395449	2446.021	473.6777
134.1265	55.26751	26.87358	-0.02217155	2543.719	508.6748
134.1773	52.95395	27.19294	-0.03797438	2564.421	406.3308
134.2281	51.80393	28.00644	0.05299181	2567.211	415.4761
134.2789	50.41967	28.35663	0.175702	2444.857	459.9264
134.3297	51.63427	28.37414	0.2171677	2529.025	456.8894
134.3805	51.71899	28.08604	0.2404506	2543.729	424.2997
134.4313	55.99205	27.70283	0.06016587	2473.584	433.8963
134.4821	60.8133	26.71177	-0.09168626	2501.253	507.6087
134.5329	63.86716	27.2808	-0.07005069	2527.528	467.5394
134.5837	61.82401	26.56358	0.179726	2614.861	459.121
134.6345	63.00259	26.39434	0.0635968	2564.633	443.4413
134.6853	59.82454	27.23799	0.3793281	2519.906	412.1926
134.7361	59.03279	26.26167	0.6686967	2551.42	470.9906
134.7869	61.93988	25.82454	0.8315243	2589.748	428.2121
134.8377	63.59709	27.09211	0.7047304	2480.653	407.4902
134.8885	61.16168	28.14334	0.4051549	2516.787	451.4279
134.9393	56.30958	25.89856	0.8651923	2515.545	421.8312
134.9901	50.65215	24.77725	1.142173	2399.488	425.7267
135.0409	41.41172	23.75124	1.267795	2554.861	403.0211
135.0917	37.15692	22.69443	1.282549	2462.91	459.3309
135.1425	34.13768	22.34721	1.209169	2540.876	484.4016
135.1933	35.30821	21.00961	1.355761	2545.992	507.5307
135.2441	36.40203	19.61646	1.346021	2636.313	485.3704
135.2949	37.30339	20.42978	1.331595	2480.037	522.413
135.3457	35.46238	20.01613	1.358714	2569.059	465.85
135.3965	41.72424	19.98502	1.273858	2486.042	483.6129
135.4473	41.89667	22.05187	1.272209	2533.543	478.0109
135.4981	42.60801	23.38847	1.265057	2568	461.1485
135.5489	43.74946	24.6599	1.252738	2565.64	479.9354
135.5997	50.45945	25.56414	1.159109	2538.02	445.7895
135.6505	51.20138	24.27978	1.146746	2478.808	475.5144
135.7013	54.35864	24.85479	1.08919	2435.792	484.5249
135.7521	59.64251	25.49316	0.9438768	2441.919	456.0683
135.8029	60.575	25.70307	0.8657174	2504.795	466.2433
135.8537	61.25597	25.56056	0.5837401	2481.367	450.678
135.9045	61.47039	25.02065	0.5580736	2581.854	439.1115
135.9553	62.0864	25.15601	0.7064436	2521.306	439.4055
136.0061	62.22149	26.97108	0.3452204	2508.416	500.6432
136.0569	63.48452	26.6277	0.2421628	2448.014	537.7162
136.1077	65.71948	24.62848	0.3258373	2434.649	544.7476
136.1585	65.20139	22.51046	0.6550808	2488.441	507.6118
136.2093	62.76488	22.79818	0.7967719	2538.853	543.2457
136.2601	62.95916	22.42883	0.7859821	2581.508	508.9082
136.3109	63.31956	22.586	0.7715026	2451.14	509.1551
136.3617	60.95755	22.20765	0.8928213	2519.461	525.9404
136.4125	57.61372	21.45224	1.012033	2522.216	497.7368
136.4633	54.66958	21.8082	1.078994	2479.463	522.9767
136.5141	53.44996	21.7737	1.097829	2511.493	531.2494
136.5649	53.4916	20.87813	1.104785	2565.654	546.4158
136.6157	53.6131	19.22626	1.1021	2513.074	550.5269
136.6665	57.00505	18.94017	1.027534	2547.768	481.7474
136.7173	58.0613	19.23545	0.9980606	2636.771	467.4216
136.7681	59.60106	19.46787	0.9535627	2580.319	462.8678
136.8189	62.68601	21.48075	0.8120232	2499.779	456.5869
136.8697	64.08232	21.60233	0.7377725	2511.278	462.4192
136.9205	64.85509	22.58435	0.6824054	2499.941	475.3937
136.9713	64.83739	24.97095	0.6761648	2503.679	478.3104
137.0221	66.31567	25.7483	0.5842959	2409.018	511.2385
137.0729	65.61085	25.4133	0.5812623	2444.042	496.2204
