HOLE:	U1513E
EXPEDITION:	369
TOP:	0.0450
BOTTOM:	575.2533
9.3922	5.763144	4.552619
9.4430	5.76893	4.557189
9.4938	7.193517	5.682548
9.5446	9.350683	7.38676
9.5954	11.49324	9.079315
9.6462	9.349058	7.385474
9.6970	7.202212	5.68896
9.7478	5.030336	3.973415
9.7986	2.89167	2.284111
9.8494	7.182863	5.675385
9.9002	5.758255	4.549762
9.9510	7.187036	5.678681
10.0018	2.880475	2.27526
10.0526	3.600277	2.843825
10.1034	3.595989	2.840438
10.1542	3.597888	2.841938
10.2050	4.316961	3.409927
10.2558	5.745353	4.5382
10.3066	4.314123	3.407685
10.3574	4.060563	3.2074
10.4082	1.200492	0.9482576
10.4590	1.91827	1.515376
10.5098	2.88471	2.278834
10.5606	4.319666	3.412407
10.6114	5.035728	3.978074
10.6622	5.031165	3.974469
10.7130	4.316723	3.410082
10.7638	6.469007	5.110321
10.8146	6.488753	5.12592
10.8654	11.50267	9.086767
10.9162	10.06504	7.951076
10.9670	11.50765	9.090697
11.0178	9.354656	7.389895
11.0686	8.645449	6.828958
11.1194	9.528906	7.526792
11.1702	10.24661	8.093699
11.2210	11.69037	9.234113
11.2718	9.333633	7.372549
11.3226	7.199673	5.686953
11.3734	5.037979	3.979452
11.4242	5.041809	3.982477
11.4750	4.677503	3.694715
11.5258	5.394402	4.260987
11.5766	5.390757	4.258108
11.6274	4.309948	3.404387
11.6782	3.594333	2.83913
11.7290	2.15841	1.704908
11.7798	2.154944	1.70217
11.8306	1.439912	1.137373
11.8814	2.168186	1.712629
11.9322	4.304865	3.400372
11.9830	5.022802	3.967464
12.0338	3.573107	2.822363
12.0846	1.444491	1.140991
12.1354	3.608135	2.850605
12.1862	5.765313	4.554881
12.2370	5.758075	4.549161
12.2878	3.602634	2.845687
12.3386	2.162142	1.707855
12.3894	3.600222	2.84378
12.4402	5.031413	3.973865
12.4910	5.029871	3.972647
12.5418	4.317997	3.410402
12.5926	2.885614	2.279319
12.6434	6.473283	5.113185
12.6942	6.47034	5.11086
12.7450	7.182146	5.673109
12.7958	4.677446	3.69467
12.8466	6.232469	4.922968
12.8974	4.801239	3.792453
12.9482	6.591665	5.206694
12.9990	5.762526	4.551767
13.0498	7.193756	5.682851
13.1006	6.477134	5.116742
13.1514	5.043762	3.984418
13.2022	5.757192	4.547551
13.2530	3.600166	2.843737
13.3038	4.674236	3.692135
13.3546	9.748214	7.700022
13.4054	13.33799	10.53555
13.4562	13.6926	10.81566
13.5070	10.77319	8.509644
13.5578	7.920471	6.256305
13.6086	12.05736	9.523999
13.6594	9.19063	7.260322
13.7102	14.23378	11.24426
13.7610	12.95671	10.23542
13.8118	13.67496	10.80497
13.8626	10.05971	7.948463
13.9134	7.93143	6.266847
13.9642	14.72552	11.63272
14.0150	14.72646	11.63346
14.0658	16.14687	12.75555
14.1166	10.79838	8.530397
14.1674	12.21301	9.647913
14.2182	10.0583	7.945752
14.2690	8.627068	6.81444
14.3198	7.206542	5.692379
14.3706	8.62484	6.812679
14.4214	8.63181	6.818185
14.4722	9.358184	7.391941
14.5230	7.583517	5.990148
14.5738	6.843477	5.405598
14.6246	5.410591	4.273775
14.6754	6.443257	5.089467
14.7262	8.597372	6.792326
14.7770	8.283378	6.544277
14.8278	8.290364	6.549797
14.8786	4.801739	3.792894
14.9294	5.729495	4.525674
14.9802	8.522138	6.731555
15.0310	10.69054	8.444355
15.0818	9.404443	7.42848
15.1326	7.278198	5.74898
15.1834	7.714544	6.093061
15.2342	7.057696	5.574246
15.2850	3.627407	2.864966
15.3358	3.583718	2.830729
15.3866	2.918384	2.305204
15.4374	6.247549	4.93488
15.4882	7.159143	5.654939
15.5390	8.537656	6.743814
15.5898	6.968546	5.504389
15.6406	6.836237	5.401871
15.6914	8.829045	6.97678
15.7422	9.331766	7.374034
15.7930	8.6976	6.87042
15.8438	6.661428	5.261798
15.8946	6.139193	4.84929
15.9454	5.468332	4.319383
15.9962	6.699755	5.292073
16.0470	5.873255	4.639229
16.0978	7.034646	5.55711
16.1486	6.54637	5.171436
16.1994	7.111442	5.617826
16.2502	5.598772	4.423239
16.3010	4.758278	3.759274
16.3518	4.671491	3.690708
16.4026	4.990344	3.941918
16.4534	4.563612	3.604754
16.5042	5.743285	4.536567
16.5550	4.688348	3.703901
16.6058	3.714025	2.934263
16.6566	2.987594	2.360347
16.7074	3.808465	3.008335
16.7582	3.960856	3.128642
16.8090	2.873388	2.269662
16.8598	1.781395	1.407107
16.9106	1.616638	1.276967
16.9614	0.859346	0.6787892
17.0122	0.1169009	0.0923389
17.0630	-0.0001166662	-0.0000922
17.1138	-0.0001166662	-0.0000922
17.1646	0.7483268	0.5910962
17.2154	3.869297	3.056321
17.2662	5.079995	4.01264
17.3170	4.466533	3.528352
17.3678	2.09389	1.65411
17.4186	3.968873	3.135291
17.4694	5.469809	4.321351
17.5202	6.419821	5.071975
17.5710	3.684371	2.910835
17.6218	2.748453	2.171072
17.6726	3.421494	2.702606
17.7234	4.562407	3.603803
17.7742	4.803692	3.794391
17.8250	5.519373	4.359701
17.8758	4.761821	3.761317
17.9266	5.21101	4.116464
17.9774	4.459697	3.523027
18.0282	4.198964	3.317056
18.0790	5.585068	4.411667
18.1298	5.983866	4.726599
18.1806	5.983866	4.726599
18.2314	5.080004	4.012355
18.2822	2.968122	2.344256
18.3330	4.207959	3.323493
18.3838	4.327347	3.418289
18.4346	4.863479	3.842003
18.4854	3.305817	2.611496
18.5362	3.36594	2.658778
18.5870	4.263686	3.367845
18.6378	7.156164	5.652586
18.6886	8.747511	6.909049
18.7394	10.30416	8.138339
18.7902	9.466453	7.476708
18.8410	8.999108	7.108635
18.8918	9.872815	7.799229
18.9426	9.553581	7.547043
18.9934	7.57567	5.984158
19.0442	6.024951	4.759052
19.0950	8.513062	6.724386
19.1458	10.05339	7.9405
19.1966	11.94487	9.434189
19.2474	13.02823	10.28984
19.2982	12.77012	10.08668
19.3490	10.90429	8.613195
19.3998	7.055906	5.573393
19.4506	7.363103	5.816045
19.5014	6.854769	5.414517
19.5522	6.500034	5.134315
19.6030	5.776586	4.562482
19.6538	6.009269	4.746027
19.7046	7.105866	5.612103
19.7554	8.297113	6.554484
19.8062	7.67867	6.066528
19.8570	6.800469	5.372706
19.9078	6.594574	5.209343
19.9586	8.984146	7.096492
20.0094	11.36196	8.974706
20.0602	12.76748	10.08491
20.1110	10.63786	8.402747
20.1618	10.07803	7.960544
20.2126	8.179806	6.461151
20.2634	7.089981	5.600309
20.3142	4.105104	3.242583
20.3650	4.696032	3.709046
20.4158	6.958724	5.496077
20.4666	9.019294	7.123538
20.5174	7.63702	6.032117
20.5682	6.845166	5.406932
20.6190	5.682261	4.488364
20.6698	4.599023	3.633386
20.7206	3.016711	2.38359
20.7714	2.096832	1.656767
20.8222	1.54812	1.223041
20.8730	0.4721961	0.3729832
20.9238	-0.000116984	-0.0000924
20.9746	1.617122	1.277521
21.0254	3.416314	2.698876
21.0762	3.897745	3.079205
21.1270	3.012794	2.379946
21.1778	1.691956	1.33646
21.2286	1.90498	1.504725
21.2794	1.7036	1.345657
21.3302	2.59711	2.051433
21.3810	3.42478	2.705201
21.4318	4.670206	3.688951
21.4826	5.012355	3.959212
21.5334	3.98786	3.149973
21.5842	2.247593	1.775352
21.6350	0.5256228	0.4151845
21.6858	2.660687	2.101651
21.7366	4.753862	3.755031
21.7874	6.076105	4.799458
21.8382	4.534607	3.581843
21.8890	2.388699	1.886811
21.9398	2.063219	1.629717
21.9906	1.791495	1.415085
22.0414	3.722168	2.940105
22.0922	4.436038	3.503984
22.1430	5.507508	4.350328
22.1938	5.918188	4.67472
22.2446	6.033271	4.765624
22.2954	7.186407	5.676475
22.3462	8.909338	7.037402
22.3970	11.11862	8.782491
22.4478	12.31765	9.729597
22.4986	11.82766	9.342553
22.5494	10.79136	8.52399
22.6002	10.18623	8.046007
22.6510	8.997123	7.106741
22.7018	7.805162	6.165224
22.7526	8.39208	6.628825
22.8034	9.597081	7.580644
22.8542	11.36728	8.978908
22.9050	10.88024	8.594199
22.9558	8.997288	7.106872
23.0066	7.890868	6.232922
23.0574	8.297194	6.553875
23.1082	14.20301	11.21882
23.1590	17.71953	13.99649
23.2098	17.95821	14.18502
23.2606	15.8164	12.49322
23.3114	13.99038	11.05087
23.3622	13.11821	10.36195
23.4130	11.27231	8.903893
23.4638	14.21527	11.22851
23.5146	17.01199	13.43761
23.5654	16.9471	13.38635
23.6162	11.89817	9.398254
23.6670	6.663896	5.263749
23.7178	5.213484	4.118468
23.7686	4.712368	3.723253
23.8194	7.462789	5.896366
23.8702	9.451816	7.467144
23.9210	8.677459	6.854242
23.9718	6.478138	5.11702
24.0226	4.516926	3.567877
24.0734	5.867692	4.634834
24.1242	5.814129	4.592525
24.1750	7.733967	6.108988
24.2258	8.438914	6.665819
24.2766	7.940095	6.271806
24.3274	5.282256	4.172403
24.3782	3.347625	2.644258
24.4290	3.858066	3.047449
24.4798	2.867006	2.264621
24.5306	3.135504	2.476705
24.5814	3.788766	2.99271
24.6322	5.527664	4.366249
24.6830	5.011721	3.958711
24.7338	4.939094	3.901343
24.7846	4.193779	3.312792
24.8354	3.970688	3.13683
24.8862	3.374538	2.665873
24.9370	4.947718	3.908359
24.9878	8.80911	6.958232
25.0386	8.932422	7.055635
25.0894	5.869319	4.6363
25.1402	2.404886	1.900106
25.1910	3.662982	2.89413
25.2418	7.231241	5.712723
25.2926	8.768497	6.926153
25.3434	5.964163	4.711036
25.3942	2.995687	2.36636
25.4450	2.191571	1.731449
25.4958	3.585519	2.832737
25.5466	4.215653	3.330419
25.5974	2.619327	2.068981
25.6482	1.223821	0.9666847
25.6990	0.5718488	0.4516979
25.7498	3.651908	2.884608
25.8006	8.868654	7.005266
25.8514	11.18966	8.838259
25.9022	9.516052	7.51563
25.9530	7.346912	5.802477
26.0038	8.63479	6.819871
26.0546	7.265514	5.738961
26.1054	4.773993	3.770932
26.1562	2.138648	1.689297
26.2070	3.504704	2.768333
26.2578	4.627544	3.655253
26.3086	4.375509	3.456173
26.3594	4.974567	3.929363
26.4102	5.073902	4.007827
26.4610	3.720393	2.93884
26.5118	2.080132	1.643517
26.5626	1.200261	0.9483284
26.6134	1.666798	1.316899
26.6642	3.300627	2.607658
26.7150	4.807688	3.798311
26.7658	6.141645	4.85201
26.8166	4.8014	3.79258
26.8674	5.094513	4.024107
26.9182	5.983864	4.726597
26.9690	5.407207	4.271101
27.0198	3.297144	2.604383
27.0706	2.388697	1.886809
27.1214	3.225134	2.547503
27.1722	5.998861	4.738444
27.2230	7.205445	5.691917
27.2738	11.01125	8.699429
27.3246	10.14325	8.013667
27.3754	11.62912	9.18723
27.4262	10.31442	8.14726
27.4770	9.763992	7.712485
27.5278	5.598192	4.42182
27.5786	3.699301	2.921454
27.6294	2.875737	2.27106
27.6802	6.807698	5.376309
27.7310	5.720225	4.517745
27.7818	6.594429	5.208178
27.8326	4.531382	3.578756
27.8834	6.988135	5.518749
27.9342	12.25813	9.680631
27.9850	16.08325	12.70278
28.0358	14.96172	11.82287
28.0866	11.18143	8.835652
28.1374	6.983195	5.517852
28.1882	5.791504	4.574654
28.2390	4.691998	3.706164
28.2898	4.980721	3.934224
28.3406	9.464212	7.475691
28.3914	12.06389	9.52915
28.4422	12.12785	9.579672
28.4930	9.307764	7.352114
28.5438	7.973883	6.298495
28.5946	9.256183	7.311371
28.6454	11.55989	9.131046
28.6962	15.88925	12.55077
28.7470	13.57075	10.71966
28.7978	10.97846	8.673529
28.8486	4.265575	3.370014
28.8994	5.177339	4.090353
28.9502	7.67126	6.060674
29.0010	6.689859	5.285319
29.0518	6.854956	5.415676
29.1026	4.326052	3.417107
29.1534	5.324829	4.206031
29.2042	4.848588	3.829762
29.2550	6.006893	4.743832
29.3058	11.17446	8.824818
29.3566	9.567082	7.555575
29.4074	9.06185	7.157869
29.4582	4.624447	3.652807
29.5090	9.102035	7.18961
29.5598	10.35072	8.175938
29.6106	11.63038	9.186726
29.6614	7.218021	5.701632
29.7122	7.105428	5.614765
29.7630	6.07063	4.79706
29.8138	7.056025	5.575668
29.8646	5.231976	4.133519
29.9154	2.903916	2.294236
29.9662	1.684416	1.330772
30.0170	0.09950988	0.07860191
30.0678	1.858364	1.467904
30.1186	2.991867	2.363248
30.1694	2.96674	2.3434
30.2202	2.429205	1.918806
30.2710	3.107158	2.454315
30.3218	5.414683	4.277007
30.3726	5.929193	4.683413
30.4234	4.283712	3.383664
30.4742	7.165896	5.660274
30.5250	5.415123	4.277354
30.5758	5.415123	4.277354
30.6266	5.46668	4.318079
30.6774	7.815882	6.173691
30.7282	7.762348	6.131405
30.7790	3.593091	2.838149
30.8298	3.022803	2.387683
30.8806	6.595473	5.209702
30.9314	7.184094	5.674648
30.9822	5.392846	4.259758
31.0330	7.165448	5.65992
31.0838	5.390244	4.257702
31.1346	5.37471	4.245432
31.1854	1.247633	0.9854931
31.2362	2.981795	2.355292
31.2870	4.187271	3.307486
31.3378	3.038396	2.4
31.3886	1.240928	0.980197
31.4394	1.773532	1.400896
31.4902	1.791487	1.415078
31.5410	3.500981	2.765392
31.5918	5.335179	4.214207
31.6426	7.706587	6.08736
31.6934	9.51801	7.518186
31.7442	7.866263	6.213487
31.7950	6.644319	5.248284
31.8458	3.19943	2.526748
31.8966	3.576008	2.824085
31.9474	8.099997	6.396821
31.9982	13.45178	10.62535
32.0490	16.60953	13.11971
32.0998	11.23857	8.877236
32.1506	6.916675	5.463416
32.2014	3.249512	2.566758
32.2522	2.985894	2.35853
32.3030	3.534584	2.791934
32.3538	3.039908	2.401195
32.4046	6.253883	4.939883
32.4554	6.037148	4.769551
32.5062	4.891231	3.864314
32.5570	3.716977	2.936596
32.6078	4.146068	3.274393
32.6586	4.205717	3.321387
32.7094	2.061853	1.62831
32.7602	0.193292	0.1526487
32.8110	-0.0001246134	-0.0000984
32.8618	1.056185	0.8342705
32.9126	1.18837	0.9386824
32.9634	2.244587	1.772978
33.0142	1.342552	1.060469
33.0650	2.24729	1.775113
33.1158	1.354631	1.07001
33.1666	3.283134	2.593317
33.2174	2.564877	2.025972
33.2682	2.400635	1.896239
33.3190	1.369359	1.081644
33.3698	1.200255	0.9480701
33.4206	2.225833	1.758164
33.4714	1.379524	1.089673
33.5222	2.206197	1.742333
33.5730	1.380192	1.089981
33.6238	1.194283	0.9431629
33.6746	1.703453	1.34551
33.7254	4.802595	3.793525
33.7762	6.885952	5.439148
33.8270	7.684411	6.069843
33.8778	4.821938	3.808803
33.9286	4.694962	3.708506
33.9794	2.83283	2.237625
34.0302	4.360662	3.444446
34.0810	4.306765	3.401873
34.1318	7.100473	5.608596
34.1826	5.855903	4.625523
34.2334	3.953004	3.12244
34.2842	3.608227	2.850105
34.3350	4.568569	3.608669
34.3858	6.228089	4.919509
34.4366	3.751288	2.963482
34.4874	3.46959	2.741147
34.5382	3.126809	2.470334
34.5890	2.999366	2.369275
34.6398	3.472046	2.742537
34.6906	4.071174	3.215782
34.7414	5.133063	4.054558
34.7922	4.926794	3.891628
34.8430	4.329083	3.419502
34.8938	6.00703	4.744896
34.9446	6.125944	4.838825
34.9954	6.896207	5.447249
35.0462	4.485439	3.543006
35.0970	3.601016	2.844408
35.1478	1.802497	1.423775
35.1986	2.976408	2.352305
35.2494	2.693286	2.128682
35.3002	5.069527	4.006782
35.3510	5.578848	4.407436
35.4018	5.424194	4.28452
35.4526	2.778495	2.194707
35.5034	3.103747	2.451621
35.5542	3.601016	2.844408
35.6050	5.335668	4.214594
35.6558	7.269446	5.742067
35.7066	9.49387	7.499118
35.7574	9.743324	7.696159
35.8082	6.610473	5.22155
35.8590	4.970512	3.926161
35.9098	5.216336	4.120334
35.9606	7.080411	5.59275
36.0114	7.382598	5.831445
36.0622	6.795085	5.367373
36.1130	4.131931	3.263444
36.1638	3.420653	2.701397
36.2146	6.459775	5.101487
36.2654	7.776997	6.14258
36.3162	9.007536	7.114967
36.3670	6.368271	5.030237
36.4178	4.819492	3.806871
36.4686	4.807371	3.797297
36.5194	6.390642	5.047907
36.5702	7.979534	6.302958
36.6210	6.003247	4.741908
36.6718	2.423976	1.914676
36.7226	0.4151254	0.3279037
36.7734	0.7758255	0.6128172
36.8242	5.875485	4.64099
36.8750	8.414614	6.646624
36.9258	7.647149	6.040411
36.9766	3.365878	2.658675
37.0274	1.212381	0.9577705
37.0782	1.973421	1.5591
37.1290	2.777638	2.194471
37.1798	4.489658	3.546517
37.2306	4.64185	3.666553
37.2814	4.192247	3.311416
37.3322	4.199672	3.317281
37.3830	5.304244	4.189772
37.4338	4.900596	3.870934
37.4846	2.739856	2.164013
37.5354	4.340506	3.427834
37.5862	6.001774	4.739789
37.6370	6.001774	4.740361
37.6878	4.574105	3.613042
37.7386	4.320184	3.412472
37.7894	6.933345	5.476583
37.8402	7.701931	6.083682
37.8910	6.499208	5.133663
37.9418	4.595419	3.629878
37.9926	2.198536	1.736603
38.0434	1.188371	0.9386829
38.0942	1.532357	1.210395
38.1450	3.151724	2.489517
38.1958	5.20801	4.113758
38.2466	6.326151	4.996377
38.2974	5.253196	4.148613
38.3482	4.530795	3.578111
38.3990	5.468209	4.318944
38.4498	6.010799	4.747873
38.5006	5.684781	4.490355
38.5514	4.103632	3.24142
38.6022	2.999365	2.36917
38.6530	2.026715	1.600883
38.7038	2.47092	1.951451
38.7546	3.583098	2.829685
38.8054	4.53332	3.580105
38.8562	4.127409	3.260043
38.9070	2.991866	2.363722
38.9578	3.309783	2.614892
39.0086	2.98279	2.356551
39.0594	3.0136	2.380893
39.1102	2.368272	1.871051
39.1610	1.194283	0.9434466
39.2118	1.797037	1.419463
39.2626	2.38869	1.886804
39.3134	2.38869	1.886804
39.3642	2.09908	1.658043
39.4150	2.979581	2.353543
39.4658	6.832625	5.397026
39.5166	10.48047	8.278427
39.5674	10.25068	8.096915
39.6182	8.139028	6.42894
39.6690	6.328063	4.998477
39.7198	5.955386	4.704103
39.7706	4.912259	3.880147
39.8214	2.722222	2.150257
39.8722	1.840878	1.454092
39.9230	2.303644	1.819626
39.9738	3.859547	3.04862
40.0246	4.72951	3.735795
40.0754	5.937874	4.69027
40.1262	5.808351	4.587961
40.1770	4.277506	3.378762
40.2278	2.542879	2.008596
40.2786	1.200254	0.9480693
40.3294	1.200254	0.9480693
40.3802	1.200254	0.9479868
40.4310	1.973195	1.558294
40.4818	2.991866	2.36277
40.5326	2.483813	1.961666
40.5834	1.54147	1.217593
40.6342	1.200254	0.9480695
40.6850	1.200254	0.9480695
40.7358	1.200254	0.9480695
40.7866	1.200254	0.9480695
40.8374	1.683241	1.329577
40.8882	1.913378	1.511359
40.9390	1.194282	0.9433522
40.9898	1.19193	0.941494
41.0406	1.188369	0.9386817
41.0914	1.188369	0.9386817
41.1422	1.421437	1.122779
41.1930	1.791486	1.415078
41.2438	2.478549	1.957783
41.2946	3.359653	2.653759
41.3454	3.666388	2.896045
41.3962	5.010124	3.957449
41.4470	4.951301	3.910985
41.4978	4.846153	3.82793
41.5486	5.110931	4.037076
41.5994	4.231459	3.342389
41.6502	4.11085	3.247122
41.7010	3.096771	2.44611
41.7518	4.809393	3.799097
41.8026	3.637388	2.873716
41.8534	2.792508	2.206219
41.9042	1.813436	1.432541
41.9550	2.991865	2.363246
42.0058	4.40393	3.478623
42.0566	6.611568	5.222415
42.1074	8.336727	6.585102
42.1582	13.78085	10.88536
42.2090	12.55907	9.920292
42.2598	10.46618	8.267139
42.3106	5.996044	4.736218
42.3614	6.358452	5.022481
42.4122	6.999207	5.528607
42.4630	5.473066	4.323123
42.5138	3.188922	2.519073
42.5646	3.425571	2.70637
42.6154	3.546092	2.801587
42.6662	4.622472	3.651785
42.7170	4.370237	3.452009
42.7678	5.68441	4.490061
42.8186	7.467947	5.898861
42.8694	6.104346	4.821765
42.9202	3.444423	2.720717
42.9710	-0.0001271566	-0.0001004398
43.0218	0.9855953	0.7785124
43.0726	3.583096	2.830254
43.1234	4.063639	3.20983
43.1742	4.752946	3.754308
43.2250	3.005335	2.373886
43.2758	2.847959	2.249576
43.3266	3.006677	2.374945
43.3774	5.238812	4.138088
43.4282	6.596262	5.210851
43.4790	5.719226	4.519377
43.5298	2.861455	2.261144
43.5806	2.975529	2.351286
43.6314	4.783476	3.77994
43.6822	6.201116	4.90017
43.7330	9.97544	7.882141
43.7838	7.220203	5.70317
43.8346	6.398564	5.054165
43.8854	3.601013	2.844406
43.9362	4.12473	3.258085
43.9870	5.594347	4.418921
44.0378	4.43741	3.50525
44.0886	5.265929	4.160344
44.1394	4.677515	3.695467
44.1902	5.067287	4.003407
44.2410	8.532773	6.741312
44.2918	9.010288	7.118572
44.3426	7.94747	6.278893
44.3934	3.481971	2.750929
44.4442	3.000512	2.370553
44.4950	3.667769	2.897718
44.5458	6.928796	5.474091
44.5966	8.495764	6.712072
44.6474	8.564947	6.766546
44.6982	5.952475	4.701803
44.7490	3.927718	3.102468
44.7998	8.818081	6.965319
44.8506	10.83037	8.554805
44.9014	9.849321	7.779885
44.9522	4.238032	3.347581
45.0030	1.384318	1.09346
45.0538	2.483832	1.961955
45.1046	3.357625	2.652156
45.1554	5.233932	4.134233
45.2062	4.479673	3.538452
45.2570	6.422942	5.073623
45.3078	9.305223	7.351585
45.3586	11.13519	8.797345
45.4094	9.013914	7.121324
45.4602	5.543245	4.378556
45.5110	6.527434	5.155958
45.5618	6.303844	4.979347
45.6126	8.274282	6.535776
45.6634	7.689483	6.07385
45.7142	11.11712	8.781306
45.7650	8.975847	7.089937
45.8158	8.980358	7.0935
45.8666	9.015644	7.121372
45.9174	8.951306	7.070552
45.9682	8.233407	6.50349
46.0190	6.470263	5.110799
46.0698	5.75218	4.543592
46.1206	9.615155	7.59492
46.1714	9.615155	7.594789
46.2222	9.286247	7.333641
46.2730	5.474577	4.323445
46.3238	6.593004	5.206864
46.3746	6.637771	5.244166
46.4254	7.116996	5.622778
46.4762	6.115322	4.831331
46.5270	7.428444	5.867658
46.5778	10.3595	8.182869
