HOLE:	U1513E
EXPEDITION:	369
TOP:	0.0450
BOTTOM:	575.2533
DEPTH_WMSF	HGR	EHGR
m	gAPI	gAPI
0.0450	1.319266	1.042285
0.0958	2.761904	2.181602
0.1466	4.316923	3.409897
0.1974	4.311292	3.405449
0.2482	2.872895	2.269272
0.2990	2.870626	2.26748
0.3498	2.15625	1.703201
0.4006	2.15625	1.703201
0.4514	0.7208279	0.5693751
0.5022	0.7241485	0.5719985
0.5530	1.439618	1.137255
0.6038	1.445157	1.141631
0.6546	2.87504	2.271195
0.7054	2.875043	2.270969
0.7562	2.877226	2.272694
0.8070	2.881516	2.276082
0.8578	2.879772	2.274934
0.9086	2.160555	1.706773
0.9594	2.15625	1.703372
1.0102	2.15625	1.703201
1.0610	3.595348	2.839931
1.1118	2.879366	2.274387
1.1626	2.881515	2.276767
1.2134	2.876507	2.27281
1.2642	3.596014	2.841313
1.3150	3.594533	2.839573
1.3658	4.308172	3.403327
1.4166	2.87384	2.270247
1.4674	2.153323	1.70089
1.5182	0.7242897	0.5721096
1.5690	2.164397	1.709636
1.6198	4.316288	3.409395
1.6706	4.789156	3.782909
1.7214	3.355254	2.650285
1.7722	3.001025	2.370957
1.8230	1.803771	1.425068
1.8738	2.513876	1.986085
1.9246	1.440018	1.137456
1.9754	2.15431	1.701669
2.0262	1.438688	1.136406
2.0770	0.7186696	0.5676703
2.1278	0.7431232	0.5869859
2.1786	4.314344	3.40786
2.2294	5.029422	3.972692
2.2802	4.303603	3.399375
2.3310	1.439952	1.137405
2.3818	2.151295	1.699288
2.4326	2.875079	2.270998
2.4834	2.8685	2.265801
2.5342	1.441664	1.138756
2.5850	0.7186812	0.5676794
2.6358	0.7214839	0.5698933
2.6866	1.439618	1.137141
2.7374	1.439605	1.13713
2.7882	1.436008	1.13429
2.8390	0.7186697	0.5677845
2.8898	0.7246397	0.5725011
2.9406	2.888148	2.281781
2.9914	4.319378	3.413206
3.0422	4.31243	3.407716
3.0930	2.031593	1.605379
3.1438	0.6003625	0.4742208
3.1946	0.600667	0.4744612
3.2454	0.7212117	0.5696783
3.2962	1.44027	1.137656
3.3470	2.158396	1.704896
3.3978	2.155071	1.70227
3.4486	1.436008	1.134404
3.4994	0.7186544	0.5677155
3.5502	0.7165241	0.5660324
3.6010	0.7165241	0.5659756
3.6518	0.714026	0.5640023
3.7026	0.002637177	0.002082861
3.7534	0.7182522	0.5672835
3.8042	0.7214264	0.5697905
3.8550	1.324158	1.045836
3.9058	2.391997	1.889606
3.9566	2.988466	2.360799
4.0074	2.391234	1.889003
4.0582	2.036666	1.608582
4.1090	1.442344	1.139179
4.1598	2.156701	1.703387
4.2106	1.439447	1.137006
4.2614	2.156182	1.703148
4.3122	1.434994	1.133488
4.3630	0.7215148	0.5698031
4.4138	0.7208283	0.5692607
4.4646	0.7208283	0.5692613
4.5154	0.7207235	0.5692926
4.5662	0.007493009	0.005918657
4.6170	1.438094	1.135937
4.6678	2.157155	1.704087
4.7186	2.870455	2.267574
4.7694	2.156978	1.703948
4.8202	1.44301	1.139935
4.8710	2.877193	2.272896
4.9218	2.877256	2.272946
4.9726	3.592871	2.838261
5.0234	1.43746	1.13555
5.0742	1.434452	1.133174
5.1250	0.718837	0.5678482
5.1758	2.87504	2.27115
5.2266	2.87504	2.27115
5.2774	2.873781	2.269972
5.3282	1.448235	1.143947
5.3790	2.871924	2.268506
5.4298	3.590276	2.835925
5.4806	2.860568	2.259536
5.5314	1.439618	1.137141
5.5822	1.446276	1.142515
5.6330	3.595997	2.84073
5.6838	3.598131	2.842415
5.7346	3.593846	2.838745
5.7854	2.87608	2.271788
5.8362	2.161961	1.707714
5.8870	2.878641	2.274268
5.9378	1.441529	1.138879
5.9886	2.156637	1.703849
6.0394	0.7219883	0.5702344
6.0902	1.446611	1.142549
6.1410	2.161772	1.707392
6.1918	3.595983	2.840433
6.2426	3.589406	2.835238
6.2934	2.156265	1.703214
6.3442	2.160563	1.70678
6.3950	2.884145	2.278388
6.4458	5.040605	3.981926
6.4966	4.201056	3.318374
6.5474	2.756507	2.177339
6.5982	0.5992885	0.4733723
6.6490	1.438343	1.136133
6.6998	2.160828	1.706817
6.7506	2.872221	2.268741
6.8014	1.439144	1.137109
6.8522	2.160561	1.707121
6.9030	2.162837	1.708917
6.9538	3.602689	2.845731
7.0046	4.319143	3.41165
7.0554	4.318258	3.410952
7.1062	3.594021	2.839169
7.1570	2.159786	1.706166
7.2078	2.879016	2.274336
7.2586	2.161791	1.70775
7.3094	3.595984	2.840719
7.3602	2.162725	1.708488
7.4110	2.164139	1.709433
7.4618	2.883674	2.277787
7.5126	2.886902	2.280337
7.5634	4.07963	3.222462
7.6142	2.652665	2.095315
7.6650	6.96986	5.505426
7.7158	8.637243	6.822476
7.7666	8.629534	6.816388
7.8174	5.747502	4.539894
7.8682	4.316264	3.408689
7.9190	2.871004	2.267322
7.9698	2.155387	1.702177
8.0206	1.439618	1.136912
8.0714	1.444504	1.14077
8.1222	2.167063	1.7114
8.1730	2.168762	1.713429
8.2238	3.600273	2.844393
8.2746	2.877485	2.273353
8.3254	3.5931	2.838156
8.3762	2.874211	2.270312
8.4270	2.151934	1.699792
8.4778	0.7208899	0.5693668
8.5286	1.44872	1.144215
8.5794	3.587988	2.833833
8.6302	4.308342	3.403803
8.6810	4.299269	3.396635
8.7318	2.877198	2.273128
8.7826	2.879401	2.27464
8.8334	3.834881	3.029441
8.8842	4.018135	3.174207
8.9350	4.015986	3.172827
8.9858	3.4238	2.704971
9.0366	3.977509	3.142425
9.0874	8.969726	7.085814
9.1382	7.891565	6.2341
9.1890	7.890612	6.233347
9.2398	5.75295	4.5442
9.2906	6.481931	5.120017
9.3414	7.916174	6.252912
