HOLE:	U1513E
EXPEDITION:	369
TOP:	461.2476
BOTTOM:	591.0416
DEPTH_WMSF	HALC	HSIG	HSTO	HNEC	HFEC
m	%	cu	in	1/s	1/s
479.2816	82.22498	33.82749	-0.6768224	2583.111	368
479.3324	85.42097	34.14384	-0.7979407	2632.881	392.1472
479.3832	100.0994	27.17888	1.708655	2687.879	353.1517
479.4340	103.5052	23.35029	2	2495.645	355.8542
479.4848	103.8968	24.34513	2	2505.697	433.5754
479.5356	101.1027	26.40766	1.712337	2535.86	397.1877
479.5864	91.94437	31.81671	-0.1151294	2574.027	411.7846
479.6372	82.30221	29.87321	-0.6754071	2568.147	445.004
479.6880	80.11994	30.72429	-0.525238	2496.497	442.2439
479.7388	76.71698	33.40662	-0.2449921	2591.62	429.5569
479.7896	73.76089	35.48394	0.01590855	2583.448	450.8506
479.8404	73.20825	35.01042	0.05801588	2529.903	377.1781
479.8912	72.10712	33.63809	0.1485137	2627.012	395.2466
479.9420	79.74406	34.77741	-0.4819883	2555.893	435.7836
479.9928	81.1248	36.56314	-0.6006705	2526.552	443.6322
480.0436	87.09668	37.48856	-0.826234	2480.378	438.0493
480.0944	81.01345	37.96471	-0.589658	2580.089	422.0626
480.1452	81.40846	37.0725	-0.6021278	2517.813	404.9082
480.1960	74.41528	37.37653	-0.0454898	2587.7	417.7872
480.2468	73.88233	38.01078	-0.00566186	2437.687	410.5371
480.2976	77.10869	34.53413	-0.2495269	2535.29	442.0726
480.3484	81.92385	33.41169	-0.6497648	2574.441	428.1124
480.3992	82.57165	33.02098	-0.6818429	2576.308	427.9063
480.4500	83.06455	33.33557	-0.7270602	2524.133	433.4733
480.5008	82.40617	33.6195	-0.6928354	2551.116	405.1868
480.5516	80.47794	34.2019	-0.5582784	2500.591	375.2093
480.6024	82.4285	36.91647	-0.6872438	2348.553	421.5981
480.6532	83.32249	36.74116	-0.7354185	2552.394	444.0844
480.7040	81.89132	34.24724	-0.6563936	2614.872	453.3275
480.7548	82.59522	34.17484	-0.7409854	2654.745	427.2985
480.8056	80.1773	36.23215	-0.5419304	2505.603	424
480.8564	79.39928	35.68438	-0.4704696	2417.264	430.1548
480.9072	73.06066	33.86396	0.03205314	2427.485	442.8603
480.9580	68.42983	33.41035	0.2440678	2489.37	400.5616
481.0088	73.03791	35.90995	-0.3692966	2525.607	404.2774
481.0596	78.44516	37.76429	-0.5535877	2428.509	432.6358
481.1104	83.42366	34.88285	-0.7217336	2463.644	419.747
481.1612	85.56025	33.79408	-0.8202702	2559.362	421.0973
481.2120	86.32188	31.76343	-0.8281258	2560.742	375.0919
481.2628	83.30035	33.17387	-0.7405677	2498.133	454.4086
481.3136	81.77159	32.77583	-0.6358389	2496.67	392.9587
481.3644	78.04383	31.51966	-0.3498275	2456.817	443.3052
481.4152	76.0036	33.18271	-0.1753321	2546.876	357.3571
481.4660	72.50878	35.55551	0.1305071	2501.947	440.9737
481.5168	76.11764	38.98802	-0.1771888	2515.952	411.586
481.5676	80.2429	40.22387	-0.5260354	2509.592	378.6169
481.6184	83.62185	40.85214	-0.7297698	2543.246	409.0064
481.6692	86.06426	42.48673	-0.8218676	2596.989	391.466
481.7200	86.31785	41.67354	-0.827897	2621.869	491.1541
481.7708	84.34553	41.63008	-0.7796848	2510.393	482.4915
481.8216	81.65768	38.22538	-0.7493902	2442.42	449.3031
481.8724	78.26053	38.93045	-0.3945123	2501.75	401.2959
481.9232	72.02148	36.62714	0.1392167	2548.911	436.1226
481.9740	75.36549	36.05255	-0.1286937	2513.639	415.3765
482.0248	78.04702	35.51726	-0.3520283	2497.368	434.7153
482.0756	74.89979	35.81461	-0.08742324	2439.746	427.7761
482.1264	76.04263	33.74868	-0.1842243	2419.58	445.7901
482.1772	74.81747	33.35786	-0.08266806	2368.526	405.6109
482.2280	71.44675	33.18318	0.2047076	2428.771	381.2576
482.2788	75.47422	32.55672	-0.1909148	2522.751	397.6753
482.3296	76.04818	32.00813	-0.2163135	2522.483	400.815
482.3804	75.38258	30.35336	-0.1449203	2481.041	415.8396
482.4312	87.60193	30.6898	-0.7815848	2549.242	350.5402
482.4820	88.46833	32.25267	-0.7877257	2468.842	401.1584
482.5328	86.50486	29.95074	-0.8118431	2470.794	421.1859
482.5836	88.85517	30.92336	-0.7521082	2594.828	414.2717
482.6344	84.52431	31.19867	-0.7610762	2507.669	413.4694
482.6852	81.75018	30.52315	-0.6435297	2491.752	423.6745
482.7360	82.21756	30.1615	-0.677784	2506.843	454.1128
482.7868	86.39784	32.35487	-0.395032	2520.032	442.9523
482.8376	92.4733	32.2218	0.4556029	2525.445	388.6691
482.8884	95.58793	32.95828	0.6117596	2544.336	417.7678
482.9392	98.64016	28.27267	1.61122	2587.704	394.6727
482.9900	92.80991	34.24447	-0.2202432	2542.566	444.7768
