HOLE:	U1513E
EXPEDITION:	369
TOP:	0.0071
BOTTOM:	287.0269
DEPTH_WMSF	HGR	EHGR
m	gAPI	gAPI
0.0071	0.7198673	0.8169419
0.0579	0.7198673	0.8169419
0.1087	0.7198673	0.8169419
0.1595	0.7202693	0.817398
0.2103	1.44282	1.637385
0.2611	3.60708	4.093497
0.3119	5.752367	6.528078
0.3627	5.035559	5.714607
0.4135	6.473622	7.346594
0.4643	4.31813	4.900432
0.5151	4.31813	4.900432
0.5659	0.7162681	0.8128573
0.6167	0.005554631	0.006303677
0.6675	1.43893	1.632971
0.7183	1.443032	1.637625
0.7691	2.157451	2.448384
0.8199	2.155689	2.446386
0.8707	2.871077	3.258244
0.9215	2.156528	2.447337
0.9723	1.438547	1.632536
1.0231	0.72278	0.8202473
1.0739	2.160054	2.451338
1.1247	1.443366	1.638005
1.1755	1.437389	1.631222
1.2263	0.004992731	0.005666004
1.2771	1.434083	1.62747
1.3279	2.16637	2.458506
1.3787	5.037426	5.716725
1.4295	3.602467	4.088262
1.4803	2.868471	3.255286
1.5311	0.001294077	0.001468584
1.5819	1.438498	1.632481
1.6327	2.162059	2.453614
1.6835	2.8748	3.262468
1.7343	2.159602	2.450825
1.7851	2.157457	2.448392
1.8359	2.163	2.454682
1.8867	3.598528	4.083791
1.9375	3.599966	4.085423
1.9883	3.470919	3.938975
2.0391	1.317627	1.49531
2.0899	0.5994399	0.6802748
2.1407	0.6001854	0.6811208
2.1915	2.037662	2.312442
2.2423	2.761946	3.134397
2.2931	3.593862	4.078496
2.3439	2.87588	3.263695
2.3947	2.155747	2.446451
2.4455	1.441497	1.635884
2.4963	2.874873	3.262551
2.5471	4.317405	4.899609
2.5979	5.028671	5.70679
2.6487	2.878608	3.26679
2.6995	1.436458	1.630165
2.7503	0.7199498	0.8170356
2.8011	1.319765	1.497736
2.8519	2.214399	2.513011
2.9027	1.500533	1.702881
2.9535	3.052019	3.463586
3.0043	2.874444	3.262064
3.0551	3.588929	4.072899
3.1059	1.445293	1.640192
3.1567	2.156303	2.447082
3.2075	1.440053	1.634245
3.2583	2.155668	2.446361
3.3091	1.441658	1.636066
3.3599	2.157273	2.448182
3.4107	2.159517	2.450729
3.4615	1.435947	1.629586
3.5123	0.7209495	0.81817
3.5631	0.7238045	0.82141
3.6139	2.164502	2.456386
3.6647	3.593637	4.078241
3.7155	2.871078	3.258245
3.7663	2.03603	2.31059
3.8171	0.6020237	0.683207
3.8679	1.198816	1.360477
3.9187	0.6021804	0.6833848
3.9695	1.315736	1.493164
4.0203	0.718944	0.8158939
4.0711	1.315461	1.492852
4.1219	0.6005349	0.6815174
4.1727	1.319546	1.497487
4.2235	0.7241777	0.8218335
4.2743	1.438658	1.632662
4.3251	1.440063	1.634256
4.3759	2.159123	2.450282
4.4267	2.878394	3.266547
4.4775	2.878394	3.266547
4.5283	2.756575	3.128301
4.5791	2.039172	2.314156
4.6299	2.038099	2.312938
4.6807	1.438668	1.632673
4.7315	1.440893	1.635198
4.7823	2.15566	2.446352
4.8331	2.875178	3.262897
4.8839	2.871299	3.258496
4.9347	1.440868	1.63517
4.9855	2.162394	2.453994
5.0363	3.599423	4.084807
5.0871	5.034951	5.713917
5.1379	4.311605	4.893028
5.1887	2.87703	3.264999
5.2395	2.159266	2.450444
5.2903	1.440812	1.635107
5.3411	1.43974	1.633889
5.3919	1.438709	1.63272
5.4426	2.034335	2.308667
5.4934	1.319456	1.497386
5.5442	1.498747	1.700854
5.5950	1.623904	1.842888
5.6458	2.218457	2.517618
5.6966	2.041167	2.316419
5.7474	2.758862	3.130897
5.7982	2.170448	2.463134
5.8490	5.031835	5.710381
5.8998	4.320316	4.902913
5.9506	5.735518	6.508956
6.0014	2.157443	2.448376
6.0522	1.428461	1.62109
6.1030	0.0003169425	0.0003596825
6.1538	0.719376	0.8163843
6.2046	1.442953	1.637536
6.2554	2.158495	2.44957
6.3062	1.440815	1.63511
6.3570	1.438092	1.63202
6.4078	0.722587	0.8200283
6.4586	2.153817	2.44426
6.5094	1.440022	1.63421
6.5602	2.152069	2.442277
6.6110	0.7208396	0.8180453
6.6618	1.615807	1.833699
6.7126	0.8991613	1.020414
6.7634	0.8991606	1.020413
6.8142	0.9014955	1.023063
6.8650	1.618749	1.837038
6.9158	2.818955	3.199093
6.9666	2.640832	2.99695
7.0174	3.356089	3.80866
7.0682	2.876204	3.264062
7.1190	3.592858	4.077357
7.1698	2.159604	2.450828
7.2206	2.159604	2.450828
7.2714	2.165493	2.457511
7.3222	3.596722	4.081742
7.3730	5.036854	5.716077
7.4238	3.597173	4.082254
7.4746	3.593344	4.077909
7.5254	1.437099	1.630893
7.5762	2.879709	3.268039
7.6270	3.596107	4.081044
7.6778	3.594478	4.079196
7.7286	2.871387	3.258595
7.7794	1.440805	1.635098
7.8302	2.157493	2.448432
7.8810	2.038433	2.313317
7.9318	2.042441	2.317865
7.9826	2.756982	3.128763
8.0334	2.873847	3.261387
8.0842	2.155793	2.446504
8.1350	0.7187912	0.8157206
8.1858	0.7198681	0.8169428
8.2366	0.7198681	0.8169428
8.2874	0.718517	0.8154095
8.3382	0.004842796	0.00549585
8.3890	2.156371	2.447159
8.4398	2.156371	2.447159
8.4906	3.586987	4.070694
8.5414	2.15797	2.448973
8.5922	2.875734	3.263528
8.6430	2.155339	2.445987
8.6938	1.438679	1.632686
8.7446	2.155578	2.446259
8.7954	2.885278	3.27436
8.8462	4.314089	4.895846
8.8970	3.600413	4.085931
8.9478	5.756788	6.533095
8.9986	5.759987	6.536726
9.0494	7.193363	8.163392
9.1002	3.592914	4.077421
9.1510	2.154419	2.444944
9.2018	0.6011483	0.6822135
9.2526	2.037021	2.311715
9.3034	2.037021	2.311715
