HOLE:	U1513A
EXPEDITION:	369
TOP:	0.0620
BOTTOM:	292.9748
DEPTH_WMSF	TENS	CS	ETIM
m	lbf	ft/h	s
23.9888	4371.48	1796.622	765.2328
24.1412	4425.648	1801.467	766.2278
24.2936	4516.686	1811.788	767.2327
24.4460	4599.255	1812.195	768.2379
24.5984	4606.371	1810.881	769.2413
24.7508	4552.66	1806.851	770.2388
24.9032	4484.244	1794.757	771.2386
25.0556	4421.515	1789.96	772.2283
25.2080	4416.211	1790.517	773.2164
25.3604	4450.22	1791.455	774.2209
25.5128	4515.532	1794.463	775.2257
25.6652	4530.942	1797.474	776.2259
25.8176	4497.081	1793.556	777.2324
25.9700	4458.64	1785.511	778.2417
26.1224	4446.988	1787.997	779.2297
26.2748	4489.616	1791.493	780.2209
26.4272	4550.954	1793.036	781.2266
26.5796	4595.632	1799.562	782.2313
26.7320	4607.093	1800.953	783.2371
26.8844	4548.247	1796.428	784.2321
27.0368	4457.452	1789.345	785.221
27.1892	4428	1789.166	786.2125
27.3416	4402.872	1792.476	787.218
27.4940	4431.054	1800.948	788.2225
27.6464	4471.701	1806.88	789.2205
27.7988	4508.546	1803.935	790.2343
27.9512	4570.662	1803.535	791.2467
28.1036	4552.153	1802.388	792.2419
28.2560	4484.538	1795.049	793.2305
28.4084	4437.394	1791.634	794.2298
28.5608	4424.279	1792.453	795.2258
28.7132	4491.733	1796.389	796.2227
28.8656	4553.835	1799.448	797.2283
29.0180	4553.219	1800.667	798.225
29.1704	4497.778	1799.203	799.2234
29.3228	4432.585	1797.562	800.2377
29.4752	4396.208	1794.052	801.2486
29.6276	4366.994	1790.433	802.2542
29.7800	4384.235	1790.57	803.2606
29.9324	4462.021	1791	804.2538
30.0848	4560.027	1793.88	805.2363
30.2372	4620.548	1796.58	806.2294
30.3896	4623.519	1800.494	807.2231
30.5420	4557.575	1803.584	808.2205
30.6944	4465.504	1804.587	809.2265
30.8468	4398.1	1805.591	810.2318
30.9992	4337.368	1798.868	811.2365
31.1516	4316.97	1791.015	812.2316
31.3040	4316.808	1790.797	813.2399
31.4564	4371.78	1790.796	814.2521
31.6088	4459.042	1788.789	815.2577
31.7612	4521.453	1789.827	816.2645
31.9136	4534.272	1798.34	817.2631
32.0660	4572.34	1812.204	818.261
32.2184	4592.834	1809.368	819.2642
32.3708	4562.953	1804.62	820.2688
32.5232	4444.244	1795.659	821.2742
32.6756	4370.737	1789.374	822.28
32.8280	4369.026	1790.257	823.2858
32.9804	4387.151	1790.369	824.2708
33.1328	4380.127	1787.46	825.2648
33.2852	4478.73	1789.825	826.2684
33.4376	4630.945	1805.45	827.2727
33.5900	4711.626	1809.136	828.279
33.7424	4617.433	1805.06	829.2736
33.8948	4507.061	1805.297	830.2725
34.0472	4506.063	1813.167	831.257
34.1996	4485.276	1810.448	832.262
34.3520	4452.507	1804.365	833.2731
34.5044	4484.613	1804.32	834.2766
34.6568	4497.047	1800.361	835.2811
34.8092	4566.959	1798.666	836.2873
34.9616	4569.836	1797.66	837.2832
35.1140	4562.429	1797	838.273
35.2664	4532.525	1798.352	839.2845
35.4188	4427.867	1798.322	840.2936
35.5712	4340.372	1795.957	841.2977
