Exp,Site,Hole,Core,Type,Sect,Top(cm),Depth CSF-A (m),NGR total counts (cps)
359,U1465,A,2,H,2,0,8.6,5.72
359,U1465,A,2,H,2,10,8.7,6.898
359,U1465,A,2,H,2,20,8.8,7.394
359,U1465,A,2,H,2,30,8.9,7.867
359,U1465,A,2,H,2,40,9,7.749
359,U1465,A,2,H,2,50,9.1,8.166
359,U1465,A,2,H,2,60,9.2,7.771
359,U1465,A,2,H,2,70,9.3,8.641
359,U1465,A,2,H,2,80,9.4,9.335
359,U1465,A,2,H,2,90,9.5,9.342
359,U1465,A,2,H,2,100,9.6,8.687
359,U1465,A,2,H,2,110,9.7,7.937
359,U1465,A,2,H,2,120,9.8,6.002
359,U1465,A,2,H,2,130,9.9,4.455
359,U1465,A,2,H,2,140,10,4.046
359,U1465,A,2,H,2,150,10.1,4.562
359,U1465,A,2,H,3,0,10.1,4.863
359,U1465,A,2,H,3,10,10.2,4.572
359,U1465,A,2,H,3,20,10.3,5.647
359,U1465,A,2,H,3,30,10.4,6.594
359,U1465,A,2,H,3,40,10.5,7.216
359,U1465,A,2,H,3,50,10.6,6.396
359,U1465,A,2,H,3,60,10.7,6.547
359,U1465,A,2,H,3,70,10.8,6.944
359,U1465,A,2,H,3,80,10.9,6.702
359,U1465,A,2,H,3,90,11,6.592
359,U1465,A,2,H,3,100,11.1,6.207
359,U1465,A,2,H,3,110,11.2,5.874
359,U1465,A,2,H,3,120,11.3,5.968
359,U1465,A,2,H,3,130,11.4,5.948
359,U1465,A,2,H,3,140,11.5,5.578
359,U1465,A,2,H,3,150,11.6,5.078
359,U1465,A,2,H,4,0,11.6,4.928
359,U1465,A,2,H,4,10,11.7,4.641
359,U1465,A,2,H,4,20,11.8,5.667
359,U1465,A,2,H,4,30,11.9,6.244
359,U1465,A,2,H,4,40,12,7.159
359,U1465,A,2,H,4,50,12.1,8.766
359,U1465,A,2,H,4,60,12.2,10.811
359,U1465,A,2,H,4,70,12.3,9.934
359,U1465,A,2,H,4,80,12.4,10.008
359,U1465,A,2,H,4,90,12.5,10.255
359,U1465,A,2,H,4,100,12.6,11.75
359,U1465,A,2,H,4,110,12.7,11.18
359,U1465,A,2,H,4,120,12.8,11.735
359,U1465,A,2,H,4,130,12.9,14.226
359,U1465,A,2,H,4,140,13,14.53
359,U1465,A,2,H,5,0,13.1,15.973
359,U1465,A,2,H,5,10,13.2,15.949
359,U1465,A,2,H,5,20,13.3,15.871
359,U1465,A,2,H,5,30,13.4,15.424
359,U1465,A,2,H,5,40,13.5,14.516
359,U1465,A,2,H,5,50,13.6,15.846
359,U1465,A,2,H,5,60,13.7,18.044
359,U1465,A,2,H,5,70,13.8,19.704
359,U1465,A,2,H,5,80,13.9,22.592
359,U1465,A,2,H,5,90,14,21.925
359,U1465,A,2,H,5,100,14.1,22.577
359,U1465,A,2,H,5,110,14.2,22.404
359,U1465,A,2,H,5,120,14.3,17.718
359,U1465,A,2,H,5,130,14.4,14.978
359,U1465,A,2,H,5,140,14.5,13.626
359,U1465,A,2,H,5,150,14.6,13.878
359,U1465,A,2,H,6,0,14.6,12.834
359,U1465,A,2,H,6,10,14.7,12.719
359,U1465,A,2,H,6,20,14.8,12.374
359,U1465,A,2,H,6,30,14.9,12.704
359,U1465,A,2,H,6,40,15,13.073
359,U1465,A,2,H,6,50,15.1,12.979
359,U1465,A,2,H,6,60,15.2,12.554
359,U1465,A,2,H,6,70,15.3,12.909
359,U1465,A,2,H,6,80,15.4,13.486
359,U1465,A,3,H,1,0,16.6,9.375
359,U1465,A,3,H,1,10,16.7,9.254
359,U1465,A,3,H,1,20,16.8,10.547
359,U1465,A,3,H,1,30,16.9,11.871
359,U1465,A,3,H,1,40,17,12.286
359,U1465,A,3,H,1,50,17.1,12.906
359,U1465,A,3,H,1,60,17.2,13.164
359,U1465,A,3,H,1,70,17.3,13.724
359,U1465,A,3,H,1,80,17.4,13.708
359,U1465,A,3,H,1,90,17.5,13.005
359,U1465,A,3,H,1,100,17.6,12.977
359,U1465,A,3,H,1,110,17.7,12.804
359,U1465,A,3,H,1,120,17.8,12.708
359,U1465,A,3,H,1,130,17.9,12.084
359,U1465,A,3,H,1,140,18,11.51
359,U1465,A,3,H,2,0,18.05,11.904
359,U1465,A,3,H,2,10,18.15,11.025
359,U1465,A,3,H,2,20,18.25,11.417
359,U1465,A,3,H,2,30,18.35,11.557
359,U1465,A,3,H,2,40,18.45,11.559
359,U1465,A,3,H,2,50,18.55,12.293
359,U1465,A,3,H,2,60,18.65,11.994
359,U1465,A,3,H,2,70,18.75,11.394
359,U1465,A,3,H,2,80,18.85,12.452
359,U1465,A,3,H,2,90,18.95,12.755
359,U1465,A,3,H,2,100,19.05,11.844
359,U1465,A,3,H,2,110,19.15,11.567
359,U1465,A,3,H,2,120,19.25,11.752
359,U1465,A,3,H,2,130,19.35,11.119
359,U1465,A,3,H,2,140,19.45,12.192
359,U1465,A,3,H,3,0,19.55,13.51
359,U1465,A,3,H,3,10,19.65,13.563
359,U1465,A,3,H,3,20,19.75,14.454
359,U1465,A,3,H,3,30,19.85,16.757
359,U1465,A,3,H,3,40,19.95,17.306
359,U1465,A,3,H,3,50,20.05,13.519
359,U1465,A,3,H,3,60,20.15,11.271
359,U1465,A,3,H,3,70,20.25,11.148
359,U1465,A,3,H,3,80,20.35,9.109
359,U1465,A,4,H,1,0,26.1,8.031
359,U1465,A,4,H,1,10,26.2,8.771
359,U1465,A,4,H,1,20,26.3,8.914
359,U1465,A,4,H,1,30,26.4,9.874
359,U1465,A,4,H,1,40,26.5,9.953
359,U1465,A,4,H,1,50,26.6,9.126
359,U1465,A,4,H,1,60,26.7,7.931
359,U1465,A,4,H,1,70,26.8,8.071
359,U1465,A,4,H,1,80,26.9,8.585
359,U1465,A,4,H,1,90,27,9.015
359,U1465,A,4,H,1,100,27.1,9.89
359,U1465,A,4,H,1,110,27.2,10.277
359,U1465,A,4,H,1,120,27.3,10.165
359,U1465,A,4,H,1,130,27.4,10.925
359,U1465,A,4,H,1,140,27.5,11.293
359,U1465,A,4,H,1,150,27.6,11.749
359,U1465,A,4,H,2,0,27.6,13.619
359,U1465,A,4,H,2,10,27.7,11.8
359,U1465,A,4,H,2,20,27.8,13.744
359,U1465,A,4,H,2,30,27.9,15.424
359,U1465,A,4,H,2,40,28,14.166
359,U1465,A,4,H,2,50,28.1,12.099
359,U1465,A,4,H,2,60,28.2,12.047
359,U1465,A,4,H,2,70,28.3,14.887
359,U1465,A,4,H,2,80,28.4,16.408
359,U1465,A,4,H,2,90,28.5,17.372
359,U1465,A,4,H,2,100,28.6,15.86
359,U1465,A,4,H,2,110,28.7,18.484
359,U1465,A,4,H,2,120,28.8,17.538
359,U1465,A,4,H,2,130,28.9,16.962
359,U1465,A,4,H,2,140,29,20.116
359,U1465,A,4,H,2,150,29.1,21.508
359,U1465,A,4,H,3,0,29.1,33.602
359,U1465,A,4,H,3,10,29.2,36.895
359,U1465,A,4,H,3,20,29.3,30.694
359,U1465,A,4,H,3,30,29.4,24.437
359,U1465,A,4,H,3,40,29.5,22.726
359,U1465,A,4,H,3,50,29.6,23.606
359,U1465,A,4,H,3,60,29.7,22.564
359,U1465,A,4,H,3,70,29.8,18.494
359,U1465,A,4,H,3,80,29.9,16.492
359,U1465,A,4,H,3,90,30,16.992
359,U1465,A,4,H,3,100,30.1,16.79
359,U1465,A,4,H,3,110,30.2,16.284
359,U1465,A,4,H,3,120,30.3,15.028
359,U1465,A,4,H,3,130,30.4,13.903
359,U1465,A,4,H,3,140,30.5,13.876
359,U1465,A,4,H,4,0,30.55,12.275
359,U1465,A,4,H,4,10,30.65,11.549
359,U1465,A,4,H,4,20,30.75,12.327
359,U1465,A,4,H,4,30,30.85,13.054
359,U1465,A,4,H,4,40,30.95,13.253
359,U1465,A,4,H,4,50,31.05,14.149
359,U1465,A,4,H,4,60,31.15,14.484
359,U1465,A,4,H,4,70,31.25,14.001
359,U1465,A,4,H,4,80,31.35,13.988
359,U1465,A,4,H,4,90,31.45,14.072
359,U1465,A,4,H,4,100,31.55,14.644
359,U1465,A,4,H,4,110,31.65,14.687
359,U1465,A,4,H,4,120,31.75,14.475
359,U1465,A,4,H,4,130,31.85,13.745
359,U1465,A,4,H,4,140,31.95,13.565
359,U1465,A,4,H,5,0,32.05,13.067
359,U1465,A,4,H,5,10,32.15,11.693
359,U1465,A,4,H,5,20,32.25,10.821
359,U1465,A,4,H,5,30,32.35,10.334
359,U1465,A,4,H,5,40,32.45,9.593
359,U1465,A,4,H,5,50,32.55,9.396
359,U1465,A,4,H,5,60,32.65,9.707
359,U1465,A,4,H,5,70,32.75,9.441
359,U1465,A,4,H,5,80,32.85,10.698
359,U1465,A,4,H,5,90,32.95,11.362
359,U1465,A,4,H,5,100,33.05,14.874
359,U1465,A,4,H,5,110,33.15,17.557
359,U1465,A,4,H,5,120,33.25,18.495
359,U1465,A,4,H,5,130,33.35,18.935
359,U1465,A,4,H,5,140,33.45,20.23
359,U1465,A,4,H,5,150,33.55,18.79
359,U1465,A,4,H,6,0,33.55,23.567
359,U1465,A,4,H,6,10,33.65,22.162
359,U1465,A,4,H,6,20,33.75,23.027
359,U1465,A,4,H,6,30,33.85,22.001
359,U1465,A,4,H,6,40,33.95,21.259
359,U1465,A,4,H,6,50,34.05,23.413
359,U1465,A,4,H,6,60,34.15,23.651
359,U1465,A,4,H,6,70,34.25,22.639
359,U1465,A,4,H,6,80,34.35,21.975
359,U1465,A,4,H,7,0,34.38,23.603
359,U1465,A,4,H,7,10,34.48,23.485
359,U1465,A,4,H,7,20,34.58,23.974
359,U1465,A,4,H,7,30,34.68,24.804
359,U1465,A,4,H,7,40,34.78,25.219
359,U1465,A,4,H,7,50,34.88,25.806
359,U1465,A,4,H,7,60,34.98,25.462
359,U1465,A,4,H,7,70,35.08,18.609
359,U1465,A,6,F,1,0,35.8,19.374
359,U1465,A,6,F,1,10,35.9,17.811
359,U1465,A,6,F,1,20,36,17.704
359,U1465,A,6,F,1,30,36.1,22.354
359,U1465,A,6,F,1,40,36.2,27.176
359,U1465,A,6,F,1,50,36.3,30.836
359,U1465,A,6,F,1,60,36.4,31.907
359,U1465,A,6,F,1,70,36.5,31.494
359,U1465,A,6,F,1,80,36.6,32.965
359,U1465,A,6,F,1,90,36.7,34.105
359,U1465,A,6,F,1,100,36.8,34.684
359,U1465,A,6,F,1,110,36.9,36.31
359,U1465,A,6,F,1,120,37,35.522
359,U1465,A,6,F,1,130,37.1,35.496
359,U1465,A,6,F,1,140,37.2,34.685
359,U1465,A,6,F,2,0,37.26,33.849
359,U1465,A,6,F,2,10,37.36,30.439
359,U1465,A,6,F,2,20,37.46,25.241
359,U1465,A,6,F,2,30,37.56,23.521
359,U1465,A,6,F,2,40,37.66,23.203
359,U1465,A,6,F,2,50,37.76,23.966
359,U1465,A,6,F,2,60,37.86,24.244
359,U1465,A,6,F,2,70,37.96,26.071
359,U1465,A,6,F,2,80,38.06,26.575
359,U1465,A,6,F,2,90,38.16,25.435
359,U1465,A,6,F,2,100,38.26,27.92
359,U1465,A,6,F,2,110,38.36,33.286
359,U1465,A,6,F,3,0,38.39,46.268
359,U1465,A,6,F,3,10,38.49,40.201
359,U1465,A,6,F,3,20,38.59,38.784
359,U1465,A,6,F,3,30,38.69,40.337
359,U1465,A,6,F,3,40,38.79,41.007
359,U1465,A,6,F,3,50,38.89,44.196
359,U1465,A,7,H,1,0,40.5,22.019
359,U1465,A,7,H,1,10,40.6,20.285
359,U1465,A,7,H,1,20,40.7,22.731
359,U1465,A,7,H,1,30,40.8,25.424
359,U1465,A,7,H,1,40,40.9,26.553
359,U1465,A,7,H,1,50,41,25.913
359,U1465,A,7,H,1,60,41.1,26.361
359,U1465,A,7,H,1,70,41.2,26.237
359,U1465,A,7,H,1,80,41.3,26.335
359,U1465,A,7,H,1,90,41.4,27.198
359,U1465,A,7,H,1,100,41.5,28.36
359,U1465,A,7,H,1,110,41.6,27.503
359,U1465,A,7,H,1,120,41.7,25.954
359,U1465,A,7,H,2,0,41.76,25.282
359,U1465,A,7,H,2,10,41.86,22.634
359,U1465,A,7,H,2,20,41.96,23.567
359,U1465,A,7,H,2,30,42.06,29.644
359,U1465,A,7,H,2,40,42.16,33.173
359,U1465,A,7,H,2,50,42.26,31.516
359,U1465,A,7,H,2,60,42.36,29.487
359,U1465,A,7,H,2,70,42.46,32.321
359,U1465,A,7,H,2,80,42.56,32.952
359,U1465,A,7,H,2,90,42.66,29.475
359,U1465,A,7,H,2,100,42.76,28.544
359,U1465,A,7,H,2,110,42.86,28.085
359,U1465,A,7,H,2,120,42.96,26.513
359,U1465,A,7,H,3,0,43.03,21.634
359,U1465,A,7,H,3,10,43.13,19.837
359,U1465,A,7,H,3,20,43.23,18.731
359,U1465,A,7,H,3,30,43.33,17.564
359,U1465,A,7,H,3,40,43.43,17.369
359,U1465,A,7,H,3,50,43.53,17.149
359,U1465,A,7,H,3,60,43.63,17.731
359,U1465,A,7,H,3,70,43.73,20.927
359,U1465,A,7,H,3,80,43.83,20.058
359,U1465,A,7,H,3,90,43.93,18.712
359,U1465,A,7,H,3,100,44.03,18.894
359,U1465,A,7,H,3,110,44.13,18.98
359,U1465,A,7,H,3,120,44.23,18.617
359,U1465,A,7,H,3,130,44.33,19.22
359,U1465,A,7,H,4,0,44.37,17.972
359,U1465,A,7,H,4,10,44.47,17.268
359,U1465,A,7,H,4,20,44.57,17.267
359,U1465,A,7,H,4,30,44.67,16.901
359,U1465,A,7,H,4,40,44.77,16.943
359,U1465,A,7,H,4,50,44.87,17.639
359,U1465,A,7,H,4,60,44.97,17.341
359,U1465,A,7,H,4,70,45.07,17.477
359,U1465,A,7,H,4,80,45.17,17.312
359,U1465,A,7,H,4,90,45.27,17.132
359,U1465,A,7,H,4,100,45.37,16.77
359,U1465,A,7,H,4,110,45.47,16.667
359,U1465,A,7,H,4,120,45.57,16.643
359,U1465,A,7,H,4,130,45.67,16.925
359,U1465,A,7,H,5,0,45.76,13.99
359,U1465,A,7,H,5,10,45.86,14.312
359,U1465,A,7,H,5,20,45.96,13.354
359,U1465,A,7,H,5,30,46.06,13.784
359,U1465,A,7,H,5,40,46.16,14.626
359,U1465,A,7,H,5,50,46.26,14.989
359,U1465,A,7,H,5,60,46.36,14.374
359,U1465,A,7,H,5,70,46.46,14.401
359,U1465,A,7,H,5,80,46.56,15.225
359,U1465,A,7,H,5,90,46.66,14.965
359,U1465,A,7,H,5,100,46.76,15.094
359,U1465,A,7,H,5,110,46.86,16.39
359,U1465,A,7,H,5,120,46.96,15.195
359,U1465,A,7,H,5,130,47.06,15.311
359,U1465,A,7,H,5,140,47.16,14.115
359,U1465,A,7,H,6,0,47.18,14.36
359,U1465,A,7,H,6,10,47.28,13.89
359,U1465,A,7,H,6,20,47.38,13.251
359,U1465,A,7,H,6,30,47.48,12.924
359,U1465,A,7,H,6,40,47.58,12.506
359,U1465,A,7,H,6,50,47.68,13.686
359,U1465,A,7,H,6,60,47.78,14.054
359,U1465,A,7,H,6,70,47.88,13.674
359,U1465,A,7,H,6,80,47.98,13.542
359,U1465,A,7,H,6,90,48.08,12.898
359,U1465,A,7,H,6,100,48.18,13.121
359,U1465,A,7,H,6,110,48.28,13.088
359,U1465,A,8,H,1,0,50,19.781
359,U1465,A,8,H,1,10,50.1,19.035
359,U1465,A,8,H,1,20,50.2,18.497
359,U1465,A,8,H,1,30,50.3,18.667
359,U1465,A,8,H,1,40,50.4,18.463
359,U1465,A,8,H,1,50,50.5,18.713
359,U1465,A,8,H,1,60,50.6,18.277
359,U1465,A,8,H,1,70,50.7,18.577
359,U1465,A,8,H,1,80,50.8,18.298
359,U1465,A,8,H,1,90,50.9,17.962
359,U1465,A,8,H,1,100,51,18.382
359,U1465,A,8,H,1,110,51.1,18.331
359,U1465,A,8,H,2,0,51.18,19.367
359,U1465,A,8,H,2,10,51.28,18.184
359,U1465,A,8,H,2,20,51.38,17.747
359,U1465,A,8,H,2,30,51.48,17.347
359,U1465,A,8,H,2,40,51.58,17.369
359,U1465,A,8,H,2,50,51.68,17.559
359,U1465,A,8,H,2,60,51.78,17.081
359,U1465,A,8,H,2,70,51.88,16.954
359,U1465,A,8,H,2,80,51.98,16.648
359,U1465,A,8,H,2,90,52.08,16.848
359,U1465,A,8,H,2,100,52.18,17.324
359,U1465,A,8,H,2,110,52.28,16.263
359,U1465,A,8,H,3,0,52.29,20.174
359,U1465,A,8,H,3,10,52.39,20.54
359,U1465,A,8,H,3,20,52.49,20.184
359,U1465,A,8,H,3,30,52.59,20.257
359,U1465,A,8,H,3,40,52.69,19.743
359,U1465,A,8,H,3,50,52.79,20.153
359,U1465,A,8,H,3,60,52.89,19.314
359,U1465,A,8,H,3,70,52.99,18.791
359,U1465,A,8,H,3,80,53.09,18.772
359,U1465,A,8,H,3,90,53.19,18.515
359,U1465,A,8,H,3,100,53.29,18.984
359,U1465,A,8,H,3,110,53.39,19.19
359,U1465,A,8,H,3,120,53.49,16.206
359,U1465,A,8,H,4,0,53.56,18.095
359,U1465,A,8,H,4,10,53.66,17.857
359,U1465,A,8,H,4,20,53.76,17.811
359,U1465,A,8,H,4,30,53.86,18.817
359,U1465,A,8,H,4,40,53.96,18.599
359,U1465,A,8,H,4,50,54.06,15.846
359,U1465,A,8,H,4,60,54.16,14.544
359,U1465,A,8,H,4,70,54.26,15.747
359,U1465,A,8,H,4,80,54.36,17.082
359,U1465,A,8,H,4,90,54.46,17.112
359,U1465,A,8,H,4,100,54.56,20.324
359,U1465,A,8,H,4,110,54.66,23.874
359,U1465,A,8,H,4,120,54.76,24.264
359,U1465,A,8,H,4,130,54.86,24.773
359,U1465,A,8,H,5,0,54.95,25.951
359,U1465,A,8,H,5,10,55.05,25.191
359,U1465,A,8,H,5,20,55.15,23.617
359,U1465,A,8,H,5,30,55.25,26.707
359,U1465,A,8,H,5,40,55.35,26.459
359,U1465,A,8,H,5,50,55.45,27.266
359,U1465,A,8,H,5,60,55.55,26.637
359,U1465,A,8,H,5,70,55.65,25.904
359,U1465,A,8,H,5,80,55.75,25.141
359,U1465,A,8,H,6,0,55.84,23.153
359,U1465,A,8,H,6,10,55.94,23.504
359,U1465,A,8,H,6,20,56.04,24.077
359,U1465,A,8,H,6,30,56.14,24.701
359,U1465,A,8,H,6,40,56.24,23.51
359,U1465,A,8,H,6,50,56.34,23.749
359,U1465,A,9,H,1,0,59.5,10.807
359,U1465,A,9,H,1,10,59.6,12.054
359,U1465,A,9,H,1,20,59.7,14.561
359,U1465,A,9,H,1,30,59.8,15.841
359,U1465,A,9,H,1,40,59.9,17.049
359,U1465,A,9,H,1,50,60,17.833
359,U1465,A,9,H,1,60,60.1,20.187
359,U1465,A,9,H,1,70,60.2,21.784
359,U1465,A,9,H,1,80,60.3,21.532
359,U1465,A,9,H,1,90,60.4,22.024
359,U1465,A,9,H,1,100,60.5,22.954
359,U1465,A,9,H,2,0,60.51,21.373
359,U1465,A,9,H,2,10,60.61,22.66
359,U1465,A,9,H,2,20,60.71,23.941
359,U1465,A,9,H,2,30,60.81,24.717
359,U1465,A,9,H,2,40,60.91,24.296
359,U1465,A,9,H,2,50,61.01,25.159
359,U1465,A,9,H,2,60,61.11,25.298
359,U1465,A,9,H,2,70,61.21,25.318
359,U1465,A,9,H,3,0,61.28,26.096
359,U1465,A,9,H,3,10,61.38,23.808
359,U1465,A,9,H,3,20,61.48,23.367
359,U1465,A,9,H,3,30,61.58,24.031
359,U1465,A,9,H,3,40,61.68,24.859
359,U1465,A,9,H,3,50,61.78,25.106
359,U1465,A,9,H,3,60,61.88,25.294
359,U1465,A,9,H,3,70,61.98,27.024
359,U1465,A,9,H,4,0,62.03,22.55
359,U1465,A,9,H,4,10,62.13,21.551
359,U1465,A,9,H,4,20,62.23,23.217
359,U1465,A,9,H,4,30,62.33,24.421
359,U1465,A,9,H,4,40,62.43,24.566
359,U1465,A,9,H,4,50,62.53,25.156
359,U1465,A,9,H,4,60,62.63,25.634
359,U1465,A,9,H,4,70,62.73,27.22
359,U1465,A,9,H,4,80,62.83,28.643
359,U1465,A,9,H,5,0,62.91,31.967
359,U1465,A,9,H,5,10,63.01,31.016
359,U1465,A,9,H,5,20,63.11,31.937
359,U1465,A,9,H,5,30,63.21,33.861
359,U1465,A,9,H,5,40,63.31,32.033
359,U1465,A,9,H,5,50,63.41,31.333
359,U1465,A,9,H,5,60,63.51,32.771
359,U1465,A,9,H,5,70,63.61,33.134
359,U1465,A,9,H,5,80,63.71,32.232
359,U1465,A,9,H,5,90,63.81,32.188
359,U1465,A,9,H,5,100,63.91,32.114
359,U1465,A,9,H,5,110,64.01,32.064
359,U1465,A,9,H,5,120,64.11,26.534
359,U1465,A,9,H,5,130,64.21,13.038
359,U1465,A,9,H,6,0,64.24,32.876
359,U1465,A,9,H,6,10,64.34,33.076
359,U1465,A,9,H,6,20,64.44,34.937
359,U1465,A,9,H,6,30,64.54,40.131
359,U1465,A,9,H,6,40,64.64,44.739
359,U1465,A,9,H,6,50,64.74,49.526
359,U1465,A,9,H,6,60,64.84,54.391
359,U1465,A,9,H,6,70,64.94,57.361
359,U1465,A,9,H,6,80,65.04,55.852
359,U1465,A,9,H,6,90,65.14,58.448
359,U1465,A,9,H,6,100,65.24,59.008
359,U1465,B,2,R,1,0,65.9,35.727
359,U1465,B,2,R,1,10,66,26.986
359,U1465,B,2,R,1,20,66.1,21.179
359,U1465,B,2,R,1,30,66.2,16.923
359,U1465,B,3,R,1,0,75.6,15.984
359,U1465,B,3,R,1,10,75.7,18.938
359,U1465,B,3,R,1,20,75.8,23.774
359,U1465,B,3,R,1,30,75.9,24.667
359,U1465,B,3,R,1,40,76,26.19
359,U1465,B,3,R,1,50,76.1,25.738
359,U1465,B,3,R,1,60,76.2,18.585
359,U1465,B,4,R,1,0,80.3,16.95
359,U1465,B,4,R,1,10,80.4,16.783
359,U1465,B,4,R,1,20,80.5,13.681
359,U1465,B,4,R,1,30,80.6,13.784
359,U1465,B,4,R,1,40,80.7,13.868
359,U1465,B,4,R,1,50,80.8,13.401
359,U1465,B,5,R,1,0,85.3,13.353
359,U1465,B,5,R,1,10,85.4,14.438
359,U1465,B,5,R,1,20,85.5,14.801
359,U1465,B,5,R,1,30,85.6,16.581
359,U1465,B,5,R,1,40,85.7,13.28
359,U1465,B,5,R,1,50,85.8,7.071
359,U1465,B,17,R,1,0,153.2,7.278
359,U1465,B,17,R,1,10,153.3,8.662
359,U1465,B,17,R,1,20,153.4,12.144
359,U1465,B,17,R,1,30,153.5,18.618
359,U1465,B,17,R,1,40,153.6,23.329
359,U1465,B,18,R,1,0,162.9,11.762
359,U1465,B,18,R,1,10,163,9.597
359,U1465,B,18,R,1,20,163.1,8.944
359,U1465,B,18,R,1,30,163.2,8.717
359,U1465,B,18,R,1,40,163.3,8.426
359,U1465,B,18,R,1,50,163.4,11.013
359,U1465,B,18,R,1,60,163.5,11.972
359,U1465,B,18,R,1,70,163.6,11.399
359,U1465,B,19,R,1,0,172.6,10.73
359,U1465,B,19,R,1,10,172.7,8.233
359,U1465,B,19,R,1,20,172.8,10.807
359,U1465,B,19,R,1,30,172.9,11.401
359,U1465,B,19,R,1,40,173,10.653
359,U1465,B,19,R,1,50,173.1,12.246
359,U1465,B,19,R,1,60,173.2,12.364
359,U1465,B,19,R,1,70,173.3,12.031
359,U1465,B,19,R,1,80,173.4,10.911
359,U1465,B,19,R,1,90,173.5,9.951
