Exp,Site,Hole,Core,Type,Sect,Top(cm),Depth CSF-A (m),Porosity (vol%)
359,U1471,E,38,R,1,2,945.52,43.1
359,U1471,E,38,R,1,2,945.52,
359,U1471,E,38,R,2,88,947.78,46.2
359,U1471,E,38,R,2,88,947.78,
359,U1471,E,38,R,3,44,948.71,31.7
359,U1471,E,38,R,3,44,948.71,
359,U1471,E,39,R,1,74,955.94,44.1
359,U1471,E,39,R,1,74,955.94,
359,U1471,E,39,R,3,23,958.37,
359,U1471,E,39,R,3,23,958.37,38.8
359,U1471,E,40,R,1,20,965.1,
359,U1471,E,40,R,1,20,965.1,45.5
359,U1471,E,40,R,3,28,968.07,39.8
359,U1471,E,40,R,3,28,968.07,
359,U1471,E,41,R,1,79,970.39,
359,U1471,E,41,R,1,79,970.39,46.1
359,U1471,E,41,R,2,58,971.6,32.9
359,U1471,E,41,R,2,58,971.6,
359,U1471,E,41,R,3,42,972.64,46
359,U1471,E,41,R,3,42,972.64,
359,U1471,E,42,R,2,66,976.76,44.9
359,U1471,E,42,R,2,66,976.76,
359,U1471,E,42,R,4,79,979.88,
359,U1471,E,42,R,4,79,979.88,43.9
359,U1471,E,43,R,1,129,985.59,41
359,U1471,E,43,R,1,129,985.59,
359,U1471,E,43,R,3,114,988.2,
359,U1471,E,43,R,3,114,988.2,40.4
359,U1471,E,43,R,5,80,990.69,
359,U1471,E,43,R,5,80,990.69,46.1
359,U1471,E,44,R,2,107,996.34,
359,U1471,E,44,R,2,107,996.34,42
359,U1471,E,44,R,4,40,998.61,41.7
359,U1471,E,44,R,4,40,998.61,
