Exp,Site,Hole,Core,Type,Sect,Top(cm),Depth CSF-A (m),Porosity (vol%)
359,U1468,A,96,X,3,48,722.3,
359,U1468,A,96,X,3,48,722.3,48.7
359,U1468,A,98,X,1,100,739.3,
359,U1468,A,98,X,1,100,739.3,45.6
359,U1468,A,99,X,1,47,748.47,48.5
359,U1468,A,99,X,1,47,748.47,
359,U1468,A,105,X,2,128,808.98,47.5
359,U1468,A,105,X,2,128,808.98,
359,U1468,A,105,X,4,24,810.94,
359,U1468,A,105,X,4,24,810.94,46.2
359,U1468,A,105,X,6,59,813.94,
359,U1468,A,105,X,6,59,813.94,47.4
359,U1468,A,106,X,1,19,816.09,
359,U1468,A,106,X,1,19,816.09,51.7
359,U1468,A,106,X,3,36,819.25,
359,U1468,A,106,X,3,36,819.25,46.6
359,U1468,A,107,X,1,13,825.73,
359,U1468,A,107,X,1,13,825.73,42.1
359,U1468,A,108,X,1,54,835.84,
359,U1468,A,108,X,1,54,835.84,43.4
359,U1468,A,108,X,3,111,839.41,46.3
359,U1468,A,108,X,3,111,839.41,
359,U1468,A,109,X,1,16,845.16,43.3
359,U1468,A,109,X,1,16,845.16,
359,U1469,A,11,R,CC,1,93.01,
359,U1469,A,11,R,CC,1,93.01,51.8
359,U1469,A,12,R,CC,1,102.71,51.2
359,U1469,A,12,R,CC,1,102.71,
359,U1469,A,13,R,CC,1,112.41,
359,U1469,A,13,R,CC,1,112.41,
359,U1469,A,13,R,CC,1,112.41,45.5
359,U1469,A,14,R,CC,1,122.11,
359,U1469,A,14,R,CC,1,122.11,51.5
359,U1469,A,16,R,CC,1,141.61,
359,U1469,A,16,R,CC,1,141.61,42.4
359,U1469,A,17,R,1,52,151.92,15.4
359,U1469,A,17,R,1,52,151.92,
359,U1469,A,17,R,2,61,153.01,22.8
359,U1469,A,17,R,2,61,153.01,
359,U1470,A,1,H,1,69,0.69,68.5
359,U1470,A,1,H,1,69,0.69,
359,U1470,A,2,H,1,55,2.65,
359,U1470,A,2,H,1,55,2.65,71.4
359,U1470,A,2,H,3,69,5.24,78
359,U1470,A,2,H,3,69,5.24,
359,U1470,A,2,H,5,69,8.05,70
359,U1470,A,2,H,5,69,8.05,
359,U1470,A,3,H,1,69,12.29,
359,U1470,A,3,H,1,69,12.29,68
359,U1470,A,3,H,3,70,15.06,72.6
359,U1470,A,3,H,3,70,15.06,
359,U1470,A,3,H,5,69,17.81,74.7
359,U1470,A,3,H,5,69,17.81,
359,U1470,A,4,H,1,67,21.77,
359,U1470,A,4,H,1,67,21.77,69.8
359,U1470,A,4,H,3,67,24.32,70.7
359,U1470,A,4,H,3,67,24.32,
359,U1470,A,4,H,5,69,27.1,67.3
359,U1470,A,4,H,5,69,27.1,
359,U1470,A,4,H,7,28,29.12,66.8
359,U1470,A,4,H,7,28,29.12,
359,U1470,A,5,H,1,64,31.24,
359,U1470,A,5,H,1,64,31.24,68.1
359,U1470,A,5,H,3,67,33.96,61.7
359,U1470,A,5,H,3,67,33.96,
359,U1470,A,5,H,5,71,36.78,
359,U1470,A,5,H,5,71,36.78,73.5
359,U1470,A,5,H,7,36,38.84,65.1
359,U1470,A,5,H,7,36,38.84,
359,U1470,A,6,H,1,62,40.72,69.7
359,U1470,A,6,H,1,62,40.72,
359,U1470,A,6,H,3,60,43.3,
359,U1470,A,6,H,3,60,43.3,71.1
359,U1470,A,6,H,5,57,45.88,70.6
359,U1470,A,6,H,5,57,45.88,
359,U1470,A,7,H,1,67,50.27,
359,U1470,A,7,H,1,67,50.27,63.5
359,U1470,A,7,H,3,69,52.9,
359,U1470,A,7,H,3,69,52.9,64.2
359,U1470,A,7,H,5,70,55.53,61
359,U1470,A,7,H,5,70,55.53,
359,U1470,A,8,H,2,50,61.02,
359,U1470,A,8,H,2,50,61.02,52.9
359,U1470,A,8,H,4,50,63.78,54.8
359,U1470,A,8,H,4,50,63.78,
359,U1470,A,8,H,6,50,66.51,58.5
359,U1470,A,8,H,6,50,66.51,
359,U1470,A,9,H,2,20,69.61,
359,U1470,A,9,H,2,20,69.61,52.2
359,U1470,A,9,H,4,40,71.91,57.2
359,U1470,A,9,H,4,40,71.91,
359,U1470,A,9,H,6,43,74.69,
359,U1470,A,9,H,6,43,74.69,59.6
359,U1470,A,10,H,1,73,78.83,57.8
359,U1470,A,10,H,1,73,78.83,
359,U1470,A,10,H,3,73,81.64,
359,U1470,A,10,H,3,73,81.64,53.9
359,U1470,A,10,H,5,73,84.47,54.1
359,U1470,A,10,H,5,73,84.47,
359,U1470,A,11,H,1,72,88.32,52.8
359,U1470,A,11,H,1,72,88.32,
359,U1470,A,11,H,3,74,91.35,52.9
359,U1470,A,11,H,3,74,91.35,
359,U1470,A,11,H,5,74,94.34,
359,U1470,A,11,H,5,74,94.34,50.6
359,U1470,A,11,H,7,34,96.66,51.4
359,U1470,A,11,H,7,34,96.66,
359,U1470,A,12,H,1,75,97.85,
359,U1470,A,12,H,1,75,97.85,49.7
359,U1470,A,12,H,3,75,100.71,52.3
359,U1470,A,12,H,3,75,100.71,
359,U1470,A,12,H,5,75,103.66,
359,U1470,A,12,H,5,75,103.66,52.2
359,U1470,A,13,H,1,75,107.35,
359,U1470,A,13,H,1,75,107.35,56.5
359,U1470,A,13,H,3,75,110.29,54.9
359,U1470,A,13,H,3,75,110.29,
359,U1470,A,13,H,5,75,113.29,
359,U1470,A,13,H,5,75,113.29,51.6
359,U1470,A,14,H,1,75,116.85,50.3
359,U1470,A,14,H,1,75,116.85,
359,U1470,A,14,H,3,67,119.77,
359,U1470,A,14,H,3,67,119.77,53
359,U1470,A,14,H,5,74,122.84,50.1
359,U1470,A,14,H,5,74,122.84,
359,U1470,A,14,H,7,40,125,47.9
359,U1470,A,14,H,7,40,125,
359,U1470,A,15,H,1,79,126.39,
359,U1470,A,15,H,1,79,126.39,47.6
359,U1470,A,15,H,3,69,129.29,53.4
359,U1470,A,15,H,3,69,129.29,
359,U1470,A,15,H,5,69,132.29,
359,U1470,A,15,H,5,69,132.29,52.5
359,U1470,A,16,H,1,75,135.85,
359,U1470,A,16,H,1,75,135.85,59.3
359,U1470,A,16,H,3,70,138.8,57.7
359,U1470,A,16,H,3,70,138.8,
359,U1470,A,16,H,5,76,141.83,54.4
359,U1470,A,16,H,5,76,141.83,
359,U1470,A,16,H,7,40,144.08,
359,U1470,A,16,H,7,40,144.08,51.8
359,U1470,A,17,H,1,74,145.34,
359,U1470,A,17,H,1,74,145.34,58.6
359,U1470,A,17,H,3,23,147.83,
359,U1470,A,17,H,3,23,147.83,40.4
359,U1470,A,18,X,1,1,148.41,42.1
359,U1470,A,18,X,1,1,148.41,
359,U1470,A,20,F,2,70,164.46,
359,U1470,A,20,F,2,70,164.46,36.5
359,U1470,A,21,F,2,57,166.58,35
359,U1470,A,21,F,2,57,166.58,
359,U1470,B,2,R,CC,22,169.12,
359,U1470,B,2,R,CC,22,169.12,19.7
359,U1470,B,5,R,2,30,199.78,
359,U1470,B,5,R,2,30,199.78,49.1
359,U1470,B,6,R,1,16,207.86,
359,U1470,B,6,R,1,81,208.51,
359,U1470,B,6,R,1,81,208.51,32
359,U1470,B,7,R,1,16,217.56,
359,U1470,B,7,R,1,16,217.56,15.9
359,U1470,B,10,R,CC,1,246.51,
359,U1470,B,10,R,CC,1,246.51,14.8
359,U1470,B,12,R,CC,1,265.91,
359,U1470,B,12,R,CC,1,265.91,
359,U1470,B,12,R,CC,1,265.91,10.6
359,U1470,B,13,R,CC,15,275.75,22.8
359,U1470,B,13,R,CC,15,275.75,
359,U1470,B,17,R,CC,12,314.62,
359,U1470,B,17,R,CC,12,314.62,
359,U1470,B,17,R,CC,12,314.62,25.8
359,U1470,B,18,R,1,16,324.46,29
359,U1470,B,18,R,1,16,324.46,
359,U1470,B,19,R,CC,3,334.03,
359,U1470,B,19,R,CC,3,334.03,21.5
359,U1471,A,1,H,1,60,0.6,
359,U1471,A,1,H,1,60,0.6,71.6
359,U1471,A,1,H,3,49,3.2,
359,U1471,A,1,H,3,49,3.2,72
359,U1471,A,1,H,4,30,4.02,
359,U1471,A,1,H,4,30,4.02,70.3
359,U1471,A,2,H,1,52,5.12,
359,U1471,A,2,H,1,52,5.12,73.2
359,U1471,A,2,H,3,77,8.37,70.6
359,U1471,A,2,H,3,77,8.37,
359,U1471,A,2,H,5,79,11.39,71.2
359,U1471,A,2,H,5,79,11.39,
359,U1471,A,3,H,1,74,14.84,
359,U1471,A,3,H,1,74,14.84,71.7
359,U1471,A,3,H,3,79,17.89,71.3
359,U1471,A,3,H,3,79,17.89,
359,U1471,A,3,H,5,78,20.88,
359,U1471,A,3,H,5,78,20.88,69.5
359,U1471,A,3,H,7,33,22.93,
359,U1471,A,3,H,7,33,22.93,
359,U1471,A,3,H,7,33,22.93,71.1
359,U1471,A,4,H,1,74,24.34,
359,U1471,A,4,H,1,74,24.34,69.7
359,U1471,A,4,H,3,80,27.4,
359,U1471,A,4,H,3,80,27.4,70.9
359,U1471,A,4,H,5,79,30.39,68.2
359,U1471,A,4,H,5,79,30.39,
359,U1471,A,4,H,7,35,32.95,
359,U1471,A,4,H,7,35,32.95,67.1
359,U1471,A,5,H,1,90,34,
359,U1471,A,5,H,1,90,34,70.7
359,U1471,A,5,H,3,74,36.84,66.4
359,U1471,A,5,H,3,74,36.84,
359,U1471,A,5,H,5,75,39.85,
359,U1471,A,5,H,5,75,39.85,69.3
359,U1471,A,5,H,7,36,42.41,
359,U1471,A,5,H,7,36,42.41,62.3
359,U1471,A,6,H,1,79,43.39,
359,U1471,A,6,H,1,79,43.39,65.4
359,U1471,A,6,H,3,76,46.36,63.7
359,U1471,A,6,H,3,76,46.36,
359,U1471,A,6,H,5,68,49.28,
359,U1471,A,6,H,5,68,49.28,63.5
359,U1471,A,6,H,7,30,51.9,63.8
359,U1471,A,6,H,7,30,51.9,
359,U1471,A,7,H,1,100,53.1,64
359,U1471,A,7,H,1,100,53.1,
359,U1471,A,7,H,3,76,55.86,
359,U1471,A,7,H,3,76,55.86,60.6
359,U1471,A,7,H,5,92,59.02,60.6
359,U1471,A,7,H,5,92,59.02,
359,U1471,A,7,H,7,50,61.11,62.4
359,U1471,A,7,H,7,50,61.11,
359,U1471,A,8,H,1,74,62.34,60.4
359,U1471,A,8,H,1,74,62.34,
359,U1471,A,8,H,3,74,65.34,
359,U1471,A,8,H,3,74,65.34,60.5
359,U1471,A,8,H,5,70,68.26,
359,U1471,A,8,H,5,70,68.26,
359,U1471,A,8,H,5,70,68.26,61.1
359,U1471,A,8,H,5,70,68.26,
359,U1471,A,9,H,1,74,71.84,
359,U1471,A,9,H,1,74,71.84,64
359,U1471,A,9,H,3,74,74.84,
359,U1471,A,9,H,3,74,74.84,62.4
359,U1471,A,9,H,5,67,77.77,
359,U1471,A,9,H,5,67,77.77,64
359,U1471,A,9,H,7,32,80.15,61.1
359,U1471,A,9,H,7,32,80.15,
359,U1471,A,10,H,1,87,81.47,64.1
359,U1471,A,10,H,1,87,81.47,
359,U1471,A,10,H,3,81,84.41,61.5
359,U1471,A,10,H,3,81,84.41,
359,U1471,A,10,H,5,73,87.33,
359,U1471,A,10,H,5,76,87.36,
359,U1471,A,10,H,5,76,87.36,63.7
359,U1471,A,10,H,7,30,89.9,62.4
359,U1471,A,10,H,7,30,89.9,
359,U1471,A,11,H,1,73,90.83,63.6
359,U1471,A,11,H,1,73,90.83,
359,U1471,A,11,H,3,75,93.85,58.1
359,U1471,A,11,H,3,75,93.85,
359,U1471,A,11,H,5,74,96.84,
359,U1471,A,11,H,5,74,96.84,65.7
359,U1471,A,11,H,7,30,99.24,
359,U1471,A,11,H,7,30,99.24,62.9
359,U1471,A,12,H,1,74,100.34,62.9
359,U1471,A,12,H,1,74,100.34,
359,U1471,A,12,H,3,74,103.34,67.5
359,U1471,A,12,H,3,74,103.34,
359,U1471,A,12,H,5,74,106.34,
359,U1471,A,12,H,5,74,106.34,62.5
359,U1471,A,12,H,7,31,108.67,
359,U1471,A,12,H,7,31,108.67,66.1
359,U1471,A,13,H,1,74,109.84,72.2
359,U1471,A,13,H,1,74,109.84,
359,U1471,A,13,H,3,74,112.84,
359,U1471,A,13,H,3,74,112.84,63.3
359,U1471,A,13,H,5,74,115.84,68.5
359,U1471,A,13,H,5,74,115.84,
359,U1471,A,13,H,7,43,118.53,
359,U1471,A,13,H,7,43,118.53,66
359,U1471,A,14,H,1,74,119.34,
359,U1471,A,14,H,1,74,119.34,65
359,U1471,A,14,H,3,74,122.34,62.2
359,U1471,A,14,H,3,74,122.34,
359,U1471,A,14,H,5,74,125.34,
359,U1471,A,14,H,5,74,125.34,68.8
359,U1471,A,14,H,7,34,127.93,
359,U1471,A,14,H,7,34,127.93,69.5
359,U1471,A,15,H,1,75,128.85,
359,U1471,A,15,H,1,75,128.85,64.2
359,U1471,A,15,H,3,75,131.85,64.8
359,U1471,A,15,H,3,75,131.85,
359,U1471,A,15,H,5,68,134.78,
359,U1471,A,15,H,5,68,134.78,65.9
359,U1471,A,16,H,1,74,138.34,68.6
359,U1471,A,16,H,1,74,138.34,
359,U1471,A,16,H,3,79,141.39,
359,U1471,A,16,H,3,79,141.39,61.2
359,U1471,A,16,H,5,67,144.27,62.1
359,U1471,A,16,H,5,67,144.27,
359,U1471,A,16,H,7,33,146.69,
359,U1471,A,16,H,7,33,146.69,61.8
359,U1471,A,17,H,1,75,147.85,
359,U1471,A,17,H,1,75,147.85,63.8
359,U1471,A,17,H,3,68,150.78,
359,U1471,A,17,H,3,68,150.78,58.9
359,U1471,A,17,H,5,73,153.83,59.9
359,U1471,A,17,H,5,73,153.83,
359,U1471,A,17,H,7,31,156.33,
359,U1471,A,17,H,7,31,156.33,57.5
359,U1471,A,18,H,1,75,157.35,60.4
359,U1471,A,18,H,1,75,157.35,
359,U1471,A,18,H,3,75,160.35,
359,U1471,A,18,H,3,75,160.35,61.1
359,U1471,A,18,H,5,75,163.35,
359,U1471,A,18,H,7,30,165.9,
359,U1471,A,18,H,7,30,165.9,54.9
359,U1471,A,19,H,1,74,166.84,
359,U1471,A,19,H,1,74,166.84,55.7
359,U1471,A,19,H,3,74,169.84,59
359,U1471,A,19,H,3,74,169.84,
359,U1471,A,19,H,5,74,172.84,
359,U1471,A,19,H,5,74,172.84,56.4
359,U1471,A,19,H,7,18,175.28,
359,U1471,A,19,H,7,18,175.28,57
359,U1471,A,20,H,1,75,176.35,
359,U1471,A,20,H,1,75,176.35,55
359,U1471,A,20,H,3,75,179.35,56.2
359,U1471,A,20,H,3,75,179.35,
359,U1471,A,20,H,5,75,182.35,
359,U1471,A,20,H,5,75,182.35,55.7
359,U1471,A,20,H,7,23,184.73,
359,U1471,A,20,H,7,23,184.73,55.1
359,U1471,A,21,H,1,90,186,58.8
359,U1471,A,21,H,1,90,186,
359,U1471,A,21,H,3,70,188.8,
359,U1471,A,21,H,3,70,188.8,54.5
359,U1471,A,21,H,5,77,191.87,
359,U1471,A,21,H,5,77,191.87,53.7
359,U1471,A,21,H,7,43,194.2,
359,U1471,A,21,H,7,43,194.2,54.9
359,U1471,A,22,H,1,104,195.64,
359,U1471,A,22,H,1,104,195.64,57
359,U1471,A,22,H,3,84,198.44,53.7
359,U1471,A,22,H,3,84,198.44,
359,U1471,A,22,H,5,65,201.25,
359,U1471,A,22,H,5,65,201.25,54.8
359,U1471,A,22,H,7,31,203.91,
359,U1471,A,22,H,7,31,203.91,54.4
359,U1471,A,23,H,1,74,204.84,
359,U1471,A,23,H,1,74,204.84,54.3
359,U1471,A,23,H,3,75,207.85,52.6
359,U1471,A,23,H,3,75,207.85,
359,U1471,A,23,H,5,74,210.84,
359,U1471,A,23,H,5,74,210.84,54.2
359,U1471,A,23,H,7,31,213.41,
359,U1471,A,23,H,7,31,213.41,55.2
359,U1471,A,24,H,1,75,214.35,
359,U1471,A,24,H,1,75,214.35,52.5
359,U1471,A,24,H,3,80,217.4,
359,U1471,A,24,H,3,80,217.4,56
359,U1471,A,24,H,5,99,220.59,51.8
359,U1471,A,24,H,5,99,220.59,
359,U1471,A,24,H,7,38,222.98,58.6
359,U1471,A,24,H,7,38,222.98,
359,U1471,A,25,H,1,70,223.8,55.6
359,U1471,A,25,H,1,70,223.8,
359,U1471,A,25,H,1,70,223.8,
359,U1471,A,25,H,3,69,226.79,54.6
359,U1471,A,25,H,3,69,226.79,
359,U1471,A,25,H,5,68,229.78,54.7
359,U1471,A,25,H,5,68,229.78,
359,U1471,A,25,H,7,39,232.49,61.3
359,U1471,A,25,H,7,39,232.49,
359,U1471,A,26,H,1,84,233.44,
359,U1471,A,26,H,1,84,233.44,60.6
359,U1471,A,26,H,3,77,236.37,54.7
359,U1471,A,26,H,3,77,236.37,
359,U1471,A,26,H,5,53,239.13,58.7
359,U1471,A,26,H,5,53,239.13,
359,U1471,A,26,H,7,48,242.08,53.2
359,U1471,A,26,H,7,48,242.08,
359,U1471,A,27,H,1,81,242.91,
359,U1471,A,27,H,1,81,242.91,53.3
359,U1471,A,27,H,3,80,245.9,52.2
359,U1471,A,27,H,3,80,245.9,
359,U1471,A,27,H,5,61,248.71,
359,U1471,A,27,H,5,61,248.71,53.2
359,U1471,A,27,H,7,39,251.49,53.2
359,U1471,A,27,H,7,39,251.49,
359,U1471,A,28,H,1,84,252.44,
359,U1471,A,28,H,1,84,252.44,50.6
359,U1471,A,28,H,2,110,254.2,
359,U1471,A,28,H,2,110,254.2,58.6
359,U1471,A,28,H,3,62,255.22,51.1
359,U1471,A,28,H,3,62,255.22,
359,U1471,A,28,H,6,51,259.61,
359,U1471,A,28,H,6,51,259.61,53.7
359,U1471,A,29,H,1,84,261.94,
359,U1471,A,29,H,1,84,261.94,52.6
359,U1471,A,29,H,3,67,264.77,
359,U1471,A,29,H,3,67,264.77,56.1
359,U1471,A,29,H,5,87,267.97,51.9
359,U1471,A,29,H,5,87,267.97,
359,U1471,A,29,H,7,58,270.68,
359,U1471,A,29,H,7,58,270.68,54.5
359,U1471,A,30,H,2,58,271.72,
359,U1471,A,30,H,2,58,271.72,53.7
359,U1471,A,30,H,4,88,275.02,
359,U1471,A,30,H,4,88,275.02,55
359,U1471,A,31,H,2,70,282.3,
359,U1471,A,31,H,2,70,282.3,48
359,U1471,A,31,H,4,34,284.94,54
359,U1471,A,31,H,4,34,284.94,
359,U1471,A,31,H,6,12,287.72,54.3
359,U1471,A,31,H,6,12,287.72,
359,U1471,A,32,H,1,81,290.41,
359,U1471,A,32,H,1,81,290.41,52.5
359,U1471,A,32,H,3,22,292.82,
359,U1471,A,32,H,3,22,292.82,51.9
359,U1471,A,32,H,5,95,296.24,61.1
359,U1471,A,32,H,5,95,296.24,
359,U1471,A,33,F,2,89,297.49,
359,U1471,A,33,F,2,89,297.49,51
359,U1471,A,34,F,2,84,302.14,
359,U1471,A,34,F,2,84,302.14,50.7
359,U1471,A,34,F,3,65,303.45,53.4
359,U1471,A,34,F,3,65,303.45,
359,U1471,A,35,F,1,64,305.14,
359,U1471,A,35,F,1,64,305.14,49.2
359,U1471,A,37,F,1,116,315.06,52.5
359,U1471,A,37,F,1,116,315.06,
359,U1471,A,38,X,1,77,319.37,
359,U1471,A,38,X,1,77,319.37,64.2
359,U1471,A,44,X,1,44,374.64,
359,U1471,A,44,X,1,44,374.64,57
359,U1471,A,46,X,CC,30,389,
359,U1471,A,46,X,CC,30,389,49.2
359,U1471,A,47,X,2,10,395.19,50.5
359,U1471,A,47,X,2,10,395.19,
359,U1471,A,48,X,1,87,404.27,
359,U1471,A,48,X,1,87,404.27,53.8
359,U1471,A,49,X,1,2,413.12,
359,U1471,A,49,X,1,2,413.12,48.3
359,U1471,A,50,X,CC,9,422.89,43.6
359,U1471,A,50,X,CC,9,422.89,
359,U1471,A,52,X,CC,5,442.35,33.2
359,U1471,A,52,X,CC,5,442.35,
359,U1471,A,54,X,CC,23,461.93,19.8
359,U1471,A,54,X,CC,23,461.93,
359,U1471,A,56,X,CC,37,481.57,27.6
359,U1471,A,56,X,CC,37,481.57,
359,U1471,A,58,X,CC,32,500.92,42.2
359,U1471,A,58,X,CC,32,500.92,
359,U1471,A,60,F,1,87,515.97,
359,U1471,A,60,F,1,87,515.97,52.1
359,U1471,A,61,F,1,89,517.99,
359,U1471,A,61,F,1,89,517.99,51.7
359,U1471,A,62,X,CC,3,521.83,15.3
359,U1471,A,62,X,CC,3,521.83,
359,U1471,A,63,F,1,62,527.42,44.6
359,U1471,A,63,F,1,62,527.42,
359,U1471,A,65,X,CC,10,539.6,45.6
359,U1471,A,65,X,CC,10,539.6,
359,U1471,A,67,X,CC,12,559.02,44
359,U1471,A,67,X,CC,12,559.02,
359,U1471,A,68,X,CC,22,568.92,37.4
359,U1471,A,68,X,CC,22,568.92,
359,U1471,A,69,X,CC,3,578.43,50.3
359,U1471,A,69,X,CC,3,578.43,
359,U1471,A,70,X,1,31,588.41,37.3
359,U1471,A,70,X,1,31,588.41,
359,U1471,A,70,X,1,43,588.53,
359,U1471,A,70,X,1,43,588.53,25.2
359,U1471,A,71,X,1,33,598.13,45.7
359,U1471,A,71,X,1,33,598.13,
359,U1471,A,72,X,1,9,607.59,31.9
359,U1471,A,72,X,1,9,607.59,
359,U1471,A,73,X,1,93,618.13,
359,U1471,A,73,X,1,93,618.13,25
359,U1471,A,74,X,1,99,627.89,23.6
359,U1471,A,74,X,1,99,627.89,
359,U1471,A,74,X,CC,14,629.46,
359,U1471,A,74,X,CC,14,629.46,49.2
359,U1471,A,75,X,1,76,637.36,
359,U1471,A,75,X,1,76,637.36,27.2
359,U1471,A,76,X,1,50,641.8,
359,U1471,A,76,X,1,50,641.8,17.8
359,U1471,A,77,X,1,27,646.57,48.1
359,U1471,A,77,X,1,27,646.57,
359,U1471,A,78,X,1,102,652.02,
359,U1471,A,78,X,1,102,652.02,53.9
359,U1471,A,79,X,2,80,658.24,29.5
359,U1471,A,79,X,2,80,658.24,
359,U1471,A,79,X,4,49,660.61,
359,U1471,A,79,X,4,49,660.61,27.4
359,U1471,A,80,X,1,11,665.81,
359,U1471,A,80,X,1,11,665.81,30.7
359,U1471,A,80,X,3,42,668.84,40.8
359,U1471,A,80,X,3,42,668.84,
359,U1471,A,81,X,1,69,674.09,21.8
359,U1471,A,81,X,1,69,674.09,
359,U1471,A,82,X,1,80,680.9,
359,U1471,A,82,X,1,80,680.9,40
359,U1471,E,7,R,2,97,647.22,
359,U1471,E,7,R,2,97,647.22,52.9
359,U1471,E,8,R,1,4,654.54,
359,U1471,E,8,R,1,4,654.54,50.4
359,U1471,E,9,R,1,46,664.66,
359,U1471,E,9,R,1,46,664.66,
359,U1471,E,9,R,1,46,664.66,30.4
359,U1471,E,9,R,3,45,667.62,
359,U1471,E,9,R,3,45,667.62,9.5
359,U1471,E,10,R,1,94,674.84,38.5
359,U1471,E,10,R,1,94,674.84,
359,U1471,E,10,R,3,20,676.72,
359,U1471,E,10,R,3,20,676.72,10.8
359,U1471,E,11,R,1,102,684.62,38.4
359,U1471,E,11,R,1,102,684.62,
359,U1471,E,11,R,3,82,687.19,
359,U1471,E,11,R,3,82,687.19,9.4
359,U1471,E,12,R,2,80,695.11,
359,U1471,E,12,R,2,80,695.11,16.3
359,U1471,E,13,R,1,107,704.07,29.7
359,U1471,E,13,R,1,107,704.07,
359,U1471,E,13,R,3,81,706.39,
359,U1471,E,13,R,3,81,706.39,31.5
359,U1471,E,14,R,2,10,714.24,46.1
359,U1471,E,14,R,2,10,714.24,
359,U1471,E,15,R,1,7,722.47,
359,U1471,E,15,R,1,7,722.47,17.8
359,U1471,E,15,R,1,47,722.87,
359,U1471,E,15,R,1,47,722.87,43
359,U1471,E,15,R,1,47,722.87,
359,U1471,E,16,R,1,17,732.27,
359,U1471,E,16,R,1,17,732.27,44.9
359,U1471,E,17,R,1,69,742.49,49.8
359,U1471,E,17,R,1,69,742.49,
359,U1471,E,17,R,3,53,744.66,43.2
359,U1471,E,17,R,3,53,744.66,
359,U1471,E,17,R,3,86,744.99,42.7
359,U1471,E,17,R,3,86,744.99,
359,U1471,E,18,R,1,65,752.15,
359,U1471,E,18,R,1,65,752.15,49.3
359,U1471,E,18,R,2,50,753.26,
359,U1471,E,18,R,2,50,753.26,46.9
359,U1471,E,18,R,4,7,754.51,41.5
359,U1471,E,18,R,4,7,754.51,
359,U1471,E,19,R,1,57,761.77,
359,U1471,E,19,R,1,57,761.77,41.8
359,U1471,E,19,R,3,44,764.29,
359,U1471,E,19,R,3,44,764.29,43.5
359,U1471,E,20,R,1,10,771,
359,U1471,E,20,R,1,10,771,43.5
359,U1471,E,20,R,3,50,774.18,36.3
359,U1471,E,20,R,3,50,774.18,
359,U1471,E,21,R,1,74,781.34,
359,U1471,E,21,R,1,74,781.34,41.3
359,U1471,E,21,R,3,87,783.73,
359,U1471,E,21,R,3,87,783.73,46.5
359,U1471,E,22,R,2,86,792.71,
359,U1471,E,22,R,2,86,792.71,46.4
359,U1471,E,22,R,4,49,794.92,
359,U1471,E,22,R,4,49,794.92,41.6
359,U1471,E,23,R,2,9,801.49,48
359,U1471,E,23,R,2,9,801.49,
359,U1471,E,23,R,4,12,803.69,39.3
359,U1471,E,23,R,4,12,803.69,
359,U1471,E,24,R,1,56,810.26,
359,U1471,E,24,R,1,56,810.26,39.1
359,U1471,E,24,R,3,36,812.18,27.6
359,U1471,E,24,R,3,36,812.18,
359,U1471,E,25,R,2,20,820.99,
359,U1471,E,25,R,2,20,820.99,35.4
359,U1471,E,25,R,4,80,824.51,37.2
359,U1471,E,25,R,4,80,824.51,
359,U1471,E,26,R,2,115,831.72,48.3
359,U1471,E,26,R,2,115,831.72,
359,U1471,E,26,R,4,66,833.82,40.2
359,U1471,E,26,R,4,66,833.82,
359,U1471,E,27,R,1,92,839.72,
359,U1471,E,27,R,1,92,839.72,39.2
359,U1471,E,27,R,3,89,842.58,42.7
359,U1471,E,27,R,3,89,842.58,
359,U1471,E,28,R,1,46,848.96,
359,U1471,E,28,R,1,46,848.96,38.7
359,U1471,E,28,R,3,85,851.86,40.7
359,U1471,E,28,R,3,85,851.86,
359,U1471,E,29,R,1,110,859.3,
359,U1471,E,29,R,1,110,859.3,41.2
359,U1471,E,29,R,3,11,861.09,
359,U1471,E,29,R,3,11,861.09,14
359,U1471,E,29,R,3,18,861.16,
359,U1471,E,29,R,3,18,861.16,42.2
359,U1471,E,30,R,1,137,869.27,37.9
359,U1471,E,30,R,1,137,869.27,
359,U1471,E,30,R,3,65,871.46,32
359,U1471,E,30,R,3,65,871.46,
359,U1471,E,31,R,1,17,877.77,35.2
359,U1471,E,31,R,1,17,877.77,
359,U1471,E,31,R,3,31,880.81,39.2
359,U1471,E,31,R,3,31,880.81,
359,U1471,E,32,R,1,17,887.47,23.4
359,U1471,E,32,R,1,17,887.47,
359,U1471,E,32,R,3,54,890.05,40.1
359,U1471,E,32,R,3,54,890.05,
359,U1471,E,33,R,1,33,897.33,40.8
359,U1471,E,33,R,1,33,897.33,
359,U1471,E,33,R,3,94,900.45,44.5
359,U1471,E,33,R,3,94,900.45,
359,U1471,E,34,R,1,14,906.84,42.9
359,U1471,E,34,R,1,14,906.84,
359,U1471,E,34,R,3,37,909.79,
359,U1471,E,34,R,3,37,909.79,46.1
359,U1471,E,35,R,2,30,918.12,47.3
359,U1471,E,35,R,2,30,918.12,
359,U1471,E,35,R,4,51,920.55,43.7
359,U1471,E,35,R,4,51,920.55,
359,U1471,E,36,R,2,119,928.86,
359,U1471,E,36,R,2,119,928.86,44.6
359,U1471,E,36,R,4,56,930.74,
359,U1471,E,36,R,4,56,930.74,46.1
359,U1471,E,37,R,1,53,936.33,42
359,U1471,E,37,R,1,53,936.33,
359,U1471,E,37,R,3,46,939.11,
359,U1471,E,37,R,3,46,939.11,41.7
