HOLE:	U1354C
EXPEDITION:	317
TOP:	0.0730
BOTTOM:	382.9018
DEPTH_WMSF	FX	FY	FZ	FNOR	FINC	RB	P1AZ	HAZI	AX	AY	AZ
m	oer	oer	oer	oer	deg	deg	deg	deg	m/s2	m/s2	m/s2
0.0730	0.001218	0.017227	0.687708	0.853322	79.7785	12.6386	307.0221	294.3861	-0.0130	-0.0011	9.7383
0.2254	0.039176	0.139408	0.759500	0.862830	79.7500	9.5038	291.9902	282.4887	0.0056	-0.0388	9.8444
0.3778	0.017155	0.191717	0.866208	0.880609	79.4872	339.0409	250.8371	271.8015	-0.0343	0.0437	9.8173
0.5302	-0.196098	0.112125	1.017137	0.890264	79.0390	301.6486	202.7752	261.1297	-0.0489	0.0077	9.8563
0.6826	-0.195063	-0.049168	1.000291	0.895989	78.9778	283.8446	173.3041	249.4594	-0.0339	0.0269	9.8827
0.8350	-0.031209	-0.039743	1.175433	0.901477	79.0953	251.8030	129.1170	237.3111	-0.0771	0.0643	9.8728
0.9874	-0.012733	-0.084424	1.123964	0.905458	79.4431	172.5038	280.1200	225.4591	-0.0338	-0.0021	9.8946
1.1398	0.047536	-0.004001	0.993575	0.907187	79.9449	105.1399	310.0645	204.9226	-0.0413	0.0021	9.8277
1.2922	-0.011189	0.087857	1.182419	0.909222	80.2234	93.9858	281.4189	187.4377	-0.0132	0.0006	9.8466
1.4446	-0.005115	0.009737	1.141869	0.910843	80.2065	126.5730	300.5193	173.9551	-0.0079	0.0192	9.8208
1.5970	-0.036440	0.185526	0.760921	0.911157	79.6769	133.7836	280.7268	146.9507	-0.0455	-0.0043	9.8659
1.7494	-0.001744	0.175673	0.814310	0.908146	79.7346	87.5870	241.4876	153.8832	-0.0416	0.0461	9.8916
1.9018	-0.206512	0.088944	0.951817	0.900719	79.9870	117.6723	203.6174	85.9975	-0.0392	0.0173	9.8604
2.0542	-0.338398	-0.051299	0.837135	0.887466	80.2735	177.6865	188.4547	244.6156	-0.0500	0.0354	9.8172
2.2066	-0.202306	-0.103251	0.849106	0.866980	80.4678	242.6475	196.0067	313.3361	-0.0738	0.0600	9.7876
2.3590	-0.192372	0.033796	0.841720	0.839041	80.1939	268.8837	195.7366	286.8688	-0.0250	-0.0080	9.7429
2.5114	-0.214640	-0.039953	0.733937	0.810789	79.7319	238.7825	162.2991	283.5325	-0.0152	-0.0103	9.8214
2.6638	-0.036093	-0.105448	0.707250	0.784052	79.0771	193.3103	108.1237	274.8074	-0.0326	0.0063	9.8369
2.8162	0.007201	-0.137342	0.735630	0.750732	78.3050	151.4192	68.3538	276.9177	-0.0299	0.0419	9.9025
2.9686	0.098959	-0.065500	0.733179	0.717996	77.4863	141.3471	43.9834	262.6247	-0.0259	-0.0227	9.9229
3.1210	0.238813	-0.064408	0.658618	0.688983	76.9046	126.2819	19.1960	252.9034	-0.1431	0.0454	9.8841
3.2734	0.089920	0.028170	0.716366	0.658354	76.7160	92.4930	354.8667	262.4042	-0.0431	0.0389	9.8542
3.4258	0.040156	0.060876	0.757135	0.614244	76.5120	53.2923	340.7353	287.4847	-0.0261	-0.0038	9.8408
3.5782	0.070750	0.051933	0.751164	0.569052	76.8110	85.2109	329.0360	311.5310	-0.0670	0.0521	9.7704
3.7306	-0.034170	-0.002351	0.628194	0.521902	76.0260	320.3264	278.2437	317.9077	-0.0692	0.0437	9.8067
3.8830	-0.015093	0.114994	0.562699	0.470853	73.9161	340.5923	290.6570	310.0707	-0.0385	0.0232	9.8253
4.0354	-0.002980	0.106705	0.525470	0.419890	71.2744	330.1446	290.8181	320.6479	-0.0150	0.0105	9.8848
4.1878	-0.017769	0.123807	0.522788	0.373542	68.7783	313.9321	285.5488	331.5863	-0.0151	0.0243	9.8468
4.3402	0.001104	0.193703	0.464040	0.331220	66.2050	266.8354	244.0437	337.1942	-0.0198	-0.0127	9.9123
4.4926	-0.151411	-0.017959	0.318204	0.280587	61.8191	262.7766	207.7680	305.0305	-0.0376	0.0144	9.8332
4.6450	-0.134149	0.042152	0.275331	0.224959	53.0190	200.4622	189.1967	154.4619	-0.0279	0.0170	9.8373
4.7974	-0.045860	-0.030130	0.074394	0.173967	36.7899	151.5785	243.5972	92.0159	-0.0330	0.0283	9.8320
4.9498	0.004919	0.026479	-0.033020	0.145526	19.3720	112.4425	215.0044	102.5616	-0.0944	0.0071	9.8456
5.1022	-0.172723	-0.054800	-0.160810	0.146852	-1.0690	100.4322	198.5742	98.1419	0.0274	0.1090	9.8068
5.2546	-0.386401	-0.022814	-0.348999	0.156660	-14.9837	72.9727	178.1978	105.2252	-0.0451	0.0412	9.8676
5.4070	-0.038631	-0.098738	-0.157754	0.184356	-28.8874	65.6817	114.4573	114.3330	-0.0478	0.0543	9.8208
5.5594	0.019951	-0.035414	-0.381432	0.182901	-21.0031	295.6333	30.6166	94.9837	-0.0450	0.0210	9.7946
5.7118	0.208779	-0.038887	-0.312349	0.198342	-2.1152	311.0993	29.2781	78.1788	-0.0613	-0.0062	9.8055
5.8642	0.170800	-0.002330	-0.425524	0.219616	14.5751	337.9461	62.1533	84.2074	-0.0391	0.0632	9.8201
6.0166	0.017107	-0.020168	-0.320066	0.277442	28.1169	152.3517	128.6099	85.7167	-0.0614	-0.1415	9.9002
6.1690	-0.053063	-0.091661	0.317628	0.335017	39.4382	40.7708	113.2956	72.5256	-0.0165	0.0610	9.9169
6.3214	0.075610	-0.121668	-0.467791	0.399322	49.8695	159.1197	211.2140	52.0950	-0.0342	-0.0209	9.8720
6.4738	-0.389931	-0.004065	-0.132739	0.478497	58.1142	177.0728	208.5428	31.4701	-0.0639	0.0458	9.9006
6.6262	-0.040754	0.098905	0.875342	0.559814	62.6523	13.5160	50.1604	36.6437	-0.1824	0.0201	9.8105
6.7786	0.580208	-0.259874	1.183135	0.652362	66.3085	10.0299	66.0845	56.0541	-0.0707	0.0969	9.7688
6.9310	0.192874	-0.199987	1.182846	0.745992	69.3880	355.2180	78.3101	83.0919	-0.0691	-0.0089	9.8023
7.0834	0.382931	-0.372203	1.183122	0.847696	71.4480	296.6532	47.2218	110.5797	-0.0514	-0.0579	9.7685
7.2358	0.240150	-0.084674	1.182749	0.928939	73.0491	332.2001	32.8190	60.6293	0.0018	0.1278	9.8261
7.3882	0.220975	-0.043589	1.182696	0.999308	74.1634	15.4927	53.3774	37.8855	-0.1075	0.0305	9.8421
