HOLE:	U1354C
EXPEDITION:	317
TOP:	0.0734
BOTTOM:	382.9022
DEPTH_WMSF	FX	FY	FZ	FNOR	FINC	RB	P1AZ	HAZI	AX	AY	AZ
m	oer	oer	oer	oer	deg	deg	deg	deg	m/s2	m/s2	m/s2
0.0734	0.077094	-0.089235	0.403338	0.540137	69.5778	143.6503	75.1986	291.5400	0.0453	0.0197	9.7895
0.2258	-0.024819	-0.109172	0.341006	0.517414	68.5923	144.2900	105.3632	321.0728	0.0743	0.0875	9.8414
0.3782	0.042321	-0.024758	0.349999	0.515209	69.5748	117.8982	91.0196	333.1258	0.0220	-0.0400	9.8832
0.5306	0.017211	0.064868	0.312987	0.537730	70.5731	352.0312	319.7072	327.6781	0.0408	0.0308	9.8582
0.6830	-0.128985	0.011035	0.194254	0.563269	69.5345	236.1942	204.9903	328.7943	0.0547	0.0662	9.8594
0.8354	-0.203553	0.088418	0.044788	0.596730	70.6524	259.6472	232.6037	332.9560	0.0257	-0.0453	9.7362
0.9878	-0.294161	-0.025749	0.318434	0.625230	71.2301	222.5757	202.8693	340.2954	0.0603	-0.0219	9.8932
1.1402	-0.179790	-0.268416	0.133825	0.661207	71.7764	207.0386	181.3778	334.3396	0.0998	0.0282	9.9646
1.2926	-0.173214	-0.232474	0.641973	0.702160	72.6367	163.0312	144.3420	341.3135	0.0320	-0.0000	9.8270
1.4450	-0.162822	-0.300833	0.887576	0.745072	73.5494	155.7366	141.5998	345.8690	0.0387	-0.0007	9.8095
1.5974	-0.095166	-0.105396	1.054460	0.793442	73.8807	196.6433	170.7690	334.1304	0.0637	-0.0273	9.7706
1.7498	-0.065105	-0.341452	1.182840	0.844067	74.2439	158.4014	128.1032	329.6934	0.0069	-0.0585	9.9604
1.9022	-0.015127	-0.386567	1.182912	0.893009	74.8277	159.1916	115.2549	316.0613	0.0329	0.0246	9.8401
2.0546	0.010453	0.003111	1.182550	0.949921	75.2524	189.0921	125.2327	296.1494	0.0321	-0.0074	9.8488
2.2070	-0.165214	-0.289222	1.182755	1.013106	75.6952	205.1684	141.0690	295.8967	0.0771	-0.0171	9.7765
2.3594	-0.214188	-0.152796	1.182499	1.076182	76.2858	235.2347	163.3597	288.1319	0.0076	-0.0194	9.8974
2.5118	-0.025079	-0.128061	1.182661	1.078369	76.1884	245.0272	148.6469	263.6213	0.0362	-0.0047	9.8101
2.6642	0.126172	-0.136946	1.182759	1.116796	75.5861	174.8047	72.8792	258.0623	0.0271	-0.0187	9.8373
2.8166	0.122281	-0.250301	1.182863	1.138716	75.6433	195.3158	82.3742	247.0549	0.0774	-0.0044	9.8685
2.9690	0.098295	-0.220887	1.182821	1.111161	75.1563	219.1661	89.5266	230.3575	0.0347	-0.0289	9.8895
3.1214	0.187524	0.119701	1.182524	1.026560	74.0593	156.1494	29.4889	233.3386	0.0393	0.0127	9.8218
3.2738	0.184857	0.230420	1.182414	0.941158	73.5898	124.6642	350.9206	226.2578	0.0524	0.0810	9.8776
3.4262	0.078590	0.226866	1.182359	0.881672	71.8886	82.4670	319.1382	236.6683	0.0158	-0.0552	9.8657
3.5786	0.455610	-0.052719	1.181238	0.857790	71.1204	125.0014	356.2988	231.2933	0.0125	0.0108	9.8046
3.7310	0.266190	0.299572	-0.542670	0.826221	70.9719	136.8178	6.2655	229.4462	0.0529	-0.0134	9.8630
3.8834	0.621791	0.215099	1.182680	0.783924	70.6856	130.1127	1.7657	231.6513	-0.0085	0.0040	9.8403
4.0358	0.256399	0.139902	1.037868	0.734856	69.7365	133.3426	6.7247	233.3874	0.0345	0.0157	9.8715
4.1882	0.157122	0.016826	-0.031525	0.685132	69.0846	120.2230	356.3940	236.1832	0.0975	-0.0243	9.8750
4.3406	-0.077784	-0.164269	-0.334161	0.647360	68.6391	223.6516	119.7673	256.1185	0.0447	0.0357	9.8687
4.4930	-0.204409	-0.050036	-0.221850	0.619573	67.7680	269.7676	172.9836	263.1989	0.0447	-0.0197	9.8083
4.6454	-0.234884	-0.077924	0.330940	0.586873	67.6775	213.8191	182.9806	329.1752	0.0646	-0.0580	9.7972
4.7978	-0.209100	0.053348	0.861027	0.555436	67.5313	258.7037	214.9773	316.2802	0.0523	0.0333	9.8681
4.9502	-0.084287	-0.102502	0.495393	0.523184	66.4116	213.4786	180.2954	326.8149	0.0456	-0.0019	9.9514
5.1026	0.073896	-0.022714	0.512887	0.543896	68.4742	128.8638	113.3337	344.4710	0.0516	-0.0190	9.8341
5.2550	-0.067024	-0.060849	0.260086	0.501822	70.1267	129.6772	106.0893	336.4139	0.0711	-0.0329	9.8359
5.4074	-0.061767	-0.012478	0.431885	0.469818	71.1426	213.6761	197.1093	343.4319	0.0525	-0.0313	9.7224
5.5598	-0.085406	-0.074922	0.619719	0.482006	72.3213	151.2499	133.5644	342.3134	0.0343	-0.0311	9.9291
5.7122	-0.084576	-0.004063	0.664318	0.542671	74.0199	222.0475	207.9953	345.9462	0.0651	0.0494	9.8466
5.8646	-0.062692	-0.036215	0.702317	0.604927	75.9480	174.6782	165.4103	350.7310	0.0280	-0.0263	9.8684
6.0170	-0.205262	-0.047403	0.650401	0.646973	77.5313	192.9078	191.6947	358.7916	-0.0185	-0.0062	9.8425
6.1694	-0.289703	-0.000256	0.568973	0.652432	77.8744	199.0458	201.3009	2.2552	0.0310	0.0245	9.8423
6.3218	-0.084008	0.033334	0.520874	0.662220	77.3694	207.8392	216.3415	8.5004	0.0065	-0.0071	9.8102
6.4742	-0.017254	-0.159430	0.629420	0.686904	77.7251	95.9385	117.1864	21.2478	0.0221	0.0075	9.8383
6.6266	0.028119	-0.129320	0.713456	0.718882	78.0723	95.8616	118.6599	22.7980	-0.0011	-0.0032	9.9493
6.7790	-0.237042	0.028054	0.710982	0.745788	78.3100	140.5124	176.5299	36.0165	-0.0018	-0.0053	9.8017
6.9314	-0.089774	0.088555	0.833450	0.759714	78.5789	197.2085	240.2018	42.9935	0.0211	0.0401	9.9093
7.0838	-0.028501	0.105240	0.863574	0.765025	78.5980	233.3379	264.9955	31.6581	0.0445	0.0296	9.7591
7.2362	0.041347	0.106142	0.826497	0.783031	78.5348	290.7232	329.5883	38.8634	0.0284	-0.0277	9.9096
7.3886	-0.118430	0.230926	0.858957	0.803832	79.2874	225.8452	267.6241	41.7789	-0.0110	0.0284	9.7935
7.5410	-0.205327	0.023469	0.808879	0.826522	80.4954	189.4938	233.5746	44.0743	0.1183	0.0558	9.8919
7.6934	-0.017499	0.072695	0.928718	0.857535	81.1065	187.8873	243.8745	55.9862	-0.0178	0.0028	9.8105
7.8458	-0.100612	0.106946	0.836595	0.884095	81.3013	201.1558	261.1451	59.9759	0.0419	-0.0072	9.8421
7.9982	-0.089912	0.053049	0.792667	0.898636	80.8777	188.9847	243.6942	54.7131	0.0833	0.0420	9.8824
8.1506	-0.083941	-0.078929	0.788664	0.901401	80.4410	111.9424	177.7120	65.7604	0.0296	-0.0293	9.8583
8.3030	-0.072112	-0.131263	0.826244	0.903715	80.5245	76.8552	138.4258	61.5766	0.0873	0.0179	9.8077
8.4554	-0.065118	0.015174	1.021604	0.896120	80.5649	128.9318	185.7270	56.7884	0.0506	0.0369	9.9058
8.6078	0.038094	-0.054606	1.075829	0.890115	80.5487	30.3770	80.9096	50.5265	-0.0061	-0.0204	9.8330
8.7602	-0.011391	0.125594	1.003418	0.883819	80.2509	276.8709	321.4014	44.5286	-0.0434	0.0284	9.9108
8.9126	-0.072617	0.050388	1.135753	0.878750	80.7395	231.7446	257.4398	25.6953	0.0092	0.0189	9.7729
9.0650	-0.157622	-0.167869	0.943887	0.866832	80.6341	139.2070	165.7493	26.5428	0.0632	-0.0104	9.8186
9.2174	-0.279294	-0.123913	0.810080	0.858044	80.5053	143.7469	170.1976	26.4512	0.0277	0.0329	9.9457
9.3698	-0.260213	-0.020136	0.811839	0.855686	80.7563	163.6904	189.0905	25.3999	0.0293	0.0751	9.9370
9.5222	-0.147286	0.003361	0.775356	0.857613	80.6687	176.4471	211.5722	35.1285	0.0184	-0.0386	9.9533
9.6746	-0.005527	-0.078431	0.707045	0.858226	80.6827	122.1390	167.5308	45.3861	-0.0556	0.0342	9.8331
9.8270	-0.131963	-0.214938	0.754349	0.845685	80.8914	77.6550	125.9291	48.2803	-0.0408	0.0589	9.8969
