HOLE:	U1354C
EXPEDITION:	317
TOP:	331.0852
BOTTOM:	379.8532
DEPTH_WMSF	IDPH	IMPH	SFLU
m	ohm.m	ohm.m	ohm.m
331.0852	1.0512	1.0402	0.6330
331.2376	1.0512	1.0402	0.6096
331.3900	1.0519	1.0409	0.5564
331.5424	1.0545	1.0433	0.5751
331.6948	1.0572	1.0455	0.6521
331.8472	1.0608	1.0473	0.6141
331.9996	1.0659	1.0494	0.5883
332.1520	1.0725	1.0523	0.6514
332.3044	1.0789	1.0565	0.6210
332.4568	1.0859	1.0627	0.6557
332.6092	1.0921	1.0716	0.6892
332.7616	1.0985	1.0834	0.6357
332.9140	1.1070	1.0968	0.7678
333.0664	1.1120	1.1088	0.6802
333.2188	1.1134	1.1159	0.6465
333.3712	1.1136	1.1161	0.6379
333.5236	1.1109	1.1103	0.5636
333.6760	1.1042	1.1013	0.7218
333.8284	1.1016	1.0924	0.6639
333.9808	1.1000	1.0866	0.6186
334.1332	1.1011	1.0856	0.6223
334.2856	1.1036	1.0897	0.6559
334.4380	1.1056	1.0987	0.6089
334.5904	1.1101	1.1117	0.6445
334.7428	1.1174	1.1260	0.6385
334.8952	1.1214	1.1375	0.6444
335.0476	1.1215	1.1422	0.6727
335.2000	1.1209	1.1386	0.7221
335.3524	1.1181	1.1286	0.5870
335.5048	1.1101	1.1161	0.5994
335.6572	1.1003	1.1033	0.6759
335.8096	1.0938	1.0906	0.6648
335.9620	1.0885	1.0785	0.5721
336.1144	1.0817	1.0683	0.6373
336.2668	1.0753	1.0611	0.6331
336.4192	1.0695	1.0572	0.6209
336.5716	1.0650	1.0554	0.5944
336.7240	1.0635	1.0542	0.5811
336.8764	1.0642	1.0534	0.5865
337.0288	1.0671	1.0538	0.5885
337.1812	1.0759	1.0567	0.6540
337.3336	1.0885	1.0642	0.6276
337.4860	1.0988	1.0784	0.6317
337.6384	1.1079	1.0995	0.6377
337.7908	1.1199	1.1240	0.6507
337.9432	1.1309	1.1468	0.6668
338.0956	1.1396	1.1640	0.6968
338.2480	1.1587	1.1754	0.6988
338.4004	1.1808	1.1843	0.7181
338.5528	1.1892	1.1938	0.7165
338.7052	1.1922	1.2038	0.7546
338.8576	1.1960	1.2130	0.6986
339.0100	1.1938	1.2188	0.7051
339.1624	1.1858	1.2166	0.8245
339.3148	1.1728	1.2022	0.7406
339.4672	1.1602	1.1764	0.6608
339.6196	1.1518	1.1462	0.6318
339.7720	1.1451	1.1194	0.6274
339.9244	1.1311	1.1018	0.6297
340.0768	1.1263	1.0947	0.6543
340.2292	1.1274	1.0966	0.6590
340.3816	1.1276	1.1054	0.7284
340.5340	1.1282	1.1192	0.6647
340.6864	1.1259	1.1332	0.7742
340.8388	1.1266	1.1408	0.7350
340.9912	1.1286	1.1384	0.6419
341.1436	1.1360	1.1286	0.6355
341.2960	1.1467	1.1192	0.6277
341.4484	1.1512	1.1192	0.6251
341.6008	1.1508	1.1332	0.6553
341.7532	1.1489	1.1583	0.7376
341.9056	1.1467	1.1857	0.7015
342.0580	1.1451	1.2047	0.7013
342.2104	1.1400	1.2064	0.5950
342.3628	1.1271	1.1895	0.6553
342.5152	1.1028	1.1605	0.6857
342.6676	1.0855	1.1285	0.6416
342.8200	1.0613	1.0996	0.6462
342.9724	1.0387	1.0772	0.6224
343.1248	1.0286	1.0619	0.6221
343.2772	1.0217	1.0530	0.6281
343.4296	1.0163	1.0505	0.6238
343.5820	1.0151	1.0540	0.6357
343.7344	1.0215	1.0619	0.6518
343.8868	1.0272	1.0717	0.6570
344.0392	1.0339	1.0819	0.6372
344.1916	1.0444	1.0916	0.6356
344.3440	1.0557	1.0999	0.6599
344.4964	1.0631	1.1058	0.6595
344.6488	1.0662	1.1088	0.6459
344.8012	1.0690	1.1086	0.6833
344.9536	1.0726	1.1062	0.6595
345.1060	1.0721	1.1024	0.6381
345.2584	1.0680	1.0975	0.6525
345.4108	1.0655	1.0908	0.6123
345.5632	1.0599	1.0822	0.6499
345.7156	1.0553	1.0731	0.6212
345.8680	1.0522	1.0653	0.6159
346.0204	1.0497	1.0602	0.6377
346.1728	1.0479	1.0580	0.6102
346.3252	1.0470	1.0577	0.6129
346.4776	1.0466	1.0581	0.6325
346.6300	1.0473	1.0587	0.6565
346.7824	1.0491	1.0593	0.6436
346.9348	1.0505	1.0605	0.6237
347.0872	1.0526	1.0627	0.6472
347.2396	1.0534	1.0656	0.6277
347.3920	1.0530	1.0684	0.6150
347.5444	1.0525	1.0704	0.6211
347.6968	1.0521	1.0713	0.6157
347.8492	1.0513	1.0713	0.6256
348.0016	1.0505	1.0705	0.6187
348.1540	1.0497	1.0693	0.6421
348.3064	1.0485	1.0679	0.6045
348.4588	1.0467	1.0664	0.6105
348.6112	1.0460	1.0649	0.6441
348.7636	1.0428	1.0631	0.6231
