HOLE:	U1354C
EXPEDITION:	317
TOP:	0.0724
BOTTOM:	382.9012
DEPTH_WMSF	TENS	CS	ETIM	DF
m	lbf	m/h	s	lbf
0.0724	1636.0000	270.3576	6639.6460	1577.3535
0.2248	1639.0000	268.8336	6637.6211	1596.9060
0.3772	1637.0000	267.9192	6635.5962	1611.8370
0.5296	1638.0000	268.5288	6633.5381	1611.8370
0.6820	1613.0000	268.2240	6631.4961	1594.0620
0.8344	1596.0000	268.8336	6629.4702	1583.3971
0.9868	1617.0000	267.9192	6627.4121	1585.5300
1.1392	1676.0000	268.5288	6625.3701	1627.8346
1.2916	1623.0000	268.8336	6623.3281	1582.3306
1.4440	1618.0000	269.1384	6621.2861	1587.6631
1.5964	1664.0000	269.7480	6619.2422	1615.7476
1.7488	1675.0000	270.3576	6617.2178	1618.9470
1.9012	1639.0000	270.0528	6615.1758	1621.0801
2.0536	1616.0000	270.9672	6613.1509	1573.7986
2.2060	1665.0000	270.9672	6611.1250	1586.2411
2.3584	1662.0000	270.9672	6609.1182	1601.8831
2.5108	1643.0000	270.6624	6607.0762	1581.2640
2.6632	1635.0000	269.7480	6605.0669	1572.7321
2.8156	1681.0000	269.7480	6603.0239	1620.0135
2.9680	1651.0000	270.0528	6600.9990	1569.8881
3.1204	1675.0000	270.0528	6598.9561	1592.2845
3.2728	1671.0000	270.0528	6596.9492	1594.4176
3.4252	1682.0000	269.7480	6594.9082	1583.0415
3.5776	1641.0000	270.3576	6592.8818	1573.4431
3.7300	1623.0000	270.6624	6590.8560	1554.6016
3.8824	1655.0000	270.9672	6588.8159	1593.7065
4.0348	1636.0000	270.9672	6586.8071	1587.3076
4.1872	1648.0000	269.7480	6584.7642	1594.4176
4.3396	1618.0000	269.1384	6582.7231	1580.5531
4.4920	1603.0000	268.5288	6580.7158	1573.7986
4.6444	1615.0000	268.2240	6578.6738	1567.3995
4.7968	1671.0000	268.5288	6576.6152	1619.3026
4.9492	1639.0000	268.5288	6574.5742	1602.2385
5.1016	1671.0000	270.0528	6572.5308	1596.9060
5.2540	1618.0000	270.3576	6570.4902	1560.6450
5.4064	1635.0000	270.0528	6568.4819	1569.1770
5.5588	1649.0000	270.3576	6566.4390	1601.5276
5.7112	1606.0000	270.3576	6564.3979	1591.5736
5.8636	1648.0000	270.6624	6562.3892	1600.8165
6.0160	1668.0000	270.3576	6560.3472	1610.7705
6.1684	1691.0000	270.6624	6558.3208	1632.1006
6.3208	1645.0000	272.1864	6556.2959	1584.1080
6.4732	1703.0000	273.1008	6554.2881	1625.3461
6.6256	1678.0000	268.8336	6552.2441	1616.1030
6.7780	1689.0000	268.8336	6550.2202	1640.2771
6.9304	1663.0000	269.7480	6548.1782	1608.6376
7.0828	1676.0000	270.0528	6546.1519	1601.1720
7.2352	1672.0000	270.3576	6544.1099	1611.4816
7.3876	1626.0000	270.6624	6542.0869	1618.2361
7.5400	1678.0000	270.6624	6540.0620	1604.0161
7.6924	1670.0000	270.9672	6538.0361	1595.4840
7.8448	1644.0000	269.7480	6536.0259	1584.8191
7.9972	1649.0000	269.4432	6533.9849	1608.6376
8.1496	1632.0000	268.5288	6531.9609	1590.1516
8.3020	1661.0000	268.8336	6529.9189	1598.3280
8.4544	1680.0000	268.2240	6527.8770	1622.5021
8.6068	1626.0000	268.2240	6525.8340	1592.6400
8.7592	1697.0000	268.5288	6523.7930	1619.6581
8.9116	1625.0000	268.5288	6521.7520	1567.3995
9.0640	1675.0000	268.8336	6519.7090	1616.8141
9.2164	1701.0000	269.1384	6517.6499	1616.4586
9.3688	1657.0000	269.4432	6515.6260	1604.0161
9.5212	1641.0000	269.7480	6513.5830	1582.6860
9.6736	1638.0000	269.7480	6511.5400	1583.3971
9.8260	1630.0000	269.7480	6509.5142	1611.4816
9.9784	1690.0000	269.4432	6507.4902	1626.7681
10.1308	1661.0000	270.6624	6505.4482	1619.6581
10.2832	1632.0000	269.7480	6503.4219	1601.8831
10.4356	1690.0000	269.1384	6501.3979	1618.2361
10.5880	1643.0000	269.1384	6499.3560	1595.1285
10.7404	1723.0000	269.1384	6497.3130	1655.5636
10.8928	1616.0000	268.8336	6495.2710	1579.1311
