HOLE:	U1352B
EXPEDITION:	317
TOP:	0.0492
BOTTOM:	483.4620
DEPTH_WMSF	TENS	CS	ETIM	DF
m	lbf	m/h	s	lbf
0.0492	1769.0000	288.9504	6442.2891	1326.7261
0.2016	1815.0000	289.2552	6440.3818	1361.9205
0.3540	1760.0000	289.5600	6438.4932	1333.4806
0.5064	1761.0000	289.5600	6436.6040	1297.9305
0.6588	1782.0000	289.2552	6434.7310	1341.6571
0.8112	1802.0000	289.2552	6432.8252	1370.8081
0.9636	1810.0000	288.9504	6430.9009	1349.4780
1.1160	1818.0000	288.0360	6429.0288	1370.4525
1.2684	1820.0000	288.6456	6427.1211	1374.3630
1.4208	1744.0000	288.9504	6425.2319	1307.5291
1.5732	1650.0000	290.4744	6423.3452	1278.3781
1.7256	1756.0000	288.0360	6421.4551	1354.8105
1.8780	1794.0000	289.5600	6419.5630	1386.4501
2.0304	1734.0000	291.6936	6417.6582	1300.4191
2.1828	1769.0000	291.9984	6415.7529	1333.8361
2.3352	1725.0000	290.7792	6413.8970	1335.2581
2.4876	1816.0000	288.9504	6412.0068	1394.9821
2.6400	1838.0000	288.3408	6410.1162	1390.7161
2.7924	1796.0000	288.6456	6408.2271	1361.5651
2.9448	1731.0000	288.6456	6406.3218	1303.2631
3.0972	1744.0000	288.3408	6404.4331	1325.6595
3.2496	1774.0000	288.3408	6402.5249	1362.6316
3.4020	1773.0000	288.9504	6400.6191	1336.3246
3.5544	1849.0000	288.0360	6398.7310	1380.4065
3.7068	1833.0000	287.4264	6396.8252	1390.0050
3.8592	1789.0000	289.2552	6394.9170	1339.1686
4.0116	1780.0000	289.8648	6393.0269	1350.5446
4.1640	1801.0000	289.5600	6391.1392	1365.1200
4.3164	1803.0000	289.2552	6389.2490	1359.4320
4.4688	1690.0000	289.8648	6387.3599	1280.5110
4.6212	1746.0000	290.1696	6385.4541	1310.7285
4.7736	1671.0000	292.3032	6383.5640	1281.9331
4.9260	1710.0000	289.8648	6381.6748	1292.5980
5.0784	1770.0000	289.2552	6379.7852	1303.6185
5.2308	1771.0000	289.2552	6377.8950	1312.5061
5.3832	1796.0000	289.5600	6375.9888	1340.9460
5.5356	1744.0000	289.5600	6374.0991	1317.4830
5.6880	1806.0000	290.4744	6372.2100	1372.5856
5.8404	1831.0000	293.8272	6370.3208	1385.7390
5.9928	1720.0000	292.3032	6368.4150	1301.8411
6.1452	1862.0000	288.6456	6366.5430	1434.4425
6.2976	1911.0000	288.3408	6364.6362	1441.1970
6.4500	1792.0000	288.6456	6362.7461	1381.4730
6.6024	1688.0000	288.6456	6360.8579	1282.6440
6.7548	1781.0000	287.1216	6358.9521	1353.7440
6.9072	1769.0000	287.7312	6357.0610	1352.3220
7.0596	1703.0000	288.3408	6355.1401	1296.5085
7.2120	1725.0000	288.6456	6353.2510	1323.8821
7.3644	1757.0000	288.6456	6351.3442	1345.5675
7.5168	1790.0000	288.9504	6349.4370	1359.4320
7.6692	1803.0000	289.8648	6347.5649	1367.6085
7.8216	1775.0000	289.5600	6345.6592	1361.2096
7.9740	1775.0000	289.8648	6343.7690	1361.9205
8.1264	1670.0000	290.1696	6341.8628	1268.0686
8.2788	1749.0000	289.8648	6339.9741	1340.2351
8.4312	1783.0000	289.5600	6338.1011	1364.4091
8.5836	1690.0000	291.0840	6336.1929	1285.4880
8.7360	1724.0000	290.1696	6334.3208	1294.7311
8.8884	1814.0000	288.9504	6332.4331	1380.0510
9.0408	1814.0000	287.7312	6330.5259	1396.0486
9.1932	1806.0000	288.6456	6328.6362	1360.4985
9.3456	1773.0000	289.2552	6326.7300	1324.9485
9.4980	1732.0000	291.0840	6324.8398	1304.3296
9.6504	1827.0000	290.7792	6322.9668	1383.2505
9.8028	1809.0000	291.3888	6321.0620	1375.4296
9.9552	1851.0000	289.2552	6319.1729	1394.2710
10.1076	1807.0000	289.5600	6317.2969	1348.4115
10.2600	1723.0000	289.2552	6315.4092	1306.4625
10.4124	1819.0000	287.4264	6313.5220	1361.2096
10.5648	1853.0000	287.4264	6311.6152	1402.8031
10.7172	1820.0000	288.0360	6309.7231	1370.4525
10.8696	1805.0000	286.8168	6307.8169	1337.0355
11.0220	1704.0000	288.6456	6305.8970	1337.0355
11.1744	1757.0000	288.6456	6304.0049	1345.2120
11.3268	1715.0000	288.9504	6302.0981	1307.5291
11.4792	1670.0000	289.8648	6300.1929	1275.1786
11.6316	1718.0000	290.1696	6298.3208	1286.9100
11.7840	1757.0000	290.1696	6296.4312	1319.2605
11.9364	1788.0000	289.8648	6294.5249	1353.3885
12.0888	1815.0000	291.3888	6292.6509	1367.2531
12.2412	1818.0000	288.9504	6290.7632	1394.9821
12.3936	1768.0000	310.5912	6288.8730	1349.4780
12.5460	1725.0000	288.6456	6286.9829	1307.1736
12.6984	1732.0000	289.5600	6285.0762	1318.1941
12.8508	1767.0000	288.9504	6283.2051	1333.4806
13.0032	1844.0000	288.3408	6281.2979	1394.6266
13.1556	1774.0000	288.6456	6279.3921	1332.0586
13.3080	1701.0000	290.4744	6277.5029	1257.0481
13.4604	1711.0000	291.0840	6275.6152	1290.8206
13.6128	1793.0000	291.6936	6273.7412	1341.3015
13.7652	1835.0000	291.0840	6271.8511	1358.3656
13.9176	1799.0000	290.1696	6269.9609	1331.7030
14.0700	1749.0000	289.2552	6268.0889	1300.4191
14.2224	1741.0000	288.6456	6266.1831	1298.6416
14.3748	1722.0000	289.5600	6264.3091	1316.7721
14.5272	1845.0000	287.4264	6262.4028	1379.3401
14.6796	1853.0000	287.7312	6260.4971	1394.2710
14.8320	1802.0000	289.2552	6258.5889	1364.7645
14.9844	1839.0000	288.9504	6256.6851	1385.7390
15.1368	1751.0000	288.9504	6254.7788	1327.4370
15.2892	1694.0000	290.4744	6252.9028	1259.1810
15.4416	1855.0000	287.7312	6251.0142	1389.6495
15.5940	1891.0000	288.3408	6249.1270	1440.8416
15.7464	1835.0000	291.3888	6247.2012	1389.6495
15.8988	1827.0000	291.6936	6245.3110	1409.2020
16.0512	1770.0000	290.4744	6243.4229	1390.7161
16.2036	1781.0000	288.9504	6241.5171	1324.2375
16.3560	1843.0000	286.8168	6239.6431	1402.4475
16.5084	1809.0000	286.8168	6237.7358	1352.6775
16.6608	1716.0000	288.0360	6235.8311	1280.1555
16.8132	1722.0000	288.9504	6233.9409	1314.2836
16.9656	1754.0000	288.6456	6232.0342	1338.1021
17.1180	1783.0000	289.2552	6230.1431	1350.1891
17.2704	1731.0000	291.0840	6228.2368	1302.9076
17.4228	1789.0000	291.0840	6226.3491	1318.9050
17.5752	1797.0000	288.9504	6224.4761	1366.5420
17.7276	1903.0000	288.0360	6222.5859	1432.6650
17.8800	1840.0000	288.3408	6220.6948	1376.8516
18.0324	1733.0000	289.2552	6218.7729	1287.6211
18.1848	1801.0000	289.8648	6216.8672	1344.1455
18.3372	1843.0000	288.3408	6214.9951	1374.3630
18.4896	1849.0000	287.4264	6213.0708	1391.4270
18.6420	1754.0000	288.3408	6211.1650	1295.4420
18.7944	1843.0000	287.1216	6209.2769	1387.5166
18.9468	1796.0000	286.8168	6207.3530	1341.6571
19.0992	1787.0000	289.2552	6205.4629	1335.9690
19.2516	1796.0000	288.9504	6203.5552	1334.5470
19.4040	1849.0000	288.0360	6201.6660	1423.7776
19.5564	1831.0000	288.6456	6199.7759	1394.2710
19.7088	1805.0000	289.5600	6197.8691	1356.5880
19.8612	1873.0000	288.3408	6195.9810	1404.9360
20.0136	1879.0000	289.5600	6194.0742	1395.3375
20.1660	1829.0000	289.2552	6192.1831	1383.9615
20.3184	1845.0000	288.3408	6190.2939	1389.6495
20.4708	1821.0000	287.4264	6188.4048	1397.4706
20.6232	1818.0000	287.4264	6186.4971	1394.2710
20.7756	1805.0000	287.4264	6184.5908	1365.4756
20.9280	1775.0000	289.2552	6182.6831	1329.2146
21.0804	1760.0000	289.5600	6180.7930	1324.9485
21.2328	1746.0000	291.3888	6178.8872	1312.1505
21.3852	1758.0000	291.3888	6177.0132	1336.3246
21.5376	1833.0000	289.5600	6175.1230	1371.1636
21.6900	1911.0000	287.1216	6173.2510	1444.0410
21.8424	1887.0000	286.5120	6171.3271	1426.9771
21.9948	1779.0000	287.7312	6169.4360	1312.1505
22.1472	1703.0000	288.0360	6167.5308	1302.9076
22.2996	1841.0000	286.8168	6165.6250	1426.2660
22.4520	1882.0000	287.1216	6163.7158	1427.3325
22.6044	1835.0000	288.3408	6161.8101	1392.8490
22.7568	1796.0000	288.6456	6159.9028	1344.5011
22.9092	1782.0000	289.2552	6158.0132	1308.5956
23.0616	1809.0000	288.9504	6156.1069	1353.3885
23.2140	1903.0000	289.5600	6154.2168	1406.7135
23.3664	1939.0000	288.3408	6152.3110	1455.0615
23.5188	1891.0000	289.5600	6150.4038	1396.7595
23.6712	1885.0000	287.4264	6148.5132	1378.9845
23.8236	1815.0000	288.6456	6146.6069	1330.2810
23.9760	1742.0000	290.1696	6144.7339	1294.0200
