HOLE:	U1352B
EXPEDITION:	323
TOP:		116.8614
BOTTOM:		422.4234
DEPTH_WMSF	DTCO	DT1	DT2	VCO	VS1	VS2
m	us/ft	us/ft	us/ft	km/s	km/s	km/s
116.8614	180.68314	-999.25000	-999.25000	1.6869	-999.2500	-999.2500
117.0138	188.18086	-999.25000	-999.25000	1.6197	-999.2500	-999.2500
117.1662	188.33354	-999.25000	-999.25000	1.6184	-999.2500	-999.2500
117.3186	188.65504	-999.25000	-999.25000	1.6156	-999.2500	-999.2500
117.4710	188.95142	781.69604	1135.45459	1.6131	0.3899	0.2684
117.6234	189.10625	725.97021	1175.45459	1.6118	0.4199	0.2593
117.7758	186.91989	624.80670	1098.18176	1.6306	0.4878	0.2775
117.9282	182.00792	558.25647	1105.45459	1.6747	0.5460	0.2757
118.0806	190.68709	531.14996	1093.63635	1.5984	0.5738	0.2787
118.2330	185.32613	569.73877	1123.63635	1.6447	0.5350	0.2713
118.3854	197.25798	661.30591	1088.18176	1.5452	0.4609	0.2801
118.5378	191.24500	750.52911	1053.63635	1.5938	0.4061	0.2893
118.6902	191.36513	808.77539	1055.45459	1.5928	0.3769	0.2888
118.8426	198.44482	840.54272	1033.63635	1.5359	0.3626	0.2949
118.9950	197.71988	871.38055	1066.36365	1.5416	0.3498	0.2858
119.1474	192.86124	940.28149	1140.00000	1.5804	0.3242	0.2674
119.2998	191.36403	1013.07666	1118.18176	1.5928	0.3009	0.2726
119.4522	192.91338	1018.61945	1033.63635	1.5800	0.2992	0.2949
119.6046	197.73538	982.36774	1021.81818	1.5415	0.3103	0.2983
119.7570	198.12334	918.51428	1036.36365	1.5384	0.3318	0.2941
119.9094	196.79613	821.10925	1050.90918	1.5488	0.3712	0.2900
120.0618	199.57817	790.19250	1065.45459	1.5272	0.3857	0.2861
120.2142	188.07707	808.14703	1063.03027	1.6206	0.3772	0.2867
120.3666	194.60338	826.10162	1060.60608	1.5663	0.3690	0.2874
120.5190	193.10771	844.05615	1058.18176	1.5784	0.3611	0.2880
120.6714	192.21027	878.22925	1036.36365	1.5858	0.3471	0.2941
120.8238	193.23808	905.93964	1033.63635	1.5773	0.3364	0.2949
120.9762	200.07533	908.42267	990.00000	1.5234	0.3355	0.3079
121.1286	200.05121	908.42609	981.81818	1.5236	0.3355	0.3104
121.2810	198.26694	936.77063	1028.18176	1.5373	0.3254	0.2964
121.4334	195.30460	952.43561	1079.09082	1.5606	0.3200	0.2825
121.5858	190.98373	956.16687	1130.00000	1.5959	0.3188	0.2697
121.7382	188.40907	976.73340	1130.00000	1.6178	0.3121	0.2697
121.8906	193.14032	964.90839	1130.00000	1.5781	0.3159	0.2697
122.0430	186.67166	968.90771	1130.00000	1.6328	0.3146	0.2697
122.1954	189.13747	976.48236	1088.18176	1.6115	0.3121	0.2801
122.3478	186.24094	981.81818	1124.09082	1.6366	0.3104	0.2712
122.5002	186.81290	955.95325	1160.00000	1.6316	0.3188	0.2628
122.6526	187.57234	943.74829	1146.36365	1.6250	0.3230	0.2659
122.8050	189.45094	974.23676	1132.72729	1.6089	0.3129	0.2691
122.9574	188.09515	978.73138	1119.09094	1.6205	0.3114	0.2724
123.1098	189.26712	971.69604	1105.45459	1.6104	0.3137	0.2757
123.2622	187.19835	945.65131	1168.18176	1.6282	0.3223	0.2609
123.4146	187.65979	912.78833	1060.00000	1.6242	0.3339	0.2875
123.5670	187.78087	880.01703	1094.54541	1.6232	0.3464	0.2785
123.7194	187.72214	848.72455	1106.36365	1.6237	0.3591	0.2755
123.8718	187.67828	819.77618	1118.18176	1.6241	0.3718	0.2726
124.0242	187.21184	788.48029	1130.00000	1.6281	0.3866	0.2697
124.1766	186.88557	813.02234	1130.00000	1.6309	0.3749	0.2697
124.3290	187.02675	775.72601	1130.00000	1.6297	0.3929	0.2697
124.4814	186.88635	686.07538	1058.18176	1.6309	0.4443	0.2880
124.6338	187.04617	621.47223	1024.54541	1.6295	0.4904	0.2975
124.7862	186.88269	592.96466	1105.45459	1.6310	0.5140	0.2757
124.9386	186.81079	626.10919	1100.00000	1.6316	0.4868	0.2771
125.0910	186.62384	688.28351	1060.00000	1.6332	0.4428	0.2875
125.2434	186.35092	760.95312	1030.00000	1.6356	0.4006	0.2959
125.3958	186.56160	819.68451	1008.18182	1.6338	0.3719	0.3023
125.5482	186.28209	821.77075	1041.81824	1.6362	0.3709	0.2926
125.7006	186.46713	815.26111	1063.63635	1.6346	0.3739	0.2866
125.8530	186.17816	819.64728	1048.18176	1.6371	0.3719	0.2908
126.0054	186.69846	789.57941	1025.45459	1.6326	0.3860	0.2972
126.1578	186.62863	731.36035	1028.18176	1.6332	0.4168	0.2964
126.3102	188.38152	699.92529	1038.18176	1.6180	0.4355	0.2936
126.4626	188.26622	756.28894	1048.18176	1.6190	0.4030	0.2908
126.6150	189.20087	820.70886	1061.81824	1.6110	0.3714	0.2871
126.7674	187.71411	854.48779	1098.18176	1.6237	0.3567	0.2775
126.9198	187.72740	852.84601	1116.81812	1.6236	0.3574	0.2729
127.0722	188.61401	887.01483	1135.45459	1.6160	0.3436	0.2684
127.2246	189.55977	945.44092	1098.18176	1.6079	0.3224	0.2775
127.3770	190.49681	972.42542	1097.27271	1.6000	0.3134	0.2778
127.5294	189.41785	923.35834	1096.36365	1.6091	0.3301	0.2780
127.6818	189.79176	852.19135	1201.81824	1.6060	0.3577	0.2536
127.8342	190.95285	791.11273	1153.63647	1.5962	0.3853	0.2642
127.9866	187.88499	735.21716	1105.45459	1.6223	0.4146	0.2757
128.1390	190.11809	724.12146	1068.18176	1.6032	0.4209	0.2853
128.2914	188.22270	757.55756	1097.27271	1.6194	0.4023	0.2778
128.4438	187.45599	761.59442	1126.36365	1.6260	0.4002	0.2706
128.5962	188.77647	750.65118	1170.00000	1.6146	0.4060	0.2605
128.7486	188.36012	812.89343	1131.81824	1.6182	0.3750	0.2693
128.9010	187.58450	845.51562	1095.90918	1.6249	0.3605	0.2781
129.0534	187.52484	878.89069	1060.00000	1.6254	0.3468	0.2875
