HOLE:	U1352B
EXPEDITION:	317
TOP:	397.0512
BOTTOM:	467.4600
DEPTH_WMSF	RHOM	DRH	PEFL	NRHB
m	g/cm3	g/cm3	barns/e-	g/cm3
397.0512	1.1812	-0.0032	1.3381	1.1812
397.2036	1.1903	-0.0008	1.4006	1.1903
397.3560	1.2033	0.0024	1.4832	1.2033
397.5084	1.2689	0.0133	1.6234	1.2689
397.6608	1.3518	0.0302	1.7723	1.3518
397.8132	1.4009	0.0117	1.7909	1.4009
397.9656	1.3860	-0.0110	1.7383	1.3860
398.1180	1.4618	0.0012	1.8165	1.4618
398.2704	1.6136	0.0055	1.9666	1.6136
398.4228	1.8453	0.0215	2.4658	1.8453
398.5752	2.0166	0.0372	2.4571	2.0166
398.7276	1.9889	0.0142	2.5071	1.9889
398.8800	1.9813	0.0082	2.5759	1.9813
399.0324	1.9975	0.0089	2.5883	1.9975
399.1848	2.0236	0.0078	2.6475	2.0236
399.3372	2.0417	0.0072	2.6283	2.0417
399.4896	2.0378	0.0000	2.5398	2.0730
399.6420	2.0303	-0.0074	2.5246	2.0079
399.7944	2.0257	-0.0086	2.3623	2.0104
399.9468	2.0135	-0.0002	2.3068	2.0470
400.0992	1.9938	0.0081	2.2435	1.9938
400.2516	1.9730	0.0082	2.2286	1.9730
400.4040	1.9792	0.0189	2.2751	1.9792
400.5564	2.0033	0.0419	2.2665	2.0033
400.7088	1.9782	0.0497	2.2391	1.9782
400.8612	1.8962	0.0319	2.1555	1.8962
401.0136	1.8389	0.0259	2.0964	1.8389
401.1660	1.8180	0.0274	2.0938	1.8180
401.3184	1.8110	0.0293	1.9595	1.8110
401.4708	1.6335	-0.0043	1.6523	1.6335
401.6232	1.4468	0.0230	1.5320	1.4468
401.7756	1.2931	0.0056	1.4573	1.2931
401.9280	1.2343	0.0040	1.4636	1.2343
402.0804	1.2429	0.0054	1.4602	1.2429
402.2328	1.2363	0.0012	1.4900	1.2363
402.3852	1.2448	0.0084	1.5068	1.2448
402.5376	1.2529	0.0153	1.5524	1.2529
402.6900	1.2646	0.0206	1.5688	1.2646
402.8424	1.2705	0.0255	1.5688	1.2705
