HOLE:	U1352B
EXPEDITION:	317
TOP:	82.0404
BOTTOM:	469.8984
DEPTH_WMSF	IDPH	IMPH	SFLU
m	ohm.m	ohm.m	ohm.m
82.0404	1950.0000	1950.0000	1.2524
82.1928	0.3418	1950.0000	0.8416
82.3452	0.3726	2.5615	0.9003
82.4976	0.4328	1.0645	0.7481
82.6500	0.4890	0.7033	0.8300
82.8024	0.5925	0.6138	0.7987
82.9548	1.0632	0.6506	0.8027
83.1072	1.2191	0.7951	0.8292
83.2596	1.8610	1.0698	0.8455
83.4120	1.9568	1.4289	0.8306
83.5644	1.3313	1.6002	0.8082
83.7168	1.3102	1.4528	0.7537
83.8692	1.2925	1.2557	0.6957
84.0216	1.2432	1.1561	0.8279
84.1740	1.2077	1.1597	0.9002
84.3264	1.2285	1.2420	0.6570
84.4788	1.2651	1.3421	0.7000
84.6312	1.2976	1.3843	0.8244
84.7836	1.3111	1.3509	0.7666
84.9360	1.3083	1.2757	0.7125
85.0884	1.3065	1.1949	0.7313
85.2408	1.2965	1.1378	0.6341
85.3932	1.2703	1.1183	0.7768
85.5456	1.2342	1.1301	0.6499
85.6980	1.2059	1.1575	0.7739
85.8504	1.1984	1.1814	0.6704
86.0028	1.2045	1.1851	0.7837
86.1552	1.2176	1.1692	0.6059
86.3076	1.2303	1.1498	0.7673
86.4600	1.2455	1.1398	0.6514
86.6124	1.2622	1.1428	0.7275
86.7648	1.2689	1.1562	0.6860
86.9172	1.2772	1.1723	0.8229
87.0696	1.2747	1.1825	0.6321
87.2220	1.2727	1.1836	0.8028
87.3744	1.2701	1.1785	0.7780
87.5268	1.2681	1.1722	0.7183
87.6792	1.2708	1.1687	0.7260
87.8316	1.2737	1.1693	0.7261
87.9840	1.2753	1.1717	0.6616
88.1364	1.2808	1.1731	0.6763
88.2888	1.2865	1.1730	0.7154
88.4412	1.2865	1.1721	0.6071
88.5936	1.2916	1.1710	0.7094
88.7460	1.2921	1.1707	0.7011
88.8984	1.2958	1.1730	0.7074
89.0508	1.3083	1.1799	0.7082
89.2032	1.3533	1.1915	0.6888
89.3556	1.3772	1.2029	0.7214
89.5080	1.3461	1.2059	0.6901
89.6604	1.3263	1.2004	0.6751
89.8128	1.3427	1.1986	0.7012
89.9652	1.3907	1.2127	0.7192
90.1176	1.4442	1.2403	0.9300
90.2700	1.4340	1.2674	0.6916
90.4224	1.4151	1.2834	0.8810
90.5748	1.4069	1.2902	0.8502
90.7272	1.4302	1.2957	0.9118
90.8796	1.4407	1.2987	0.7291
91.0320	1.4299	1.2871	0.6932
91.1844	1.3937	1.2587	0.6741
91.3368	1.3868	1.2317	0.7597
91.4892	1.4290	1.2255	0.6799
91.6416	1.4348	1.2410	0.6896
91.7940	1.4069	1.2633	0.6597
91.9464	1.3960	1.2788	0.6595
92.0988	1.4166	1.2885	0.7505
92.2512	1.4682	1.3033	0.9870
92.4036	1.5218	1.3290	0.8307
92.5560	1.5182	1.3587	0.7031
92.7084	1.5241	1.3788	0.8866
92.8608	1.5263	1.3828	0.7769
93.0132	1.5272	1.3762	0.8985
93.1656	1.5353	1.3666	0.7985
93.3180	1.5376	1.3587	0.7502
93.4704	1.5376	1.3572	0.7221
93.6228	1.5505	1.3665	0.6933
93.7752	1.5490	1.3871	0.6692
93.9276	1.5692	1.4119	0.9469
94.0800	1.5791	1.4297	0.7625
94.2324	1.5789	1.4325	0.8825
94.3848	1.5816	1.4208	0.6576
94.5372	1.5860	1.4013	0.7443
94.6896	1.5856	1.3816	0.8360
94.8420	1.5795	1.3673	0.7782
94.9944	1.5729	1.3631	0.8041
95.1468	1.5693	1.3699	0.7701
95.2992	1.5665	1.3844	0.8917
95.4516	1.5693	1.3996	0.7526
95.6040	1.5762	1.4082	0.7391
95.7564	1.5653	1.4044	0.8263
95.9088	1.5551	1.3871	0.7555
96.0612	1.5322	1.3600	0.7669
96.2136	1.5135	1.3307	0.7706
96.3660	1.5039	1.3091	0.6718
96.5184	1.5085	1.3027	0.7805
96.6708	1.5135	1.3106	0.7506
96.8232	1.5156	1.3248	0.8372
96.9756	1.5198	1.3394	0.7839
97.1280	1.5476	1.3549	0.8433
97.2804	1.5834	1.3750	0.8772
97.4328	1.5824	1.3986	0.7653
97.5852	1.5765	1.4174	0.7628
97.7376	1.5843	1.4229	0.7519
97.8900	1.5806	1.4148	0.8235
98.0424	1.5624	1.3947	0.9201
98.1948	1.5138	1.3572	0.7025
98.3472	1.4738	1.2998	0.6641
98.4996	1.4424	1.2333	0.6464
98.6520	1.4030	1.1776	0.7179
98.8044	1.3732	1.1478	0.6921
98.9568	1.3602	1.1457	0.6870
99.1092	1.3437	1.1597	0.6887
99.2616	1.3285	1.1723	0.6795
99.4140	1.3208	1.1721	0.7157
99.5664	1.3183	1.1589	0.6237
99.7188	1.3162	1.1397	0.7864
99.8712	1.3148	1.1226	0.6987
100.0236	1.3124	1.1120	0.6874
100.1760	1.3098	1.1075	0.6900
100.3284	1.3032	1.1064	0.6547
100.4808	1.2989	1.1047	0.6019
100.6332	1.2947	1.0983	0.6940
100.7856	1.2947	1.0864	0.6329
100.9380	1.2963	1.0724	0.6751
101.0904	1.2940	1.0619	0.6713
101.2428	1.2911	1.0587	0.6514
101.3952	1.2995	1.0629	0.6076
101.5476	1.2968	1.0699	0.6146
101.7000	1.2840	1.0738	0.6026
101.8524	1.2842	1.0734	0.6243
102.0048	1.2897	1.0701	0.6189
102.1572	1.2904	1.0608	0.6309
102.3096	1.2784	1.0366	0.6212
102.4620	1.2361	0.9952	0.5582
102.6144	1.2056	0.9477	0.4957
102.7668	1.1926	0.9097	0.5096
102.9192	1.1889	0.8902	0.5285
103.0716	1.1848	0.8875	0.5567
103.2240	1.1875	0.8966	0.5296
103.3764	1.2031	0.9175	0.5387
103.5288	1.2342	0.9569	0.6095
103.6812	1.2482	1.0172	0.6228
103.8336	1.2291	1.0867	0.6723
103.9860	1.2080	1.1402	0.6655
104.1384	1.2163	1.1578	0.6135
104.2908	1.2536	1.1451	0.6988
104.4432	1.2939	1.1246	0.6750
104.5956	1.3020	1.1122	0.5835
104.7480	1.2968	1.1103	0.6411
104.9004	1.2932	1.1148	0.7938
105.0528	1.3000	1.1205	0.7205
105.2052	1.3069	1.1251	0.6935
105.3576	1.2928	1.1293	0.6849
105.5100	1.2895	1.1334	0.5934
105.6624	1.2888	1.1365	0.7098
105.8148	1.2887	1.1378	0.6785
105.9672	1.3323	1.1375	0.6786
106.1196	1.2741	1.1348	0.6719
106.2720	1.2727	1.1288	0.7363
106.4244	1.2694	1.1189	0.6805
106.5768	1.2669	1.1075	0.6594
106.7292	1.2560	1.1003	0.6827
106.8816	1.2527	1.1019	0.6983
107.0340	1.2512	1.1096	0.6813
107.1864	1.2577	1.1156	0.6606
107.3388	1.2602	1.1135	0.7194
107.4912	1.2604	1.1040	0.6735
107.6436	1.2648	1.0953	0.6843
107.7960	1.2733	1.0955	0.6791
107.9484	1.2797	1.1048	0.6721
108.1008	1.2870	1.1173	0.6834
108.2532	1.2936	1.1271	0.6764
108.4056	1.2942	1.1302	0.6834
108.5580	1.2955	1.1261	0.6708
108.7104	1.2984	1.1173	0.7027
108.8628	1.2975	1.1070	0.6670
109.0152	1.2981	1.0982	0.6193
109.1676	1.2984	1.0943	0.7035
109.3200	1.3008	1.0970	0.7291
109.4724	1.2998	1.1034	0.6558
109.6248	1.2984	1.1095	0.6595
109.7772	1.2944	1.1128	0.6898
109.9296	1.2876	1.1115	0.6495
110.0820	1.2821	1.1052	0.6934
110.2344	1.2797	1.0954	0.7051
110.3868	1.2820	1.0845	0.6642
110.5392	1.2843	1.0763	0.6556
110.6916	1.2893	1.0771	0.6842
110.8440	1.3007	1.0925	0.6511
110.9964	1.3100	1.1225	0.6599
111.1488	1.3286	1.1610	0.7146
111.3012	1.3554	1.1986	0.6836
111.4536	1.3764	1.2259	0.7574
111.6060	1.3831	1.2390	0.8427
111.7584	1.3854	1.2395	0.6465
111.9108	1.3938	1.2299	0.7891
112.0632	1.3982	1.2130	0.8641
112.2156	1.4035	1.1957	0.7112
112.3680	1.4140	1.1864	0.6983
112.5204	1.4135	1.1888	0.7224
112.6728	1.4136	1.2007	0.6778
112.8252	1.4145	1.2176	0.7359
112.9776	1.4134	1.2340	0.7968
113.1300	1.4107	1.2437	0.9008
113.2824	1.4069	1.2416	0.7854
113.4348	1.4020	1.2260	0.6781
113.5872	1.3972	1.2017	0.6649
113.7396	1.3744	1.1793	0.7170
113.8920	1.3423	1.1678	0.6634
114.0444	1.3222	1.1682	0.7157
114.1968	1.3147	1.1743	0.7038
114.3492	1.3101	1.1776	0.7184
114.5016	1.3058	1.1716	0.7220
114.6540	1.2996	1.1554	0.6904
114.8064	1.2938	1.1351	0.7077
114.9588	1.2893	1.1188	0.7264
115.1112	1.2855	1.1112	0.7133
115.2636	1.2850	1.1126	0.7060
115.4160	1.2866	1.1198	0.6964
115.5684	1.2916	1.1286	0.7757
115.7208	1.3031	1.1373	0.7913
115.8732	1.3166	1.1468	0.7768
116.0256	1.3240	1.1582	0.6798
116.1780	1.3281	1.1706	0.5992
116.3304	1.3318	1.1808	0.6473
116.4828	1.3341	1.1850	0.7161
116.6352	1.3393	1.1824	0.7272
116.7876	1.3518	1.1772	0.6521
116.9400	1.3667	1.1748	0.7468
117.0924	1.3759	1.1794	0.7370
117.2448	1.3785	1.1915	0.7960
117.3972	1.3778	1.2082	0.8062
117.5496	1.3751	1.2220	0.7758
117.7020	1.3709	1.2241	0.6918
117.8544	1.3627	1.2084	0.7372
118.0068	1.3441	1.1765	0.7839
118.1592	1.3076	1.1384	0.7564
118.3116	1.2628	1.1058	0.6801
118.4640	1.2372	1.0864	0.6732
118.6164	1.2298	1.0805	0.7042
118.7688	1.2274	1.0820	0.6906
118.9212	1.2306	1.0842	0.7327
119.0736	1.2367	1.0859	0.7197
119.2260	1.2348	1.0918	0.7620
119.3784	1.2307	1.1057	0.8063
119.5308	1.2456	1.1253	0.7748
119.6832	1.2622	1.1436	0.6926
119.8356	1.2684	1.1548	0.7105
119.9880	1.2739	1.1594	0.7342
120.1404	1.2706	1.1609	0.6651
120.2928	1.2662	1.1572	0.6554
120.4452	1.2669	1.1433	0.7510
120.5976	1.2710	1.1203	0.6912
120.7500	1.2688	1.0972	0.6821
120.9024	1.2550	1.0831	0.6702
121.0548	1.2508	1.0818	0.7108
121.2072	1.2610	1.0894	0.7472
121.3596	1.2727	1.0979	0.7785
121.5120	1.2753	1.1029	0.7222
121.6644	1.2747	1.1064	0.7044
121.8168	1.2742	1.1122	0.7163
121.9692	1.2707	1.1193	0.7211
122.1216	1.2610	1.1212	0.7176
122.2740	1.2476	1.1117	0.7080
122.4264	1.2351	1.0915	0.6905
122.5788	1.2129	1.0686	0.6759
122.7312	1.1866	1.0516	0.6542
122.8836	1.1819	1.0431	0.6295
123.0360	1.1883	1.0402	0.6500
123.1884	1.1947	1.0385	0.6610
123.3408	1.1908	1.0353	0.6645
123.4932	1.1786	1.0312	0.6567
123.6456	1.1715	1.0290	0.6649
123.7980	1.1769	1.0304	0.6720
123.9504	1.1836	1.0341	0.6368
124.1028	1.1886	1.0365	0.6178
124.2552	1.1932	1.0354	0.6669
124.4076	1.1957	1.0326	0.6972
124.5600	1.1975	1.0331	0.6639
124.7124	1.2008	1.0417	0.6353
124.8648	1.2069	1.0583	0.6849
125.0172	1.2159	1.0779	0.6852
125.1696	1.2246	1.0933	0.6675
125.3220	1.2294	1.0997	0.7334
125.4744	1.2321	1.0975	0.6801
125.6268	1.2348	1.0911	0.6493
125.7792	1.2363	1.0850	0.7069
125.9316	1.2374	1.0810	0.6976
126.0840	1.2378	1.0789	0.6256
126.2364	1.2356	1.0784	0.6680
126.3888	1.2317	1.0788	0.6934
