HOLE:	U1352B
EXPEDITION:	317
TOP:	398.5752
BOTTOM:	470.9652
DEPTH_WMSF	APLC	STOF	SIGF	AFEC	ANEC
m	%	in	cu	cps	cps
464.4120	69.0295	0.7410	34.3604	464.0000	2516.5000
464.5644	69.3567	0.3375	35.7209	461.5000	2503.0000
464.7168	72.9102	0.1027	35.5829	487.0000	2485.0000
464.8692	68.9645	0.5023	33.8764	464.0000	2408.5000
465.0216	54.8437	0.9637	31.7153	483.0000	2562.0000
465.1740	40.9722	1.1040	29.7442	450.0000	2509.0000
465.3264	44.5722	1.0714	28.2350	496.5000	2544.0000
465.4788	55.7737	0.9745	27.5161	525.0000	2494.0000
465.6312	61.8364	0.9043	26.7967	482.5000	2527.5000
465.7836	57.1563	0.9349	26.7921	517.5000	2518.0000
465.9360	50.1918	1.0023	26.6937	522.5000	2603.0000
466.0884	49.6242	1.0029	25.7541	543.1111	2569.5000
466.2408	53.4992	0.6242	26.7346	525.1429	2549.5000
466.3932	56.5468	0.5165	27.2386	536.5000	2594.0000
466.5456	52.1213	0.8936	25.6576	520.5000	2541.5000
466.6980	48.3282	0.9354	24.6831	546.0000	2624.0000
466.8504	38.8152	1.1479	23.7506	523.5555	2566.5000
467.0028	44.7403	0.6955	25.1828	537.5000	2531.5000
467.1552	37.3292	1.2249	22.3532	523.5000	2592.0000
467.3076	36.8634	1.2330	21.3432	516.5000	2630.0000
467.4600	37.6836	1.1853	22.0757	506.0000	2573.7778
467.6124	37.1575	1.2080	22.4739	532.5000	2560.0000
467.7648	37.5534	1.0891	22.7525	536.5000	2659.5000
467.9172	36.4647	1.2409	22.8845	521.0000	2572.0000
468.0696	36.7265	1.2295	23.9755	542.0000	2666.5000
468.2220	38.3309	1.1909	24.5151	522.2857	2604.5000
468.3744	45.5961	1.0547	25.6809	535.5000	2593.0000
468.5268	47.4766	1.0419	26.2922	495.0000	2576.0000
468.6792	60.2334	0.9333	27.8610	483.5000	2603.0000
468.8316	68.9846	0.7653	29.3933	453.0000	2529.0000
468.9840	80.0948	0.2417	30.4249	430.2857	2436.5000
469.1364	83.0772	0.0464	31.3221	425.5000	2464.0000
469.2888	89.4390	-0.3300	33.8771	413.5000	2446.8572
469.4412	95.0248	-0.4215	32.7190	411.0000	2385.5000
469.5936	95.8055	-0.3988	32.2779	421.5000	2378.0000
469.7460	95.4705	-0.4098	33.5036	437.0000	2352.5000
469.8984	96.1935	-0.3745	34.1958	501.0000	2426.6667
470.0508	75.7281	-0.1323	32.2831	513.0000	2467.2000
470.2032	65.1407	0.1898	31.6490	507.1111	2724.8000
470.3556	56.9795	0.5200	30.9364	472.3636	2659.6667
470.5080	68.9817	0.1983	31.4167	474.1818	2743.6924
470.6604	74.7863	0.0008	32.5130	432.9231	2625.4868
470.8128	85.8212	-0.4543	32.5168	426.7692	2600.0000
470.9652	82.6912	-0.3019	32.7633	426.5275	2600.0000
