HOLE:	U1352B
EXPEDITION:	317
TOP:	81.1260
BOTTOM:	465.4788
DEPTH_WMSF	RHOM	DRH	PEFL	NRHB
m	g/cm3	g/cm3	barns/e-	g/cm3
129.2844	1.7915	0.0463	2.0991	1.7915
129.4368	1.8016	0.0512	2.0704	1.8016
129.5892	1.7943	0.0535	2.0992	1.7943
129.7416	1.7920	0.0286	2.1807	1.7920
129.8940	1.7832	0.0073	2.4182	1.7832
130.0464	1.8152	0.0043	2.4455	1.8152
130.1988	1.8111	0.0036	2.3647	1.8111
130.3512	1.8326	0.0128	2.3173	1.8326
130.5036	1.8522	0.0059	2.2349	1.8522
130.6560	1.8756	0.0043	2.2406	1.8756
130.8084	1.9028	0.0094	2.1416	1.9028
130.9608	1.9042	0.0018	2.2592	1.9042
131.1132	1.9226	0.0016	2.4174	1.9226
131.2656	1.9312	-0.0006	2.4710	1.9312
131.4180	1.9289	0.0000	2.3816	1.9289
131.5704	1.9202	-0.0023	2.1751	1.9202
131.7228	1.9218	0.0008	2.1728	1.9218
131.8752	1.9284	0.0038	2.2224	1.9284
132.0276	1.9195	-0.0040	2.3533	1.9447
132.1800	1.9226	-0.0077	2.3162	1.9150
132.3324	1.9348	-0.0094	2.3525	1.9236
132.4848	1.9529	-0.0048	2.3592	1.9216
132.6372	1.9576	-0.0023	2.4617	1.9791
132.7896	1.9579	-0.0006	2.4331	1.9579
132.9420	1.9514	-0.0019	2.3870	1.9473
133.0944	1.9560	0.0045	2.3660	1.9560
133.2468	1.9544	0.0079	2.3421	1.9544
133.3992	1.9547	0.0095	2.2954	1.9547
133.5516	1.9542	0.0108	2.3137	1.9542
133.7040	1.9441	0.0089	2.2615	1.9441
133.8564	1.9413	0.0084	2.3078	1.9413
134.0088	1.9411	0.0088	2.1894	1.9411
134.1612	1.9383	0.0078	2.1596	1.9383
134.3136	1.9318	0.0075	2.0757	1.9318
134.4660	1.9240	0.0077	2.0892	1.9240
134.6184	1.9138	0.0060	2.0616	1.9138
134.7708	1.9148	0.0101	2.1335	1.9148
134.9232	1.9161	0.0106	2.2032	1.9161
135.0756	1.9431	0.0087	2.4184	1.9431
135.2280	1.9695	0.0096	2.4624	1.9695
135.3804	1.9919	0.0063	2.4162	1.9919
135.5328	1.9941	0.0119	2.3755	1.9941
135.6852	1.9903	-0.0014	2.4069	1.9934
135.8376	2.0061	-0.0027	2.4948	1.9967
135.9900	2.0211	-0.0053	2.6142	2.0507
136.1424	2.0237	-0.0050	2.7264	2.0923
136.2948	2.0166	-0.0075	2.8350	2.0076
136.4472	2.0234	-0.0079	2.7620	1.9527
136.5996	2.0257	-0.0074	2.6969	1.9997
136.7520	2.0269	-0.0075	2.6777	2.0930
136.9044	2.0144	-0.0137	2.6830	2.0359
137.0568	2.0151	-0.0168	2.6847	1.9582
137.2092	2.0102	-0.0177	2.4772	2.0213
137.3616	1.9865	-0.0138	2.4284	2.0674
137.5140	1.9666	-0.0147	2.3656	2.0529
137.6664	1.9560	-0.0087	2.3288	1.8127
137.8188	1.9297	-0.0036	2.3730	1.9447
137.9712	1.8628	0.0079	2.4865	1.8628
138.1236	1.8092	0.0156	2.4025	1.8092
138.2760	1.7007	0.0139	2.2433	1.7007
138.4284	1.7014	0.0122	2.1312	1.7014
138.5808	1.7143	-0.0009	2.0558	1.7143
138.7332	1.8387	0.0053	2.1197	1.8387
138.8856	1.8965	0.0017	2.1416	1.8965
139.0380	1.9210	0.0091	2.3693	1.9210
139.1904	1.9418	0.0068	2.4434	1.9418
139.3428	1.9259	-0.0007	2.4425	1.9259
139.4952	1.9278	0.0045	2.4981	1.9278
139.6476	1.9481	0.0119	2.6064	1.9481
139.8000	1.9791	0.0039	2.7313	1.9791
139.9524	2.0313	0.0035	2.7399	2.0313
140.1048	2.0458	-0.0041	2.7968	2.1954
140.2572	2.0392	-0.0168	2.8088	2.0876
140.4096	2.0299	-0.0284	2.8402	2.0299
