HOLE:	U1352B
EXPEDITION:	317
TOP:	69.0860
BOTTOM:	439.8752
DEPTH_WMSF	FX	FY	FZ	FNOR	FINC	RB	P1AZ	HAZI	AX	AY	AZ	DEVI
m	oer	oer	oer	oer	deg	deg	deg	deg	m/s2	m/s2	m/s2	deg
69.0860	0.153056	0.140226	-0.487519	0.530089	-67.3938	1.8640	341.1155	339.2515	-0.1167	0.0053	9.8984	0.6912
69.2384	0.155951	0.137038	-0.487751	0.530132	-67.4033	2.4590	341.7029	339.2436	-0.1139	0.0084	9.8745	0.6907
69.3908	0.156211	0.137527	-0.487475	0.530173	-67.4040	2.4317	341.5294	339.0972	-0.1192	0.0002	9.8312	0.6869
69.5432	0.155498	0.137406	-0.487950	0.530213	-67.4159	2.3055	341.3522	339.0469	-0.1141	0.0016	9.7798	0.6862
69.6956	0.154900	0.138421	-0.488008	0.530258	-67.4083	1.8945	340.8413	338.9469	-0.1097	0.0017	9.8095	0.6971
69.8480	0.153109	0.140036	-0.488062	0.530295	-67.4178	1.1942	340.5370	339.3425	-0.1223	0.0010	9.6795	0.7085
70.0004	0.152972	0.141439	-0.487580	0.530333	-67.4174	0.5668	340.1158	339.5494	-0.1207	-0.0066	9.9658	0.7178
70.1528	0.152629	0.141527	-0.487833	0.530366	-67.4182	0.6208	340.3295	339.7086	-0.1263	0.0058	9.7416	0.7283
70.3052	0.154098	0.139969	-0.487958	0.530400	-67.4212	0.9725	341.0172	340.0446	-0.1283	0.0088	9.9295	0.7373
70.4576	0.156454	0.138871	-0.487478	0.530434	-67.4249	0.9648	341.3498	340.3853	-0.1311	0.0041	9.8102	0.7449
70.6100	0.155575	0.137318	-0.488041	0.530461	-67.4307	0.5662	341.1509	340.5849	-0.1251	0.0027	9.7560	0.7513
70.7624	0.154982	0.139324	-0.488025	0.530492	-67.4326	1.0523	341.7657	340.7134	-0.1280	0.0034	9.8267	0.7573
70.9148	0.159136	0.134573	-0.488001	0.530516	-67.4390	2.3575	343.2476	340.8900	-0.1335	0.0055	9.8013	0.7636
71.0672	0.161538	0.132158	-0.487982	0.530545	-67.4404	2.7535	343.9105	341.1568	-0.1369	0.0069	10.0038	0.7681
71.2196	0.163061	0.130503	-0.487705	0.530567	-67.4456	2.5265	343.8317	341.3055	-0.1378	0.0045	9.9048	0.7696
71.3720	0.161620	0.131829	-0.488027	0.530591	-67.4520	2.4753	343.8050	341.3298	-0.1362	0.0081	9.6906	0.7699
