HOLE:	U1352B
EXPEDITION:	317
TOP:	69.0864
BOTTOM:	439.8756
DEPTH_WMSF	TENS	CS	ETIM	DF
m	lbf	m/h	s	lbf
69.0864	1689.3180	504.9427	399.3455	1149.6548
69.2388	1670.9097	499.7062	401.3242	1158.6631
69.3912	1602.5226	445.8171	403.3042	1190.5521
69.5436	1583.4326	363.4051	405.3009	1118.6094
69.6960	1450.1849	294.2152	407.2919	1066.4977
69.8484	1580.6932	297.9385	409.2269	1003.1202
70.0008	1656.3184	296.4319	411.0858	1231.8611
70.1532	1627.1226	294.3224	413.0588	1054.2825
70.3056	1466.1399	288.2445	414.9872	1253.5950
70.4580	1511.4983	294.7660	416.9160	1287.6587
70.6104	1555.9999	291.4858	418.8495	1149.9944
70.7628	1614.3143	292.9339	420.8110	1063.1193
70.9152	1697.0903	296.8198	422.7646	1143.9995
71.0676	1571.3159	292.5906	424.6820	1235.5936
71.2200	1447.3868	288.1122	426.6303	1253.6691
71.3724	1549.3163	292.1614	428.6034	1118.4249
71.5248	1746.2256	296.0023	430.6057	1096.4602
71.6772	1487.6825	292.5804	432.5766	1199.1573
71.8296	1359.5104	300.6096	434.5691	1116.1835
71.9820	1651.5779	311.9551	436.5403	1184.6837
72.1344	1576.6327	291.6105	438.4991	1164.2273
72.2868	1450.3816	291.2156	440.4850	1092.2288
72.4392	1373.4291	293.3005	442.4468	1118.9811
72.5916	1488.0365	297.6302	444.4093	1210.8207
72.7440	1585.8643	293.9242	446.3711	1130.1853
72.8964	1554.7644	293.6298	448.2495	978.9787
73.0488	1416.2661	291.7766	450.0376	1048.3374
73.2012	1392.2449	296.1836	451.9827	1237.5348
73.3536	1568.0906	302.6936	453.9348	1282.5765
73.5060	1553.6245	293.7129	455.9106	1176.1243
73.6584	1503.6095	291.8806	457.8931	1119.2815
73.8108	1450.9889	291.5724	459.8544	1189.1105
73.9632	1474.4562	291.2641	461.8100	1243.4633
74.1156	1511.9896	291.0840	463.7556	1378.3112
74.2680	1504.4293	290.5575	465.7157	1320.0364
74.4204	1501.2734	289.0543	467.6352	1043.6958
74.5728	1563.0028	288.3131	469.4557	1143.7933
74.7252	1551.8843	288.3616	471.3033	1475.8959
74.8776	1435.1599	286.7268	473.2234	1390.6532
75.0300	1445.8365	288.5697	475.1685	1111.5612
75.1824	1528.0011	290.7790	477.0041	928.9176
75.3348	1554.4319	290.3393	478.8140	1215.2866
75.4872	1517.0620	289.9686	480.7614	1353.5164
75.6396	1437.6888	286.0197	482.7505	1150.6882
75.7920	1500.8286	285.2930	484.7185	1214.4014
75.9444	1531.1222	280.8763	486.6823	1211.0002
76.0968	1521.4349	280.6521	488.6436	1218.9879
76.2492	1512.7581	300.5036	490.5795	1313.3256
76.4016	1496.5455	287.2039	492.5371	1211.0231
76.5540	1471.8951	278.5603	494.5352	1107.3121
76.7064	1517.2101	286.6230	496.5374	1174.4901
76.8588	1588.8766	288.9886	498.5222	1168.1257
77.0112	1515.7186	288.5901	500.4262	974.2166
77.1636	1424.1322	287.4437	502.4599	660.7050
77.3160	1447.8203	287.3225	504.9437	359.1108
77.4684	1477.7053	288.8571	507.8078	114.1910
77.6208	1528.0480	290.5992	560.2430	615.2723
77.7732	1541.6814	289.1824	584.9829	753.9001
77.9256	1424.5558	284.0454	586.0035	845.9690
78.0780	1369.1243	316.5069	586.9547	853.1705
78.2304	1572.5507	305.2704	587.9813	670.5982
78.3828	1546.5824	290.7823	588.9793	819.4285
78.5352	1546.0043	289.4077	589.9649	1000.3008
78.6876	1572.4672	290.9525	590.9370	1006.9634
78.8400	1334.3499	285.9713	591.8740	861.3527
78.9924	1422.1851	304.4555	592.8035	930.4828
79.1448	1309.2778	289.3706	593.7466	886.1804
79.2972	1065.6725	316.0444	594.6803	929.3081
79.4496	736.3305	236.6531	595.6108	927.9178
79.6020	658.2371	204.4260	596.5695	1480.2489
79.7544	1970.2772	299.9511	597.5898	1285.8857
79.9068	1708.4352	290.7174	598.5933	1476.6196
80.0592	1508.5879	285.3759	599.6053	1327.8683
80.2116	1363.2445	286.0930	600.6052	1451.2466
80.3640	1661.4576	295.9339	601.6180	1361.6367
80.5164	1537.6975	287.3283	602.6334	1476.9313
80.6688	1411.7240	287.0385	603.6642	1426.3933
80.8212	1463.5979	287.6828	604.6656	1439.1753
80.9736	1441.9747	287.1631	605.6941	1314.6190
81.1260	1574.8906	289.4217	606.7096	1318.1389
81.2784	1647.9119	293.3425	607.5807	1357.9310
81.4308	1567.9219	291.1669	608.4515	1376.6152
81.5832	1397.8700	281.5511	609.4041	1411.9525
81.7356	1608.5499	288.2616	610.4004	1365.6578
81.8880	1258.0000	285.9024	611.4140	1418.8005
82.0404	1330.0000	332.5368	612.4340	1390.3606
82.1928	1632.0000	289.5600	613.4540	1280.1555
82.3452	1740.0000	293.2176	614.4580	1386.4501
82.4976	1462.0000	287.4264	615.4450	1366.1865
82.6500	1524.5371	286.8213	616.4411	1374.6558
82.8024	1716.3020	294.0676	617.4511	1341.5955
82.9548	1614.0759	290.5119	618.4611	1317.7271
83.1072	1380.7723	279.3299	619.4708	1303.4308
83.2596	1710.5525	290.3256	620.4644	1336.9406
83.4120	1650.9552	285.3689	621.4830	1378.3733
83.5644	1578.1823	285.2928	622.4853	1345.0596
83.7168	1616.2922	284.9934	623.5049	1379.0728
83.8692	1701.3535	286.7818	624.4907	1402.7094
84.0216	1535.5219	285.3242	625.5095	1381.5715
84.1740	1402.9230	280.2260	626.5289	1296.6439
84.3264	1483.9709	312.5505	627.5148	1347.8392
84.4788	1735.5885	294.3158	628.4832	1342.1907
84.6312	1697.2233	290.2668	629.5004	1361.0452
84.7836	1549.2272	286.3181	630.5189	1325.9735
84.9360	1441.1609	283.8408	631.5544	1303.9037
85.0884	1610.4745	287.6082	632.5739	1313.5970
85.2408	1695.3396	292.4498	633.5765	1319.4315
85.3932	1646.7988	288.4856	634.5949	1380.4039
85.5456	1505.1393	283.0489	635.6129	1357.8508
85.6980	1574.1594	284.6157	636.6145	1375.0900
85.8504	1626.0447	288.7868	637.6151	1347.0680
86.0028	1668.3246	289.2430	638.5368	1390.2946
86.1552	1587.5552	288.0864	639.4396	1401.6805
86.3076	1645.2615	288.0360	640.3423	1389.8417
86.4600	1593.5244	288.3273	641.2603	1378.0820
86.6124	1623.4432	288.6317	642.1798	1380.9547
86.7648	1646.9136	288.0648	643.0445	1443.7783
86.9172	1579.5092	287.1662	643.8851	1411.7150
87.0696	1619.6891	286.8321	644.7357	1354.8777
87.2220	1634.3281	287.1059	645.5879	1331.7391
87.3744	1660.5652	286.2558	646.4396	1361.2679
87.5268	1646.8749	284.7665	647.2841	1369.3722
87.6792	1614.8525	284.9709	648.1120	1342.8981
87.8316	1646.9252	286.9986	648.9459	1359.7271
87.9840	1605.7202	286.2613	649.7335	1375.5710
88.1364	1572.9373	285.3481	650.5255	1338.7565
88.2888	1652.6033	287.8658	651.2789	1379.6727
88.4412	1734.7861	289.7485	652.0695	1390.5291
88.5936	1612.8383	317.5090	652.8481	1338.2203
88.7460	1491.9777	285.0014	653.6411	1350.1447
88.8984	1683.4615	290.7883	654.4276	1308.5115
89.0508	1681.2506	289.6871	655.2124	1307.3809
89.2032	1441.2296	281.0646	655.9973	1337.5848
89.3556	1117.8148	313.2135	656.7664	1271.6178
89.5080	1791.3324	327.9103	657.5179	1399.9539
89.6604	1626.0050	290.2674	658.2536	1363.2886
89.8128	1645.8500	289.6541	658.9958	1284.2773
89.9652	1633.3324	289.0221	659.7391	1373.6925
90.1176	1658.6863	288.9504	660.4828	1312.1484
90.2700	1514.0121	287.8304	661.2264	1320.1504
90.4224	1233.1727	284.6559	661.9625	1365.0869
90.5748	1006.6146	319.5484	662.7126	1293.1759
90.7272	1932.4468	312.7510	663.4256	1293.6746
90.8796	1687.8398	287.3278	664.1656	1347.5917
91.0320	1549.3754	281.9325	664.9003	1304.4053
91.1844	1650.0044	283.5765	665.6498	1326.2317
91.3368	1528.3776	282.6613	666.4016	1374.0687
91.4892	1548.5526	283.1024	667.1379	1314.4760
91.6416	1486.8098	282.3313	667.8349	1369.3629
91.7940	1421.2450	279.4897	668.5735	1384.7827
91.9464	1496.2181	281.3973	669.3241	1335.3716
92.0988	1459.9513	281.6352	670.0678	1380.2120
92.2512	1437.9091	281.0869	670.8179	1338.7316
92.4036	1487.1849	281.5730	671.5565	1316.8805
92.5560	1532.4471	282.1817	672.3036	1336.6672
92.7084	1490.4586	282.5176	673.0469	1331.2140
92.8608	1309.8688	291.2647	673.7974	1362.6812
93.0132	1463.8558	299.3731	674.4819	1371.6165
93.1656	1630.1731	290.7267	675.1432	1365.2644
93.3180	1532.4199	284.9532	675.7956	1367.2537
93.4704	1445.2108	283.0256	676.4476	1364.7684
93.6228	1560.0658	285.2854	677.0983	1328.8097
93.7752	1506.1069	283.7099	677.7568	1340.5925
93.9276	1321.2462	279.9644	678.4095	1356.8523
94.0800	1551.9381	291.3267	679.0688	1333.6447
94.2324	1620.3307	289.4248	679.7368	1345.6150
94.3848	1524.8241	288.9504	680.3954	1363.0077
94.5372	1396.0704	282.5326	680.9984	1332.0598
94.6896	1534.1462	294.1820	681.5917	1305.6420
94.8420	1556.0000	285.5680	682.1984	1345.4437
94.9944	1586.5507	285.4039	682.7996	1331.7513
95.1468	1601.4561	282.6762	683.4078	1322.3541
95.2992	1577.7736	283.8356	684.0097	1348.2975
95.4516	1658.2380	285.6618	684.6182	1341.8253
95.6040	1548.7686	282.7317	685.2203	1353.7949
95.7564	1659.8141	283.0362	685.8178	1397.4110
95.9088	1631.6169	284.7393	686.4225	1391.8907
96.0612	1642.9757	285.2509	687.0318	1375.5934
96.2136	1639.9731	285.0304	687.6416	1398.0890
96.3660	1480.8456	281.3202	688.2510	1391.3972
96.5184	1600.0165	284.1209	688.8604	1364.6355
96.6708	1560.6127	284.9443	689.4695	1351.9720
96.8232	1626.1027	286.0305	690.0786	1363.0078
96.9756	1694.4863	284.9062	690.6877	1323.8485
97.1280	1611.1171	284.6832	691.2876	1278.2993
97.2804	1508.2350	281.5719	691.8839	1340.8735
97.4328	1684.0673	286.2023	692.4918	1415.8254
97.5852	1788.3616	287.8968	693.1020	1344.1008
97.7376	1591.1433	286.2306	693.7048	1362.0042
97.8900	1453.3208	278.1781	694.3065	1453.5508
98.0424	1501.6158	283.6979	694.9045	1432.4097
98.1948	1546.8279	284.7314	695.5081	1344.7607
98.3472	1535.3530	281.3535	696.1099	1406.6444
98.4996	1464.8921	278.9310	696.7173	1427.5514
98.6520	1365.7590	294.6652	697.3262	1340.6481
98.8044	1512.8330	287.8533	697.9287	1355.9165
98.9568	1555.8472	283.3592	698.5298	1397.8715
99.1092	1461.3798	281.8389	699.1386	1376.2135
99.2616	1437.0116	308.2433	699.7360	1354.7877
99.4140	1531.4481	291.6300	700.3353	1402.9513
99.5664	1523.6598	286.1115	700.9435	1373.4120
99.7188	1420.4197	282.3736	701.5529	1350.1270
99.8712	1428.0682	282.1385	702.1623	1372.2286
100.0236	1446.3607	282.7471	702.7717	1374.3402
100.1760	1554.2856	286.1136	703.3810	1325.4037
100.3284	1310.1442	285.5654	703.9899	1326.9624
100.4808	1170.0446	371.9734	704.5991	1365.1149
100.6332	1511.1399	314.2578	705.1946	1360.7262
100.7856	1712.6802	291.2061	705.7941	1363.5260
100.9380	1667.4475	287.3801	706.4018	1393.1652
101.0904	1545.2195	285.5767	707.0109	1403.3641
101.2428	1415.4144	281.5794	707.6135	1382.8586
101.3952	1558.0037	284.4273	708.2214	1361.2023
101.5476	1576.7688	284.7995	708.8250	1344.0654
101.7000	1702.0475	286.6528	709.4240	1338.0745
101.8524	1474.1782	281.9606	710.0272	1345.9902
102.0048	1449.8256	281.2114	710.6366	1356.6393
102.1572	1508.8046	280.5959	711.2388	1347.8693
102.3096	1516.1888	280.9048	711.8463	1340.6511
102.4620	1568.6261	280.2937	712.4553	1347.7756
102.6144	1501.3151	279.3807	713.0576	1383.3450
102.7668	1480.2026	277.4955	713.6581	1403.4050
102.9192	1335.9419	278.0336	714.2661	1377.2150
103.0716	1578.6469	289.9055	714.8692	1333.5908
103.2240	1447.2012	283.2447	715.4710	1339.4606
