HOLE:	U1352B
EXPEDITION:	317
TOP:	73.5064
BOTTOM:	439.8760
DEPTH_WMSF	FX	FY	FZ	FNOR	FINC	RB	P1AZ	HAZI	AX	AY	AZ	DEVI
m	oer	oer	oer	oer	deg	deg	deg	deg	m/s2	m/s2	m/s2	deg
73.5064	-0.098262	0.388123	-1.177887	0.915872	-78.0514	217.7686	275.4780	57.7062	0.0041	-0.0306	9.6891	0.1737
73.6588	0.060146	0.091751	0.360876	0.915872	-78.0514	217.7686	275.4780	57.7062	0.0103	-0.0314	9.9957	0.1737
73.8112	0.195178	0.116138	0.346053	0.915872	-78.0514	217.7686	275.4780	57.7062	0.0146	-0.0312	9.9129	0.1737
73.9636	-0.072103	-0.077868	-0.831198	0.915872	-78.0514	217.7686	275.4780	57.7062	0.0217	-0.0379	9.8292	0.1737
74.1160	-0.173829	-0.080509	-0.877980	0.915872	-78.0514	217.7686	275.4780	57.7062	0.0110	-0.0288	9.7044	0.1737
74.2684	-0.120168	0.295377	-0.129657	0.915872	-78.0514	217.7686	275.4780	57.7062	0.0401	-0.0339	9.8048	0.1737
74.4208	-0.034345	0.235078	-1.104686	0.915872	-78.0514	217.7686	275.4780	57.7062	0.0213	-0.0321	9.9856	0.1737
74.5732	-0.058310	0.146440	-1.200100	0.915872	-78.0514	217.7686	275.4780	57.7062	0.0236	-0.0316	9.8043	0.1737
74.7256	-0.019172	0.099668	-1.199919	0.915872	-78.0514	217.7710	275.4806	57.7065	0.0256	-0.0299	9.6670	0.1737
74.8780	0.041641	0.105623	-1.173717	0.916035	-78.3468	241.0825	301.4543	60.3669	0.0286	-0.0301	9.8031	0.1808
75.0304	0.052605	0.128951	-1.085690	0.958316	-78.9309	265.4535	324.9330	59.4784	0.0321	-0.0283	9.9159	0.1855
75.1828	0.011094	0.135199	-1.065929	1.047259	-79.9902	242.5951	302.0186	59.4184	0.0341	-0.0291	9.9287	0.1913
75.3352	0.057367	0.121203	-1.023522	1.094935	-79.8595	249.7963	311.0163	61.2236	0.0334	-0.0272	9.7439	0.2016
75.4876	0.037006	0.140163	-0.918143	1.110563	-79.3405	253.3620	317.7246	64.3639	0.0354	-0.0275	9.6942	0.2285
75.6400	-0.340620	0.144029	-1.179763	1.155714	-79.7596	172.3123	239.8986	67.5796	0.0403	-0.0261	9.9466	0.2346
75.7924	-0.131124	0.129989	-1.199123	1.171881	-80.0327	167.3295	239.2650	71.9367	0.0406	-0.0256	9.9280	0.2356
75.9448	-0.080165	0.161539	-1.199022	1.172555	-80.0385	185.9924	262.1546	76.1562	0.0414	-0.0232	9.7717	0.2373
76.0972	-0.045960	0.215601	-1.198946	1.169876	-79.9597	198.5247	277.0107	78.4921	0.0413	-0.0222	9.6761	0.2429
76.2496	-0.181684	0.078330	-1.199193	1.160191	-80.1378	158.2302	234.9564	76.7309	0.0449	-0.0201	9.8765	0.2430
76.4020	0.019004	0.245553	-1.198826	1.141240	-80.2156	214.7319	288.6605	73.9275	0.0460	-0.0195	9.9753	0.2462
76.5544	-0.000048	0.391513	-1.199016	1.120277	-80.1016	223.6380	298.6339	74.9986	0.0464	-0.0183	9.7770	0.2470
76.7068	-0.103110	0.330087	-1.199214	1.100171	-80.0361	206.8881	283.3158	76.4250	0.0465	-0.0158	9.7891	0.2463
76.8592	-0.025477	0.201313	-1.198888	1.076110	-79.9507	201.1437	276.4766	75.3309	0.0475	-0.0148	9.8463	0.2499
77.0116	0.100554	0.232520	-1.198513	1.032479	-79.9514	235.4779	313.0452	77.5736	0.0496	-0.0143	9.8702	0.2570
77.1640	-0.010336	0.144785	-1.198751	0.982745	-79.0695	224.4321	306.9680	82.5398	0.0480	-0.0102	9.7636	0.2631
77.3164	-0.039917	0.087613	-1.112252	0.943548	-77.8427	190.6009	276.9004	86.2970	0.0496	-0.0094	9.7524	0.2665
77.4688	-0.018441	0.000901	-0.970359	0.910695	-77.2173	157.2735	246.0006	88.7309	0.0491	-0.0071	9.9435	0.2702
77.6212	-0.042662	0.063479	-0.740076	0.879729	-76.4162	157.9917	251.1835	93.1895	0.0502	-0.0061	9.8826	0.2811
77.7736	-0.000716	0.119130	-0.711744	0.850668	-75.5785	186.3535	281.7780	95.4239	0.0516	-0.0028	9.8544	0.2836
77.9260	-0.016800	0.077751	-0.675894	0.815802	-75.4846	200.5403	295.5368	94.9948	0.0502	-0.0024	9.8242	0.2857
78.0784	-0.097817	0.087434	-0.446815	0.777784	-75.9753	164.1445	259.3303	95.1867	0.0511	0.0005	9.6805	0.2897
78.2308	-0.069094	0.146735	-0.269131	0.741325	-75.4400	157.8323	254.2312	96.3991	0.0540	0.0027	9.8772	0.2945
78.3832	-0.041596	0.399115	-0.360029	0.705293	-74.8120	192.2720	287.4966	95.2235	0.0553	0.0041	9.8618	0.2989
78.5356	-0.058988	0.329663	-0.540077	0.666809	-74.1715	193.5505	286.6305	93.0816	0.0571	0.0076	9.7677	0.3029
78.6880	-0.088436	0.241956	-0.621698	0.631229	-73.1663	182.8923	276.0919	93.2018	0.0567	0.0109	9.9026	0.3070
78.8404	-0.059545	0.312691	-0.663940	0.609487	-71.4993	185.1106	282.3355	97.2259	0.0573	0.0113	9.8831	0.3150
78.9928	-0.067344	0.255353	-0.644012	0.605314	-70.1307	183.4473	284.8844	101.4345	0.0570	0.0140	9.7342	0.3215
79.1452	-0.116860	0.071353	-0.639388	0.605272	-69.4637	155.4911	259.1780	103.6864	0.0538	0.0157	9.7807	0.3247
79.2976	-0.112081	0.147639	-0.560023	0.606714	-69.2464	143.4910	249.2771	105.7854	0.0566	0.0209	9.9585	0.3254
