HOLE:	U1352B
EXPEDITION:	317
TOP:	428.1408
BOTTOM:	483.9192
DEPTH_WMSF	TENS	CS	ETIM	DF
m	lbf	m/h	s	lbf
428.1408	2097.8254	279.0746	790.8021	1243.1891
428.2932	2242.8569	276.7173	788.8138	1292.6979
428.4456	2207.0334	277.2709	786.8136	1290.3479
428.5980	2047.4755	280.6843	784.8141	1200.6277
428.7504	2038.9757	280.4728	782.8240	1178.0219
428.9028	2086.9448	280.0910	780.8503	1217.2856
429.0552	2209.1736	278.8056	778.8683	1288.2791
429.2076	2196.8386	278.4167	776.8774	1289.3813
429.3600	2039.2767	279.6519	774.8868	1216.9796
429.5124	2085.8572	278.0749	772.8978	1232.9652
429.6648	2139.5894	276.9210	770.9165	1243.6279
429.8172	2108.1870	278.0631	768.9160	1229.1349
429.9696	2082.5613	278.8920	766.8997	1235.3055
430.1220	2100.5686	278.3676	764.9029	1236.6801
430.2744	2169.8977	277.6199	762.9114	1259.4348
430.4268	2194.9998	277.1851	760.9127	1265.4371
430.5792	2174.5969	277.0632	758.9131	1265.2305
430.7316	2162.3733	278.0183	756.9028	1247.2114
430.8840	2116.5496	278.5872	754.9078	1248.9603
431.0364	2107.3352	279.3838	752.9155	1234.1748
431.1888	2266.0305	277.5707	750.9171	1351.2817
431.3412	2143.7834	278.5264	748.9182	1260.7466
431.4936	1964.3269	278.6562	746.9189	1182.7957
431.6460	2118.9502	276.1281	744.9315	1283.3806
431.7984	2299.1038	274.1368	742.9378	1419.4625
431.9508	2289.5981	276.6163	740.9149	1377.8203
432.1032	2194.3376	277.4452	738.8940	1331.1605
432.2556	2247.7991	277.8313	736.8913	1340.3486
432.4080	2378.9470	269.7277	734.8790	1442.8090
432.5604	2262.0950	266.3504	732.8231	1364.8556
432.7128	2218.7996	266.3343	730.7429	1336.2535
432.8652	2360.3650	263.1717	728.6594	1410.0717
433.0176	2028.4233	276.0397	726.5615	1181.2821
433.1700	2078.8547	279.9163	724.5311	1198.4696
433.3224	2191.7449	280.6314	722.5721	1317.4147
433.4748	2246.0005	280.9850	720.5809	1343.6243
433.6272	2307.4446	293.9014	718.5974	1373.0145
433.7796	2066.6165	284.7628	716.6895	1195.8041
433.9320	2184.7849	288.1619	714.7147	1287.0272
434.0844	2150.3174	291.1695	712.7655	1253.5049
434.2368	2213.2078	274.8870	681.0122	1308.6498
434.3892	2252.0791	269.3824	676.8278	1328.0054
434.5416	2209.8389	275.8686	674.7769	1265.3794
434.6940	2155.4355	277.0389	672.7589	1236.7822
434.8464	2093.8047	276.4616	670.7432	1231.1622
434.9988	2116.0000	274.9296	668.7440	1237.1400
435.1512	2108.0747	272.8159	666.7736	1231.5050
435.3036	2082.4849	275.4881	664.7874	1229.0099
435.4560	2038.2587	277.0206	662.8312	1204.4290
435.6084	2156.3755	275.5960	660.8622	1250.2679
435.7608	2073.2888	272.9239	658.8765	1228.0072
435.9132	2038.7965	275.9606	656.9047	1214.4154
436.0656	2067.8396	277.0034	654.9342	1199.3912
436.2180	2285.5747	274.8072	652.9786	1307.5897
436.3704	2096.0090	277.1373	650.9928	1246.7384
436.5228	2004.4747	277.3680	649.0363	1193.2860
436.6752	2083.1523	276.8209	647.0805	1207.8976
436.8276	2285.7214	274.0514	645.1115	1325.3619
436.9800	2136.0381	273.9782	643.1265	1262.1067
437.1324	1976.4204	272.6907	641.1535	1190.4939
437.2848	2035.0970	273.8015	639.1692	1197.5255
437.4372	2120.2861	274.7928	637.1821	1247.6333
437.5896	2254.1189	275.1860	635.2090	1324.1562
437.7420	2065.7366	276.2485	633.2237	1208.4122
437.8944	1953.9137	275.7016	631.2625	1156.6633
438.0468	2096.7476	273.8043	629.2971	1243.9000
438.1992	2188.4629	273.6506	627.3120	1293.7999
438.3516	2217.8896	272.9839	625.3370	1311.2249
438.5040	2156.8445	275.4280	623.3533	1288.2537
