HOLE:	U1352B
EXPEDITION:	317
TOP:	125.0172
BOTTOM:	439.4184
DEPTH_WMSF	TENS	CS	ETIM	DF
m	lbf	m/h	s	lbf
125.0172	2173.0000	365.7600	3082.3081	1573.4431
125.1696	2235.0000	365.7600	3080.5530	1585.8855
125.3220	2205.0000	369.7224	3079.0486	1573.0875
125.4744	2165.0000	376.1232	3077.5430	1553.8905
125.6268	2257.0000	375.5136	3076.0969	1605.0825
125.7792	2294.0000	374.2944	3074.6335	1650.2311
125.9316	2109.0000	376.7328	3073.1594	1497.7216
126.0840	2110.0000	377.3424	3071.7219	1504.4761
126.2364	2130.0000	375.8184	3070.2676	1536.1156
126.3888	2100.0000	369.7224	3068.7954	1494.5221
126.5412	2110.0000	376.4280	3067.3225	1559.5786
126.6936	2141.0000	375.8184	3065.8335	1574.5095
126.8460	1983.0000	381.0000	3064.3621	1396.0486
126.9984	1965.0000	382.8288	3062.9236	1408.8466
127.1508	2042.0000	379.7808	3061.4685	1488.1230
127.3032	2095.0000	376.4280	3060.0134	1510.1641
127.4556	2215.0000	376.1232	3058.5581	1585.1746
127.6080	2060.0000	374.5992	3057.1184	1516.9186
127.7604	2255.0000	376.4280	3055.6641	1657.6965
127.9128	2192.0000	370.3320	3054.1924	1557.4456
128.0652	2119.0000	372.7704	3052.7200	1505.5426
128.2176	2231.0000	371.5512	3051.2644	1639.2106
128.3700	2088.0000	369.7224	3049.7766	1497.3661
128.5224	2009.0000	374.2944	3048.3040	1422.3556
128.6748	1942.0000	371.8560	3046.8320	1340.5906
128.8272	2037.0000	353.2632	3045.3611	1458.9720
128.9796	2101.0000	373.0752	3043.8391	1484.9236
129.1320	2087.0000	372.7704	3042.3669	1509.8086
129.2844	2139.0000	373.6848	3040.8945	1512.6526
129.4368	2002.0000	372.7704	3039.4221	1420.5780
129.5892	2009.0000	371.8560	3037.9504	1453.6395
129.7416	2102.0000	370.9416	3036.4790	1515.4966
129.8940	2099.0000	371.2464	3035.0081	1465.0155
130.0464	2079.0000	370.0272	3033.5186	1494.8776
130.1988	2047.0000	369.7224	3032.0295	1470.7036
130.3512	2074.0000	360.8832	3030.5745	1497.3661
130.5036	1960.0000	372.4656	3029.0530	1391.0715
130.6560	1919.0000	372.1608	3027.5811	1353.7440
130.8084	2093.0000	371.5512	3026.1260	1506.2535
130.9608	2053.0000	371.2464	3024.6216	1450.0846
131.1132	1982.0000	368.8080	3023.1499	1416.6676
131.2656	2112.0000	359.3592	3021.6765	1543.2256
131.4180	1757.0000	378.8664	3020.1531	1205.8561
131.5704	1669.0000	378.8664	3018.6975	1145.0656
131.7228	1801.0000	377.3424	3017.2771	1251.3600
131.8752	1946.0000	371.8560	3015.8210	1387.8721
132.0276	2083.0000	371.5512	3014.3479	1517.9851
132.1800	2018.0000	371.5512	3012.8750	1458.2611
132.3324	2148.0000	371.2464	3011.3865	1541.8036
132.4848	2117.0000	359.3592	3009.9141	1539.3151
132.6372	2123.0000	372.1608	3008.4084	1507.6755
132.7896	2107.0000	372.1608	3006.9370	1501.9875
132.9420	2119.0000	371.5512	3005.4661	1509.8086
133.0944	2133.0000	371.8560	3003.9939	1526.8726
133.2468	2122.0000	367.8936	3002.5210	1503.0541
133.3992	2071.0000	370.0272	3001.0149	1484.5680
133.5516	2221.0000	365.1504	2999.5601	1567.3995
133.7040	1966.0000	371.8560	2998.0371	1355.1660
133.8564	1947.0000	371.5512	2996.5476	1350.5446
134.0088	2130.0000	357.8352	2995.0759	1516.2075
134.1612	2014.0000	370.0272	2993.5381	1442.2635
134.3136	2172.0000	371.2464	2992.0664	1582.3306
134.4660	1949.0000	372.1608	2990.5945	1380.4065
134.6184	2019.0000	371.8560	2989.1045	1468.9260
134.7708	2109.0000	370.0272	2987.6331	1511.9415
134.9232	2070.0000	357.2256	2986.1626	1506.2535
135.0756	2125.0000	372.1608	2984.6416	1509.4530
135.2280	2156.0000	370.3320	2983.1531	1561.7115
135.3804	2057.0000	371.8560	2981.6794	1515.4966
135.5328	2116.0000	373.0752	2980.2065	1509.0975
135.6852	2061.0000	370.3320	2978.7356	1482.0796
135.8376	2074.0000	369.1128	2977.2629	1523.3175
135.9900	2147.0000	369.7224	2975.7729	1515.4966
136.1424	2097.0000	355.0920	2974.2830	1535.7600
136.2948	2079.0000	371.5512	2972.7615	1501.2766
136.4472	2127.0000	371.8560	2971.2896	1516.5631
136.5996	2129.0000	370.9416	2969.8010	1525.0951
136.7520	2156.0000	370.9416	2968.3301	1582.6860
136.9044	2224.0000	370.9416	2966.8589	1620.7246
137.0568	2148.0000	370.6368	2965.3706	1580.9086
137.2092	2109.0000	370.6368	2963.8816	1501.9875
137.3616	2063.0000	371.8560	2962.4099	1488.4785
137.5140	2053.0000	370.9416	2960.9385	1479.9465
137.6664	2130.0000	350.8248	2959.4575	1517.6295
137.8188	2066.0000	370.9416	2957.9094	1469.2815
137.9712	2047.0000	371.5512	2956.4375	1452.2175
138.1236	2022.0000	371.8560	2954.9656	1428.7545
138.2760	2008.0000	371.8560	2953.4761	1422.7111
138.4284	2129.0000	371.8560	2952.0039	1486.7010
138.5808	2066.0000	371.8560	2950.5486	1440.4861
138.7332	2031.0000	372.7704	2949.0591	1413.4680
138.8856	2075.0000	347.7768	2947.5869	1456.4835
139.0380	2080.0000	372.7704	2946.0496	1450.7955
139.1904	2056.0000	373.0752	2944.5786	1444.7521
139.3428	2045.0000	371.5512	2943.1060	1452.2175
139.4952	2037.0000	371.2464	2941.6499	1460.0386
139.6476	2066.0000	370.9416	2940.1626	1445.8186
139.8000	2113.0000	370.6368	2938.6741	1488.4785
139.9524	1950.0000	371.8560	2937.1846	1422.3556
140.1048	2104.0000	371.5512	2935.7280	1531.8496
140.2572	1995.0000	374.9040	2934.2395	1396.4041
140.4096	1912.0000	375.2088	2932.7690	1353.3885
140.5620	2009.0000	351.4344	2931.3311	1431.9541
140.7144	2127.0000	371.5512	2929.7920	1533.6271
140.8668	2045.0000	366.9792	2928.3035	1453.2841
141.0192	2132.0000	369.7224	2926.8306	1537.1820
141.1716	1757.0000	373.6848	2925.3416	1209.0555
141.3240	1781.0000	374.9040	2923.8706	1202.6565
141.4764	2021.0000	370.6368	2922.4165	1403.1586
141.6288	2178.0000	366.6744	2920.9451	1637.7886
141.7812	2200.0000	366.9792	2919.4385	1563.4890
141.9336	2022.0000	372.1608	2917.9656	1404.9360
142.0860	1847.0000	375.8184	2916.4780	1281.2220
142.2384	2187.0000	368.8080	2915.0239	1560.6450
142.3908	2018.0000	347.7768	2913.5354	1423.0665
142.5432	2253.0000	369.7224	2911.9956	1602.2385
142.6956	2251.0000	370.3320	2910.5066	1614.6810
142.8480	2147.0000	370.6368	2909.0349	1523.3175
143.0004	2232.0000	369.7224	2907.5471	1567.7550
143.1528	2237.0000	366.9792	2906.0591	1542.8700
143.3052	2238.0000	368.8080	2904.5696	1656.6300
143.4576	2243.0000	369.4176	2903.0979	1628.5455
143.6100	2159.0000	370.0272	2901.5930	1545.0031
143.7624	2188.0000	369.4176	2900.1040	1590.1516
143.9148	2117.0000	368.8080	2898.6311	1479.9465
144.0672	2147.0000	369.4176	2897.1416	1574.5095
144.2196	2372.0000	368.1984	2895.6689	1713.8656
144.3720	2174.0000	370.0272	2894.1794	1562.0670
144.5244	2133.0000	372.1608	2892.6904	1536.1156
144.6768	1989.0000	371.8560	2891.2195	1365.4756
144.8292	2053.0000	369.7224	2889.7310	1437.6421
144.9816	2094.0000	367.5888	2888.2585	1506.6090
145.1340	2247.0000	366.9792	2886.7871	1587.6631
145.2864	2240.0000	366.6744	2885.2820	1615.3921
145.4388	2178.0000	366.9792	2883.7771	1540.3816
145.5912	2298.0000	366.9792	2882.2886	1650.2311
145.7436	1971.0000	370.9416	2880.7991	1362.2760
145.8960	1828.0000	361.7976	2879.3274	1211.5441
146.0484	1965.0000	371.2464	2877.7886	1360.8540
146.2008	2186.0000	368.5032	2876.3340	1579.1311
146.3532	2297.0000	367.8936	2874.8455	1643.4766
146.5056	2127.0000	370.3320	2873.3550	1515.1411
146.6580	2258.0000	369.1128	2871.8650	1638.4995
146.8104	2123.0000	373.0752	2870.3760	1470.7036
146.9628	1903.0000	373.3800	2868.9036	1328.8590
147.1152	1891.0000	374.5992	2867.4314	1309.3065
147.2676	2018.0000	371.2464	2865.9609	1365.8311
147.4200	2182.0000	367.5888	2864.5066	1551.7576
147.5724	2132.0000	370.3320	2863.0166	1524.0286
147.7248	2113.0000	371.8560	2861.5271	1496.2996
147.8772	2050.0000	373.3800	2860.0544	1453.6395
148.0296	2038.0000	374.2944	2858.5664	1404.9360
148.1820	2019.0000	372.7704	2857.1125	1398.1815
148.3344	2132.0000	369.7224	2855.6570	1503.7650
148.4868	2064.0000	370.0272	2854.1675	1422.7111
148.6392	2142.0000	368.5032	2852.6775	1501.2766
148.7916	2147.0000	352.0440	2851.2061	1521.8955
148.9440	2087.0000	370.0272	2849.6504	1461.1051
149.0964	2090.0000	370.3320	2848.1609	1469.2815
149.2488	2093.7141	370.9389	2846.6753	1451.7667
149.4012	2061.2061	370.6368	2845.1829	1440.8221
149.5536	1997.3928	370.6368	2843.6907	1410.8625
149.7060	2156.0715	370.6423	2842.2300	1498.0078
149.8584	2158.1917	370.9479	2840.7361	1531.8750
150.0108	2074.6350	371.2392	2839.2437	1467.0339
150.1632	2139.9399	370.9416	2837.7681	1504.9203
150.3156	2063.8235	371.0133	2836.2922	1456.3374
150.4680	2060.4895	373.2420	2834.7993	1476.2109
150.6204	2131.5811	369.1021	2833.3240	1511.5466
150.7728	2043.3948	368.7614	2831.8472	1465.9781
150.9252	2174.3779	367.7775	2830.3535	1565.4934
151.0776	2069.0325	371.3797	2828.8611	1448.5972
151.2300	2117.1824	355.2129	2827.3833	1489.7776
151.3824	2199.4548	370.0728	2825.8418	1570.2859
151.5348	2151.0527	370.9738	2824.3347	1504.3860
151.6872	2147.3662	371.5342	2822.8735	1517.9260
151.8396	2069.6462	371.3001	2821.3816	1452.8212
151.9920	2094.6748	371.7285	2819.9043	1496.2609
152.1444	2308.3938	365.3469	2818.4260	1654.9731
152.2968	2157.1240	367.6431	2816.9314	1523.4167
152.4492	1996.5194	360.5910	2815.4277	1394.7655
152.6016	2051.9436	368.7410	2813.8958	1438.7172
152.7540	2171.1814	367.8005	2812.4026	1559.5747
152.9064	2233.7202	366.8917	2810.9102	1594.7776
153.0588	2110.2219	369.2674	2809.4167	1468.9811
153.2112	2291.0208	368.0549	2807.9226	1603.6763
153.3636	1911.9075	373.2627	2806.4304	1284.1058
153.5160	1802.3557	374.7656	2804.9568	1209.6299
153.6684	2074.2620	370.3320	2803.4944	1464.6375
153.8208	2155.0647	369.9780	2802.0176	1540.9446
153.9732	2172.7781	365.6714	2800.5239	1579.7437
154.1256	2235.1060	358.0222	2799.0281	1551.3937
154.2780	2166.6326	370.1071	2797.5190	1536.0973
154.4304	2177.8511	368.2645	2796.0269	1546.6637
154.5828	2220.4321	368.7401	2794.5352	1600.9941
154.7352	2170.4004	368.2681	2793.0417	1533.5253
154.8876	2131.8086	369.0940	2791.5488	1571.9772
155.0400	2182.5205	369.9296	2790.0583	1583.2693
155.1924	2291.8291	358.9239	2788.5793	1636.5592
155.3448	2302.6821	351.7955	2787.0735	1677.7028
155.4972	2235.2944	369.0342	2785.4927	1603.7610
155.6496	2195.7737	368.5032	2784.0020	1597.1016
155.8020	2054.2483	368.5032	2782.5234	1464.6550
155.9544	2074.6660	368.5032	2781.0325	1460.9551
156.1068	2247.7117	368.5032	2779.5518	1613.6215
156.2592	2100.7483	368.2845	2778.0415	1471.7551
156.4116	2149.3425	367.0238	2776.5364	1524.2212
156.5640	2165.5400	367.3295	2775.0549	1541.3954
156.7164	2178.0198	367.7745	2773.5474	1516.5183
156.8688	2166.8447	368.9026	2772.0537	1523.5123
157.0212	2146.7183	369.6585	2770.5562	1497.0176
157.1736	2076.0310	370.7944	2769.0725	1456.2402
157.3260	2238.4111	369.5276	2767.5908	1576.5093
157.4784	2202.1487	367.6405	2766.0869	1554.0555
157.6308	2132.5632	370.9416	2764.6077	1506.3865
157.7832	2127.4282	370.8362	2763.1177	1511.2803
157.9356	2207.0046	370.4925	2761.6421	1577.5649
158.0880	2098.4644	370.9199	2760.1636	1516.8177
158.2404	2097.8145	369.0305	2758.6707	1505.9539
158.3928	2091.6189	366.3286	2757.1799	1509.9819
158.5452	2060.2273	363.2446	2755.6904	1467.9965
158.6976	2190.2947	368.1404	2754.1538	1578.9652
158.8500	2152.8662	368.1882	2752.6494	1564.9203
159.0024	2172.7261	369.6567	2751.1694	1564.4988
159.1548	2188.0000	370.5155	2749.6768	1538.8556
159.3072	2171.8442	370.0887	2748.1875	1549.9713
159.4596	2108.0000	370.0821	2746.7078	1483.5331
159.6120	2111.7415	368.9227	2745.2151	1471.0468
159.7644	2107.2400	368.3911	2743.7263	1483.0797
159.9168	2045.7566	369.3732	2742.2437	1449.2565
160.0692	2090.9905	368.4842	2740.7385	1448.9747
160.2216	2113.1965	358.8539	2739.2498	1473.8345
160.3740	2082.6104	352.3865	2737.7505	1467.5441
160.5264	2191.8015	367.6751	2736.1875	1535.4695
160.6788	1883.6768	371.7432	2734.6851	1269.3839
160.8312	1953.4725	369.9796	2733.2090	1326.7876
160.9836	2075.8289	368.7367	2731.7288	1456.5587
161.1360	2084.8162	368.2865	2730.2385	1478.3231
161.2884	2269.1096	367.4426	2728.7544	1639.8551
161.4408	2330.4651	367.2013	2727.2444	1694.3932
161.5932	2222.5237	368.7181	2725.7424	1598.3217
161.7456	2179.5017	369.7294	2724.2656	1576.3571
161.8980	2306.0232	365.9941	2722.7771	1670.0952
162.0504	2192.5818	368.5808	2721.2639	1560.4125
