HOLE:	U1352B
EXPEDITION:	317
TOP:	125.0168
BOTTOM:	436.9796
243.7364	16.0724	15.9456
243.8888	16.0724	15.9511
244.0412	16.0723	15.9322
244.1936	16.0724	15.9289
244.3460	15.0067	15.3993
244.4984	14.3391	15.4017
244.6508	13.8015	15.3576
244.8032	13.8702	13.8649
244.9556	14.0178	13.5281
245.1080	14.0763	13.2490
245.2604	14.0682	13.2749
245.4128	15.6287	14.8397
245.5652	16.0341	15.8296
245.7176	16.0724	15.9401
245.8700	16.0698	15.9405
246.0224	16.0689	15.9452
246.1748	16.0650	15.9335
246.3272	16.0640	15.9031
246.4796	16.0403	15.7968
246.6320	15.7371	15.4004
246.7844	15.7787	15.4589
246.9368	15.6874	15.3559
247.0892	15.6482	15.2708
247.2416	15.6482	15.2693
247.3940	15.6482	14.6538
247.5464	15.6396	14.2071
247.6988	15.5789	14.2013
247.8512	15.5828	14.0481
248.0036	15.4884	13.9288
248.1560	15.4106	13.9717
248.3084	15.3826	13.9969
248.4608	15.5114	14.9247
248.6132	16.0625	15.9118
248.7656	16.0807	16.0030
248.9180	16.0807	15.9949
249.0704	16.0807	15.9876
249.2228	16.0807	16.0112
249.3752	16.0724	15.9621
249.5276	16.0807	16.0194
249.6800	16.0807	16.0194
249.8324	16.0807	15.9956
249.9848	16.0807	16.0030
250.1372	16.0752	15.9986
250.2896	16.0724	15.9621
250.4420	15.8646	15.5944
250.5944	15.4932	14.9173
250.7468	15.4994	14.9128
250.8992	15.4918	14.8852
251.0516	15.4886	14.8379
251.2040	15.4246	14.8062
251.3564	15.2785	15.2013
251.5088	15.3475	15.0975
251.6612	15.3599	15.0944
251.8136	15.3618	15.0944
251.9660	15.4071	15.1061
252.1184	15.5807	15.1272
252.2708	15.5840	15.0980
252.4232	15.5942	15.1236
252.5756	15.5876	15.1820
252.7280	15.5885	15.1936
252.8804	15.5180	15.2432
253.0328	15.2849	15.1183
253.1852	15.2483	15.2605
253.3376	15.2524	15.2605
253.4900	15.2133	15.2605
253.6424	15.2107	15.2739
253.7948	15.2178	15.2743
253.9472	15.2177	15.2779
254.0996	15.0238	15.2733
254.2520	14.8074	15.4363
254.4044	15.4941	15.5110
254.5568	15.1730	15.5185
254.7092	15.1730	15.5187
254.8616	15.1730	15.5187
255.0140	15.2540	15.5068
255.1664	15.8752	15.7102
255.3188	16.0564	15.8357
255.4712	16.0880	16.0341
255.6236	16.0890	16.0520
255.7760	16.0890	16.0520
255.9284	16.0906	16.0520
256.0808	16.0890	16.0520
256.2332	16.0891	16.0520
256.3856	16.0913	16.0520
256.5380	16.0915	16.0520
256.6904	16.0891	16.0520
256.8428	16.0890	16.0520
256.9952	16.0890	16.0520
257.1476	16.0923	16.0520
257.3000	16.0890	16.0520
257.4524	16.0927	16.0520
257.6048	16.0890	16.0520
257.7572	16.0919	16.0520
257.9096	16.0925	16.0589
258.0620	16.0940	16.0568
258.2144	16.0955	16.0698
258.3668	16.0890	16.0700
258.5192	16.0875	16.0616
258.6716	16.0890	16.0846
258.8240	16.0890	16.0845
258.9764	16.0890	16.0846
259.1288	16.0890	16.0846
259.2812	16.0890	16.0520
259.4336	16.0967	16.0877
259.5860	16.0973	16.0927
259.7384	16.1026	16.1263
259.8908	16.1139	16.1908
260.0432	16.1056	16.1478
260.1956	16.0890	16.0230
260.3480	16.0890	16.0245
260.5004	16.0890	16.0439
260.6528	16.0890	16.0358
260.8052	16.0890	16.0357
260.9576	16.0890	16.0357
261.1100	16.0890	16.0357
261.2624	16.0890	16.0357
261.4148	16.0890	16.0357
261.5672	16.0890	16.0290
261.7196	14.8651	15.6330
261.8720	14.3251	15.6121
262.0244	14.3218	15.6121
262.1768	14.3196	15.6121
262.3292	14.2809	15.6100
262.4816	14.3008	15.6292
262.6340	14.2613	15.6627
262.7864	14.2286	15.6626
262.9388	14.2275	15.6888
263.0912	14.7749	15.6875
263.2436	16.0644	15.8812
263.3960	16.0807	16.0113
263.5484	16.0807	16.0112
263.7008	16.0807	16.0054
263.8532	16.0807	16.0031
264.0056	16.0807	15.9867
264.1580	16.0863	16.0186
264.3104	16.0890	16.0276
264.4628	16.0890	16.0276
264.6152	16.0890	16.0276
264.7676	16.0606	15.8764
264.9200	16.0724	15.9703
265.0724	16.0724	15.9703
265.2248	16.0724	15.9703
265.3772	16.0724	15.9703
265.5296	16.0724	15.9703
265.6820	16.0724	15.9703
265.8344	16.0724	15.9703
