HOLE:	U1352B
EXPEDITION:	317
TOP:	125.0168
BOTTOM:	436.9796
DEPTH_WMSF	C1	C2
m	in	in
125.0168	14.1648	15.2432
125.1692	14.1262	15.2517
125.3216	14.1168	15.2689
125.4740	14.1133	15.3903
125.6264	14.1133	15.3846
125.7788	14.1036	15.3644
125.9312	14.1085	15.2873
126.0836	14.3790	15.2721
126.2360	13.7104	15.4677
126.3884	13.6259	15.4675
126.5408	13.5665	15.4420
126.6932	13.5068	15.4018
126.8456	13.4735	15.3761
126.9980	13.4768	15.2752
127.1504	13.4503	15.2692
127.3028	13.8861	15.2750
127.4552	14.4840	15.3429
127.6076	14.3615	15.2693
127.7600	14.9805	15.2778
127.9124	16.0591	15.9385
128.0648	16.0390	15.8411
128.2172	16.0528	15.8876
128.3696	16.0196	15.7748
128.5220	15.7866	15.4797
128.6744	14.4444	15.2934
128.8268	14.9016	15.2779
128.9792	14.8954	15.2865
129.1316	14.8954	15.2692
129.2840	14.8248	15.2664
129.4364	16.0639	15.9287
129.5888	16.0640	15.9346
129.7412	16.0640	15.9347
129.8936	15.7431	15.6008
130.0460	15.7513	15.6036
130.1984	15.7384	15.6036
130.3508	15.6569	15.5952
130.5032	15.9061	15.6366
130.6556	16.0278	15.7741
130.8080	14.6414	15.3916
130.9604	14.5124	15.3760
131.1128	14.5217	15.3817
131.2652	14.6012	15.4075
131.4176	14.5966	15.4418
131.5700	13.4996	15.2871
131.7224	13.7635	15.3781
131.8748	13.4425	15.2865
132.0272	13.3620	15.2780
132.1796	13.3568	15.2953
132.3320	13.3569	15.2953
132.4844	13.3569	15.2953
132.6368	13.3767	15.2953
132.7892	13.3436	15.2953
132.9416	13.3535	15.3381
133.0940	13.2633	15.4069
133.2464	13.2025	15.4247
133.3988	13.1792	15.4104
133.5512	13.1117	15.3989
133.7036	12.7015	15.4498
133.8560	12.8899	15.4075
134.0084	12.8871	15.4075
134.1608	12.8563	15.3903
134.3132	12.8529	15.3788
134.4656	12.8904	15.3644
134.6180	12.9108	15.3644
134.7704	12.8703	15.3645
134.9228	12.7422	15.3729
135.0752	12.5707	15.3644
135.2276	12.5706	15.3730
135.3800	12.5568	15.3731
135.5324	12.4304	15.3472
135.6848	11.8539	15.3762
135.8372	11.8435	15.2810
135.9896	11.8399	15.2692
136.1420	11.8998	15.2692
136.2944	12.0668	15.2692
136.4468	12.1374	15.2692
136.5992	12.1461	15.2692
136.7516	12.2145	15.2865
136.9040	12.4421	15.4160
137.0564	12.5385	15.4161
137.2088	13.9233	15.5774
137.3612	16.0568	15.9155
137.5136	16.0724	16.0167
137.6660	16.0724	16.0194
137.8184	16.0641	15.9680
137.9708	16.0724	16.0194
138.1232	16.0724	16.0194
138.2756	16.0695	16.0194
138.4280	16.0723	16.0113
138.5804	16.0696	15.9814
138.7328	16.0557	15.8962
138.8852	16.0391	15.8359
139.0376	15.6880	15.6293
139.1900	16.0585	15.8852
139.3424	16.0558	15.8639
139.4948	16.0557	15.8880
139.6472	15.7517	15.4163
139.7996	15.7514	15.4161
139.9520	15.7430	15.3990
140.1044	15.6914	15.3645
140.2568	15.0749	15.2952
140.4092	13.5710	15.2952
140.5616	12.8325	15.2896
140.7140	12.8595	15.2866
140.8664	13.1945	15.4708
141.0188	13.1487	15.2808
141.1712	12.9836	15.1744
141.3236	15.2397	15.1936
141.4760	16.0558	15.8756
141.6284	15.9786	15.6746
141.7808	15.6884	15.3357
141.9332	15.8895	15.5656
142.0856	15.6461	15.2958
142.2380	14.6183	15.2661
142.3904	13.7881	15.2605
142.5428	13.4129	15.2519
142.6952	13.3368	15.2519
142.8476	14.2698	15.2661
143.0000	15.1245	15.2692
143.1524	15.1371	15.2750
143.3048	15.1992	15.2808
143.4572	15.6496	15.4061
143.6096	13.5068	15.2692
143.7620	13.4304	15.2692
143.9144	13.3319	15.2692
144.0668	13.2564	15.2692
144.2192	13.2564	15.2692
144.3716	13.2009	15.2692
144.5240	13.1858	15.2578
144.6764	12.9099	15.2519
144.8288	12.6925	15.0839
144.9812	12.5673	14.9588
145.1336	12.7936	14.8593
145.2860	12.8598	15.0622
145.4384	12.6755	14.7459
145.5908	12.5290	14.4377
145.7432	12.5290	14.3572
145.8956	12.8060	14.4877
146.0480	14.7234	15.2694
146.2004	13.4799	14.9834
146.3528	14.3305	15.0944
146.5052	14.3236	15.0944
146.6576	14.2608	15.0769
146.8100	13.3766	14.9055
146.9624	13.7042	14.8876
147.1148	14.6996	15.0108
147.2672	14.9954	15.5186
147.4196	16.0640	15.9333
147.5720	16.0558	15.8994
147.7244	15.1371	15.5952
147.8768	15.8892	15.5993
148.0292	16.0508	15.8565
148.1816	15.1538	15.4589
148.3340	15.6866	15.4121
148.4864	16.0636	15.9162
148.6388	16.0640	15.9292
148.7912	16.0640	15.9292
148.9436	16.0640	15.9292
149.0960	16.0640	15.9292
149.2484	16.0640	15.9290
149.4008	16.0599	15.9292
149.5532	16.0638	15.9292
149.7056	16.0602	15.9292
149.8580	16.0589	15.9292
150.0104	16.0586	15.9292
150.1628	16.0557	15.9210
150.3152	15.8761	15.5311
150.4676	15.7284	15.4108
150.6200	15.7221	15.4075
150.7724	15.7118	15.3919
150.9248	14.6245	15.2606
151.0772	14.3764	15.2605
151.2296	14.3107	15.2605
151.3820	13.9717	15.2605
151.5344	13.4890	15.2605
151.6868	13.1574	15.2391
151.8392	13.2765	15.2605
151.9916	13.2765	15.2605
152.1440	13.2564	15.2519
152.2964	13.2564	15.2487
152.4488	13.8199	15.2041
152.6012	14.2172	15.2734
152.7536	14.2893	15.2925
152.9060	14.2601	15.2866
153.0584	14.3423	15.4733
153.2108	14.3322	15.2779
153.3632	14.1179	15.2854
153.5156	13.1386	15.2724
153.6680	12.8392	15.2779
153.8204	12.8392	15.2779
153.9728	12.8289	15.2779
154.1252	12.8392	15.2779
154.2776	12.7229	15.1992
154.4300	12.9157	15.0289
154.5824	13.1247	14.9737
154.7348	13.4430	14.4209
154.8872	15.2639	15.2777
155.0396	15.2712	15.2765
155.1920	15.3933	15.2692
155.3444	15.7630	15.6252
155.4968	13.0499	15.2676
155.6492	13.2664	15.2692
155.8016	13.2664	15.2692
155.9540	13.2664	15.2632
156.1064	13.2608	15.2907
156.2588	13.1570	15.2883
156.4112	13.1143	15.2953
156.5636	13.0540	15.2866
156.7160	13.0498	15.2796
156.8684	12.6825	15.2642
157.0208	12.8845	15.2725
157.1732	13.0131	15.2779
157.3256	13.0132	15.2723
157.4780	13.0030	15.2692
157.6304	13.0531	15.2673
157.7828	13.1755	15.2779
157.9352	13.2664	15.2693
158.0876	13.0451	15.2878
158.2400	13.1971	15.2607
158.3924	13.2343	15.2243
158.5448	13.1554	15.2161
158.6972	13.1671	15.2432
158.8496	13.1910	15.2432
159.0020	13.2865	15.2631
159.1544	14.4598	15.3311
159.3068	14.1829	15.3747
159.4592	14.0518	15.3591
159.6116	13.8204	15.2693
159.7640	12.9915	15.2651
159.9164	13.0202	15.1844
160.0688	13.1270	14.7798
160.2212	13.1259	14.8009
160.3736	13.1161	14.6053
160.5260	13.1051	14.5654
160.6784	13.0536	14.2275
160.8308	12.8626	12.3981
160.9832	12.9941	12.5389
161.1356	13.1000	12.6755
161.2880	13.0852	12.8703
161.4404	15.5088	13.8857
161.5928	15.8027	15.0768
161.7452	15.8027	15.0768
161.8976	15.9496	15.2596
162.0500	16.0381	15.8038
162.2024	16.0557	15.9045
162.3548	16.0250	15.7863
162.5072	16.0139	15.7049
162.6596	16.0055	15.7131
162.8120	16.0085	15.7002
162.9644	15.6655	14.4839
163.1168	15.7117	14.8588
163.2692	15.6996	13.1743
163.4216	15.6524	11.9144
163.5740	15.6654	12.1780
163.7264	15.6655	12.1678
163.8788	15.6655	12.1483
164.0312	15.6597	12.0754
164.1836	15.6113	11.2545
164.3360	15.6347	11.2889
164.4884	15.6396	11.2968
164.6408	15.6396	11.2640
164.7932	15.6078	11.6385
164.9456	15.6242	12.0807
165.0980	15.6316	12.0852
165.2504	15.6396	12.0852
165.4028	15.6142	12.0898
165.5552	15.6301	12.2307
165.7076	15.2759	11.8987
165.8600	15.1462	11.8455
166.0124	15.1371	11.7846
166.1648	15.4172	11.9514
166.3172	15.5789	12.1368
166.4696	15.5789	12.1265
166.6220	15.5876	12.1638
166.7744	15.5614	12.1909
166.9268	15.6366	12.2397
167.0792	15.6310	12.2397
167.2316	15.6251	12.2544
167.3840	15.6433	12.3084
167.5364	15.6408	12.2869
167.6888	15.6538	12.5151
167.8412	15.6422	12.4954
167.9936	15.6396	12.4954
168.1460	15.6396	12.4887
168.2984	15.6552	12.4683
168.4508	15.6690	12.4283
168.6032	15.6504	12.1692
168.7556	15.6396	11.9364
168.9080	15.6578	12.0480
169.0604	15.6569	12.0438
169.2128	15.6740	12.0218
169.3652	15.6655	11.9432
169.5176	15.6467	11.9312
169.6700	15.6384	12.1196
169.8224	15.6474	12.5434
169.9748	15.6555	12.4996
170.1272	15.6651	12.4979
170.2796	15.6655	12.4139
170.4320	15.6415	12.2801
170.5844	15.6434	12.2089
170.7368	15.6396	12.2089
170.8892	15.6356	12.2222
171.0416	15.6611	12.2832
171.1940	15.6384	12.3631
171.3464	15.6437	12.8604
171.4988	15.6664	13.2756
171.6512	15.6418	13.2658
171.8036	15.6494	13.0033
171.9560	15.6309	13.0217
172.1084	15.6582	14.0099
172.2608	15.6653	14.1205
172.4132	15.6448	13.9469
172.5656	15.6396	13.5571
172.7180	15.6458	13.7288
172.8704	15.6396	13.7608
173.0228	15.6690	13.8087
173.1752	15.6741	13.4641
173.3276	15.6745	11.9039
173.4800	15.6719	12.2592
173.6324	15.6447	14.2635
173.7848	15.6430	14.2613
173.9372	15.6429	14.2613
174.0896	15.6480	14.2706
174.2420	15.6739	14.2799
174.3944	15.6999	13.3631
174.5468	15.6659	11.7395
174.6992	15.6481	11.5216
174.8516	15.6308	11.7833
175.0040	15.6393	11.7838
175.1564	15.6310	11.7838
175.3088	15.6309	11.7881
175.4612	15.6274	11.8899
175.6136	15.6313	12.0057
175.7660	15.6396	12.0127
175.9184	15.6361	12.0442
176.0708	15.6396	12.1382
176.2232	15.6521	12.3114
176.3756	15.6720	12.3116
176.5280	15.6452	12.3505
176.6804	15.6516	13.1085
176.8328	15.6676	13.5124
176.9852	15.6786	13.0346
177.1376	15.6732	13.3553
177.2900	15.4758	13.1304
177.4424	15.2223	13.6018
177.5948	14.4994	14.7541
177.7472	14.4811	14.7423
177.8996	14.3225	14.4730
178.0520	14.2943	14.4574
178.2044	14.5276	15.0772
178.3568	15.5764	15.6941
178.5092	16.0724	15.9785
178.6616	16.0724	15.9785
178.8140	16.0240	15.7812
178.9664	15.8417	15.6388
179.1188	16.0640	15.9274
179.2712	16.0640	15.9264
179.4236	15.1929	15.5410
179.5760	13.4995	15.4160
179.7284	13.4941	15.4096
179.8808	14.9634	15.4189
180.0332	16.0240	15.7393
180.1856	15.7397	15.5448
180.3380	13.2580	15.2608
180.4904	12.9859	15.2605
180.6428	12.9417	15.2519
180.7952	12.9611	15.2519
180.9476	12.9778	15.2519
181.1000	12.9573	15.2519
181.2524	12.7368	15.2778
181.4048	12.5145	15.2750
181.5572	12.4978	15.2692
181.7096	12.5125	15.2692
181.8620	12.5234	15.2652
182.0144	12.4976	15.2717
182.1668	12.4663	15.2691
182.3192	12.4249	15.2692
182.4716	12.3746	15.2692
182.6240	12.3724	15.2692
182.7764	12.1475	15.2587
182.9288	12.0963	15.2418
183.0812	12.1092	15.2779
183.2336	12.1092	15.2779
183.3860	12.1092	15.2779
183.5384	12.0730	15.2712
183.6908	12.0597	15.2706
183.8432	12.1126	15.2702
183.9956	12.0503	15.2779
184.1480	12.2302	15.2692
184.3004	12.2634	15.2928
184.4528	12.1794	15.2724
184.6052	12.1515	15.2692
184.7576	12.1250	15.2692
184.9100	11.9976	15.2692
185.0624	11.9631	15.2612
185.2148	12.1860	15.0855
185.3672	12.2387	14.7085
185.5196	13.0231	14.6005
185.6720	13.0234	14.5928
185.8244	13.0234	14.5953
185.9768	13.0234	14.5928
186.1292	13.6227	14.5837
186.2816	14.9914	15.2124
186.4340	14.7386	15.2728
186.5864	14.9013	15.2953
186.7388	15.0786	15.4859
186.8912	15.8430	15.5703
187.0436	14.4192	15.3039
187.1960	14.4094	15.3039
187.3484	14.3784	15.2765
187.5008	14.0931	14.8088
187.6532	14.0747	15.2606
187.8056	15.7451	15.5779
187.9580	16.0724	15.9867
188.1104	16.0724	15.9867
188.2628	16.0724	15.9867
188.4152	16.0724	15.9867
188.5676	15.3428	15.4017
188.7200	15.1150	15.4081
188.8724	16.0222	15.7329
189.0248	15.1997	15.4899
189.1772	14.9761	15.3902
189.3296	14.9898	15.4900
189.4820	16.0549	15.8810
189.6344	16.0509	15.8696
189.7868	16.0288	15.7774
189.9392	15.9112	15.5598
190.0916	15.5748	15.1489
190.2440	15.2204	14.3062
190.3964	15.2293	14.2048
190.5488	15.2799	14.3743
190.7012	15.2782	14.3780
190.8536	15.3274	14.6117
191.0060	15.3420	14.7362
191.1584	15.4112	14.6400
191.3108	15.4355	14.6157
191.4632	15.4649	14.7580
191.6156	15.5030	14.7379
191.7680	15.5062	14.7216
191.9204	15.4774	14.6848
192.0728	15.4344	14.4272
192.2252	15.3875	14.3871
192.3776	15.3391	14.3489
192.5300	15.2832	14.3249
192.6824	15.2545	14.2985
192.8348	15.2587	14.2950
192.9872	15.2606	14.2856
193.1396	15.1635	14.2054
193.2920	15.3736	14.1411
193.4444	15.3952	14.2612
193.5968	15.4014	14.2613
193.7492	15.4218	14.1854
193.9016	15.4743	14.1773
194.0540	15.4745	14.1960
194.2064	15.4916	14.1921
194.3588	15.5963	14.4048
194.5112	15.5963	14.4509
194.6636	15.5963	14.4540
194.8160	15.5963	14.4893
194.9684	15.5963	14.5214
195.1208	15.5963	14.5197
195.2732	15.5963	14.5055
195.4256	15.5963	14.3489
195.5780	15.5963	14.3263
195.7304	15.5963	14.2854
195.8828	15.5824	15.0364
196.0352	15.6173	15.2155
196.1876	15.6136	15.2605
196.3400	15.5409	15.2519
196.4924	15.4925	15.2519
196.6448	15.0979	15.2519
196.7972	14.9715	15.2519
196.9496	14.9285	15.2450
197.1020	14.9246	15.2432
197.2544	14.8714	15.2413
197.4068	14.8923	15.2605
197.5592	14.8034	15.2583
197.7116	14.7360	15.2519
197.8640	14.7336	15.2540
198.0164	14.6989	15.2692
198.1688	14.3473	15.2692
198.3212	14.2474	15.2692
198.4736	14.2570	15.2692
198.6260	14.0137	15.2692
198.7784	12.8327	15.2682
198.9308	14.3301	15.2470
199.0832	14.6339	15.2432
199.2356	14.6339	15.2432
199.3880	14.2888	15.1793
199.5404	14.1636	15.1156
199.6928	14.1515	15.0819
199.8452	14.3788	15.2345
199.9976	14.5124	15.2777
200.1500	14.5124	15.2779
200.3024	14.5124	15.2779
200.4548	14.5307	15.2779
200.6072	14.3680	15.2780
200.7596	14.2665	15.2779
200.9120	14.2665	15.2779
201.0644	14.2508	15.2779
201.2168	14.0571	15.2831
201.3692	13.9490	15.3018
201.5216	13.9490	15.3126
201.6740	13.9400	15.3126
201.8264	13.9226	15.3071
201.9788	13.9090	15.3385
202.1312	13.8420	15.3580
202.2836	13.8111	15.3564
202.4360	13.6064	15.2965
202.5884	13.4022	15.2692
202.7408	13.4072	15.2692
202.8932	14.3005	15.2358
203.0456	14.5270	15.2605
203.1980	14.5237	15.2538
203.3504	14.5237	15.2519
203.5028	14.5143	15.2519
203.6552	14.5124	15.2519
203.8076	14.8065	15.1063
203.9600	15.8019	15.5787
204.1124	16.0307	15.7744
204.2648	16.0453	15.8344
204.4172	16.0237	15.7289
204.5696	16.0306	15.7429
204.7220	15.8034	15.4106
204.8744	15.6223	14.3911
205.0268	15.5997	14.1206
205.1792	15.4445	14.0813
205.3316	14.8935	13.6065
205.4840	14.7953	13.7745
205.6364	14.8189	13.7799
205.7888	14.8166	13.7799
205.9412	15.3378	14.2524
206.0936	15.9370	15.4640
206.2460	16.0724	15.9785
206.3984	16.0724	15.9867
206.5508	16.0761	15.9867
206.7032	16.0724	15.9631
206.8556	16.0724	15.9621
207.0080	16.0724	15.9621
207.1604	16.0723	15.9319
207.3128	16.0724	15.9292
207.4652	16.0724	15.9264
207.6176	16.0722	15.9374
207.7700	16.0695	15.9374
207.9224	16.0518	15.8497
208.0748	15.9745	15.6547
208.2272	15.7108	15.3765
208.3796	15.6999	15.3817
208.5320	15.6556	15.2867
208.6844	15.6185	15.2459
208.8368	15.6037	15.2409
208.9892	15.5049	15.2391
209.1416	15.6691	15.3345
209.2940	15.7771	15.4465
209.4464	15.7227	15.3910
209.5988	15.6140	15.2825
209.7512	15.5302	15.2692
209.9036	15.3363	15.2692
210.0560	15.0924	15.2654
210.2084	15.0921	15.2605
210.3608	15.0815	15.2779
210.5132	15.0854	15.2779
210.6656	15.0443	15.2779
210.8180	14.9917	15.2812
210.9704	14.8039	15.2500
211.1228	14.9550	15.2832
211.2752	15.0074	15.3299
211.4276	15.0028	15.3337
211.5800	14.6637	15.2693
211.7324	14.6237	15.2662
211.8848	13.8096	15.2453
212.0372	13.0757	15.2990
212.1896	12.9073	15.3126
212.3420	12.8980	15.3391
212.4944	12.6899	15.3062
212.6468	12.5903	15.2748
212.7992	12.5503	15.2523
212.9516	13.1207	15.2512
213.1040	13.9937	15.2659
213.2564	14.1898	15.2691
213.4088	14.1901	15.2692
213.5612	13.8907	15.2651
213.7136	13.8858	15.2779
213.8660	13.9692	15.2650
214.0184	14.9351	15.2554
214.1708	15.8808	15.5359
214.3232	15.8792	15.5528
214.4756	15.8623	15.5203
214.6280	15.6719	15.2708
214.7804	15.6644	15.2532
214.9328	15.5367	15.2745
215.0852	15.6455	15.2724
215.2376	15.3892	15.2519
215.3900	15.3864	15.2519
215.5424	15.3641	15.2519
215.6948	15.3579	15.2519
215.8472	15.5364	15.0086
215.9996	15.6069	15.2674
216.1520	14.8161	15.2537
216.3044	14.8994	15.2519
216.4568	14.9152	15.2519
216.6092	15.0909	15.2519
216.7616	15.3386	15.2504
216.9140	15.3453	15.2678
217.0664	15.7658	15.3133
217.2188	16.0775	15.9771
217.3712	16.0724	15.9292
217.5236	16.0724	15.9275
217.6760	16.0724	15.9068
217.8284	16.0715	15.9283
217.9808	15.9544	15.7291
218.1332	15.6310	15.2692
218.2856	15.6396	15.2692
218.4380	15.6287	15.2699
218.5904	15.6155	15.2711
218.7428	15.6050	15.2692
218.8952	15.6050	15.2692
219.0476	15.6050	15.2643
219.2000	15.6024	15.2634
219.3524	15.5789	15.2519
219.5048	15.5141	15.2409
219.6572	15.4655	15.2432
219.8096	15.4568	15.2432
219.9620	15.4568	15.2028
220.1144	14.9903	14.6966
220.2668	15.2985	15.2605
220.4192	15.2358	15.2418
220.5716	15.1027	15.0101
220.7240	15.1095	15.0038
220.8764	15.1917	15.1647
221.0288	15.5484	15.2641
221.1812	15.5876	15.2116
221.3336	15.5876	15.2170
221.4860	15.5876	15.2170
221.6384	15.5794	15.2056
221.7908	15.6198	15.2444
221.9432	15.6575	15.2651
222.0956	15.7514	15.3835
222.2480	15.7514	15.3817
222.4004	15.7548	15.3885
222.5528	15.8876	15.5235
222.7052	16.0804	15.9868
222.8576	16.0807	15.9949
223.0100	16.0807	15.9922
223.1624	16.0807	15.9881
223.3148	16.0807	15.9919
223.4672	16.0807	15.9867
223.6196	16.0807	15.9997
223.7720	16.0807	16.0006
223.9244	16.0807	16.0194
224.0768	16.0807	16.0194
224.2292	16.0807	16.0194
224.3816	16.0807	16.0194
224.5340	16.0807	16.0194
224.6864	16.0807	16.0112
224.8388	16.0807	16.0030
224.9912	16.0752	15.9326
225.1436	16.0807	15.9867
225.2960	16.0784	15.9867
225.4484	16.0724	15.9354
225.6008	16.0724	15.8983
225.7532	16.0736	15.9511
225.9056	16.0714	15.9338
226.0580	16.0724	15.9374
226.2104	16.0724	15.9374
226.3628	16.0724	15.9374
226.5152	16.0724	15.9320
226.6676	16.0724	15.9292
226.8200	16.0724	15.9292
226.9724	16.0724	15.9455
227.1248	16.0724	15.9498
227.2772	15.8667	15.5380
227.4296	15.6742	15.2898
227.5820	15.6797	15.3095
227.7344	15.8452	15.5272
227.8868	15.8410	15.5230
228.0392	15.6399	15.2827
228.1916	15.6338	15.2692
228.3440	15.6309	15.2692
228.4964	15.7048	15.3348
228.6488	15.8367	15.4932
228.8012	15.7916	15.4563
228.9536	15.6223	15.2750
229.1060	15.6223	15.2779
229.2584	15.6281	15.2722
229.4108	15.6424	15.2693
229.5632	15.6654	15.2692
229.7156	15.6569	15.2692
229.8680	15.6482	15.2692
230.0204	15.6396	15.2692
230.1728	15.6396	15.2721
230.3252	15.6425	15.2692
230.4776	15.6396	15.2692
230.6300	15.6568	15.2778
230.7824	15.7486	15.4075
230.9348	15.7118	15.3847
231.0872	15.5962	15.2519
231.2396	15.5761	15.2403
231.3920	15.6005	15.1780
231.5444	15.6075	15.2775
231.6968	15.6050	15.2779
231.8492	15.6223	15.2779
232.0016	15.6309	15.2779
232.1540	15.6094	15.2607
232.3064	15.6050	15.2519
232.4588	15.5991	15.2345
232.6112	15.6078	15.2432
232.7636	15.6050	15.2369
232.9160	15.5180	15.2605
233.0684	15.5092	15.2605
233.2208	15.3471	15.2779
233.3732	15.0924	15.2779
233.5256	15.0875	15.2779
233.6780	14.7865	15.2577
233.8304	16.0575	15.8746
233.9828	16.0807	16.0112
234.1352	16.0807	16.0112
234.2876	16.0807	16.0112
234.4400	16.0807	16.0112
234.5924	16.0807	16.0085
234.7448	16.0807	16.0112
234.8972	16.0807	16.0112
235.0496	16.0807	16.0112
235.2020	16.0807	16.0103
235.3544	16.0807	15.9946
235.5068	16.0807	16.0149
235.6592	16.0807	16.0194
235.8116	16.0807	16.0030
235.9640	16.0807	16.0030
236.1164	16.0678	15.9073
236.2688	16.0738	15.9271
236.4212	16.0724	15.9666
236.5736	15.8603	15.4785
236.7260	15.6957	15.3212
236.8784	15.7564	15.3896
237.0308	15.7789	15.4453
237.1832	15.5885	15.2692
237.3356	15.4945	15.2740
237.4880	15.0390	15.2967
237.6404	14.9602	15.3098
237.7928	14.7559	15.3328
237.9452	14.2536	15.3271
238.0976	13.6872	15.2860
238.2500	12.3806	15.2668
238.4024	12.1119	15.2779
238.5548	12.1092	15.2779
238.7072	11.8010	15.2736
238.8596	11.7619	15.2866
239.0120	11.7258	15.3283
239.1644	11.7258	15.3279
239.3168	11.7258	15.3442
239.4692	11.7258	15.3126
239.6216	11.9957	15.2779
239.7740	11.9640	15.2779
239.9264	11.9956	15.2526
240.0788	11.9941	15.1448
240.2312	12.0620	15.1423
240.3836	12.5956	15.2728
240.5360	12.6121	15.1908
240.6884	12.6149	15.1891
240.8408	12.6374	15.1821
240.9932	12.6834	15.1820
241.1456	12.6781	15.1711
241.2980	12.6743	15.1646
241.4504	12.7485	15.1881
241.6028	13.3533	15.2683
241.7552	13.5962	15.2859
241.9076	13.5696	15.2816
242.0600	13.3273	15.2779
242.2124	13.3769	15.2519
242.3648	13.4384	15.2488
242.5172	14.0074	15.2739
242.6696	15.7872	15.4630
242.8220	15.7846	15.4594
242.9744	15.5144	15.3930
243.1268	15.5649	15.3785
243.2792	15.7147	15.4166
243.4316	15.6712	15.1877
243.5840	16.0723	15.9455
