HOLE:	U1507B
EXPEDITION:	371
TOP:	743.8307
BOTTOM:	860.4166
DEPTH_WMSF	DTCO	DT1	DT2	VELP	VS1	VS2
m	us/ft	us/ft	us/ft	km/s	km/s	km/s
766.8431	121.3397	270.4056	280.8091	2.5120	1.1272	1.0854
766.9955	121.2553	281.9178	279.6316	2.5137	1.0812	1.0900
767.1479	121.3836	280.4583	279.2188	2.5110	1.0868	1.0916
767.3003	121.4479	267.9526	277.0152	2.5097	1.1375	1.1003
767.4527	121.2234	267.9564	275.3953	2.5144	1.1375	1.1068
767.6051	119.9481	265.7589	271.0013	2.5411	1.1469	1.1247
767.7575	120.5019	273.72	268.5937	2.5294	1.1135	1.1348
767.9099	120.1437	273.835	270.8015	2.5370	1.1131	1.1255
768.0623	120.3725	271.7289	268.5789	2.5321	1.1217	1.1349
768.2147	120.2959	269.9255	268.0149	2.5338	1.1292	1.1373
768.3671	120.2302	267.8682	268.5501	2.5351	1.1379	1.1350
768.5195	120.6089	273.0703	272.0239	2.5272	1.1162	1.1205
768.6719	120.4615	273.1867	275.4092	2.5303	1.1157	1.1067
768.8243	121.5225	268.9619	277.4703	2.5082	1.1332	1.0985
768.9767	121.9265	275.8568	277.7205	2.4999	1.1049	1.0975
769.1291	122.1526	276.9906	277.5038	2.4952	1.1004	1.0984
769.2815	122.0239	273.3182	277.3655	2.4979	1.1152	1.0989
769.4339	120.9644	273.1575	275.9625	2.5197	1.1158	1.1045
769.5863	119.6145	264.903	271.4533	2.5482	1.1506	1.1228
769.7387	119.1436	265.6642	265.5318	2.5583	1.1473	1.1479
769.8911	119.4789	266.7824	268.1124	2.5511	1.1425	1.1368
770.0435	120.273	267.4386	270.3842	2.5342	1.1397	1.1273
770.1959	120.1882	275.6678	273.0967	2.5360	1.1057	1.1161
770.3483	120.3748	275.9809	274.0103	2.5321	1.1044	1.1124
770.5007	120.5997	275.8407	274.4337	2.5274	1.1050	1.1107
770.6531	121.1287	273.7879	276.2451	2.5163	1.1133	1.1034
770.8055	122.6884	272.1658	278.5465	2.4843	1.1199	1.0943
770.9579	121.4458	273.9944	275.4173	2.5098	1.1124	1.1067
771.1103	120.7199	265.9711	268.5541	2.5249	1.1460	1.1350
771.2627	118.8508	263.7282	265.0072	2.5646	1.1557	1.1502
771.4151	119.6808	261.0664	263.7624	2.5468	1.1675	1.1556
771.5675	119.1432	260.0497	262.1253	2.5583	1.1721	1.1628
771.7199	119.6986	257.6475	260.5069	2.5464	1.1830	1.1700
771.8723	119.4887	257.2869	260.1915	2.5509	1.1847	1.1714
772.0247	119.4213	257.4284	259.6055	2.5523	1.1840	1.1741
772.1771	119.3405	253.0699	258.7612	2.5540	1.2044	1.1779
772.3295	118.2839	257.477	257.7632	2.5769	1.1838	1.1825
772.4819	118.8332	253.6753	257.2205	2.5649	1.2015	1.1850
772.6343	119.0683	258.4816	258.3571	2.5599	1.1792	1.1798
772.7867	118.9185	258.9145	258.4649	2.5631	1.1772	1.1793
772.9391	119.1116	258.0167	258.5101	2.5589	1.1813	1.1791
773.0915	119.2231	260.2226	259.533	2.5566	1.1713	1.1744
773.2439	119.1352	255.3582	259.7746	2.5584	1.1936	1.1733
773.3963	119.2178	262.796	266.0642	2.5567	1.1598	1.1456
773.5487	119.366	266.8251	266.9728	2.5535	1.1423	1.1417
773.7011	119.559	259.5043	267.7847	2.5494	1.1745	1.1382
773.8535	119.7964	259.1044	264.3174	2.5443	1.1764	1.1532
774.0059	119.2546	264.8332	262.8512	2.5559	1.1509	1.1596
774.1583	117.6392	264.6968	262.3565	2.5910	1.1515	1.1618
774.3107	119.1351	264.0868	261.5276	2.5584	1.1542	1.1655
774.4631	119.6025	255.0461	261.3918	2.5484	1.1951	1.1661
774.6155	119.602	261.6175	267.8301	2.5485	1.1651	1.1380
774.7679	120.4925	266.5664	266.867	2.5296	1.1434	1.1421
774.9203	121.0832	263.0402	267.1935	2.5173	1.1588	1.1407
775.0727	121.0714	269.5546	267.3782	2.5175	1.1308	1.1400
775.2251	121.4156	268.7251	267.2663	2.5104	1.1342	1.1404
775.3775	121.588	274.0837	267.4256	2.5068	1.1121	1.1398
775.5299	122.806	268.0948	272.037	2.4820	1.1369	1.1204
775.6823	123.2751	264.9862	274.4772	2.4725	1.1502	1.1105
775.8347	123.3633	267.481	274.0751	2.4708	1.1395	1.1121
775.9871	123.2112	271.0492	273.5639	2.4738	1.1245	1.1142
776.1395	122.1464	272.6116	273.4825	2.4954	1.1181	1.1145
776.2919	122.2598	274.8874	273.4219	2.4931	1.1088	1.1148
776.4443	122.202	267.3021	272.9963	2.4942	1.1403	1.1165
776.5967	123.4137	270.6141	275.1983	2.4697	1.1263	1.1076
776.7491	124.1858	276.2343	279.528	2.4544	1.1034	1.0904
776.9015	124.1832	280.774	279.6224	2.4544	1.0856	1.0900
777.0539	124.3616	281.5369	279.6528	2.4509	1.0826	1.0899
777.2063	124.4737	283.002	279.5519	2.4487	1.0770	1.0903
777.3587	124.5443	282.8777	279.7503	2.4473	1.0775	1.0895
777.5111	124.8475	276.2288	280.9738	2.4414	1.1034	1.0848
777.6635	124.1805	263.2709	275.0558	2.4545	1.1577	1.1081
777.8159	123.4538	260.143	268.3586	2.4689	1.1717	1.1358
777.9683	122.9709	263.174	267.938	2.4786	1.1582	1.1376
778.1207	122.3216	264.6513	267.9964	2.4918	1.1517	1.1373
778.2731	121.9862	264.1945	267.5382	2.4986	1.1537	1.1393
778.4255	121.8024	255.3345	262.0472	2.5024	1.1937	1.1631
778.5779	121.478	251.4988	257.0453	2.5091	1.2119	1.1858
778.7303	120.9129	263.0605	258.517	2.5208	1.1587	1.1790
