HOLE:	U1507B
EXPEDITION:	371
TOP:	740.1731
BOTTOM:	829.9367
DEPTH_WMSF	RHOM	DRH	PEFL	NRHB
m	g/cm3	g/cm3	-	g/cm3
740.1731	2.281529	-0.009543696	5.805466	2.30119
740.3255	2.281529	-0.009543696	5.805466	2.30119
740.4779	2.281529	-0.009543696	5.805466	2.30119
740.6303	2.281529	-0.009543696	5.805466	2.30119
740.7827	2.281529	-0.009543696	5.805466	2.30119
740.9351	2.281529	-0.009543696	5.805466	2.30119
741.0875	2.281529	-0.009543696	5.805466	2.30119
741.2399	2.281529	-0.009543696	5.805466	2.30119
741.3923	2.281529	-0.009543696	5.805466	2.30119
741.5447	2.281529	-0.009543696	5.805466	2.30119
741.6971	2.281529	-0.009543696	5.805466	2.30119
741.8495	2.281524	-0.009542363	5.805285	2.301157
742.0019	2.275556	-0.007975808	5.592818	2.263007
742.1543	2.268713	-0.006897517	5.741068	2.273114
742.3067	2.27589	-0.001750043	5.602815	2.262078
742.4591	2.270559	-0.001294561	5.922222	2.258469
742.6115	2.268205	-0.0000254	6.214437	2.279968
742.7639	2.26183	-0.00303264	6.627895	2.242512
742.9163	2.26961	-0.002426257	6.287973	2.244791
743.0687	2.2797	-0.002481095	6.053727	2.316655
743.2211	2.280399	-0.004759668	5.724765	2.265749
743.3735	2.276956	-0.006801537	5.885576	2.292132
743.5259	2.275575	-0.007977201	5.959347	2.277384
743.6783	2.281486	-0.006649265	5.923813	2.256954
743.8307	2.289025	-0.004147041	5.89522	2.329262
743.9831	2.290108	-0.004538742	5.720722	2.264387
744.1355	2.293225	-0.006192854	5.707468	2.272658
744.2879	2.299836	-0.005176068	6.110996	2.309122
744.4403	2.293735	-0.008152745	6.619882	2.302838
744.5927	2.28273	-0.01084923	6.766082	2.283941
744.7451	2.27122	-0.01178964	6.63392	2.271222
744.8975	2.269336	-0.0105235	6.239093	2.268677
745.0499	2.274053	-0.008179219	6.269104	2.258503
745.2023	2.283514	-0.004985136	5.913753	2.286574
745.3547	2.295172	-0.001383876	6.240816	2.30825
745.5071	2.292187	-0.002697071	6.171099	2.285143
745.6595	2.289849	-0.004373623	6.416337	2.264614
745.8119	2.293035	-0.004445189	6.399134	2.293758
745.9643	2.285997	-0.005339838	6.157546	2.313372
746.1167	2.284811	-0.007506513	5.610272	2.299434
746.2691	2.277881	-0.009603375	5.272679	2.250532
746.4215	2.280772	-0.008399024	5.180733	2.293898
