HOLE:	U1507B
798.3899	9.823675
798.5423	9.780415
798.6947	9.776295
798.8471	9.776293
798.9995	9.772183
799.1519	9.772176
799.3043	9.784521
799.4567	9.772185
799.6091	9.780412
799.7615	9.772176
799.9139	9.784532
800.0663	9.772176
800.2187	9.772176
800.3711	9.772176
800.5235	9.776289
800.6759	9.780412
800.8283	9.772182
800.9807	9.787621
801.1331	9.772177
801.2855	9.780412
801.4379	9.772184
801.5903	9.782455
801.7427	9.772193
801.8951	9.772176
802.0475	9.780408
802.1999	9.772181
802.3523	9.782475
802.5047	9.772178
802.6571	9.784534
802.8095	9.780417
802.9619	9.782473
803.1143	9.780418
803.2667	9.784531
803.4191	9.772185
803.5715	9.780412
803.7239	9.772177
803.8763	9.780416
804.0287	9.784527
804.1811	9.772176
804.3335	9.772176
804.4859	9.772176
804.6383	9.743365
804.7907	9.628056
804.9431	9.653716
805.0955	9.833976
805.2479	9.858685
805.4003	9.833982
805.5527	9.842198
805.7051	9.844273
805.8575	9.850449
806.0099	9.838107
806.1623	9.846332
806.3147	9.844275
806.4671	9.850456
806.6195	9.854571
806.7719	9.846344
806.9243	9.85456
807.0767	9.842235
807.2291	9.86279
807.3815	9.84635
807.5339	9.85869
807.6863	9.844277
807.8387	9.846337
807.9911	9.850457
808.1435	9.850456
808.2959	9.849427
808.4483	9.842226
808.6007	9.846332
808.7531	9.842218
808.9055	9.859721
809.0579	9.846336
809.2103	9.850454
809.3627	9.842228
809.5151	9.858662
809.6675	9.854583
809.8199	9.85869
809.9723	9.842232
810.1247	9.850452
810.2771	9.849425
810.4295	9.838097
810.5819	9.846336
810.7343	9.846333
810.8867	9.842223
811.0391	9.849414
811.1915	9.854569
811.3439	9.850459
811.4963	9.854574
811.6487	9.839128
811.8011	9.838096
811.9535	9.838106
812.1059	9.854556
812.2583	9.834013
812.4107	9.839118
812.5631	9.850445
812.7155	9.854573
812.8679	9.858694
813.0203	9.844276
813.1727	9.854571
813.3251	9.842218
813.4775	9.846328
813.6299	9.854562
813.7823	9.844291
813.9347	9.846334
814.0871	9.846336
814.2395	9.846334
814.3919	9.854576
814.5443	9.850461
814.6967	9.858683
814.8491	9.842248
815.0015	9.844272
815.1539	9.842218
815.3063	9.813401
815.4587	9.813375
815.6111	9.821616
815.7635	9.823674
815.9159	9.817504
816.0683	9.829851
816.2207	9.825745
816.3731	9.823679
816.5255	9.817503
816.6779	9.833962
816.8303	9.817503
816.9827	9.813375
817.1351	9.813378
817.2875	9.821611
817.4399	9.813393
817.5923	9.821603
817.7447	9.813387
817.8971	9.813375
818.0495	9.829844
818.2019	9.81338
818.3543	9.813375
818.5067	9.813375
818.6591	9.813375
818.8115	9.813375
818.9639	9.813375
819.1163	9.817491
819.2687	9.818525
819.4211	9.817497
819.5735	9.821616
819.7259	9.813377
819.8783	9.821615
820.0307	9.818529
820.1831	9.821611
820.3355	9.813388
820.4879	9.81749
820.6403	9.813378
820.7927	9.813375
820.9451	9.821614
821.0975	9.80926
821.2499	9.825727
821.4023	9.813402
821.5547	9.813375
821.7071	9.809261
821.8595	9.813371
822.0119	9.813375
822.1643	9.817493
822.3167	9.808226
822.4691	9.817494
822.6215	9.813375
822.7739	9.813375
822.9263	9.813375
823.0787	9.818519
823.2311	9.805147
823.3835	9.81749
823.5359	9.813376
823.6883	9.813375
823.8407	9.813375
823.9931	9.813361
824.1455	9.796927
824.2979	9.784554
824.4503	9.772191
824.6027	9.776293
824.7551	9.743351
824.9075	9.710378
825.0599	9.693894
825.2123	9.689778
825.3647	9.693886
825.5171	9.689783
825.6695	9.698003
825.8219	9.689784
825.9743	9.685658
826.1267	9.685656
826.2791	9.693894
826.4315	9.68978
826.5839	9.702126
826.7363	9.689801
826.8887	9.706226
827.0411	9.689797
827.1935	9.698008
827.3459	9.694927
827.4983	9.693895
827.6507	9.689775
827.8031	9.693204
827.9555	9.685657
828.1079	9.68634
828.2603	9.68977
828.4127	9.696632
828.5651	9.692721
828.7175	9.689776
828.8699	9.694922
