HOLE:	U1507B
EXPEDITION:	371
TOP:	-0.0336
BOTTOM:	862.3982
DEPTH_WMSF	TENS	CS	ETIM
m	lbf	ft/h	s
25.1124	6163.984	1503.997	6932.653
25.2648	6138.101	1498.994	6931.451
25.4172	6242.972	1493.002	6930.269
25.5696	6350.991	1499	6929.064
25.7220	6263.038	1504.002	6927.844
25.8744	6344.048	1507.989	6926.639
26.0268	6400.978	1495.005	6925.457
26.1792	6409	1495	6924.27
26.3316	6372.941	1493.003	6923.065
26.4840	6203.041	1502.001	6921.863
26.6364	6259.894	1504	6920.643
26.7888	6162.015	1504	6919.442
26.9412	6178.014	1505	6918.255
27.0936	6239.972	1502.998	6917.069
27.2460	6192.033	1499.002	6915.865
27.3984	6225.991	1501	6914.665
27.5508	6446.999	1494.999	6913.46
27.7032	6436.994	1487.989	6912.257
27.8556	6422.909	1464.984	6911.071
28.0080	6314.043	1446.008	6909.853
28.1604	6280.001	1450	6908.6
28.3128	6037.018	1443.994	6907.363
28.4652	6088.014	1424.923	6906.109
28.6176	6107.027	1316.994	6904.871
28.7700	6131.996	1311.001	6903.52
28.9224	6317.037	1306.999	6902.167
29.0748	6488.939	1302.986	6900.781
29.2272	6385.936	1280.002	6899.393
29.3796	6319.019	1281.999	6898.024
29.5320	6263.982	1450.005	6896.604
29.6844	6065.973	1508.025	6895.317
29.8368	6007.02	1563.016	6894.115
29.9892	6030.99	1581.992	6892.946
30.1416	5965.002	1580	6891.81
30.2940	6078.03	1584	6890.675
30.4464	6166.992	1583.993	6889.539
30.5988	6156.031	1574.014	6888.402
30.7512	6184.996	1586.998	6887.252
30.9036	6319.957	1593.007	6886.131
31.0560	6116.007	1628.014	6884.978
31.2084	6128.021	1652.005	6883.859
31.3608	6149.994	1656.999	6882.792
31.5132	6079.998	1658.999	6881.688
31.6656	6053.078	1648.96	6880.571
31.8180	6223.208	1562.001	6777.025
31.9704	6474.898	1563	6775.856
32.1228	6476	1559	6774.704
32.2752	6380.984	1560.001	6773.569
32.4276	6333.881	1562.005	6772.417
32.5800	6164.038	1569.001	6771.265
32.7324	6198.994	1570	6770.112
32.8848	6073.972	1566.999	6768.96
33.0372	5938.101	1563.998	6767.808
33.1896	6112.064	1560.004	6766.663
33.3420	6179.98	1563.999	6765.519
33.4944	6326.001	1552	6764.366
33.6468	6344.096	1547	6763.213
33.7992	6556.938	1547.998	6762.043
33.9516	6481.031	1546.001	6760.873
34.1040	6450.001	1547	6759.736
34.2564	6351.981	1547.994	6758.565
34.4088	6295.931	1529.999	6757.397
34.5612	6197.004	1529	6756.225
34.7136	6201	1529	6755.054
34.8660	6324.966	1528	6753.884
35.0184	6158.018	1529.001	6752.7
35.1708	6188.977	1530.002	6751.527
35.3232	6164.007	1531.999	6750.342
35.4756	6286.015	1535	6749.172
35.6280	6472.979	1530.995	6748.003
35.7804	6426.922	1518.996	6746.833
35.9328	6331.04	1514.002	6745.648
36.0852	6365.999	1511	6744.462
36.2376	6204.971	1517.994	6743.275
36.3900	6115.027	1499.998	6742.089
36.5424	6154.109	1496.994	6740.902
36.6948	6256.982	1491.001	6739.702
36.8472	6324.007	1487.008	6738.48
36.9996	6360.994	1526.991	6737.259
37.1520	6350.031	1510.949	6736.075
37.3044	6382.99	1457.016	6734.906
37.4568	6322.001	1461.999	6733.686
37.6092	6342.97	1451.011	6732.45
37.7616	6275.943	1477.011	6731.197
37.9140	6206.029	1490.994	6729.979
38.0664	6171.002	1480.001	6728.76
38.2188	6128.027	1500	6727.558
38.3712	6212.074	1499.998	6726.355
38.5236	6318.96	1497.005	6725.154
38.6760	6281.007	1501.999	6723.954
38.8284	6444.996	1500	6722.768
38.9808	6425.933	1499	6721.567
39.1332	6306.854	1499.001	6720.365
39.2856	6151.047	1500	6719.165
39.4380	6264.992	1498	6717.962
39.5904	6146.018	1497.001	6716.759
39.7428	6187.041	1498.998	6715.557
39.8952	6236.979	1496.001	6714.356
40.0476	6132.006	1505.999	6713.152
40.2000	6166.992	1506	6711.948
40.3524	6142.042	1504.997	6710.759
