HOLE:	U1351B
EXPEDITION:	317
TOP:	0.0892
BOTTOM:	968.4388
DEPTH_WMSF	FX	FY	FZ	FNOR	FINC	RB	P1AZ	HAZI	AX	AY	AZ
m	oer	oer	oer	oer	deg	deg	deg	deg	m/s2	m/s2	m/s2
14.1100	-0.198698	-0.051189	-0.563925	0.327391	-50.4376	134.4783	211.2121	76.7334	0.0059	-0.0601	9.8567
14.2624	-0.040162	0.056889	-0.575780	0.355444	-55.8217	255.8120	329.0320	73.2206	-0.0297	-0.0588	9.8554
14.4148	0.068675	0.073708	-0.649741	0.375870	-58.8078	249.4258	332.7450	83.3134	0.0417	-0.0582	9.8597
14.5672	0.141567	0.136162	-0.700224	0.383192	-63.5742	199.2738	318.9149	119.6371	0.0918	-0.1367	9.9194
14.7196	0.165037	0.230727	-0.602414	0.452769	-70.8650	215.6145	338.6165	122.9958	0.2325	-0.1348	9.9440
14.8720	0.205318	0.204352	-0.553353	0.510630	-73.6242	215.0926	329.5412	114.4556	0.1117	-0.0342	9.9650
15.0244	0.015872	0.158485	-0.483711	0.536091	-74.0249	139.4972	287.8570	148.3567	0.0228	-0.1083	9.8968
15.1768	-0.051687	0.134868	-0.448414	0.548471	-74.5107	99.9630	259.4970	159.5312	0.0726	-0.0184	9.9221
15.3292	-0.066675	0.052793	-0.483394	0.552404	-75.2246	312.2991	132.0111	157.5757	-0.0041	0.0433	9.9778
15.4816	0.058120	-0.065878	-0.546027	0.548688	-75.1961	304.5028	87.7596	143.2539	-0.0156	-0.0494	9.8309
15.6340	0.046088	-0.178103	-0.463452	0.540481	-74.3003	326.4995	102.0271	135.5262	0.1040	-0.0658	9.8738
15.7864	0.042433	-0.118743	-0.456533	0.528034	-74.1073	302.5066	82.6136	140.1010	0.0589	-0.0502	9.8365
15.9388	0.051852	-0.074970	-0.471129	0.518816	-74.5824	264.7064	62.2779	157.5678	0.0867	-0.0976	9.8250
16.0912	0.089996	-0.022712	-0.435589	0.511145	-75.0456	196.1930	10.0677	173.8739	0.0058	0.0356	9.8352
16.2436	0.084703	0.058164	-0.470174	0.506626	-75.2456	189.3623	6.0999	176.7384	0.0397	0.0108	9.7873
16.3960	0.100848	0.026097	-0.589711	0.505714	-75.1117	187.6383	354.1712	166.5312	0.1024	-0.0416	9.7630
16.5484	0.039856	0.026970	-0.587059	0.505590	-74.6529	156.2507	322.1637	165.9145	0.0498	-0.0184	9.7926
16.7008	-0.028564	0.088757	-0.487725	0.502468	-73.5883	95.7972	259.4013	163.6044	0.0808	-0.0187	9.8018
16.8532	-0.157846	0.160259	-0.472095	0.497756	-73.1378	93.4625	242.4930	149.0331	0.1003	-0.0693	9.8239
17.0056	-0.137933	0.069805	-0.428993	0.493336	-73.0974	61.6727	194.3625	132.7021	0.0483	-0.0451	9.9644
17.1580	-0.012751	-0.064606	-0.536150	0.490102	-72.8706	288.7494	71.0316	111.3056	-0.0032	-0.0228	9.9527
17.3104	0.161166	-0.035814	-0.505555	0.486622	-72.2472	295.4547	35.1321	99.6767	0.0661	-0.0267	9.9964
17.4628	0.200398	-0.014848	-0.476378	0.480942	-72.0877	278.6122	13.4342	94.8214	0.1342	-0.0356	10.0883
17.6152	0.095466	0.100144	-0.450946	0.473611	-71.7302	231.0574	322.9608	91.9038	0.1708	-0.0562	10.0194
17.7676	0.039716	0.215947	-0.426211	0.467889	-70.0705	208.6910	302.2032	93.5105	0.0942	-0.0152	9.9119
17.9200	-0.005459	0.203050	-0.413375	0.464792	-68.2358	193.6824	289.7159	96.0342	0.0216	0.0134	9.9085
18.0724	-0.014348	0.170991	-0.445825	0.461723	-67.2029	185.6995	294.4795	108.7820	0.0344	-0.0807	9.8717
18.2248	-0.001496	0.187276	-0.409227	0.459077	-66.5778	147.3767	265.9879	118.6111	0.0679	-0.0158	9.8019
18.3772	-0.111680	0.069801	-0.398786	0.453654	-65.7453	94.0141	215.1215	121.1094	0.1185	0.0556	9.7456
18.5296	-0.168098	-0.006759	-0.360592	0.444679	-65.1685	97.6568	216.9777	119.3217	0.1207	-0.0222	9.7999
18.6820	-0.163825	0.045276	-0.355543	0.436094	-65.8232	79.6351	196.4029	116.7684	0.0722	0.0503	9.8107
18.8344	-0.015526	-0.020009	-0.348026	0.431397	-66.7276	237.2589	27.6460	111.3148	0.0490	-0.0059	9.8261
18.9868	0.226790	0.077182	-0.401749	0.422311	-67.3617	242.7528	1.2271	118.4737	0.0450	-0.0787	9.7976
19.1392	0.252232	0.158435	-0.428946	0.414256	-68.0145	214.0078	341.5347	127.5287	0.0217	-0.0093	9.8380
19.2916	0.141546	0.208849	-0.389317	0.399671	-67.1156	178.7279	318.2741	139.5465	0.1227	0.0114	9.8874
19.4440	0.037910	0.251175	-0.388998	0.383896	-64.0839	143.9048	294.7047	150.8009	0.1297	0.0637	9.9032
19.5964	-0.026013	0.248527	-0.369844	0.369103	-62.4273	116.0051	288.0669	172.0618	0.1006	0.0997	9.8746
19.7488	-0.020007	0.112580	-0.310645	0.363466	-62.5436	99.9324	273.9307	173.9991	0.0997	0.0288	9.9002
19.9012	-0.030219	0.098951	-0.374852	0.365880	-62.9102	110.0645	284.2289	174.1732	0.0129	-0.0264	9.9297
20.0536	-0.000172	0.000117	-0.447669	0.384585	-63.2791	271.0666	131.3474	175.2960	0.0521	-0.0389	9.9023
20.2060	0.016319	-0.063727	-0.406839	0.411712	-64.4094	287.1378	99.3473	172.2104	0.1405	-0.0555	9.8641
20.3584	0.026075	-0.041463	-0.244342	0.439759	-66.6830	224.5626	39.3852	174.8219	0.1480	-0.0076	9.8819
20.5108	0.126371	0.028995	-0.263249	0.477471	-68.7380	176.9621	6.6141	189.6522	0.0306	0.0334	9.8428
20.6632	0.272170	0.156895	-0.067619	0.513555	-69.7702	144.8611	355.5014	210.6401	0.0454	0.0786	9.8654
20.8156	0.372578	0.167336	0.001644	0.502527	-69.6741	154.1880	14.2958	220.1069	0.1067	-0.0252	9.8795
20.9680	-0.014433	-0.033770	-0.248392	0.480263	-68.1639	314.3469	191.5776	237.2309	0.1188	-0.0220	9.8888
21.1204	-0.102127	0.054858	-0.408244	0.479011	-65.5089	21.1144	267.8024	246.6871	0.1035	-0.0405	9.9153
21.2728	0.018941	0.202733	-0.515244	0.428884	-58.0369	8.9914	273.3285	264.3508	0.0012	0.0751	9.9694
21.4252	-0.164822	0.151481	-0.772675	0.369419	-46.8347	248.6149	213.2858	273.0498	0.0412	0.0560	9.9257
21.5776	-0.145603	-0.107937	-0.991666	0.336039	-32.3255	205.7973	137.4582	291.6593	0.0874	0.0667	9.9002
21.7300	0.093029	-0.142361	-1.016179	0.326757	-16.2425	107.4849	56.2465	308.7612	0.0590	0.0744	9.9303
21.8824	0.328043	-0.072149	-1.149558	0.329996	-3.6437	60.5650	28.0527	327.4877	0.1411	0.0139	9.8537
22.0348	0.257757	0.039758	-0.657602	0.339210	4.4039	38.0929	14.2840	336.1909	0.0919	-0.0165	9.8550
22.1872	0.105760	-0.029934	0.315137	0.387185	13.3141	135.7101	120.4987	344.7886	0.0758	-0.0052	9.8120
22.3396	-0.180888	-0.337503	-0.106977	0.482508	21.2791	207.4904	177.5692	330.0790	0.0214	0.0956	9.7250
22.4920	-0.881691	-0.292505	1.014127	0.586073	27.4642	169.3192	127.7070	318.3887	0.0734	0.0969	9.8093
22.6444	0.003003	-0.461366	1.183232	0.684774	32.9150	173.5608	131.3576	317.7966	0.0663	0.0413	9.8255
22.7968	-0.121116	-0.483570	1.183179	0.748575	36.4653	158.7929	112.0272	313.2344	0.0834	0.0514	9.8629
22.9492	0.130904	-0.640431	1.183679	0.800606	37.6757	151.6200	104.1472	312.5283	0.0516	0.0023	9.8881
23.1016	0.061647	-0.526322	1.183373	0.868047	39.2012	168.6386	129.2986	320.6604	0.1356	0.0279	9.9099
