HOLE:	U1351B
EXPEDITION:	317
TOP:	82.0792
BOTTOM:	1026.9592
DEPTH_WMSF	IDPH	IMPH	SFLU
m	ohm.m	ohm.m	ohm.m
82.0792	1950.0000	1950.0000	0.0907
82.2316	1950.0000	1950.0000	0.1654
82.3840	1950.0000	1950.0000	0.7252
82.5364	1.0513	1950.0000	0.8720
82.6888	0.3637	9.9804	0.7762
82.8412	0.4144	1.5922	0.7897
82.9936	0.4546	0.8031	0.7037
83.1460	0.5369	0.5957	0.7775
83.2984	0.8482	0.5667	0.7951
83.4508	1.0690	0.6444	0.8311
83.6032	1.1057	0.8371	0.7934
83.7556	1.7819	1.1581	0.7824
83.9080	1.9428	1.4767	0.6960
84.0604	1.3554	1.5373	0.7698
84.2128	1.3969	1.4197	0.9833
84.3652	1.4225	1.3461	0.9381
84.5176	1.4123	1.3748	1.0128
84.6700	1.4191	1.4899	1.0464
84.8224	1.4453	1.6216	0.9642
84.9748	1.4936	1.6564	0.9658
85.1272	1.5124	1.5596	0.8932
85.2796	1.4468	1.4015	0.7894
85.4320	1.3715	1.2518	0.6398
85.5844	1.3074	1.1457	0.6989
85.7368	1.2590	1.0935	0.6513
85.8892	1.2445	1.0865	0.7229
86.0416	1.2534	1.1069	0.6771
86.1940	1.1915	1.1341	0.6897
86.3464	1.1761	1.1482	0.6674
86.4988	1.1807	1.1419	0.6340
86.6512	1.1913	1.1249	0.6399
86.8036	1.2037	1.1103	0.6242
86.9560	1.2148	1.1040	0.5635
87.1084	1.2198	1.1058	0.6437
87.2608	1.2204	1.1109	0.7730
87.4132	1.2181	1.1139	0.6664
87.5656	1.2115	1.1119	0.7829
87.7180	1.2031	1.1057	0.6898
87.8704	1.2013	1.0983	0.6181
88.0228	1.1994	1.0921	0.6953
88.1752	1.1955	1.0874	0.5870
88.3276	1.1928	1.0831	0.6506
88.4800	1.1922	1.0784	0.6936
88.6324	1.1934	1.0740	0.6125
88.7848	1.1966	1.0715	0.5910
88.9372	1.1993	1.0721	0.5650
89.0896	1.1988	1.0757	0.6180
89.2420	1.1976	1.0809	0.5375
89.3944	1.1959	1.0852	0.6558
89.5468	1.1917	1.0855	0.5789
89.6992	1.1902	1.0809	0.6321
89.8516	1.1983	1.0733	0.6788
90.0040	1.2070	1.0664	0.6588
90.1564	1.2170	1.0647	0.6392
90.3088	1.2439	1.0748	0.6194
90.4612	1.2994	1.1050	0.6540
90.6136	1.3599	1.1617	0.7957
90.7660	1.4077	1.2440	1.0204
90.9184	1.4374	1.3361	0.8827
91.0708	1.4922	1.4104	0.8184
91.2232	1.6061	1.4526	0.8920
91.3756	1.7158	1.4829	0.9028
91.5280	1.7753	1.5390	0.9837
91.6804	1.8611	1.6450	0.9917
91.8328	2.0012	1.7946	1.0664
91.9852	2.1155	1.9512	1.0761
92.1376	2.1011	2.0744	1.1053
92.2900	2.2261	2.1618	1.1627
92.4424	2.5064	2.2431	1.1868
92.5948	2.5942	2.3264	1.3566
92.7472	2.6197	2.3758	1.6286
92.8996	2.6244	2.3580	1.3641
93.0520	2.6090	2.2880	1.4541
93.2044	2.5420	2.1987	1.4681
93.3568	2.1468	2.0945	0.8577
93.5092	2.1143	1.9606	0.8850
93.6616	2.3058	1.8062	0.9995
93.8140	2.0944	1.6738	0.8912
93.9664	1.7822	1.5911	0.9080
94.1188	1.6425	1.5374	0.7289
94.2712	1.5594	1.4682	0.7551
94.4236	1.5282	1.3699	0.8481
94.5760	1.4949	1.2707	0.8261
94.7284	1.4313	1.2021	0.7072
94.8808	1.3808	1.1741	0.7032
95.0332	1.3602	1.1740	0.7336
95.1856	1.3550	1.1795	0.7433
95.3380	1.3484	1.1797	0.7619
95.4904	1.3534	1.1791	0.6997
95.6428	1.3587	1.1823	0.7470
95.7952	1.3616	1.1886	0.7234
95.9476	1.3666	1.1970	0.7244
96.1000	1.3741	1.2054	0.7303
96.2524	1.3802	1.2099	0.7881
96.4048	1.3822	1.2106	0.6822
96.5572	1.3836	1.2098	0.7675
96.7096	1.3870	1.2080	0.7182
96.8620	1.3914	1.2069	0.7200
97.0144	1.3995	1.2097	0.7631
97.1668	1.4001	1.2163	0.7453
97.3192	1.4023	1.2243	0.7454
97.4716	1.4072	1.2307	0.7913
97.6240	1.4065	1.2315	0.7448
97.7764	1.3996	1.2249	0.7225
97.9288	1.3986	1.2137	0.7520
98.0812	1.3961	1.2030	0.6869
98.2336	1.3920	1.1972	0.7391
98.3860	1.3902	1.1977	0.6950
98.5384	1.3899	1.2032	0.7598
98.6908	1.3890	1.2097	0.7261
98.8432	1.3882	1.2140	0.7519
98.9956	1.3931	1.2151	0.7299
99.1480	1.3889	1.2127	0.7401
99.3004	1.3870	1.2080	0.7480
99.4528	1.3910	1.2034	0.7135
99.6052	1.3873	1.2005	0.7093
99.7576	1.3811	1.1989	0.7385
99.9100	1.3753	1.1973	0.7523
100.0624	1.3712	1.1948	0.7206
100.2148	1.3699	1.1915	0.6745
100.3672	1.3697	1.1889	0.7287
100.5196	1.3660	1.1881	0.7445
100.6720	1.3649	1.1886	0.7177
100.8244	1.3642	1.1887	0.7061
100.9768	1.3636	1.1872	0.7163
101.1292	1.3612	1.1840	0.7175
101.2816	1.3581	1.1800	0.7449
101.4340	1.3563	1.1761	0.7099
101.5864	1.3552	1.1730	0.7102
101.7388	1.3523	1.1708	0.7135
101.8912	1.3380	1.1679	0.7174
102.0436	1.3270	1.1625	0.7175
102.1960	1.3228	1.1539	0.7317
102.3484	1.3215	1.1436	0.6960
102.5008	1.3211	1.1344	0.6764
102.6532	1.3122	1.1294	0.6742
102.8056	1.3000	1.1287	0.6884
102.9580	1.2983	1.1292	0.7107
103.1104	1.2993	1.1277	0.6763
103.2628	1.2942	1.1239	0.7083
103.4152	1.2895	1.1195	0.7137
103.5676	1.2861	1.1154	0.6860
103.7200	1.2842	1.1109	0.6576
103.8724	1.2807	1.1053	0.7009
104.0248	1.2706	1.0989	0.6697
104.1772	1.2634	1.0930	0.6956
104.3296	1.2635	1.0894	0.6597
104.4820	1.2602	1.0882	0.6582
104.6344	1.2626	1.0885	0.6812
104.7868	1.2667	1.0904	0.6541
104.9392	1.2695	1.0949	0.6759
105.0916	1.2744	1.1019	0.6832
105.2440	1.2703	1.1096	0.6976
105.3964	1.2759	1.1158	0.6980
105.5488	1.2795	1.1182	0.6634
105.7012	1.2788	1.1155	0.6802
105.8536	1.2767	1.1089	0.6787
106.0060	1.2657	1.1012	0.6669
106.1584	1.2677	1.0949	0.6931
106.3108	1.2575	1.0903	0.6784
106.4632	1.2498	1.0868	0.6674
106.6156	1.2446	1.0828	0.6675
106.7680	1.2411	1.0771	0.6754
106.9204	1.2379	1.0710	0.6776
107.0728	1.2368	1.0669	0.6609
107.2252	1.2398	1.0672	0.6600
107.3776	1.2426	1.0721	0.6593
107.5300	1.2479	1.0811	0.6757
107.6824	1.2706	1.0958	0.6834
107.8348	1.3539	1.1213	0.6549
107.9872	1.3793	1.1614	0.7514
108.1396	1.3439	1.2118	0.6886
108.2920	1.3334	1.2627	0.8170
108.4444	1.4295	1.3055	0.7065
108.5968	1.4891	1.3319	0.8248
108.7492	1.4984	1.3327	0.8528
108.9016	1.4980	1.3095	0.8436
109.0540	1.4760	1.2790	0.8417
109.2064	1.4186	1.2565	0.8717
109.3588	1.3991	1.2424	0.7572
109.5112	1.3608	1.2213	0.6364
109.6636	1.3566	1.1784	0.7665
109.8160	1.3055	1.1212	0.6813
109.9684	1.2460	1.0742	0.6322
110.1208	1.2353	1.0527	0.6489
110.2732	1.2290	1.0531	0.6806
110.4256	1.2284	1.0639	0.6436
110.5780	1.2331	1.0764	0.6889
110.7304	1.2354	1.0842	0.6533
110.8828	1.2325	1.0835	0.6765
111.0352	1.2322	1.0754	0.6893
111.1876	1.2285	1.0633	0.6802
111.3400	1.2175	1.0504	0.6533
111.4924	1.2182	1.0413	0.6617
111.6448	1.2248	1.0405	0.6638
111.7972	1.2244	1.0471	0.6674
111.9496	1.2308	1.0577	0.6043
112.1020	1.2553	1.0718	0.6408
112.2544	1.2882	1.0921	0.7107
112.4068	1.3184	1.1199	0.7458
112.5592	1.3398	1.1525	0.7826
112.7116	1.3269	1.1810	0.7802
112.8640	1.3467	1.1955	0.7309
113.0164	1.3973	1.1971	0.7339
113.1688	1.4125	1.1971	0.7394
113.3212	1.4141	1.2030	0.7347
113.4736	1.4091	1.2151	0.7596
