HOLE:	U1351B
EXPEDITION:	317
TOP:	0.0886
BOTTOM:	486.3970
DEPTH_WMSF	FX	FY	FZ	FNOR	FINC	RB	P1AZ	HAZI	AX	AY	AZ	DEVI
m	oer	oer	oer	oer	deg	deg	deg	deg	m/s2	m/s2	m/s2	deg
25.6918	0.022202	-0.039409	-1.169804	1.178264	-83.2138	312.4825	44.6863	92.2209	0.0603	-0.0810	9.8733	0.1249
25.8442	0.159460	-0.043255	-1.169707	1.178832	-82.9512	275.6300	26.7475	111.1247	0.0600	-0.0790	9.8749	0.1465
25.9966	0.069612	-0.016632	-1.169814	1.178448	-83.0543	227.4952	353.7567	126.2707	0.0576	-0.0808	9.9508	0.1653
26.1490	0.120973	0.077446	-1.169873	1.178472	-83.0014	198.5580	333.7436	135.1952	0.0561	-0.0807	9.9280	0.2020
26.3014	0.051924	0.153717	-1.170009	1.178902	-82.7973	169.8490	307.1137	137.2667	0.0584	-0.0748	9.8622	0.2577
26.4538	0.045111	0.209818	-1.170032	1.178241	-83.0449	162.5376	299.2060	136.6697	0.0588	-0.0771	9.8561	0.3055
26.6062	-0.008313	0.148500	-1.169925	1.178328	-82.9915	179.5323	197.2068	137.1375	0.0597	-0.0764	9.9379	0.3293
26.7586	0.007142	0.037976	-1.169845	1.179866	-82.3868	234.0960	11.0503	136.9462	0.0571	-0.0750	10.0118	0.3480
26.9110	0.244223	0.057771	-1.169805	1.183023	-81.2843	228.9523	5.7119	136.7637	0.0570	-0.0722	10.0080	0.3636
27.0634	0.168673	0.090848	-1.169870	1.185460	-80.5343	225.6718	1.0568	135.3877	0.0586	-0.0724	9.8970	0.3612
27.2158	0.109471	0.045196	-1.169834	1.185921	-80.4241	230.3673	2.8540	132.4831	0.0574	-0.0737	9.8021	0.3599
27.3682	0.134520	0.036006	-1.169781	1.187844	-79.8953	221.7321	353.1988	131.4639	0.0614	-0.0713	9.8022	0.3557
27.5206	0.103381	0.091620	-1.169870	1.188555	-79.7037	224.9545	356.3677	131.4128	0.0585	-0.0709	9.8612	0.3486
27.6730	0.085028	0.063860	-1.169838	1.190147	-79.2936	260.9845	32.3212	131.3406	0.0608	-0.0682	9.8974	0.3399
27.8254	0.069100	-0.100494	-1.169694	1.191739	-78.8938	312.4045	84.3008	131.8962	0.0605	-0.0639	9.9470	0.3400
27.9778	0.160243	-0.294212	-1.169429	1.194238	-78.2930	316.4926	87.5606	131.0696	0.0617	-0.0624	9.9763	0.3388
28.1302	0.215359	-0.450433	-1.169292	1.198550	-77.3655	305.1532	72.6153	127.4620	0.0604	-0.0603	9.9730	0.3198
28.2826	0.355987	-0.240131	-1.169392	1.198456	-77.3964	268.5933	34.8140	126.2202	0.0620	-0.0617	9.9145	0.2974
28.4350	0.232375	-0.013060	-1.169737	1.155024	-75.9464	220.4447	346.0999	125.6505	0.0627	-0.0614	9.8437	0.2788
28.5874	0.116859	0.163791	-1.169966	1.042678	-71.8292	200.5873	328.8276	128.2381	0.0633	-0.0582	9.8595	0.2688
28.7398	0.173177	0.222123	-1.169929	0.920107	-68.0602	184.2160	316.2764	132.0594	0.0657	-0.0557	9.9354	0.2630
28.8922	-0.025706	0.212286	-1.170047	0.799006	-63.6989	139.6082	275.3949	135.7883	0.0671	-0.0536	9.9687	0.2561
29.0446	-0.123248	0.355767	-1.170301	0.683441	-57.9277	149.2937	285.1257	135.8314	0.0668	-0.0522	9.9033	0.2608
29.1970	-0.023229	0.291408	-1.170145	0.572943	-50.4799	146.5497	278.2246	131.6745	0.0682	-0.0527	9.8153	0.2819
