HOLE:	U1351B
EXPEDITION:	317
TOP:	0.0880
BOTTOM:	968.4376
DEPTH_WMSF	TENS	CS	ETIM	DF
m	lbf	m/h	s	lbf
0.0880	790.0000	1175.0040	121.2310	580.5315
0.2404	794.0000	1175.9185	121.7330	575.9100
0.3928	790.0000	1173.7848	122.2180	568.0891
0.5452	840.0000	1170.1272	122.7115	565.2450
0.6976	806.0000	1178.6616	123.2050	566.6670
0.8500	803.0000	1190.2440	123.6980	578.7540
1.0024	806.0000	1205.1792	124.1825	591.9075
1.1548	756.0000	1228.3440	124.6755	602.2170
1.3072	777.0000	1254.8616	125.1600	600.4395
1.4596	811.0000	1267.3584	125.6485	597.2401
1.6120	825.0000	1171.0416	126.1208	598.6620
1.7644	771.0000	1110.0815	126.6083	602.5725
1.9168	739.0000	1096.9752	127.0990	592.9740
2.0692	750.0000	1119.5304	127.5930	594.0405
2.2216	798.0000	1148.1816	128.0860	577.6875
2.3740	791.0000	1161.2880	128.5795	572.7105
2.5264	775.0000	1161.2880	129.0730	563.1120
2.6788	765.0000	1164.3361	129.5575	561.3345
2.8312	751.0000	1166.4696	130.0477	588.3525
2.9836	772.0000	1167.6888	130.5352	590.8410
3.1360	779.0000	1167.0792	131.0072	575.9100
3.2884	765.0000	1165.2504	131.4960	573.0660
3.4408	766.0000	1167.9937	131.9810	573.7770
3.5932	718.0000	1185.6720	132.4742	571.6440
3.7456	740.0000	1201.2168	132.9675	564.5340
3.8980	760.0000	1204.5696	133.4608	526.8510
4.0504	780.0000	1186.5864	133.9540	522.5850
4.2028	778.0000	1171.6512	134.4473	524.7180
4.3552	766.0000	1159.7640	134.9405	528.2730
4.5076	747.0000	1158.5448	135.4340	546.4035
4.6600	780.0000	1156.1064	135.9147	559.9125
4.8124	797.0000	1154.5824	136.3955	562.4010
4.9648	777.0000	1153.9728	136.8887	596.8845
5.1172	756.0000	1152.1440	137.3707	612.1710
5.2696	736.1412	1176.3558	137.8548	607.9351
5.4220	739.9624	1205.2118	138.3474	572.6893
5.5744	753.8355	1226.2682	138.8394	559.0047
5.7268	738.2259	1235.5300	139.3234	549.7335
5.8792	760.6213	1239.8561	139.8154	541.2115
6.0316	774.7366	1240.8236	140.2994	537.5829
6.1840	785.7673	1241.7360	140.7793	532.6443
6.3364	780.1411	1243.8386	141.2831	529.7619
6.4888	750.7761	1279.5186	141.7565	535.9285
6.6412	741.2540	1285.2040	142.2425	553.3675
6.7936	692.5281	1257.5660	142.7339	563.8635
6.9460	704.5389	1218.9608	143.2260	562.1158
7.0984	713.6825	1180.9202	143.7101	564.1033
7.2508	702.4515	1152.2961	144.1938	571.7053
7.4032	695.2798	1149.7665	144.6774	575.0712
7.5556	691.1694	1163.1328	145.1696	564.3047
7.7080	696.7319	1175.0824	145.6620	548.5404
7.8604	684.6114	1177.3563	146.1543	548.1643
8.0128	692.5556	1177.4424	146.6229	541.7600
8.1652	681.6210	1179.7546	147.1140	526.5940
8.3176	693.2968	1183.6288	147.6063	524.7757
8.4700	709.0969	1186.4316	148.0901	542.1606
