HOLE:	U1351B
898.1812	12.7925
898.3336	13.1613
898.4860	13.4623
898.6384	13.4740
898.7908	13.2534
898.9432	13.1415
899.0956	13.2172
899.2480	13.3374
899.4004	13.3864
899.5528	13.3308
899.7052	13.1438
899.8576	13.1176
900.0100	13.6424
900.1624	13.8162
900.3148	13.8064
900.4672	13.7846
900.6196	13.5943
900.7720	13.4615
900.9244	13.2568
901.0768	12.8353
901.2292	12.7289
901.3816	12.8232
901.5340	12.8686
901.6864	12.8787
901.8388	12.9211
901.9912	12.9535
902.1436	12.9308
902.2960	12.9257
902.4484	12.9212
902.6008	12.9172
902.7532	13.0981
902.9056	14.5263
903.0580	14.8179
903.2104	14.2299
903.3628	14.1566
903.5152	14.5822
903.6676	17.6112
903.8200	18.5764
903.9724	17.9289
904.1248	17.6725
904.2772	16.3563
904.4296	14.6883
904.5820	14.6247
904.7344	14.5878
904.8868	14.4376
905.0392	14.3610
905.1916	15.1280
905.3440	16.0613
905.4964	16.3411
905.6488	16.4258
905.8012	16.2778
905.9536	15.1087
906.1060	17.8799
906.2584	18.6105
906.4108	18.6404
906.5632	18.5348
906.7156	16.4816
906.8680	17.5138
907.0204	18.2235
907.1728	18.6415
907.3252	18.7662
907.4776	18.7738
907.6300	18.7668
907.7824	18.7642
907.9348	18.7100
908.0872	18.5023
908.2396	18.6082
908.3920	18.5925
908.5444	18.5607
908.6968	15.8295
908.8492	17.5185
909.0016	18.5503
909.1540	18.7099
909.3064	18.8087
909.4588	18.7967
909.6112	18.7070
909.7636	18.7188
909.9160	18.0852
910.0684	18.8065
910.2208	18.8766
910.3732	18.7394
910.5256	18.6116
910.6780	18.5901
910.8304	18.6952
910.9828	18.6849
911.1352	18.6994
911.2876	18.6848
911.4400	18.6657
911.5924	18.6218
911.7448	18.6792
911.8972	16.5839
912.0496	18.2408
912.2020	18.3051
912.3544	18.4393
912.5068	18.6054
912.6592	17.6986
912.8116	12.0556
912.9640	11.8707
913.1164	11.8796
913.2688	11.8468
913.4212	11.7501
913.5736	11.7491
913.7260	11.7342
913.8784	11.9313
914.0308	12.0243
914.1832	11.9668
914.3356	11.9016
914.4880	11.9038
914.6404	12.2440
914.7928	12.5100
914.9452	12.5244
915.0976	12.5059
915.2500	12.5008
915.4024	12.8197
915.5548	13.1423
915.7072	13.1930
915.8596	13.1943
916.0120	13.2551
916.1644	13.2616
916.3168	13.1252
916.4692	13.0718
916.6216	13.1909
916.7740	13.6449
916.9264	14.2938
917.0788	14.4196
917.2312	14.8465
917.3836	15.3522
917.5360	14.2787
917.6884	13.9586
917.8408	14.4967
917.9932	14.5448
918.1456	14.3760
918.2980	14.4138
918.4504	14.9346
918.6028	15.0968
918.7552	14.9012
918.9076	14.1100
919.0600	13.9091
919.2124	13.8678
919.3648	13.8407
919.5172	13.8412
919.6696	13.8365
919.8220	13.8458
919.9744	13.8406
920.1268	13.8373
920.2792	13.8351
920.4316	13.8275
920.5840	13.5687
920.7364	13.4640
920.8888	13.4773
921.0412	13.4826
921.1936	13.4823
921.3460	13.4803
921.4984	13.4773
921.6508	13.5488
921.8032	13.6010
921.9556	13.5905
922.1080	13.6124
922.2604	14.0379
922.4128	14.4139
922.5652	14.7707
922.7176	14.9963
922.8700	14.9124
923.0224	14.8346
923.1748	15.2223
923.3272	16.2435
923.4796	17.8721
923.6320	18.6435
923.7844	18.6683
923.9368	18.6478
924.0892	18.6272
924.2416	17.1030
924.3940	15.5048
924.5464	15.1211
924.6988	15.0830
924.8512	15.1025
925.0036	16.1316
925.1560	17.8364
925.3084	18.5849
925.4608	18.5662
925.6132	18.4904
925.7656	18.4829
925.9180	17.8558
926.0704	16.9658
926.2228	16.5965
926.3752	16.2774
926.5276	16.0551
926.6800	16.6231
926.8324	17.5060
926.9848	17.9205
927.1372	17.5476
927.2896	17.0816
927.4420	16.8248
927.5944	16.8203
927.7468	17.1976
927.8992	17.9845
928.0516	18.7861
928.2040	18.7832
928.3564	18.2620
928.5088	17.3205
928.6612	17.0788
928.8136	17.5531
928.9660	18.2112
929.1184	18.6727
929.2708	18.7840
929.4232	18.7790
929.5756	18.7731
929.7280	18.7795
929.8804	18.7791
930.0328	18.4931
930.1852	17.6435
930.3376	16.9072
930.4900	16.7838
930.6424	16.8563
930.7948	17.2423
930.9472	17.5344
931.0996	17.1705
931.2520	16.8532
931.4044	17.0901
931.5568	17.8606
931.7092	17.6243
931.8616	17.7458
932.0140	17.8325
932.1664	17.0742
932.3188	16.9738
932.4712	16.7291
932.6236	16.6682
932.7760	16.6817
932.9284	17.0470
933.0808	17.9814
933.2332	18.5098
933.3856	18.7856
933.5380	18.6746
933.6904	18.3551
933.8428	17.5543
933.9952	17.6398
934.1476	18.3736
934.3000	18.6867
934.4524	18.6558
934.6048	18.3321
934.7572	17.5037
934.9096	17.8080
935.0620	18.4826
935.2144	18.7768
935.3668	18.6256
935.5192	18.1446
935.6716	18.2603
935.8240	18.7495
935.9764	18.7636
936.1288	18.7408
936.2812	18.7554
936.4336	18.7792
936.5860	18.7772
936.7384	18.7798
936.8908	18.6669
937.0432	18.0757
937.1956	17.8073
937.3480	18.2951
937.5004	18.1543
937.6528	18.0408
937.8052	17.7625
937.9576	17.3710
938.1100	17.0825
938.2624	17.1714
938.4148	16.9804
938.5672	16.9048
938.7196	18.1520
938.8720	18.5639
939.0244	18.1822
939.1768	16.0718
939.3292	15.5012
939.4816	15.5219
939.6340	15.8652
939.7864	17.7714
939.9388	17.8590
940.0912	18.5802
940.2436	18.7089
940.3960	18.6910
940.5484	18.6097
940.7008	17.9442
940.8532	15.9317
941.0056	15.8776
941.1580	15.8744
941.3104	15.8706
941.4628	15.8409
941.6152	15.5170
941.7676	15.4279
941.9200	15.4306
942.0724	15.4086
942.2248	15.3961
942.3772	15.3950
942.5296	15.4532
942.6820	15.4754
942.8344	15.4781
942.9868	15.4817
943.1392	15.4754
943.2916	15.4817
943.4440	15.5142
943.5964	15.6560
943.7488	17.8012
943.9012	18.5200
944.0536	16.4195
944.2060	15.9569
944.3584	16.6508
944.5108	18.7604
944.6632	18.7735
944.8156	18.7798
944.9680	18.7743
945.1204	18.7640
945.2728	18.6246
945.4252	18.5105
945.5776	18.6056
945.7300	18.5830
945.8824	18.1842
946.0348	17.9878
946.1872	17.9846
946.3396	18.3612
946.4920	18.2095
946.6444	18.3774
946.7968	17.8899
946.9492	17.3066
947.1016	17.3383
947.2540	18.0729
947.4064	18.6467
947.5588	17.3288
947.7112	17.6959
947.8636	17.6963
948.0160	17.6994
948.1684	18.2171
948.3208	18.6784
948.4732	18.4376
948.6256	18.4943
948.7780	18.5707
948.9304	18.5675
949.0828	18.6246
949.2352	18.6436
949.3876	18.5992
949.5400	18.1367
949.6924	16.4195
949.8448	16.6634
949.9972	17.3799
950.1496	17.6741
950.3020	17.6488
950.4544	17.0468
950.6068	16.3625
950.7592	16.1629
950.9116	15.5142
951.0640	15.5863
951.2164	15.3645
951.3688	14.5598
951.5212	14.3471
951.6736	14.3126
951.8260	13.9768
951.9784	13.6901
952.1308	13.6663
952.2832	12.8933
952.4356	11.5389
952.5880	11.7876
952.7404	11.7884
952.8928	11.8795
953.0452	11.7246
953.1976	11.9808
953.3500	11.9808
953.5024	11.9741
953.6548	12.3072
953.8072	13.5099
953.9596	13.7297
954.1120	13.7962
954.2644	14.0449
954.4168	14.2810
954.5692	14.2944
954.7216	14.2810
954.8740	14.4742
955.0264	14.6798
955.1788	14.8702
955.3312	15.6029
955.4836	16.2611
955.6360	16.7949
955.7884	18.4788
955.9408	18.7576
956.0932	18.7632
956.2456	18.7164
956.3980	17.4143
956.5504	15.6472
956.7028	15.6433
956.8552	15.9965
957.0076	17.1767
957.1600	18.7196
957.3124	18.7133
957.4648	18.7133
957.6172	18.5105
957.7696	18.3489
957.9220	18.6966
958.0744	18.6816
958.2268	18.6848
958.3792	18.6052
958.5316	17.9719
958.6840	17.6294
958.8364	17.2559
958.9888	17.1514
959.1412	17.1414
959.2936	16.5747
959.4460	16.5462
959.5984	16.4567
959.7508	16.4575
959.9032	16.4258
960.0556	15.6278
960.2080	15.1332
960.3604	15.1372
960.5128	15.1332
960.6652	15.1332
960.8176	15.1677
960.9700	14.8797
961.1224	14.7491
961.2748	14.7467
961.4272	14.7467
961.5796	14.7463
961.7320	14.7562
961.8844	14.7518
962.0368	14.8227
962.1892	14.8734
962.3416	14.9514
962.4940	14.9589
962.6464	14.9459
962.7988	14.9589
962.9512	15.1372
963.1036	15.3486
963.2560	15.2282
963.4084	14.8821
963.5608	14.8829
963.7132	14.7118
963.8656	14.4774
964.0180	14.8378
964.1704	14.8639
964.3228	14.8607
964.4752	14.8683
964.6276	15.5102
964.7800	16.0203
964.9324	16.0159
965.0848	16.0361
965.2372	16.6603
965.3896	16.8254
965.5420	16.7933
965.6944	16.7838
965.8468	16.7838
965.9992	16.9454
966.1516	17.9565
966.3040	17.9529
966.4564	17.9434
966.6088	18.0194
966.7612	16.8143
966.9136	14.3221
967.0660	13.6156
967.2184	13.5847
967.3708	14.0180
967.5232	14.0172
967.6756	14.0243
967.8280	13.8437
967.9804	13.9008
968.1328	14.1035
968.2852	13.8786
968.4376	13.8148
968.5900	13.8121
968.7424	13.8287
968.8948	13.8437
969.0472	13.9103
969.1996	14.0061
969.3520	14.8449
969.5044	15.2251
969.6568	15.1704
969.8092	15.1744
969.9616	14.5566
970.1140	14.5190
970.2664	14.6738
970.4188	14.6738
970.5712	14.6825
970.7236	14.6706
970.8760	14.8671
971.0284	15.4920
971.1808	15.4849
971.3332	15.3676
971.4856	14.7574
971.6380	14.1447
971.7904	14.0782
971.9428	14.0782
972.0952	14.3760
972.2476	14.7435
972.4000	14.6603
972.5524	14.7910
972.7048	15.1997
972.8572	14.9043
973.0096	14.8195
973.1620	14.4045
973.3144	15.2203
973.4668	15.6908
973.6192	15.9605
973.7716	15.9823
973.9240	15.9823
974.0764	15.9660
974.2288	15.8746
974.3812	14.3982
974.5336	13.9515
974.6860	13.9534
974.8384	13.9451
974.9908	13.9641
975.1432	14.4081
975.2956	14.7689
975.4480	13.4822
975.6004	13.4604
975.7528	13.4509
975.9052	13.3297
976.0576	13.5586
976.2100	13.6441
976.3624	13.5709
976.5148	13.6030
976.6672	13.6030
976.8196	13.6540
976.9720	13.9641
977.1244	13.5182
977.2768	13.7107
977.4292	13.9610
977.5816	13.9479
977.7340	13.9483
977.8864	13.8913
978.0388	14.0144
978.1912	14.5503
978.3436	14.5503
978.4960	13.8703
978.6484	13.1277
978.8008	13.1277
978.9532	12.9638
979.1056	12.8394
979.2580	12.8616
979.4104	13.0331
979.5628	13.1562
979.7152	13.1551
979.8676	13.1943
980.0200	13.6822
980.1724	13.5182
980.3248	14.5439
980.4772	14.5978
980.6296	14.6009
980.7820	14.4192
980.9344	14.1764
981.0868	13.5047
981.2392	13.0636
981.3916	13.2101
981.5440	13.2101
981.6964	13.3546
981.8488	13.9578
982.0012	13.3796
982.1536	13.7487
982.3060	13.7772
982.4584	13.7487
982.6108	13.7428
982.7632	13.5681
982.9156	13.1939
983.0680	13.2164
983.2204	13.1721
983.3728	13.1626
983.5252	13.2826
983.6776	12.9408
983.8300	12.9000
983.9824	12.9978
984.1348	13.0612
984.2872	13.0636
984.4396	13.0549
984.5920	13.0517
984.7444	13.1855
984.8968	13.3622
985.0492	13.3273
985.2016	13.3158
985.3540	13.2735
985.5064	13.1436
985.6588	13.1939
985.8112	13.2481
985.9636	13.3242
986.1160	13.2925
986.2684	13.2608
986.4208	13.2964
986.5732	13.3273
986.7256	13.3210
986.8780	13.6624
987.0304	13.5016
987.1828	13.5099
987.3352	13.5142
987.4876	13.5238
987.6400	13.9728
987.7924	14.0370
987.9448	13.9863
988.0972	13.6651
988.2496	13.6663
988.4020	13.6600
988.5544	13.6735
988.7068	14.3887
988.8592	16.1989
989.0116	16.9042
989.1640	15.4215
989.3164	15.1399
989.4688	14.4172
989.6212	14.1669
989.7736	14.3031
989.9260	13.5966
990.0784	13.6208
990.2308	13.5459
990.3832	13.4350
990.5356	13.4517
990.6880	13.6853
990.8404	13.4382
990.9928	13.4406
991.1452	13.4445
991.2976	13.5998
991.4500	14.6104
991.6024	14.6706
991.7548	14.6992
991.9072	14.7118
992.0596	14.7087
992.2120	14.7102
992.3644	14.6136
992.5168	14.5851
992.6692	14.6548
992.8216	14.6421
992.9740	14.6485
993.1264	14.6465
993.2788	14.6770
993.4312	14.6825
993.5836	14.6833
993.7360	14.6770
993.8884	14.7019
994.0408	10.0387
994.1932	9.7259
994.3456	9.7282
994.4980	9.7251
994.6504	9.7370
994.8028	10.4886
994.9552	14.6188
995.1076	14.5819
995.2600	14.5027
995.4124	14.4552
995.5648	14.1320
995.7172	13.9261
995.8696	13.7511
996.0220	13.6948
996.1744	13.5709
996.3268	13.5839
996.4792	13.9420
996.6316	15.2480
996.7840	14.2017
996.9364	14.2017
997.0888	14.1918
997.2412	14.3190
997.3936	15.9078
997.5460	17.3003
997.6984	17.1862
997.8508	17.1636
998.0032	16.4575
998.1556	13.5333
998.3080	13.4045
998.4604	13.1246
998.6128	13.1717
998.7652	13.1594
998.9176	13.1626
999.0700	13.1634
999.2224	13.2196
999.3748	13.2703
999.5272	13.3131
999.6796	13.2038
999.8320	13.1341
999.9844	13.1329
1000.1368	13.1309
1000.2892	12.9250
1000.4416	12.7254
1000.5940	12.8426
1000.7464	12.8390
1000.8988	12.9250
1001.0512	12.9313
1001.2036	12.9471
1001.3560	13.2259
1001.5084	13.4002
1001.6608	13.4240
1001.8132	13.5016
1001.9656	13.5127
1002.1180	13.5016
1002.2704	13.4952
1002.4228	13.5071
1002.5752	13.3051
1002.7276	13.2022
1002.8800	13.2164
1003.0324	13.2228
1003.1848	13.4295
1003.3372	13.8881
1003.4896	13.8152
1003.6420	13.7012
1003.7944	13.7392
1003.9468	13.7455
1004.0992	13.5210
1004.2516	13.3178
1004.4040	13.3436
1004.5564	13.3780
1004.7088	13.6430
1004.8612	13.6473
1005.0136	13.6473
1005.1660	13.5333
1005.3184	13.4544
1005.4708	13.5174
1005.6232	13.6156
1005.7756	13.5265
1005.9280	13.3622
1006.0804	12.8711
1006.2328	12.5535
1006.3852	12.5574
1006.5376	12.5618
1006.6900	12.8109
1006.8424	13.1404
1006.9948	13.1440
1007.1472	13.4224
1007.2996	13.4667
1007.4520	13.3879
1007.6044	13.2608
1007.7568	13.7012
1007.9092	14.8354
1008.0616	14.9597
1008.2140	14.9653
1008.3664	15.1902
1008.5188	13.9728
1008.6712	14.1004
1008.8236	14.0976
1008.9760	13.9990
1009.1284	12.9883
1009.2808	12.6778
1009.4332	12.2624
