HOLE:	U1351B
EXPEDITION:	317
TOP:	873.6448
BOTTOM:	1009.4332
DEPTH_WMSF	LCAL
m	in
873.6448	13.2465
873.7972	13.2576
873.9496	13.8010
874.1020	13.8592
874.2544	13.7233
874.4068	13.7702
874.5592	13.7633
874.7116	13.2580
874.8640	12.8521
875.0164	12.6588
875.1688	12.4897
875.3212	12.5511
875.4736	12.4371
875.6260	12.3959
875.7784	12.3650
875.9308	12.3325
876.0832	12.3289
876.2356	12.3317
876.3880	12.3325
876.5404	12.3345
876.6928	12.3388
876.8452	12.3622
876.9976	12.7531
877.1500	12.8363
877.3024	12.7198
877.4548	12.6620
877.6072	12.9060
877.7596	13.0608
877.9120	13.1745
878.0644	13.1974
878.2168	13.2964
878.3692	13.3432
878.5216	13.4406
878.6740	15.6845
878.8264	18.5414
878.9788	18.6499
879.1312	18.6448
879.2836	18.7331
879.4360	18.7641
879.5884	18.7714
879.7408	18.7685
879.8932	18.7611
880.0456	18.7686
880.1980	18.7659
880.3504	18.7642
880.5028	18.7685
880.6552	18.7636
880.8076	18.7576
880.9600	18.7557
881.1124	18.7264
881.2648	18.6905
881.4172	18.6512
881.5696	17.9821
881.7220	14.5315
881.8744	13.0871
882.0268	13.3999
882.1792	13.4516
882.3316	13.3963
882.4840	13.1251
882.6364	13.0247
882.7888	13.5559
882.9412	13.6471
883.0936	13.6459
883.2460	13.6467
883.3984	13.6430
883.5508	13.6434
883.7032	13.6579
883.8556	13.7273
884.0080	13.7317
884.1604	13.7317
884.3128	13.7319
884.4652	13.7355
884.6176	13.7602
884.7700	13.7726
884.9224	13.5739
885.0748	13.5220
885.2272	13.4895
885.3796	13.4013
885.5320	13.2351
885.6844	13.1905
885.8368	13.1877
885.9892	13.1658
886.1416	12.9905
886.2940	12.5523
886.4464	12.2983
886.5988	12.2959
886.7512	12.2858
886.9036	12.2705
887.0560	12.3081
887.2084	12.4842
887.3608	12.6304
887.5132	12.6259
887.6656	12.5726
887.8180	12.5270
887.9704	12.5676
888.1228	12.7295
888.2752	12.8638
888.4276	12.8970
888.5800	12.8466
888.7324	12.7131
888.8848	12.6409
889.0372	12.5623
889.1896	12.5443
889.3420	12.5421
889.4944	12.5437
889.6468	12.5479
889.7992	12.5198
889.9516	12.4067
890.1040	12.2457
890.2564	12.1296
890.4088	12.0893
890.5612	12.0887
890.7136	12.0854
890.8660	12.0901
891.0184	12.1234
891.1708	12.1639
891.3232	12.1480
891.4756	12.1331
891.6280	12.2742
891.7804	12.4915
891.9328	12.4368
892.0852	12.2964
892.2376	12.2731
892.3900	12.2935
892.5424	12.3035
892.6948	12.3034
892.8472	12.2926
892.9996	12.3127
893.1520	12.3802
893.3044	12.4575
893.4568	12.2435
893.6092	11.7627
893.7616	11.5560
893.9140	11.5377
894.0664	11.5594
894.2188	11.6906
894.3712	11.9961
894.5236	12.3193
894.6760	12.4357
894.8284	12.4419
894.9808	12.4608
895.1332	12.4725
895.2856	12.4291
895.4380	12.1965
895.5904	12.2650
895.7428	12.4530
895.8952	12.4468
896.0476	12.6153
896.2000	12.7560
896.3524	12.7746
896.5048	12.8134
896.6572	12.8487
896.8096	12.8538
896.9620	12.8517
897.1144	12.8621
897.2668	12.9148
897.4192	12.8636
897.5716	12.8039
897.7240	12.7755
897.8764	12.7576
898.0288	12.7677
