HOLE:	U1351B
EXPEDITION:	317
TOP:	875.6260
BOTTOM:	1016.4436
DEPTH_WMSF	APLC	STOF	SIGF	AFEC	ANEC
897.1144	54.2020	0.9639	25.7160	539.2996	2471.9299
897.2668	59.5689	0.7292	27.0784	473.6589	2462.5535
897.4192	61.2194	0.7615	27.1714	485.1483	2481.3406
897.5716	61.3482	0.7460	27.6027	494.6032	2452.9873
897.7240	58.9053	0.4465	29.0035	496.8991	2489.8508
897.8764	48.7343	0.4157	29.2750	507.2286	2558.2634
898.0288	36.5175	0.5754	28.4642	537.8948	2591.7747
898.1812	27.0609	0.7127	27.4713	627.6229	2587.9446
898.3336	22.5057	0.7437	26.3759	656.6013	2597.0662
898.4860	21.9918	0.7447	25.1893	627.5743	2665.2705
898.6384	22.9250	0.7694	24.4115	578.1742	2714.5864
898.7908	27.6337	0.6751	24.2705	567.4299	2729.6709
898.9432	32.8907	0.5607	24.7563	583.4415	2651.0125
899.0956	32.9992	0.6830	25.0550	584.7859	2634.2830
899.2480	29.6111	0.8694	24.9219	563.4318	2669.4263
899.4004	30.0799	0.9161	24.9597	551.6376	2636.5049
899.5528	32.1854	0.9905	24.5923	567.8675	2623.5308
899.7052	33.9021	1.0988	24.0663	550.0195	2608.7512
899.8576	33.8426	1.2318	23.0868	548.6226	2611.9702
900.0100	34.6587	1.2752	22.3638	545.5501	2588.2771
900.1624	37.1919	1.2625	22.5219	523.8868	2529.3367
900.3148	36.3451	1.2574	23.0813	534.3777	2539.6011
900.4672	35.3684	1.2225	22.9441	519.5994	2519.7805
900.6196	34.3514	1.1124	23.5402	523.1670	2498.6433
900.7720	33.4326	0.9541	24.2577	528.5862	2550.1482
900.9244	33.2855	0.8841	24.3230	537.9626	2561.0469
901.0768	34.3030	0.8651	24.8986	544.0328	2565.2590
901.2292	33.8185	1.0372	25.1730	543.8315	2621.9778
901.3816	34.3721	1.1346	25.5114	533.1251	2620.5210
901.5340	33.4380	1.2860	26.0485	547.7769	2588.5581
901.6864	32.9376	1.3735	25.3528	553.9868	2544.4197
901.8388	33.3156	1.3142	25.2043	580.0161	2543.1003
901.9912	40.5127	0.9983	26.6238	544.3861	2556.7314
902.1436	41.8635	1.0456	26.4444	522.4288	2537.4119
902.2960	38.3143	1.2193	25.2598	497.5244	2586.8682
902.4484	37.0094	1.2713	25.7807	516.0109	2568.6306
902.6008	43.9970	1.2049	26.2120	509.9548	2526.0200
902.7532	53.6276	1.0750	26.7727	500.3119	2457.4116
902.9056	54.1937	1.0644	26.7476	484.0509	2426.1282
903.0580	45.2827	1.1794	26.1989	479.2839	2430.4490
903.2104	43.6515	1.2016	27.2369	471.2672	2452.4727
903.3628	51.8954	1.0915	28.2915	467.3831	2419.1008
903.5152	60.2541	0.9101	29.8047	472.1114	2434.6160
903.6676	60.2772	0.9367	31.0730	495.5941	2445.1958
903.8200	58.0423	0.9885	32.3283	486.6593	2449.2356
903.9724	56.9440	1.0210	31.9023	480.8928	2460.1399
904.1248	56.4707	1.0278	31.5833	482.7997	2475.8123
904.2772	57.2247	1.0077	30.4599	493.2895	2447.1562
904.4296	53.9509	1.0592	30.0512	499.9457	2457.2249
904.5820	53.9583	1.0586	29.8540	495.6691	2481.1140
904.7344	51.8100	1.0877	29.6974	487.4417	2420.5254
904.8868	49.3219	1.1262	29.9724	514.8597	2449.4395
905.0392	46.1706	1.1680	30.8052	522.2308	2490.8154
905.1916	47.9101	1.1403	30.3592	520.8928	2496.3750
905.3440	53.4532	1.0647	30.6493	548.1373	2499.2705
905.4964	59.7825	0.9198	30.7589	517.8591	2515.2168
905.6488	72.7248	0.1640	31.6471	481.8946	2383.2280
905.8012	77.2672	-0.1504	31.9481	483.8982	2312.5752
905.9536	73.2972	0.1712	31.7359	445.5408	2379.6777
906.1060	72.3412	0.2465	30.7297	455.9696	2363.0935
906.2584	78.1903	-0.2083	30.7984	469.2119	2353.7610
906.4108	87.4924	-0.5960	31.6125	428.6064	2342.3926
906.5632	93.5562	-0.1230	32.1338	425.5389	2287.8086
906.7156	94.1490	-0.0841	33.4656	425.7946	2334.3599
906.8680	93.3344	-0.2344	34.0878	425.9612	2315.7681
907.0204	86.4743	-0.5984	33.4126	406.3885	2356.2373
907.1728	75.8997	-0.0032	33.4252	408.9200	2389.3340
907.3252	69.6520	0.4413	33.7281	403.8163	2404.6877
907.4776	69.9823	0.4293	33.7590	391.2641	2333.5989
907.6300	74.6413	0.0813	33.8554	400.3670	2375.2346
907.7824	75.5148	0.0084	34.5446	413.9550	2429.1472
907.9348	76.5186	-0.0745	34.9824	414.5956	2370.7839
908.0872	72.3735	0.2692	33.6059	452.4405	2299.9153
908.2396	68.6933	0.5042	32.9616	416.1612	2376.5403
908.3920	70.9972	0.3392	33.2026	447.9885	2353.5796
908.5444	74.9017	0.0413	32.8439	432.5933	2372.8086
908.6968	81.5976	-0.4608	33.1604	421.7814	2405.8989
908.8492	87.2773	-0.6614	32.2385	428.0049	2334.4910
909.0016	87.4647	-0.6761	32.2128	406.7833	2382.2395
909.1540	83.5723	-0.5798	32.5156	385.8457	2346.7566
909.3064	87.8879	-0.6545	34.2892	411.9391	2377.8125
909.4588	88.2178	-0.5855	33.2643	401.3013	2315.7764
909.6112	85.1319	-0.6468	34.1541	411.4159	2341.2803
909.7636	78.0938	-0.2088	33.8731	417.9924	2385.8936
909.9160	80.0630	-0.3597	34.0975	445.3192	2314.0857
910.0684	78.9696	-0.2662	33.5632	417.1292	2368.7734
910.2208	77.9239	-0.1804	33.8789	455.8023	2354.2776
910.3732	74.1046	0.1193	34.7576	413.2534	2307.6025
910.5256	72.3459	0.2546	34.2738	431.5413	2324.0823
910.6780	71.5659	0.3147	33.4027	449.9474	2341.3958
910.8304	75.1177	0.0337	34.5908	405.6196	2351.2957
910.9828	79.4798	-0.3064	34.7343	430.0619	2322.2605
911.1352	83.7669	-0.5752	33.4308	419.4286	2326.8572
911.2876	88.3968	-0.6668	34.0346	406.2857	2334.2856
911.4400	90.3570	-0.5683	34.1313	460.5000	2387.5000
911.5924	89.3290	-0.6292	33.2553	403.3856	2355.1565
911.7448	83.5168	-0.5765	34.0160	408.4191	2388.6511
911.8972	78.1755	-0.2009	34.3504	470.7852	2351.7297
912.0496	68.7149	0.4967	34.0404	478.6932	2334.1277
912.2020	50.2008	1.1051	31.3151	446.6654	2405.8682
912.3544	36.0174	1.2990	28.5600	523.7642	2656.2969
912.5068	34.1476	1.3427	25.0878	502.1232	2573.9473
912.6592	35.5395	1.1962	24.8129	529.0197	2615.6538
912.8116	32.1785	1.0553	24.5026	572.3677	2578.9636
912.9640	31.5104	0.9944	23.7719	588.3611	2539.2708
913.1164	32.6455	0.8565	24.5223	543.9360	2585.5789
913.2688	31.6804	0.8100	25.3970	578.9576	2548.9497
913.4212	30.4206	0.9137	25.4572	546.5408	2609.8782
913.5736	31.1828	1.0586	25.0893	542.4107	2500.9314
913.7260	34.9549	1.0538	25.0903	582.6025	2502.5403
913.8784	33.7324	1.3281	23.1309	604.6121	2563.7212
914.0308	33.5491	1.3553	23.8018	593.2469	2537.0674
914.1832	30.0100	1.2039	23.4605	578.5161	2569.5249
914.3356	29.2292	0.9358	24.6195	602.4199	2554.0562
914.4880	26.4075	0.8282	25.0515	550.2386	2574.8982
914.6404	26.0319	0.8374	24.9959	581.7689	2693.5500
914.7928	26.4378	0.7579	24.5554	568.5247	2653.1306
914.9452	28.0108	0.7149	24.3780	558.5260	2692.2131
915.0976	27.8546	0.7495	23.8478	574.2597	2668.1558
915.2500	28.4089	0.8032	23.7278	590.0507	2645.6533
915.4024	29.0278	0.7310	23.3113	578.5945	2613.5825
915.5548	27.7970	0.7791	22.9869	607.1727	2667.7542
915.7072	28.3948	0.7354	23.6625	551.1403	2605.4653
915.8596	28.5949	0.8081	22.9017	529.9172	2616.1655
916.0120	28.5980	0.8109	22.9414	517.8079	2638.2607
916.1644	30.6300	0.8244	22.7923	535.2965	2659.0476
916.3168	37.0801	0.8743	22.3232	512.5366	2602.3301
916.4692	48.7775	1.0635	22.2072	519.3632	2508.7688
916.6216	58.2422	0.9359	24.3273	517.4467	2442.7705
916.7740	52.8539	1.0637	25.2536	500.0185	2498.0762
916.9264	51.0104	1.1069	27.7464	506.8652	2557.9116
917.0788	55.4747	1.0387	29.6430	509.6088	2540.2766
917.2312	53.6512	1.0591	29.4837	507.3992	2520.3408
917.3836	42.1310	1.2097	28.2975	516.2318	2460.0901
917.5360	32.6369	1.4206	26.6874	520.1578	2554.1001
917.6884	31.2369	1.4511	25.9261	503.2969	2530.1992
917.8408	32.3386	1.4076	26.2339	503.8276	2513.5281
917.9932	34.3937	1.3430	25.1215	526.2433	2490.1240
918.1456	34.3611	1.3427	25.3113	528.8768	2478.5344
918.2980	34.1981	1.3473	25.0389	517.8010	2450.9482
918.4504	33.2338	1.3734	23.8918	555.8422	2493.9988
918.6028	33.6453	1.1424	24.0058	562.7465	2459.2012
918.7552	34.2388	0.9969	24.9303	555.7053	2497.0708
918.9076	30.5550	1.1077	23.6940	544.2739	2510.5264
919.0600	31.5050	0.9941	23.2378	578.9574	2562.0857
919.2124	30.5552	1.2055	21.9067	564.5931	2583.6965
919.3648	30.8633	1.2939	21.5901	552.9036	2585.0369
919.5172	30.1145	1.4552	21.0701	566.7390	2633.9543
919.6696	30.1222	1.4473	20.6018	606.7778	2628.4177
919.8220	30.6380	1.4541	20.0394	655.1936	2568.8755
919.9744	27.7164	1.2278	20.9349	673.9371	2604.0940
920.1268	25.6912	1.1567	20.9917	645.6635	2628.3821
920.2792	25.3081	1.0563	21.0731	641.7569	2689.5757
920.4316	30.6816	0.8204	21.6146	618.0005	2667.9062
920.5840	32.3322	0.7664	22.2421	541.7990	2645.8877
920.7364	30.9432	0.8581	22.1114	563.9853	2627.0745
920.8888	30.3343	0.8592	22.1362	567.0337	2592.1223
921.0412	30.4969	0.8460	22.2246	580.8922	2609.9048
921.1936	30.0098	0.9084	22.6068	586.5135	2652.8579
921.3460	31.0741	0.9232	22.9836	560.1276	2664.0288
921.4984	31.9742	0.9110	23.1106	546.5026	2659.2488
921.6508	30.8521	1.0706	22.3730	536.0892	2615.6050
921.8032	30.9416	1.0642	22.7695	553.4270	2600.5464
921.9556	36.8364	0.9508	23.8488	575.0656	2621.5933
922.1080	42.3375	0.7964	24.9781	551.7687	2570.3606
922.2604	41.0966	0.9036	25.6451	552.8958	2580.9514
922.4128	38.9122	0.9416	27.1596	561.8984	2544.0872
922.5652	41.4347	0.9263	28.6119	509.2122	2583.6062
922.7176	47.8477	0.8775	28.9481	497.9202	2499.4812
922.8700	47.4793	1.0449	28.4685	513.2513	2453.9329
923.0224	47.7186	1.0626	29.7225	483.1245	2493.5759
923.1748	49.2996	1.0738	30.2805	451.3844	2481.0779
923.3272	53.3560	1.0614	29.6945	496.2738	2433.4707
923.4796	49.9047	1.1058	28.9105	513.0475	2456.7141
923.6320	49.0568	1.0804	28.3445	516.8683	2508.2168
923.7844	47.7174	1.1124	26.7257	560.8231	2506.2883
923.9368	41.5325	1.2176	24.9316	572.7714	2498.4556
924.0892	37.5819	1.2685	24.5225	565.3538	2566.6233
924.2416	41.0721	1.2265	25.1589	516.7455	2495.1567
924.3940	49.2402	1.1246	26.4331	490.2520	2442.4451
924.5464	51.8158	1.0964	27.7527	476.2539	2510.3621
924.6988	52.6223	1.0873	29.0564	434.9521	2556.9426
924.8512	57.8839	0.9751	30.5702	419.7102	2509.6667
925.0036	55.2884	1.0185	31.9861	430.4906	2465.9646
925.1560	46.0017	1.1702	31.7045	444.2665	2473.6628
925.3084	36.2750	1.3420	31.1196	468.8240	2472.7502
925.4608	31.7785	1.4295	31.6927	485.3815	2454.6707
925.6132	33.5787	1.3666	31.9449	462.4627	2517.4092
925.7656	36.3065	1.2980	31.1364	467.7907	2521.2483
925.9180	47.1457	1.1496	30.8666	496.5187	2518.5559
926.0704	62.7306	0.7420	31.7145	486.7836	2475.3303
926.2228	75.0169	0.0278	32.1790	467.1736	2431.0657
926.3752	76.1245	-0.0475	32.1656	502.7318	2464.1387
926.5276	68.0857	0.5121	32.3975	517.0563	2457.7490
926.6800	60.4537	0.8778	32.7395	478.3271	2468.8911
926.8324	48.5849	1.1168	32.1745	453.0886	2478.5125
926.9848	35.9812	1.3325	31.4741	466.8893	2499.8979
927.1372	30.6178	1.4710	31.1104	485.3232	2539.6067
927.2896	30.4955	1.4349	31.2391	484.8824	2544.2898
927.4420	31.5901	1.3886	31.7239	484.8891	2516.7581
927.5944	33.2981	1.3334	32.4869	494.7743	2496.8723
927.7468	38.1292	1.1360	33.5196	496.8555	2476.9465
927.8992	43.4293	1.0767	33.5030	486.4638	2435.6816
928.0516	44.8791	1.1173	33.0868	487.9734	2454.8933
928.2040	45.6991	1.1141	32.6994	468.4933	2472.9016
928.3564	51.5567	1.0843	32.9669	454.6467	2456.6536
928.5088	57.2591	1.0044	33.6199	456.8862	2450.9470
928.6612	55.4705	1.0323	33.7663	458.9839	2426.2864
928.8136	49.3251	1.1214	33.4794	461.6235	2433.8784
928.9660	44.9178	1.1759	32.8451	465.1148	2417.6946
929.1184	47.6325	1.1385	32.1257	466.9406	2384.5300
929.2708	51.4418	1.0904	31.5283	488.1440	2438.3384
929.4232	45.6534	1.1629	29.7716	494.7824	2459.8542
929.5756	33.8055	1.3957	25.9588	486.2882	2506.3367
929.7280	27.4788	1.6421	22.8495	554.3691	2612.0159
929.8804	27.9389	1.5233	22.1551	565.8418	2559.0347
930.0328	31.3504	1.2247	22.6978	538.4951	2473.6985
930.1852	30.0884	1.1571	23.2381	560.4358	2487.5857
930.3376	26.5167	0.9486	24.9925	562.3044	2582.6343
930.4900	26.1337	0.7944	26.0802	564.3086	2625.1392
930.6424	26.5585	0.7302	26.4202	596.9752	2601.6606
930.7948	27.9932	0.6344	27.0527	611.1654	2611.3533
930.9472	28.2294	0.6299	26.5543	629.9370	2609.8960
931.0996	28.1722	0.7266	25.5040	638.9012	2591.0034
931.2520	28.5951	0.7440	25.2411	607.9252	2612.1169
931.4044	27.0722	0.8167	25.0071	565.5367	2642.2737
931.5568	25.1499	0.9628	24.5100	573.9052	2645.2424
931.7092	25.0642	0.9752	24.9048	566.6084	2611.7859
931.8616	27.9103	0.8508	25.7091	574.1377	2605.9023
932.0140	30.3965	0.8921	25.8552	569.3093	2609.5664
932.1664	33.1716	0.8985	26.2548	571.4707	2640.9998
932.3188	34.5001	0.8723	26.2800	560.5698	2658.9424
932.4712	34.6851	0.8304	26.5273	571.8108	2581.4814
932.6236	30.6716	0.8203	27.0049	562.3903	2546.1665
932.7760	26.3126	0.8327	26.4457	578.8221	2572.4707
932.9284	24.2558	0.9413	25.6857	553.4066	2662.4617
933.0808	32.8728	0.7367	26.7710	545.8662	2656.5447
933.2332	42.5192	0.5608	27.7671	549.1583	2545.6960
933.3856	44.7764	0.6522	28.2429	514.5814	2581.4321
933.5380	38.8083	0.9410	28.5516	536.6218	2598.8464
933.6904	36.4942	0.8081	29.4051	521.3328	2566.8181
933.8428	31.8229	0.8578	29.2257	525.9135	2562.6260
933.9952	26.8476	1.1057	27.9162	559.7421	2563.0598
934.1476	27.1313	1.1005	27.5462	560.3328	2511.6262
934.3000	27.8602	1.0715	27.0112	561.2453	2538.3457
934.4524	27.2253	1.2759	25.5132	569.8093	2545.1018
934.6048	28.3710	1.3805	23.9754	553.8433	2544.0728
934.7572	34.5748	1.1878	23.9474	547.8453	2548.6870
934.9096	51.7952	0.9786	25.5749	546.0567	2534.3323
935.0620	66.6051	0.6076	27.8861	493.3692	2518.4636
935.2144	71.2071	0.3364	29.9162	439.8507	2540.0352
935.3668	70.7331	0.3746	31.7068	430.5964	2525.3640
935.5192	75.5238	0.0205	34.0379	410.1260	2459.5852
935.6716	74.1186	0.0871	33.0712	424.3316	2394.3547
935.8240	63.2501	0.7943	30.9876	454.8993	2441.9526
935.9764	57.2159	1.0218	30.9268	506.9308	2446.0422
936.1288	57.9754	0.9931	30.3985	511.6272	2397.7744
936.2812	59.3874	0.9423	30.3061	474.7624	2413.5017
936.4336	53.3951	1.0803	30.5108	475.3260	2443.6189
936.5860	53.1647	1.0744	30.9318	447.0508	2445.4990
936.7384	56.4802	0.9813	30.3480	479.4254	2372.8799
936.8908	65.8493	0.5819	30.8008	535.9072	2304.6108
937.0432	64.7441	0.3399	30.5099	589.5995	2352.5972
937.1956	53.1654	0.9968	26.8520	547.4337	2421.6106
937.3480	36.2715	1.2779	24.5753	553.5936	2491.7896
937.5004	32.9571	1.2971	24.5945	550.5759	2487.9746
937.6528	36.0916	1.2951	24.6166	519.9878	2509.6021
937.8052	40.9720	1.2239	23.4139	528.4307	2546.8167
937.9576	44.1734	1.1851	23.7840	561.4553	2554.0186
938.1100	41.0598	1.2294	23.2933	573.6525	2469.3706
938.2624	33.1373	1.3825	22.2854	563.1952	2494.7524
938.4148	31.6747	1.4357	21.8078	595.8395	2542.3789
938.5672	28.2900	1.5863	21.4262	517.0900	2446.6448
938.7196	28.1096	1.5453	21.4779	550.8754	2527.8989
938.8720	26.4312	1.4577	21.9442	568.6026	2499.5405
939.0244	28.8517	1.1367	23.1452	549.1765	2575.2656
939.1768	29.8651	1.2818	21.6019	567.5977	2624.4563
939.3292	30.9253	1.3890	21.4210	567.9570	2621.0835
939.4816	32.0303	1.3999	21.6377	557.5965	2603.4807
939.6340	35.1098	1.3405	23.6975	544.0555	2618.4460
939.7864	46.2530	1.1650	25.4411	525.9482	2454.8870
939.9388	46.0398	1.1606	26.8700	533.8871	2485.4497
940.0912	35.4636	1.3023	27.4826	532.6127	2553.7600
940.2436	29.5194	1.4376	27.9221	565.6313	2506.7798
940.3960	28.7119	1.2370	26.3937	522.6055	2535.3589
940.5484	29.3902	1.2739	24.7144	540.0977	2456.6816
940.7008	31.8998	1.4250	23.6836	575.0594	2572.5618
940.8532	33.5113	1.3662	23.0890	576.5905	2521.9019
941.0056	35.6356	1.3086	22.8641	547.7493	2594.3767
941.1580	36.0094	1.3012	22.7687	561.6316	2582.2856
941.3104	39.6952	1.2432	22.8679	547.0462	2582.1362
941.4628	41.4257	1.2133	22.7444	537.0497	2576.9675
941.6152	41.7878	1.1188	23.5259	565.5842	2532.2463
941.7676	44.1196	0.8090	25.0754	541.9581	2465.9424
941.9200	39.9262	0.9816	24.7971	520.1501	2497.8232
942.0724	42.2854	1.1510	24.7224	499.7141	2513.4722
942.2248	47.2841	1.1440	24.8580	518.3825	2497.6460
942.3772	50.2929	1.1150	25.3536	528.0000	2490.8572
942.5296	48.8071	1.1382	24.2448	536.5714	2507.5000
942.6820	46.9847	1.1601	24.7242	499.4286	2512.0000
942.8344	48.6850	1.1351	24.5678	504.0000	2449.5000
942.9868	47.3450	1.1579	25.4348	491.4286	2476.5715
943.1392	46.8478	1.1650	24.8361	512.0000	2483.5000
