HOLE:	U1351B
EXPEDITION:	317
TOP:	889.6468
BOTTOM:	1026.9592
DEPTH_WMSF	IDPH	IMPH	SFLU
m	ohm.m	ohm.m	ohm.m
889.6468	1.7417	1.5419	1.2500
889.7992	1.7417	1.5419	1.2490
889.9516	1.7417	1.5419	1.2626
890.1040	1.7417	1.5419	1.2838
890.2564	1.7417	1.5419	1.2832
890.4088	1.7417	1.5419	1.2977
890.5612	1.7417	1.5419	1.3006
890.7136	1.7417	1.5419	1.2534
890.8660	1.7417	1.5419	1.2374
891.0184	1.7417	1.5419	1.2420
891.1708	1.7417	1.5419	1.2507
891.3232	1.7417	1.5419	1.2539
891.4756	1.7417	1.5419	1.2979
891.6280	1.7417	1.5419	1.3376
891.7804	1.7417	1.5419	1.3170
891.9328	1.7417	1.5419	1.3499
892.0852	1.7417	1.5419	1.3229
892.2376	1.7417	1.5419	1.2751
892.3900	1.7417	1.5419	1.2711
892.5424	1.7417	1.5419	1.2750
892.6948	1.7417	1.5419	1.2921
892.8472	1.7417	1.5419	1.3992
892.9996	1.7417	1.5419	1.5205
893.1520	1.7417	1.5419	1.5123
893.3044	1.7417	1.5419	1.5361
893.4568	1.7417	1.5419	1.4833
893.6092	1.7417	1.5419	1.2655
893.7616	1.7417	1.5419	1.1787
893.9140	1.7417	1.5419	1.2139
894.0664	1.7417	1.5419	1.2352
894.2188	1.7417	1.5419	1.3282
894.3712	1.7417	1.5419	1.3437
894.5236	1.7417	1.5419	1.2611
894.6760	1.7417	1.5419	1.3225
894.8284	1.7417	1.5419	1.4006
894.9808	1.7417	1.5419	1.3759
895.1332	1.7417	1.5419	1.3788
895.2856	1.7417	1.5419	1.3536
895.4380	1.7417	1.5419	1.3084
895.5904	1.7417	1.5419	1.2800
895.7428	1.7417	1.5419	1.2281
895.8952	1.7417	1.5419	1.1837
896.0476	1.7417	1.5419	1.1390
896.2000	1.7417	1.5419	1.0996
896.3524	1.7417	1.5419	1.0922
896.5048	1.7417	1.5419	1.1165
896.6572	1.7417	1.5419	1.1310
896.8096	1.7417	1.5419	1.1489
896.9620	1.7417	1.5419	1.3629
897.1144	1.7417	1.5419	1.7093
897.2668	1.7417	1.5419	1.4731
897.4192	1.7417	1.5419	1.1278
897.5716	1.7417	1.5419	1.0859
897.7240	1.7417	1.5419	1.0890
897.8764	1.7417	1.5419	1.0835
898.0288	1.7417	1.5419	1.0748
898.1812	1.7417	1.5419	1.0776
898.3336	1.7417	1.5419	1.5086
898.4860	1.7417	1.5419	1.9181
898.6384	1.7417	1.5419	1.7636
898.7908	1.7417	1.5419	1.2449
898.9432	1.7417	1.5419	0.9234
899.0956	1.7417	1.5419	0.7831
899.2480	1.7417	1.5419	0.7315
899.4004	1.7417	1.5419	0.7383
899.5528	1.7417	1.5419	0.7368
899.7052	1.7417	1.5419	0.7967
899.8576	1.7417	1.5419	0.8365
900.0100	1.7417	1.5419	0.8353
900.1624	1.7417	1.5419	0.8246
900.3148	1.7417	1.5419	0.8525
900.4672	1.7417	1.5419	0.8879
900.6196	1.7417	1.5419	0.8775
900.7720	1.7417	1.5419	0.8455
900.9244	1.7417	1.5419	0.7927
901.0768	1.7417	1.5419	0.7874
901.2292	1.7417	1.5419	0.7843
901.3816	1.7417	1.5419	0.7945
901.5340	1.7417	1.5419	0.9382
901.6864	1.7417	1.5419	1.0542
901.8388	1.7417	1.5419	1.1190
901.9912	1.7417	1.5419	1.1707
902.1436	1.7417	1.5419	1.1542
902.2960	1.7417	1.5419	1.0104
902.4484	1.7417	1.5419	0.9294
902.6008	1.7417	1.5419	0.9552
902.7532	1.7417	1.5419	0.9608
902.9056	1.7417	1.5419	0.9697
903.0580	1.7417	1.5419	0.9690
903.2104	1.7417	1.5419	0.9116
903.3628	1.7417	1.5419	0.9259
903.5152	1.7417	1.5419	0.9087
903.6676	1.7417	1.5419	0.8339
903.8200	1.7417	1.5419	0.8361
903.9724	1.7417	1.5419	0.9764
904.1248	1.7417	1.5419	1.0465
904.2772	1.7417	1.5419	1.0546
904.4296	1.7417	1.5419	1.0816
904.5820	1.7417	1.5419	1.0727
904.7344	1.8183	1.5284	1.0502
904.8868	1.8779	1.5172	1.0100
905.0392	1.9572	1.5089	0.9913
905.1916	1.9812	1.5008	0.9109
