HOLE:	U1351B
EXPEDITION:	317
TOP:	82.0792
BOTTOM:	1009.4332
DEPTH_WMSF	RHOM	DRH	PEFL	NRHB
m	g/cm3	g/cm3	barns/e-	g/cm3
82.0792	1.7516	-0.0966	2.4368	1.7516
82.2316	1.4772	-0.0641	2.0577	1.4772
82.3840	1.3906	0.0057	1.8475	1.3906
82.5364	1.3745	0.0122	1.8615	1.3745
82.6888	1.3770	0.0151	1.8368	1.3770
82.8412	1.3837	0.0173	1.8528	1.3837
82.9936	1.3910	0.0163	1.8336	1.3910
83.1460	1.4009	0.0161	1.8498	1.4009
83.2984	1.4008	0.0131	1.8335	1.4008
83.4508	1.3990	0.0099	1.8456	1.3990
83.6032	1.4019	0.0103	1.8480	1.4019
83.7556	1.4040	0.0123	1.8507	1.4040
83.9080	1.4039	0.0124	1.8846	1.4039
84.0604	1.4330	0.0180	1.9557	1.4330
84.2128	1.4727	0.0244	2.0316	1.4727
84.3652	1.5132	0.0314	2.0118	1.5132
84.5176	1.5164	0.0317	2.0190	1.5164
84.6700	1.5107	0.0321	1.9791	1.5107
84.8224	1.5019	0.0263	1.9880	1.5019
84.9748	1.4965	0.0245	1.9388	1.4965
85.1272	1.4898	0.0232	1.9610	1.4898
85.2796	1.4844	0.0244	1.9750	1.4844
85.4320	1.4773	0.0219	1.9751	1.4773
85.5844	1.4789	0.0242	1.9372	1.4789
85.7368	1.4769	0.0240	1.9147	1.4769
85.8892	1.4780	0.0244	1.9030	1.4780
86.0416	1.4793	0.0258	1.9381	1.4793
86.1940	1.4798	0.0284	1.9459	1.4798
86.3464	1.4841	0.0323	1.9532	1.4841
86.4988	1.4862	0.0341	1.9514	1.4862
86.6512	1.4897	0.0373	1.9410	1.4897
86.8036	1.4883	0.0373	1.9682	1.4883
86.9560	1.4941	0.0387	1.9810	1.4941
87.1084	1.5094	0.0368	1.9915	1.5094
87.2608	1.5201	0.0367	1.9940	1.5201
87.4132	1.5090	0.0296	2.0076	1.5090
87.5656	1.4913	0.0218	2.0056	1.4913
87.7180	1.4852	0.0194	1.9984	1.4852
87.8704	1.4886	0.0191	1.9765	1.4886
88.0228	1.4875	0.0180	1.9542	1.4875
88.1752	1.4872	0.0189	1.9474	1.4872
88.3276	1.4941	0.0213	1.9303	1.4941
88.4800	1.5030	0.0192	1.9516	1.5030
88.6324	1.5145	0.0203	1.9501	1.5145
88.7848	1.5354	0.0237	1.9823	1.5354
88.9372	1.5495	0.0251	2.0183	1.5495
89.0896	1.5775	0.0322	2.0512	1.5775
89.2420	1.5935	0.0416	2.0757	1.5935
89.3944	1.6062	0.0475	2.0849	1.6062
89.5468	1.6159	0.0519	2.1063	1.6159
89.6992	1.6284	0.0559	2.1322	1.6284
89.8516	1.6462	0.0614	2.1492	1.6462
90.0040	1.6549	0.0641	2.1554	1.6549
90.1564	1.6703	0.0701	2.1081	1.6703
90.3088	1.6894	0.0776	2.1585	1.6894
90.4612	1.7342	0.0947	2.2415	1.7342
90.6136	1.8133	0.1189	2.4685	1.8133
90.7660	1.9020	0.1462	2.6468	1.9020
90.9184	1.9815	0.1686	2.6590	1.9815
91.0708	2.0077	0.1816	2.6140	2.0077
91.2232	1.9979	0.1801	2.5620	1.9979
91.3756	2.0017	0.1721	2.7738	2.0017
91.5280	2.0388	0.1554	2.8938	2.0388
91.6804	2.0836	0.1561	2.9851	2.0836
91.8328	2.0943	0.1464	3.0046	2.0943
91.9852	2.0666	0.1002	3.2505	2.0666
92.1376	2.0928	0.0648	3.5694	2.0928
92.2900	2.1594	0.0555	3.6947	2.1594
92.4424	2.1750	0.0176	3.5534	2.1750
92.5948	2.1878	-0.0110	3.7966	2.2286
92.7472	2.2390	-0.0032	3.7597	2.4005
92.8996	2.1599	0.0029	4.1644	2.4135
93.0520	2.1159	0.0270	3.8234	2.1159
93.2044	2.0582	0.0527	3.6111	2.0582
93.3568	2.0961	0.0965	3.1826	2.0961
93.5092	2.1151	0.1234	3.0412	2.1151
93.6616	2.0987	0.1030	2.9160	2.0987
93.8140	2.0818	0.0862	2.7904	2.0818
93.9664	2.0696	0.0732	2.7531	2.0696
94.1188	2.0764	0.0705	2.7616	2.0764
94.2712	2.0685	0.0606	2.8841	2.0685
94.4236	2.0630	0.0671	2.8964	2.0630
94.5760	2.0380	0.0663	2.9384	2.0380
94.7284	2.0298	0.0684	2.9282	2.0298
94.8808	2.0215	0.0665	2.8893	2.0215
95.0332	2.0224	0.0676	2.8623	2.0224
95.1856	2.0227	0.0615	2.8832	2.0227
95.3380	2.0367	0.0576	2.8480	2.0367
95.4904	2.0533	0.0553	2.8486	2.0533
95.6428	2.0464	0.0516	2.8478	2.0464
95.7952	2.0498	0.0499	2.8807	2.0498
95.9476	2.0435	0.0510	2.7940	2.0435
96.1000	2.0555	0.0547	2.6978	2.0555
96.2524	2.0458	0.0516	2.7094	2.0458
96.4048	2.0488	0.0494	2.8041	2.0488
96.5572	2.0503	0.0543	2.8201	2.0503
96.7096	2.0550	0.0596	2.9104	2.0550
96.8620	2.0534	0.0619	2.9249	2.0534
97.0144	2.0522	0.0664	2.9924	2.0522
97.1668	2.0581	0.0669	2.7808	2.0581
97.3192	2.0561	0.0613	2.7878	2.0561
97.4716	2.0584	0.0503	2.8051	2.0584
97.6240	2.0463	0.0406	2.9104	2.0463
97.7764	2.0396	0.0319	2.8312	2.0396
97.9288	2.0313	0.0252	2.8263	2.0313
98.0812	2.0261	0.0195	2.9159	2.0261
98.2336	2.0274	0.0188	2.9994	2.0274
98.3860	2.0268	0.0155	3.0197	2.0268
98.5384	2.0268	0.0125	3.0542	2.0268
98.6908	2.0267	0.0108	3.0916	2.0267
98.8432	2.0192	0.0095	3.1351	2.0192
98.9956	2.0215	0.0076	3.0736	2.0215
99.1480	2.0166	0.0059	3.0363	2.0166
99.3004	2.0200	0.0059	2.9994	2.0200
99.4528	2.0168	0.0051	2.9616	2.0168
99.6052	2.0190	0.0046	2.9555	2.0190
99.7576	2.0200	0.0053	2.8392	2.0200
99.9100	2.0232	0.0062	2.9295	2.0232
100.0624	2.0191	0.0054	2.9246	2.0191
100.2148	2.0229	0.0054	2.9960	2.0229
100.3672	2.0189	0.0016	2.9364	2.0166
100.5196	2.0225	0.0022	3.0343	2.0225
100.6720	2.0171	0.0026	3.0651	2.0171
100.8244	2.0177	0.0027	3.0616	2.0177
100.9768	2.0213	0.0048	2.9576	2.0213
101.1292	2.0296	0.0070	2.8911	2.0296
101.2816	2.0317	0.0077	2.8918	2.0317
101.4340	2.0301	0.0069	2.8712	2.0301
101.5864	2.0323	0.0058	2.9693	2.0323
101.7388	2.0247	0.0028	3.0074	2.0247
101.8912	2.0233	0.0006	3.0619	2.0418
102.0436	2.0165	-0.0017	3.0403	2.0137
102.1960	2.0142	-0.0003	3.0246	2.0168
102.3484	2.0127	0.0029	3.0670	2.0127
102.5008	2.0088	0.0045	3.0759	2.0088
102.6532	2.0082	0.0056	3.1874	2.0082
102.8056	2.0055	0.0062	3.0444	2.0055
102.9580	2.0099	0.0062	3.0459	2.0099
103.1104	2.0108	0.0048	2.9339	2.0108
103.2628	2.0151	0.0040	3.0157	2.0151
103.4152	2.0112	0.0021	2.9254	2.0112
103.5676	2.0079	0.0010	2.9466	2.0084
103.7200	2.0006	-0.0015	2.9832	1.9900
103.8724	1.9973	-0.0025	3.1216	1.9775
104.0248	1.9955	-0.0031	3.1231	1.9960
104.1772	1.9944	-0.0023	3.0808	2.0383
104.3296	1.9991	-0.0005	3.0117	2.0042
104.4820	1.9928	-0.0005	2.9684	1.9798
104.6344	1.9875	0.0021	3.0050	1.9875
104.7868	1.9723	0.0018	3.0682	1.9723
104.9392	1.9686	0.0004	3.1170	1.9667
105.0916	1.9773	0.0020	3.1012	1.9773
105.2440	1.9851	0.0036	3.1278	1.9851
105.3964	1.9907	0.0028	3.1108	1.9907
105.5488	1.9950	0.0016	3.1007	1.9933
105.7012	2.0078	0.0033	3.0269	2.0078
105.8536	2.0157	0.0042	3.0452	2.0157
106.0060	2.0072	0.0030	3.0642	2.0072
106.1584	1.9958	0.0038	3.0592	1.9958
106.3108	1.9866	0.0043	3.0918	1.9866
106.4632	1.9849	0.0065	3.0432	1.9849
106.6156	1.9837	0.0069	3.0601	1.9837
106.7680	1.9781	0.0077	3.0083	1.9781
106.9204	1.9746	0.0071	3.0526	1.9746
107.0728	1.9694	0.0077	3.0367	1.9694
107.2252	1.9710	0.0105	3.0335	1.9710
107.3776	1.9736	0.0112	3.0547	1.9736
107.5300	1.9793	0.0112	3.0860	1.9793
107.6824	1.9845	0.0132	3.1274	1.9845
107.8348	1.9856	0.0122	3.1399	1.9856
107.9872	1.9817	0.0109	3.1390	1.9817
108.1396	1.9876	0.0094	3.3079	1.9876
108.2920	2.0029	0.0084	3.5070	2.0029
108.4444	2.0212	0.0064	3.7193	2.0212
108.5968	2.0309	0.0055	3.7120	2.0309
108.7492	2.0261	0.0008	3.6179	2.0861
108.9016	2.0242	-0.0032	3.6635	1.9812
109.0540	2.0301	0.0004	3.5055	2.0055
109.2064	2.0141	0.0040	3.2931	2.0141
109.3588	1.9910	0.0044	2.9950	1.9910
109.5112	1.9726	0.0057	2.9771	1.9726
109.6636	1.9802	0.0113	3.0737	1.9802
109.8160	1.9838	0.0122	3.0984	1.9838
109.9684	1.9906	0.0122	2.9643	1.9906
110.1208	1.9891	0.0070	2.8683	1.9891
110.2732	1.9931	0.0039	2.8696	1.9931
110.4256	1.9950	0.0040	2.9061	1.9950
110.5780	1.9964	0.0030	2.9267	1.9964
110.7304	1.9979	0.0035	2.9307	1.9979
110.8828	1.9998	0.0056	2.8596	1.9998
111.0352	1.9884	0.0100	2.7937	1.9884
111.1876	1.9812	0.0192	2.8394	1.9812
111.3400	1.9858	0.0261	2.9510	1.9858
111.4924	2.0011	0.0310	3.0079	2.0011
111.6448	2.0148	0.0285	3.0483	2.0148
111.7972	2.0007	0.0106	3.0282	2.0007
111.9496	2.0018	0.0050	3.0162	2.0018
112.1020	2.0062	0.0063	2.9015	2.0062
112.2544	2.0107	0.0071	2.8764	2.0107
112.4068	2.0175	0.0129	2.9656	2.0175
112.5592	2.0172	0.0168	3.0226	2.0172
112.7116	2.0081	0.0146	3.0832	2.0081
112.8640	1.9986	0.0093	3.1212	1.9986
113.0164	2.0013	0.0082	3.2047	2.0013
113.1688	2.0020	0.0078	3.2125	2.0020
113.3212	2.0013	0.0079	3.1644	2.0013
113.4736	1.9981	0.0074	3.1563	1.9981
113.6260	1.9952	0.0084	3.2190	1.9952
113.7784	1.9909	0.0093	3.2322	1.9909
113.9308	1.9876	0.0104	3.2597	1.9876
114.0832	1.9830	0.0116	3.1165	1.9830
114.2356	1.9677	0.0104	3.0279	1.9677
114.3880	1.9530	0.0093	2.9942	1.9530
114.5404	1.9427	0.0089	3.0167	1.9427
114.6928	1.9408	0.0075	3.0562	1.9408
114.8452	1.9411	0.0073	2.9940	1.9411
114.9976	1.9462	0.0071	3.0669	1.9462
115.1500	1.9443	0.0074	3.0316	1.9443
115.3024	1.9459	0.0079	3.0902	1.9459
115.4548	1.9445	0.0079	3.0226	1.9445
115.6072	1.9529	0.0089	3.0893	1.9529
115.7596	1.9504	0.0085	3.0541	1.9504
115.9120	1.9487	0.0092	3.1111	1.9487
116.0644	1.9492	0.0136	3.1092	1.9492
116.2168	1.9500	0.0137	3.1541	1.9500
116.3692	1.9523	0.0131	3.2199	1.9523
116.5216	1.9567	0.0125	3.2543	1.9567
116.6740	1.9550	0.0075	3.2912	1.9550
116.8264	1.9591	0.0061	3.1841	1.9591
116.9788	1.9627	0.0064	3.2402	1.9627
117.1312	1.9684	0.0063	3.2344	1.9684
117.2836	1.9739	0.0062	3.3124	1.9739
117.4360	1.9823	0.0056	3.3341	1.9823
117.5884	1.9847	0.0029	3.3496	1.9847
117.7408	1.9865	0.0004	3.3947	1.9838
117.8932	1.9880	-0.0004	3.2940	1.9898
118.0456	1.9949	0.0017	3.2722	1.9950
118.1980	1.9929	0.0028	3.2188	1.9929
118.3504	1.9897	0.0060	3.2090	1.9897
118.5028	1.9861	0.0064	3.1144	1.9861
118.6552	2.0020	0.0078	3.1013	2.0020
118.8076	2.0127	0.0081	3.0587	2.0127
118.9600	2.0045	0.0084	3.1466	2.0045
119.1124	1.9812	0.0027	3.1147	1.9812
119.2648	1.9659	0.0034	3.1722	1.9659
119.4172	1.9642	0.0041	3.1531	1.9642
119.5696	1.9664	0.0033	3.2361	1.9664
119.7220	1.9829	0.0060	3.1877	1.9829
119.8744	1.9919	0.0060	3.2670	1.9919
120.0268	1.9961	0.0114	3.2828	1.9961
120.1792	1.9973	0.0158	3.2960	1.9973
120.3316	2.0065	0.0178	3.4015	2.0065
120.4840	2.0264	0.0203	3.5352	2.0264
120.6364	2.0599	0.0143	4.0129	2.0599
120.7888	2.0911	0.0072	3.9991	2.0911
120.9412	2.1131	0.0003	3.9662	2.1958
121.0936	2.1166	-0.0077	4.0415	2.1569
121.2460	2.1231	-0.0140	4.3959	2.0789
121.3984	2.1413	-0.0032	4.7446	2.2402
121.5508	2.1399	0.0082	4.8826	2.1963
121.7032	2.1343	0.0136	4.8944	2.1343
121.8556	2.1540	0.0234	4.7302	2.1540
122.0080	2.1706	0.0340	3.9070	2.1706
122.1604	2.1455	0.0180	3.5330	2.1455
122.3128	2.1022	0.0003	3.1557	2.0984
122.4652	2.0865	-0.0050	3.1519	2.0608
122.6176	2.0836	-0.0031	3.0951	2.0781
122.7700	2.0814	-0.0035	3.1548	2.0968
122.9224	2.0657	-0.0077	3.1435	2.0487
123.0748	2.0571	-0.0039	3.0091	2.0921
123.2272	2.0540	-0.0022	2.9832	2.1222
123.3796	2.0551	-0.0028	2.9881	1.9081
123.5320	2.0633	-0.0002	3.0640	2.0578
123.6844	2.0667	0.0027	3.1167	2.0903
123.8368	2.0488	-0.0055	3.1218	2.0450
123.9892	2.0420	-0.0073	3.1818	2.0340
