HOLE:	U1351B
216.1912	18.0416
216.3436	17.8539
216.4960	17.6139
216.6484	17.5628
216.8008	17.6959
216.9532	17.7723
217.1056	17.6361
217.2580	17.5822
217.4104	17.5878
217.5628	17.5949
217.7152	17.7850
217.8676	18.1228
218.0200	17.9402
218.1724	17.8179
218.3248	17.8832
218.4772	17.9276
218.6296	17.8927
218.7820	17.8484
218.9344	17.8345
219.0868	17.8198
219.2392	17.8262
219.3916	17.7901
219.5440	17.7343
219.6964	17.9339
219.8488	18.1644
220.0012	18.1842
220.1536	17.8769
220.3060	17.7680
220.4584	18.0575
220.6108	18.5968
220.7632	18.6277
220.9156	18.4757
221.0680	18.4721
221.2204	18.6119
221.3728	18.6816
221.5252	18.6689
221.6776	18.6721
221.8300	18.6879
221.9824	18.6800
222.1348	18.6784
222.2872	18.6721
222.4396	18.6745
222.5920	18.6562
222.7444	18.6467
222.8968	18.6341
223.0492	18.6182
223.2016	18.6135
223.3540	18.6182
223.5064	18.6182
223.6588	18.6190
223.8112	18.6151
223.9636	18.6218
224.1160	18.6119
224.2684	18.6087
224.4208	18.6246
224.5732	18.6119
224.7256	18.6024
224.8780	18.5996
225.0304	18.6182
225.1828	18.6087
225.3352	18.6024
225.4876	18.5929
225.6400	18.5192
225.7924	18.5042
225.9448	18.4998
226.0972	18.3869
226.2496	18.3204
226.4020	18.3612
226.5544	18.3774
226.7068	18.3616
226.8592	18.3557
227.0116	18.3648
227.1640	18.3889
227.3164	18.3965
227.4688	18.3901
227.6212	18.4313
227.7736	18.5941
227.9260	18.6467
228.0784	18.6467
228.2308	18.6436
228.3832	18.6404
228.5356	18.6301
228.6880	18.6182
228.8404	18.5739
228.9928	18.5414
229.1452	18.5549
229.2976	18.5675
229.4500	18.5525
229.6024	18.5802
229.7548	18.6135
229.9072	18.6277
230.0596	18.6879
230.2120	18.6966
230.3644	18.6943
230.5168	18.6594
230.6692	18.6939
230.8216	18.7481
230.9740	18.7382
231.1264	18.7164
231.2788	18.7493
231.4312	18.7735
231.5836	18.7735
231.7360	18.7549
231.8884	18.7450
232.0408	18.7386
232.1932	18.7244
232.3456	18.7101
232.4980	18.7022
232.6504	18.7164
232.8028	18.7101
232.9552	18.7160
233.1076	18.7259
233.2600	18.7291
233.4124	18.7160
233.5648	18.7228
233.7172	18.7133
233.8696	18.6974
234.0220	18.7038
234.1744	18.7050
234.3268	18.7164
234.4792	18.6974
234.6316	18.6911
234.7840	18.6966
234.9364	18.7038
235.0888	18.6816
235.2412	18.6828
235.3936	18.6911
235.5460	18.6658
235.6984	18.6551
235.8508	18.6467
236.0032	18.6606
236.1556	18.6594
236.3080	18.6372
236.4604	18.6440
236.6128	18.6404
236.7652	18.6626
236.9176	18.7327
237.0700	18.7259
237.2224	18.6721
237.3748	18.6606
237.5272	18.7038
237.6796	18.7493
237.8320	18.7766
237.9844	18.7576
238.1368	18.7465
238.2892	18.7259
238.4416	18.7299
238.5940	18.7006
238.7464	18.7077
238.8988	18.7006
239.0512	18.7105
239.2036	18.7069
239.3560	18.7038
239.5084	18.7022
239.6608	18.7450
239.8132	18.7354
239.9656	18.7481
240.1180	18.7259
240.2704	18.7244
240.4228	18.7640
240.5752	18.7798
240.7276	18.7893
240.8800	18.8083
241.0324	18.7992
241.1848	18.8020
241.3372	18.8052
241.4896	18.7992
241.6420	18.8051
241.7944	18.8020
241.9468	18.7992
242.0992	18.8178
242.2516	18.8075
242.4040	18.8052
242.5564	18.7992
242.7088	18.8115
242.8612	18.7992
243.0136	18.8052
243.1660	18.8020
243.3184	18.8210
243.4708	18.8083
243.6232	18.8075
243.7756	18.8052
243.9280	18.8147
244.0804	18.8103
244.2328	18.8020
244.3852	18.8052
244.5376	18.8052
244.6900	18.8158
244.8424	18.8083
244.9948	18.8020
245.1472	18.7956
245.2996	18.8115
245.4520	18.8048
245.6044	18.7893
245.7568	18.7992
245.9092	18.8083
246.0616	18.8051
246.2140	18.8020
246.3664	18.8052
246.5188	18.8075
246.6712	18.8115
246.8236	18.8115
246.9760	18.8048
247.1284	18.8020
247.2808	18.8158
247.4332	18.8020
247.5856	18.8115
247.7380	18.8020
247.8904	18.8147
248.0428	18.8158
248.1952	18.8052
248.3476	18.8052
248.5000	18.8048
248.6524	18.8147
248.8048	18.8103
248.9572	18.8020
249.1096	18.8020
249.2620	18.8103
249.4144	18.8052
249.5668	18.8083
249.7192	18.8048
249.8716	18.8115
250.0240	18.8158
250.1764	18.8083
250.3288	18.8020
250.4812	18.8020
250.6336	18.8147
250.7860	18.8103
250.9384	18.8051
251.0908	18.8020
251.2432	18.8020
251.3956	18.8186
251.5480	18.8083
251.7004	18.8083
251.8528	18.8020
252.0052	18.8115
252.1576	18.8103
252.3100	18.8083
252.4624	18.8020
252.6148	18.8020
252.7672	18.8052
252.9196	18.8048
253.0720	18.8051
253.2244	18.8020
253.3768	18.8020
253.5292	18.8178
253.6816	18.8083
253.8340	18.8020
253.9864	18.8048
254.1388	18.8083
254.2912	18.8075
254.4436	18.8052
254.5960	18.8075
254.7484	18.8020
254.9008	18.8147
255.0532	18.8103
255.2056	18.8020
255.3580	18.8075
255.5104	18.8051
255.6628	18.8115
255.8152	18.8131
255.9676	18.8051
256.1200	18.8020
256.2724	18.8083
256.4248	18.8115
256.5772	18.8158
256.7296	18.8052
256.8820	18.8103
257.0344	18.8052
257.1868	18.8083
257.3392	18.8048
257.4916	18.8048
257.6440	18.8052
257.7964	18.7988
257.9488	18.8186
258.1012	18.8052
258.2536	18.8075
258.4060	18.8051
258.5584	18.7992
258.7108	18.8178
258.8632	18.8115
259.0156	18.8048
259.1680	18.8115
259.3204	18.8048
259.4728	18.8020
259.6252	18.8178
259.7776	18.8020
259.9300	18.8052
260.0824	18.8158
260.2348	18.8051
260.3872	18.8158
260.5396	18.8020
260.6920	18.8083
260.8444	18.8048
260.9968	18.8051
261.1492	18.8158
261.3016	18.8115
261.4540	18.8052
261.6064	18.8048
261.7588	18.8020
261.9112	18.8103
262.0636	18.8115
262.2160	18.8020
262.3684	18.8051
262.5208	18.8052
262.6732	18.8020
262.8256	18.8242
262.9780	18.8020
263.1304	18.8052
263.2828	18.8075
263.4352	18.8083
263.5876	18.8147
263.7400	18.8131
263.8924	18.8052
264.0448	18.8075
264.1972	18.8052
264.3496	18.8020
264.5020	18.8242
264.6544	18.8051
264.8068	18.8048
264.9592	18.8083
265.1116	18.8052
265.2640	18.8075
265.4164	18.8178
265.5688	18.8048
265.7212	18.8083
265.8736	18.8075
266.0260	18.8020
266.1784	18.8158
266.3308	18.8083
266.4832	18.8075
266.6356	18.8083
266.7880	18.8075
266.9404	18.8020
267.0928	18.8178
267.2452	18.8103
267.3976	18.8020
267.5500	18.8075
267.7024	18.8020
267.8548	18.8075
268.0072	18.8178
268.1596	18.8115
268.3120	18.8020
268.4644	18.8115
268.6168	18.8020
268.7692	18.8115
268.9216	18.8178
269.0740	18.8131
269.2264	18.8083
269.3788	18.8075
269.5312	18.8020
269.6836	18.8020
269.8360	18.8115
269.9884	18.8103
270.1408	18.8083
270.2932	18.8020
270.4456	18.8048
270.5980	18.8083
270.7504	18.8103
270.9028	18.8178
271.0552	18.7992
271.2076	18.8115
271.3600	18.8020
271.5124	18.8020
271.6648	18.8115
271.8172	18.8186
271.9696	18.8147
272.1220	18.8020
272.2744	18.8083
272.4268	18.8020
272.5792	18.8075
272.7316	18.8083
272.8840	18.8186
273.0364	18.8115
273.1888	18.8052
273.3412	18.8020
273.4936	18.8020
273.6460	18.8075
273.7984	18.8178
273.9508	18.8158
274.1032	18.8052
274.2556	18.8048
274.4080	18.8083
274.5604	18.8115
274.7128	18.8020
274.8652	18.8178
275.0176	18.8075
275.1700	18.8052
275.3224	18.8103
275.4748	18.8051
275.6272	18.8020
275.7796	18.8147
275.9320	18.8178
276.0844	18.8103
276.2368	18.8083
276.3892	18.8048
276.5416	18.8083
276.6940	18.8048
276.8464	18.8052
276.9988	18.8242
277.1512	18.8158
277.3036	18.8083
277.4560	18.8075
277.6084	18.8115
277.7608	18.8020
277.9132	18.8020
278.0656	18.8214
278.2180	18.8147
278.3704	18.8115
278.5228	18.8048
278.6752	18.8051
278.8276	18.8020
278.9800	18.8083
279.1324	18.8083
279.2848	18.8214
279.4372	18.8115
279.5896	18.8048
279.7420	18.8083
279.8944	18.7992
280.0468	18.8052
280.1992	18.8048
280.3516	18.8115
280.5040	18.8178
280.6564	18.8020
280.8088	18.8020
280.9612	18.8103
281.1136	18.8020
281.2660	18.8020
281.4184	18.8147
281.5708	18.8158
281.7232	18.8147
281.8756	18.8131
282.0280	18.8115
282.1804	18.8048
282.3328	18.8052
282.4852	18.8020
282.6376	18.8020
282.7900	18.8178
282.9424	18.8158
283.0948	18.8052
283.2472	18.8020
283.3996	18.8052
283.5520	18.8020
283.7044	18.8048
283.8568	18.8052
284.0092	18.8048
284.1616	18.8210
284.3140	18.8131
284.4664	18.8020
284.6188	18.8020
284.7712	18.8075
284.9236	18.8115
285.0760	18.8048
285.2284	18.8020
285.3808	18.8158
285.5332	18.8273
285.6856	18.8103
285.8380	18.8020
285.9904	18.8020
286.1428	18.8052
286.2952	18.8147
286.4476	18.8103
286.6000	18.8052
286.7524	18.8048
286.9048	18.8273
287.0572	18.8186
287.2096	18.8020
287.3620	18.8052
287.5144	18.8075
287.6668	18.8051
287.8192	18.8048
287.9716	18.8020
288.1240	18.8075
288.2764	18.8178
288.4288	18.8186
288.5812	18.8115
288.7336	18.8083
288.8860	18.8075
289.0384	18.8051
289.1908	18.8103
289.3432	18.8052
289.4956	18.8020
289.6480	18.8051
289.8004	18.8186
289.9528	18.8178
290.1052	18.8103
290.2576	18.8020
290.4100	18.8020
290.5624	18.8115
290.7148	18.8052
290.8672	18.7992
291.0196	18.8020
291.1720	18.7992
291.3244	18.8083
291.4768	18.8147
291.6292	18.8103
291.7816	18.8020
291.9340	18.8103
292.0864	18.8052
292.2388	18.8048
292.3912	18.8083
292.5436	18.8048
292.6960	18.8052
292.8484	18.8020
293.0008	18.8048
293.1532	18.8147
293.3056	18.8186
293.4580	18.8083
293.6104	18.8075
293.7628	18.8083
293.9152	18.7992
294.0676	18.8052
294.2200	18.8103
294.3724	18.8051
294.5248	18.8020
294.6772	18.8075
294.8296	18.8147
294.9820	18.8214
295.1344	18.8178
295.2868	18.8083
295.4392	18.8048
295.5916	18.8052
295.7440	18.8048
295.8964	18.8052
296.0488	18.8048
296.2012	18.8083
296.3536	18.8048
296.5060	18.8020
296.6584	18.8020
296.8108	18.8075
296.9632	18.8242
297.1156	18.8158
297.2680	18.8178
297.4204	18.8048
297.5728	18.8083
297.7252	18.8048
297.8776	18.8020
298.0300	18.8020
298.1824	18.8052
298.3348	18.8020
298.4872	18.8020
298.6396	18.8051
298.7920	18.8048
298.9444	18.8051
299.0968	18.8186
299.2492	18.8210
299.4016	18.8158
299.5540	18.8083
299.7064	18.8020
299.8588	18.8115
300.0112	18.8020
300.1636	18.8048
300.3160	18.8020
300.4684	18.8020
300.6208	18.8051
300.7732	18.8048
300.9256	18.7988
301.0780	18.8020
301.2304	18.8051
301.3828	18.8020
301.5352	18.8158
301.6876	18.8147
301.8400	18.8158
301.9924	18.8147
302.1448	18.8048
302.2972	18.8052
302.4496	18.8048
302.6020	18.8052
302.7544	18.8048
302.9068	18.8083
303.0592	18.8052
303.2116	18.8020
303.3640	18.8083
303.5164	18.8048
303.6688	18.8052
303.8212	18.8048
303.9736	18.7988
304.1260	18.8103
304.2784	18.8115
304.4308	18.8147
304.5832	18.8131
304.7356	18.8115
304.8880	18.8158
305.0404	18.8020
305.1928	18.8075
305.3452	18.8083
305.4976	18.8020
305.6500	18.8052
305.8024	18.8075
305.9548	18.7988
306.1072	18.8048
306.2596	18.8052
306.4120	18.8051
306.5644	18.8075
306.7168	18.8020
306.8692	18.8048
307.0216	18.8020
307.1740	18.8048
307.3264	18.8020
307.4788	18.8020
307.6312	18.8020
307.7836	18.8147
307.9360	18.8269
308.0884	18.8210
308.2408	18.8214
308.3932	18.8178
308.5456	18.8051
308.6980	18.8048
308.8504	18.7988
309.0028	18.8075
309.1552	18.8020
309.3076	18.7992
309.4600	18.8083
309.6124	18.8075
309.7648	18.8051
309.9172	18.8075
310.0696	18.7988
310.2220	18.8020
310.3744	18.8020
310.5268	18.8115
310.6792	18.7964
310.8316	18.8020
310.9840	18.8020
311.1364	18.8052
311.2888	18.8020
311.4412	18.8020
311.5936	18.8083
311.7460	18.8075
311.8984	18.8020
312.0508	18.8020
312.2032	18.8051
312.3556	18.8083
312.5080	18.8103
312.6604	18.8242
312.8128	18.8158
312.9652	18.8210
313.1176	18.8131
313.2700	18.8147
313.4224	18.8273
313.5748	18.8131
313.7272	18.8115
313.8796	18.8103
314.0320	18.8020
314.1844	18.8048
314.3368	18.7988
314.4892	18.7992
314.6416	18.8051
314.7940	18.8051
314.9464	18.8103
315.0988	18.8083
315.2512	18.8048
315.4036	18.8020
315.5560	18.8020
315.7084	18.8075
315.8608	18.8083
316.0132	18.8075
316.1656	18.8020
316.3180	18.8103
316.4704	18.8052
316.6228	18.8083
316.7752	18.8075
316.9276	18.8083
317.0800	18.8048
317.2324	18.8052
317.3848	18.8020
317.5372	18.8052
317.6896	18.8020
317.8420	18.8020
317.9944	18.8052
318.1468	18.8020
318.2992	18.8020
318.4516	18.8075
318.6040	18.8083
