HOLE:	U1351B
EXPEDITION:	317
TOP:	0.0879
BOTTOM:	455.9163
DEPTH_WMSF	HSGR	HCGR	HFK	HTHO	HURA	HBHK
m	gAPI	gAPI	%	ppm	ppm	%
0.0879	1.8807	0.3866	0.0177	0.0205	0.1411	-999.2500
0.2403	2.1412	0.8639	0.0324	0.0874	0.1205	-999.2500
0.3927	3.0001	1.2783	0.0566	0.0784	0.1655	-999.2500
0.5451	3.5943	1.8531	0.0780	0.1374	0.1550	-999.2500
0.6975	4.0253	2.2018	0.0883	0.1888	0.1906	-999.2500
0.8499	4.6631	2.5679	0.1038	0.2154	0.2103	-999.2500
1.0023	4.9045	2.7531	0.1050	0.2677	0.2141	-999.2500
1.1547	5.0525	3.2361	0.1164	0.3559	0.1732	-999.2500
1.3071	4.4997	3.2160	0.1066	0.4069	0.1143	-999.2500
1.4595	4.4024	3.5433	0.1021	0.5381	0.0699	-999.2500
1.6119	5.5052	4.6532	0.1350	0.7011	0.0579	-999.2500
1.7643	6.7289	5.5978	0.1504	0.9141	0.1173	-999.2500
1.9167	7.7768	5.8223	0.1567	0.9489	0.2318	-999.2500
2.0691	8.2951	6.5286	0.1706	1.0937	0.2206	-999.2500
2.2215	8.0178	5.9676	0.1562	0.9985	0.2647	-999.2500
2.3739	7.5219	5.7921	0.1530	0.9612	0.2231	-999.2500
2.5263	6.1850	4.6092	0.1161	0.7976	0.2298	-999.2500
2.6787	6.6582	5.5678	0.1366	0.9848	0.1531	-999.2500
2.8311	6.5860	4.9641	0.1240	0.8654	0.2245	-999.2500
2.9835	6.9935	5.4709	0.1400	0.9340	0.2001	-999.2500
3.1359	6.0772	4.6749	0.1222	0.7829	0.1862	-999.2500
3.2883	5.9476	4.5041	0.1034	0.8387	0.1891	-999.2500
3.4407	7.0624	5.6387	0.1226	1.0897	0.1860	-999.2500
3.5931	7.8466	6.2491	0.1162	1.3230	0.2058	-999.2500
3.7455	7.7707	6.1917	0.0857	1.4833	0.2424	-999.2500
3.8979	5.7624	4.7015	0.0539	1.1918	0.1333	-999.2500
4.0503	4.5803	3.7566	0.0460	0.9346	0.0914	-999.2500
4.2027	4.3361	3.7125	0.0496	0.9000	0.0554	-999.2500
4.3551	3.8456	3.1204	0.0434	0.7464	0.0784	-999.2500
4.5075	4.1217	3.3656	0.0466	0.8062	0.0695	-999.2500
4.6599	4.8846	3.4113	0.0419	0.8482	0.1762	-999.2500
4.8123	7.6335	5.0511	0.0784	1.1603	0.2847	-999.2500
4.9647	9.0246	6.1154	0.1016	1.3657	0.3786	-999.2500
5.1171	9.7258	6.3782	0.1196	1.3445	0.3988	-999.2500
5.2695	9.2892	6.2935	0.1303	1.2543	0.3658	-999.2500
5.4219	10.1101	6.9708	0.1619	1.2869	0.3222	-999.2500
5.5743	10.8930	7.6773	0.1671	1.4827	0.4063	-999.2500
5.7267	10.8941	8.1508	0.1840	1.5357	0.3689	-999.2500
5.8791	10.8558	7.8146	0.1667	1.5289	0.4588	-999.2500
6.0315	10.2127	7.0866	0.1398	1.4529	0.4721	-999.2500
6.1839	10.7429	7.7340	0.1356	1.6851	0.4918	-999.2500
6.3363	10.7192	7.6076	0.1366	1.6389	0.4746	-999.2500
6.4887	11.1205	8.0088	0.1320	1.7947	0.5542	-999.2500
6.6411	11.0394	8.6104	0.1337	1.9776	0.4288	-999.2500
6.7935	9.4962	7.3716	0.1121	1.7066	0.3975	-999.2500
6.9459	9.5821	7.7116	0.1392	1.6573	0.3528	-999.2500
7.0983	9.6054	7.5756	0.1343	1.6423	0.4528	-999.2500
7.2507	10.7872	8.2728	0.1712	1.6496	0.4981	-999.2500
