Exp,Site,Hole,Core,Type,Sect,Top(cm),Depth CSF-A (m),Porosity (vol%)
342,U1404,A,23,H,2,38,196.78,
342,U1404,A,23,H,2,38,196.78,60.9
342,U1404,A,23,H,3,38,198.28,
342,U1404,A,23,H,3,38,198.28,59.7
342,U1404,A,23,H,4,38,199.78,59
342,U1404,A,23,H,4,38,199.78,
342,U1404,A,23,H,5,38,201.28,
342,U1404,A,23,H,5,38,201.28,59.8
342,U1404,A,23,H,6,20,202.6,
342,U1404,A,23,H,6,20,202.6,59.3
342,U1404,A,23,H,7,15,203.55,
342,U1404,A,23,H,7,15,203.55,58.7
342,U1404,A,24,H,1,38,204.68,
342,U1404,A,24,H,1,38,204.68,55.9
342,U1404,A,24,H,2,38,206.18,56.3
342,U1404,A,24,H,2,38,206.18,
342,U1404,A,24,H,3,38,207.68,57.8
342,U1404,A,24,H,3,38,207.68,
342,U1404,A,24,H,4,38,209.18,53.8
342,U1404,A,24,H,4,38,209.18,
342,U1404,A,24,H,5,32,210.62,56.9
342,U1404,A,24,H,5,32,210.62,
342,U1404,A,24,H,6,22,212.02,56.2
342,U1404,A,24,H,6,22,212.02,
342,U1404,A,25,H,1,38,213.18,
342,U1404,A,25,H,1,38,213.18,54.1
342,U1404,A,25,H,2,38,214.68,57
342,U1404,A,25,H,2,38,214.68,
342,U1404,A,25,H,3,38,216.18,
342,U1404,A,25,H,3,38,216.18,57.3
342,U1404,A,25,H,4,29,217.59,
342,U1404,A,25,H,4,29,217.59,57.1
342,U1404,A,25,H,5,9,218.89,
342,U1404,A,25,H,5,9,218.89,58.2
342,U1404,A,26,H,1,38,220.88,58.9
342,U1404,A,26,H,1,38,220.88,
342,U1404,A,26,H,2,38,222.38,57.4
342,U1404,A,26,H,2,38,222.38,
342,U1404,A,26,H,3,38,223.88,
342,U1404,A,26,H,3,38,223.88,51.1
342,U1404,A,26,H,4,38,225.38,
342,U1404,A,26,H,4,38,225.38,58.2
342,U1404,A,26,H,5,25,226.75,59.5
342,U1404,A,26,H,5,25,226.75,
342,U1404,A,26,H,6,15,227.85,58.7
342,U1404,A,26,H,6,15,227.85,
342,U1404,A,27,H,1,38,228.98,
342,U1404,A,27,H,1,38,228.98,59.8
342,U1404,A,27,H,2,38,230.48,56.9
342,U1404,A,27,H,2,38,230.48,
342,U1404,A,27,H,3,38,231.98,
342,U1404,A,27,H,3,38,231.98,58.9
342,U1404,A,27,H,4,31,233.41,
342,U1404,A,27,H,4,31,233.41,58.8
342,U1404,A,27,H,5,38,234.98,
342,U1404,A,27,H,5,38,234.98,60.7
342,U1404,A,28,H,1,38,236.88,63.2
342,U1404,A,28,H,1,38,236.88,
342,U1404,A,28,H,2,38,238.38,62
342,U1404,A,28,H,2,38,238.38,
342,U1404,A,28,H,3,38,239.88,60.6
342,U1404,A,28,H,3,38,239.88,
342,U1404,A,28,H,4,33,241.33,
342,U1404,A,28,H,4,33,241.33,61.7
342,U1404,A,28,H,5,30,242.8,
342,U1404,A,28,H,5,30,242.8,60.1
342,U1404,A,29,H,1,38,244.48,66.4
342,U1404,A,29,H,1,38,244.48,
342,U1404,A,29,H,2,38,245.98,
342,U1404,A,29,H,2,38,245.98,67.1
342,U1404,A,29,H,3,38,247.48,
342,U1404,A,29,H,3,38,247.48,66.5
342,U1404,A,29,H,4,38,248.98,70.3
342,U1404,A,29,H,4,38,248.98,
342,U1404,A,29,H,5,38,250.48,64.6
342,U1404,A,29,H,5,38,250.48,
342,U1404,A,29,H,6,38,251.98,62.3
342,U1404,A,29,H,6,38,251.98,
342,U1404,A,30,H,1,30,253.3,58.1
342,U1404,A,30,H,1,30,253.3,
342,U1404,A,30,H,2,22,254.47,
342,U1404,A,30,H,2,22,254.47,60.2
342,U1404,A,30,H,3,36,255.5,
342,U1404,A,30,H,3,36,255.5,60.7
342,U1404,A,30,H,4,38,257.02,59.7
342,U1404,A,30,H,4,38,257.02,
342,U1404,A,30,H,5,13,258.27,
342,U1404,A,30,H,5,13,258.27,60.7
342,U1404,A,31,H,1,38,260.08,60.7
342,U1404,A,31,H,1,38,260.08,
342,U1404,A,31,H,2,38,261.58,
342,U1404,A,31,H,2,38,261.58,56.8
342,U1404,A,31,H,3,30,263,58.6
342,U1404,A,31,H,3,30,263,
342,U1404,A,31,H,4,10,264.3,56.9
342,U1404,A,31,H,4,10,264.3,
342,U1404,A,32,H,2,25,265.91,59.3
342,U1404,A,32,H,2,25,265.91,
342,U1404,A,32,H,3,38,267.36,61.5
342,U1404,A,32,H,3,38,267.36,
342,U1404,A,32,H,4,30,268.78,59.8
342,U1404,A,32,H,4,30,268.78,
342,U1404,A,33,X,1,112,272.12,61
342,U1404,A,33,X,1,112,272.12,
342,U1404,A,33,X,2,22,272.72,
342,U1404,A,33,X,2,22,272.72,65
342,U1404,A,33,X,3,35,274.35,66.8
342,U1404,A,33,X,3,35,274.35,
342,U1404,A,33,X,4,77,276.27,
342,U1404,A,33,X,4,77,276.27,70.7
342,U1404,A,33,X,5,57,277.57,64
342,U1404,A,33,X,5,57,277.57,
342,U1404,A,33,X,6,13,278.63,66.9
342,U1404,A,33,X,6,13,278.63,
342,U1404,A,34,X,1,112,281.82,
342,U1404,A,34,X,1,112,281.82,64.7
342,U1404,A,34,X,2,57,282.77,66.6
342,U1404,A,34,X,2,57,282.77,
342,U1404,A,34,X,3,30,284,
342,U1404,A,34,X,3,30,284,66.6
342,U1404,A,34,X,4,86,286.06,
342,U1404,A,34,X,4,86,286.06,65.3
342,U1404,A,34,X,5,55,287.25,65.7
342,U1404,A,34,X,5,55,287.25,
342,U1404,A,34,X,6,23,288.43,67.3
342,U1404,A,34,X,6,23,288.43,
342,U1404,A,34,X,7,8,289.28,65.1
342,U1404,A,34,X,7,8,289.28,
342,U1404,A,35,X,1,82,290.22,65.1
342,U1404,A,35,X,1,82,290.22,
342,U1404,A,35,X,2,36,291.26,
342,U1404,A,35,X,2,36,291.26,66.5
342,U1404,A,35,X,3,29,292.56,
342,U1404,A,35,X,3,29,292.56,69.2
342,U1404,A,36,X,1,46,299.56,68.2
342,U1404,A,36,X,1,46,299.56,
342,U1405,A,1,H,1,46,0.46,
342,U1405,A,1,H,1,46,0.46,73.4
342,U1405,A,1,H,2,70,2.2,66.1
342,U1405,A,1,H,2,70,2.2,
342,U1405,A,1,H,3,38,3.38,68.5
342,U1405,A,1,H,3,38,3.38,
342,U1405,A,1,H,4,38,4.88,
342,U1405,A,1,H,4,38,4.88,66.8
342,U1405,A,2,H,1,38,6.58,
342,U1405,A,2,H,1,38,6.58,68
342,U1405,A,2,H,2,38,8.08,
342,U1405,A,2,H,2,38,8.08,70.5
342,U1405,A,2,H,3,38,9.58,
342,U1405,A,2,H,3,38,9.58,68
342,U1405,A,2,H,4,38,11.08,70.9
342,U1405,A,2,H,4,38,11.08,
342,U1405,A,2,H,5,38,12.58,71.5
342,U1405,A,2,H,5,38,12.58,
342,U1405,A,2,H,6,27,13.97,
342,U1405,A,2,H,6,27,13.97,69.8
342,U1405,A,2,H,7,18,15.38,
342,U1405,A,2,H,7,18,15.38,75.5
342,U1405,A,3,H,1,38,16.08,86.2
342,U1405,A,3,H,1,38,16.08,
342,U1405,A,3,H,2,38,17.59,84.5
342,U1405,A,3,H,2,38,17.59,
342,U1405,A,3,H,3,38,19.13,84.4
342,U1405,A,3,H,3,38,19.13,
342,U1405,A,3,H,4,38,20.63,83
342,U1405,A,3,H,4,38,20.63,
342,U1405,A,3,H,5,38,22.13,83.8
342,U1405,A,3,H,5,38,22.13,
342,U1405,A,3,H,6,38,23.63,
342,U1405,A,3,H,6,38,23.63,83.1
342,U1405,A,3,H,7,17,24.92,83.2
342,U1405,A,3,H,7,17,24.92,
342,U1405,A,4,H,1,38,25.58,
342,U1405,A,4,H,1,38,25.58,86
342,U1405,A,4,H,2,38,27.08,
342,U1405,A,4,H,2,38,27.08,77.5
342,U1405,A,4,H,3,38,28.58,
342,U1405,A,4,H,3,38,28.58,85.2
342,U1405,A,4,H,4,38,30.08,
342,U1405,A,4,H,4,38,30.08,84.5
342,U1405,A,4,H,5,38,31.58,86.4
342,U1405,A,4,H,5,38,31.58,
342,U1405,A,4,H,6,38,33.08,83.1
342,U1405,A,4,H,6,38,33.08,
342,U1405,A,4,H,7,20,34.4,85.7
342,U1405,A,4,H,7,20,34.4,
342,U1405,A,5,H,1,38,35.08,
342,U1405,A,5,H,1,38,35.08,86.7
342,U1405,A,5,H,2,38,36.58,
342,U1405,A,5,H,2,38,36.58,86.3
342,U1405,A,5,H,3,38,38.08,
342,U1405,A,5,H,3,38,38.08,83.4
342,U1405,A,5,H,4,22,39.42,84.8
342,U1405,A,5,H,4,22,39.42,
342,U1405,A,5,H,5,36,41.06,
342,U1405,A,5,H,5,36,41.06,84.7
342,U1405,A,5,H,6,31,42.51,86
342,U1405,A,5,H,6,31,42.51,
342,U1405,A,5,H,7,16,43.86,
342,U1405,A,5,H,7,16,43.86,83.7
342,U1405,A,6,H,1,38,44.58,84.8
342,U1405,A,6,H,1,38,44.58,
342,U1405,A,6,H,2,42,46.12,82.8
342,U1405,A,6,H,2,42,46.12,
342,U1405,A,6,H,3,38,47.58,85.1
342,U1405,A,6,H,3,38,47.58,
342,U1405,A,6,H,4,38,49.08,82.3
342,U1405,A,6,H,4,38,49.08,
342,U1405,A,6,H,5,38,50.58,
342,U1405,A,6,H,5,38,50.58,86.4
342,U1405,A,6,H,6,38,52.08,84.6
342,U1405,A,6,H,6,38,52.08,
342,U1405,A,6,H,7,17,53.37,
342,U1405,A,6,H,7,17,53.37,84.6
342,U1405,A,7,H,1,37,54.07,
342,U1405,A,7,H,1,37,54.07,82.8
342,U1405,A,7,H,2,37,55.57,
342,U1405,A,7,H,2,37,55.57,81.2
342,U1405,A,7,H,3,33,57.03,82.2
342,U1405,A,7,H,3,33,57.03,
342,U1405,A,7,H,4,37,58.57,
342,U1405,A,7,H,4,37,58.57,85.8
342,U1405,A,7,H,5,37,60.07,83.2
342,U1405,A,7,H,5,37,60.07,
342,U1405,A,7,H,6,23,61.43,
342,U1405,A,7,H,6,23,61.43,83
342,U1405,A,7,H,7,17,62.37,85.1
342,U1405,A,7,H,7,17,62.37,
342,U1405,A,8,H,1,37,63.57,
342,U1405,A,8,H,1,37,63.57,83.5
342,U1405,A,8,H,2,37,65.07,
342,U1405,A,8,H,2,37,65.07,83.4
342,U1405,A,8,H,3,37,66.57,
342,U1405,A,8,H,3,37,66.57,83.6
342,U1405,A,8,H,4,37,68.07,81.4
342,U1405,A,8,H,4,37,68.07,
342,U1405,A,8,H,5,37,69.57,88.2
342,U1405,A,8,H,5,37,69.57,
342,U1405,A,8,H,6,37,71.07,84.2
342,U1405,A,8,H,6,37,71.07,
342,U1405,A,8,H,7,19,72.39,
342,U1405,A,8,H,7,19,72.39,86.6
342,U1405,A,9,H,1,37,73.07,
342,U1405,A,9,H,1,37,73.07,86
342,U1405,A,9,H,2,37,74.57,
342,U1405,A,9,H,2,37,74.57,87.2
342,U1405,A,9,H,3,37,76.07,
342,U1405,A,9,H,3,37,76.07,86.1
342,U1405,A,9,H,4,37,77.57,
342,U1405,A,9,H,4,37,77.57,85.5
342,U1405,A,9,H,5,37,79.07,85.5
342,U1405,A,9,H,5,37,79.07,
342,U1405,A,9,H,6,35,80.55,83.8
342,U1405,A,9,H,6,35,80.55,
342,U1405,A,9,H,7,14,81.84,
342,U1405,A,9,H,7,14,81.84,85.9
342,U1405,A,10,H,1,38,82.58,85
342,U1405,A,10,H,1,38,82.58,
342,U1405,A,10,H,2,38,84.08,
342,U1405,A,10,H,2,38,84.08,85.3
342,U1405,A,10,H,3,38,85.58,
342,U1405,A,10,H,3,38,85.58,86.1
342,U1405,A,10,H,4,38,87.08,
342,U1405,A,10,H,4,38,87.08,85
342,U1405,A,10,H,5,38,88.58,
342,U1405,A,10,H,5,38,88.58,84.6
342,U1405,A,10,H,6,33,90.03,
342,U1405,A,10,H,6,33,90.03,86.1
342,U1405,A,10,H,7,17,91.37,84.2
342,U1405,A,10,H,7,17,91.37,
342,U1405,A,11,H,1,38,92.08,
342,U1405,A,11,H,1,38,92.08,84.8
342,U1405,A,11,H,2,38,93.58,83.5
342,U1405,A,11,H,2,38,93.58,
342,U1405,A,11,H,3,38,95.08,
342,U1405,A,11,H,3,38,95.08,84.2
342,U1405,A,11,H,4,38,96.58,83.9
342,U1405,A,11,H,4,38,96.58,
342,U1405,A,11,H,5,38,98.08,
342,U1405,A,11,H,5,38,98.08,79.6
342,U1405,A,11,H,6,38,99.58,83.7
342,U1405,A,11,H,6,38,99.58,
342,U1405,A,11,H,7,17,100.87,80.8
342,U1405,A,11,H,7,17,100.87,
342,U1405,A,12,H,1,38,101.58,81.4
342,U1405,A,12,H,1,38,101.58,
342,U1405,A,12,H,2,38,103.08,80.1
342,U1405,A,12,H,2,38,103.08,
342,U1405,A,12,H,3,38,104.58,
342,U1405,A,12,H,3,38,104.58,83.2
342,U1405,A,12,H,4,38,106.08,82.7
342,U1405,A,12,H,4,38,106.08,
342,U1405,A,12,H,5,38,107.58,
342,U1405,A,12,H,5,38,107.58,83.1
342,U1405,A,12,H,6,18,108.88,82.9
342,U1405,A,12,H,6,18,108.88,
342,U1405,A,12,H,7,14,110.1,
342,U1405,A,12,H,7,14,110.1,82.7
342,U1405,A,13,H,1,38,111.08,
342,U1405,A,13,H,1,38,111.08,81.7
342,U1405,A,13,H,2,38,112.58,
342,U1405,A,13,H,2,38,112.58,82.7
342,U1405,A,13,H,3,38,114.08,
342,U1405,A,13,H,3,38,114.08,79.2
342,U1405,A,13,H,4,38,115.58,
342,U1405,A,13,H,4,38,115.58,81
342,U1405,A,13,H,5,38,117.08,
342,U1405,A,13,H,5,38,117.08,80.1
342,U1405,A,13,H,6,38,118.58,80.9
342,U1405,A,13,H,6,38,118.58,
342,U1405,A,13,H,7,15,119.85,79.7
342,U1405,A,13,H,7,15,119.85,
342,U1405,A,14,H,1,38,120.58,
342,U1405,A,14,H,1,38,120.58,80.7
342,U1405,A,14,H,2,38,122.08,
342,U1405,A,14,H,2,38,122.08,80.5
342,U1405,A,14,H,3,38,123.59,
342,U1405,A,14,H,3,38,123.59,81.5
342,U1405,A,14,H,4,38,125.09,82.2
342,U1405,A,14,H,4,38,125.09,
342,U1405,A,14,H,5,38,126.59,
342,U1405,A,14,H,5,38,126.59,80.2
342,U1405,A,14,H,6,38,128.11,80.7
342,U1405,A,14,H,6,38,128.11,
342,U1405,A,14,H,7,15,129.38,
342,U1405,A,14,H,7,15,129.38,80.9
342,U1405,A,15,H,1,38,130.08,
342,U1405,A,15,H,1,38,130.08,81.5
342,U1405,A,15,H,2,38,131.58,82
342,U1405,A,15,H,2,38,131.58,
342,U1405,A,15,H,3,38,133.08,82.3
342,U1405,A,15,H,3,38,133.08,
342,U1405,A,15,H,4,38,134.58,
342,U1405,A,15,H,4,38,134.58,79.1
342,U1405,A,15,H,5,38,136.08,
342,U1405,A,15,H,5,38,136.08,79.5
342,U1405,A,15,H,6,38,137.58,
342,U1405,A,15,H,6,38,137.58,81.1
342,U1405,A,15,H,7,13,138.84,79.8
342,U1405,A,15,H,7,13,138.84,
342,U1405,A,16,H,1,38,139.58,81.7
342,U1405,A,16,H,1,38,139.58,
342,U1405,A,16,H,2,38,141.08,
342,U1405,A,16,H,2,38,141.08,80.1
342,U1405,A,16,H,3,38,142.6,80.3
342,U1405,A,16,H,3,38,142.6,
342,U1405,A,16,H,4,38,144.12,78.9
342,U1405,A,16,H,4,38,144.12,
342,U1405,A,16,H,5,38,145.64,
342,U1405,A,16,H,5,38,145.64,78.6
342,U1405,A,16,H,6,38,147.15,78.8
342,U1405,A,16,H,6,38,147.15,
342,U1405,A,16,H,7,15,148.42,78.9
342,U1405,A,16,H,7,15,148.42,
342,U1405,A,17,H,1,38,149.08,78.4
342,U1405,A,17,H,1,38,149.08,
342,U1405,A,17,H,2,38,150.58,77.2
342,U1405,A,17,H,2,38,150.58,
342,U1405,A,17,H,3,38,152.08,81.5
342,U1405,A,17,H,3,38,152.08,
342,U1405,A,17,H,4,38,153.58,79.3
342,U1405,A,17,H,4,38,153.58,
342,U1405,A,17,H,5,38,155.08,79.5
342,U1405,A,17,H,5,38,155.08,
342,U1405,A,17,H,6,40,156.6,
342,U1405,A,17,H,6,40,156.6,80.4
342,U1405,A,17,H,7,14,157.84,78.7
342,U1405,A,17,H,7,14,157.84,
342,U1405,A,18,H,1,38,158.58,78.6
342,U1405,A,18,H,1,38,158.58,
342,U1405,A,18,H,2,38,160.08,
342,U1405,A,18,H,2,38,160.08,79.4
342,U1405,A,18,H,3,38,161.59,79.6
342,U1405,A,18,H,3,38,161.59,
342,U1405,A,18,H,4,38,163.11,77.7
342,U1405,A,18,H,4,38,163.11,
342,U1405,A,18,H,5,38,164.62,79.3
342,U1405,A,18,H,5,38,164.62,
342,U1405,A,18,H,6,24,165.99,
342,U1405,A,18,H,6,24,165.99,76.3
342,U1405,A,18,H,7,14,167.1,
342,U1405,A,18,H,7,14,167.1,77.3
342,U1405,A,19,H,1,37,168.07,78.8
342,U1405,A,19,H,1,37,168.07,
342,U1405,A,19,H,2,37,169.57,78.4
342,U1405,A,19,H,2,37,169.57,
342,U1405,A,19,H,3,37,171.07,
342,U1405,A,19,H,3,37,171.07,78.5
342,U1405,A,19,H,4,37,172.57,77.6
342,U1405,A,19,H,4,37,172.57,
342,U1405,A,19,H,5,37,174.07,79
342,U1405,A,19,H,5,37,174.07,
342,U1405,A,19,H,6,27,175.47,78.1
342,U1405,A,19,H,6,27,175.47,
342,U1405,A,19,H,7,15,176.55,77.4
342,U1405,A,19,H,7,15,176.55,
342,U1405,A,20,H,1,38,177.58,80.2
342,U1405,A,20,H,1,38,177.58,
342,U1405,A,20,H,2,38,179.08,
342,U1405,A,20,H,2,38,179.08,79.4
342,U1405,A,20,H,3,38,180.58,79
342,U1405,A,20,H,3,38,180.58,
342,U1405,A,20,H,4,38,182.08,75.1
342,U1405,A,20,H,4,38,182.08,
342,U1405,A,20,H,5,38,183.58,78.8
342,U1405,A,20,H,5,38,183.58,
342,U1405,A,20,H,6,25,184.95,
342,U1405,A,20,H,6,25,184.95,78.9
342,U1405,A,20,H,7,15,186.07,
342,U1405,A,20,H,7,15,186.07,79
342,U1405,A,21,H,1,38,187.08,79.1
342,U1405,A,21,H,1,38,187.08,
342,U1405,A,21,H,2,38,188.15,78.9
342,U1405,A,21,H,2,38,188.15,
342,U1405,A,21,H,3,38,189.66,78.3
342,U1405,A,21,H,3,38,189.66,
342,U1405,A,21,H,4,38,191.18,
342,U1405,A,21,H,4,38,191.18,79.4
342,U1405,A,21,H,5,25,192.52,
342,U1405,A,21,H,5,25,192.52,78.5
342,U1405,A,21,H,6,20,193.72,
342,U1405,A,21,H,6,20,193.72,79.1
342,U1405,A,22,H,1,38,196.58,78.5
342,U1405,A,22,H,1,38,196.58,
342,U1405,A,22,H,2,38,198.08,77.7
342,U1405,A,22,H,2,38,198.08,
342,U1405,A,22,H,3,38,199.58,
342,U1405,A,22,H,3,38,199.58,77.5
342,U1405,A,22,H,4,38,201.08,
342,U1405,A,22,H,4,38,201.08,77.9
342,U1405,A,22,H,5,38,202.58,
342,U1405,A,22,H,5,38,202.58,79.3
342,U1405,A,22,H,6,38,204.08,78.3
342,U1405,A,22,H,6,38,204.08,
342,U1405,A,22,H,7,18,205.3,
342,U1405,A,22,H,7,18,205.3,80.2
342,U1405,A,23,H,1,38,206.08,
342,U1405,A,23,H,1,38,206.08,78.9
342,U1405,A,23,H,2,38,207.58,77.6
342,U1405,A,23,H,2,38,207.58,
342,U1405,A,23,H,3,38,209.08,
342,U1405,A,23,H,3,38,209.08,79.6
342,U1405,A,23,H,4,38,210.58,78.7
342,U1405,A,23,H,4,38,210.58,
342,U1405,A,23,H,5,38,212.08,
342,U1405,A,23,H,5,38,212.08,78.3
342,U1405,A,23,H,6,38,213.58,
342,U1405,A,23,H,6,38,213.58,79.5
342,U1405,A,24,H,1,38,215.58,
342,U1405,A,24,H,1,38,215.58,77.8
342,U1405,A,24,H,2,38,217.08,77.1
342,U1405,A,24,H,2,38,217.08,
342,U1405,A,24,H,3,38,218.58,78.8
342,U1405,A,24,H,3,38,218.58,
342,U1405,A,24,H,4,38,220.08,78.7
342,U1405,A,24,H,4,38,220.08,
342,U1405,A,24,H,5,17,221.37,
342,U1405,A,24,H,5,17,221.37,74.7
342,U1405,A,24,H,6,38,222.29,
342,U1405,A,24,H,6,38,222.29,76.2
342,U1405,A,24,H,7,25,223.62,
342,U1405,A,24,H,7,25,223.62,75.9
342,U1405,A,25,H,1,38,225.08,75.2
342,U1405,A,25,H,1,38,225.08,
342,U1405,A,25,H,2,38,226.58,75.2
342,U1405,A,25,H,2,38,226.58,
342,U1405,A,25,H,3,38,228.08,77.2
342,U1405,A,25,H,3,38,228.08,
342,U1405,A,25,H,4,38,229.58,
342,U1405,A,25,H,4,38,229.58,74.9
342,U1405,A,25,H,5,38,231.08,74.1
342,U1405,A,25,H,5,38,231.08,
342,U1405,A,25,H,6,22,232.42,
342,U1405,A,25,H,6,22,232.42,72.9
342,U1405,A,25,H,7,15,233.47,73.8
342,U1405,A,25,H,7,15,233.47,
342,U1405,A,26,H,1,27,234.47,
342,U1405,A,26,H,1,27,234.47,78.6
342,U1405,A,26,H,3,30,235.83,
342,U1405,A,26,H,3,30,235.83,74.1
342,U1405,A,26,H,4,30,237.34,
342,U1405,A,26,H,4,30,237.34,71.2
342,U1405,A,26,H,5,30,238.33,
342,U1405,A,26,H,5,30,238.33,74.8
342,U1405,A,26,H,6,30,239.23,74.1
342,U1405,A,26,H,6,30,239.23,
342,U1405,A,26,H,7,30,240.73,73.8
342,U1405,A,26,H,7,30,240.73,
342,U1405,A,27,X,1,42,242.32,
342,U1405,A,27,X,1,42,242.32,77.3
342,U1405,A,27,X,2,40,243.8,
342,U1405,A,27,X,2,40,243.8,77.2
342,U1405,A,27,X,3,38,245.28,75.1
342,U1405,A,27,X,3,38,245.28,
342,U1405,A,27,X,4,20,246.6,75.8
342,U1405,A,27,X,4,20,246.6,
342,U1405,A,28,X,1,29,251.79,
342,U1405,A,28,X,1,29,251.79,73.7
342,U1405,A,28,X,2,22,252.92,76.3
342,U1405,A,28,X,2,22,252.92,
342,U1405,A,29,X,1,29,261.39,76.5
342,U1405,A,29,X,1,29,261.39,
342,U1405,A,29,X,2,28,262.88,74.6
342,U1405,A,29,X,2,28,262.88,
342,U1405,A,29,X,3,28,264.38,
342,U1405,A,29,X,3,28,264.38,73.3
342,U1405,A,30,X,1,69,271.39,
342,U1405,A,30,X,1,69,271.39,66.3
342,U1405,A,30,X,2,52,272.33,68
342,U1405,A,30,X,2,52,272.33,
342,U1405,A,31,X,1,17,280.47,
342,U1405,A,31,X,1,17,280.47,66.9
342,U1405,A,32,X,1,60,290.4,67.2
342,U1405,A,32,X,1,60,290.4,
342,U1405,A,33,X,1,53,299.73,
342,U1405,A,33,X,1,53,299.73,65.4
342,U1405,A,33,X,2,75,301.45,
342,U1405,A,33,X,2,75,301.45,65.5
342,U1405,A,33,X,3,58,302.78,
342,U1405,A,33,X,3,58,302.78,65.2
342,U1405,A,33,X,4,111,304.81,66.4
342,U1405,A,33,X,4,111,304.81,
342,U1405,A,33,X,5,85,306.05,67.1
342,U1405,A,33,X,5,85,306.05,
342,U1406,A,1,H,1,38,0.38,70.1
342,U1406,A,1,H,1,38,0.38,
342,U1406,A,1,H,2,38,1.88,
342,U1406,A,1,H,2,38,1.88,70.3
342,U1406,A,1,H,3,38,3.38,80.6
342,U1406,A,1,H,3,38,3.38,
342,U1406,A,1,H,4,22,4.72,
342,U1406,A,1,H,4,22,4.72,78.8
342,U1406,A,1,H,5,15,5.65,79.4
342,U1406,A,1,H,5,15,5.65,
342,U1406,A,2,H,1,38,6.58,
342,U1406,A,2,H,1,38,6.58,81.1
342,U1406,A,2,H,2,38,8.08,
342,U1406,A,2,H,2,38,8.08,82.5
342,U1406,A,2,H,3,38,9.58,
342,U1406,A,2,H,3,38,9.58,79.8
342,U1406,A,2,H,4,38,11.08,
342,U1406,A,2,H,4,38,11.08,79.7
342,U1406,A,2,H,5,38,12.58,
342,U1406,A,2,H,5,38,12.58,79.1
342,U1406,A,2,H,6,38,14.08,
342,U1406,A,2,H,6,38,14.08,80
342,U1406,A,2,H,7,18,15.38,
342,U1406,A,2,H,7,18,15.38,79.6
342,U1406,A,3,H,1,38,16.08,76.2
342,U1406,A,3,H,1,38,16.08,
342,U1406,A,3,H,2,38,17.46,
342,U1406,A,3,H,2,38,17.46,79.4
342,U1406,A,3,H,3,38,18.96,79.8
342,U1406,A,3,H,3,38,18.96,
342,U1406,A,3,H,4,38,20.46,77.4
342,U1406,A,3,H,4,38,20.46,
342,U1406,A,3,H,5,38,21.96,75.6
342,U1406,A,3,H,5,38,21.96,
342,U1406,A,3,H,6,38,23.46,
342,U1406,A,3,H,6,38,23.46,78.7
342,U1406,A,3,H,7,15,24.73,
342,U1406,A,3,H,7,15,24.73,76.4
342,U1406,A,4,H,1,38,25.58,
342,U1406,A,4,H,1,38,25.58,75.8
342,U1406,A,4,H,2,38,27.08,
342,U1406,A,4,H,2,38,27.08,79.3
342,U1406,A,4,H,3,38,28.58,
342,U1406,A,4,H,3,38,28.58,79.3
342,U1406,A,4,H,4,38,30.08,79.9
342,U1406,A,4,H,4,38,30.08,
342,U1406,A,4,H,5,38,31.58,
342,U1406,A,4,H,5,38,31.58,80.2
342,U1406,A,4,H,6,38,33.08,
342,U1406,A,4,H,6,38,33.08,79.9
342,U1406,A,4,H,7,15,34.35,
342,U1406,A,4,H,7,15,34.35,79.4
342,U1406,A,5,H,1,38,35.08,
342,U1406,A,5,H,1,38,35.08,77.9
342,U1406,A,5,H,2,38,36.58,78.9
342,U1406,A,5,H,2,38,36.58,
342,U1406,A,5,H,3,38,38.08,
342,U1406,A,5,H,3,38,38.08,79
342,U1406,A,5,H,4,38,39.58,79.8
342,U1406,A,5,H,4,38,39.58,
342,U1406,A,5,H,5,38,41.08,79.2
342,U1406,A,5,H,5,38,41.08,
342,U1406,A,5,H,6,38,42.58,
342,U1406,A,5,H,6,38,42.58,79.7
342,U1406,A,5,H,7,13,43.83,
342,U1406,A,5,H,7,13,43.83,81.2
342,U1406,A,6,H,1,38,44.58,
342,U1406,A,6,H,1,38,44.58,79.7
342,U1406,A,6,H,2,38,46.08,79.3
342,U1406,A,6,H,2,38,46.08,
342,U1406,A,6,H,3,38,47.58,
342,U1406,A,6,H,3,38,47.58,79.6
342,U1406,A,6,H,4,38,49.08,77.7
342,U1406,A,6,H,4,38,49.08,
342,U1406,A,6,H,5,38,50.58,77.3
342,U1406,A,6,H,5,38,50.58,
342,U1406,A,6,H,6,38,52.08,
342,U1406,A,6,H,6,38,52.08,76.9
342,U1406,A,6,H,7,15,53.11,
342,U1406,A,6,H,7,15,53.11,78.4
342,U1406,A,7,H,1,38,54.08,
342,U1406,A,7,H,1,38,54.08,81
342,U1406,A,7,H,2,38,55.58,77.4
342,U1406,A,7,H,2,38,55.58,
342,U1406,A,7,H,3,38,57.08,79.9
342,U1406,A,7,H,3,38,57.08,
342,U1406,A,7,H,4,38,58.58,78
342,U1406,A,7,H,4,38,58.58,
342,U1406,A,7,H,5,38,60.08,74.1
342,U1406,A,7,H,5,38,60.08,
342,U1406,A,7,H,6,38,61.58,76.7
342,U1406,A,7,H,6,38,61.58,
342,U1406,A,7,H,7,15,62.85,
342,U1406,A,7,H,7,15,62.85,78
342,U1406,A,8,H,1,38,63.58,77.3
342,U1406,A,8,H,1,38,63.58,
342,U1406,A,8,H,2,38,65.08,77.2
342,U1406,A,8,H,2,38,65.08,
