Exp,Site,Hole,Core,Type,Sect,Top(cm),Depth CSF-A (m),NGR total counts (cps)
372,U1517,B,1,H,5,80,6.8,43.261
372,U1517,B,1,H,5,90,6.9,42.091
372,U1517,B,1,H,5,100,7,42.689
372,U1517,B,1,H,5,110,7.1,44.605
372,U1517,B,1,H,5,120,7.2,43.989
372,U1517,B,1,H,5,130,7.3,42.479
372,U1517,B,1,H,5,140,7.4,40.646
372,U1517,B,1,H,5,150,7.5,43.887
372,U1517,B,1,H,6,0,7.5,42.079
372,U1517,B,1,H,6,10,7.6,41.936
372,U1517,B,1,H,6,20,7.7,40.238
372,U1517,B,1,H,6,30,7.8,40.891
372,U1517,B,1,H,6,40,7.9,41.76
372,U1517,B,1,H,6,50,8,42.107
372,U1517,B,1,H,6,60,8.1,43.41
372,U1517,B,1,H,6,70,8.2,42.057
372,U1517,B,1,H,6,80,8.3,41.164
372,U1517,B,1,H,6,90,8.4,41.417
372,U1517,B,1,H,6,100,8.5,41.144
372,U1517,B,1,H,7,0,8.51,42.217
372,U1517,B,1,H,7,10,8.61,40.553
372,U1517,B,1,H,7,20,8.71,37.435
372,U1517,B,1,H,7,30,8.81,38.301
372,U1517,B,1,H,7,40,8.91,39.243
372,U1517,B,1,H,7,50,9.01,39.847
372,U1517,C,1,H,1,0,0,20.955
372,U1517,C,1,H,1,10,0.1,19.615
372,U1517,C,1,H,1,20,0.2,21.431
372,U1517,C,1,H,1,30,0.3,24.005
372,U1517,C,1,H,1,40,0.4,24.563
372,U1517,C,1,H,1,50,0.5,25.37
372,U1517,C,1,H,1,60,0.6,26.244
372,U1517,C,1,H,1,70,0.7,26.95
372,U1517,C,1,H,1,80,0.8,26.271
372,U1517,C,1,H,1,90,0.9,26.761
372,U1517,C,1,H,1,100,1,26.762
372,U1517,C,1,H,1,110,1.1,28.039
372,U1517,C,1,H,1,120,1.2,27.805
372,U1517,C,1,H,1,130,1.3,28.269
372,U1517,C,1,H,1,140,1.4,27.107
372,U1517,C,1,H,2,0,1.5,30.721
372,U1517,C,1,H,2,10,1.6,28.032
372,U1517,C,1,H,2,20,1.7,29.751
372,U1517,C,1,H,2,30,1.8,28.938
372,U1517,C,1,H,2,40,1.9,28.797
372,U1517,C,1,H,2,50,2,29.26
372,U1517,C,1,H,2,60,2.1,30.727
372,U1517,C,1,H,2,70,2.2,32.78
372,U1517,C,1,H,2,80,2.3,33.048
372,U1517,C,1,H,2,90,2.4,30.958
372,U1517,C,1,H,2,100,2.5,32.492
372,U1517,C,1,H,2,110,2.6,33.859
372,U1517,C,1,H,2,120,2.7,35.932
372,U1517,C,1,H,2,130,2.8,36.939
372,U1517,C,1,H,2,140,2.9,36.112
372,U1517,C,1,H,2,150,3,36.624
372,U1517,C,1,H,3,0,3,40.386
372,U1517,C,1,H,3,10,3.1,38.725
372,U1517,C,1,H,3,20,3.2,39.665
372,U1517,C,1,H,3,30,3.3,36.525
372,U1517,C,1,H,3,40,3.4,35.623
372,U1517,C,1,H,3,50,3.5,36.34
372,U1517,C,1,H,3,60,3.6,35.39
372,U1517,C,1,H,3,70,3.7,36.097
372,U1517,C,1,H,3,80,3.8,37.024
372,U1517,C,1,H,3,90,3.9,38.158
372,U1517,C,1,H,3,100,4,38.832
372,U1517,C,1,H,3,110,4.1,40.429
372,U1517,C,1,H,3,120,4.2,38.792
372,U1517,C,1,H,3,130,4.3,37.803
372,U1517,C,1,H,3,140,4.4,34.754
372,U1517,C,1,H,4,0,4.5,41.483
372,U1517,C,1,H,4,10,4.6,40.792
372,U1517,C,1,H,4,20,4.7,39.895
372,U1517,C,1,H,4,30,4.8,42.585
372,U1517,C,1,H,4,40,4.9,41.55
372,U1517,C,1,H,4,50,5,42.07
372,U1517,C,1,H,4,60,5.1,43.66
372,U1517,C,1,H,4,70,5.2,43.636
372,U1517,C,1,H,4,80,5.3,44.202
372,U1517,C,2,H,1,0,5.7,35.089
372,U1517,C,2,H,1,10,5.8,34.469
372,U1517,C,2,H,1,20,5.9,34.025
372,U1517,C,2,H,1,30,6,34.188
372,U1517,C,2,H,1,40,6.1,35.847
372,U1517,C,2,H,1,50,6.2,36.503
372,U1517,C,2,H,1,60,6.3,39.434
372,U1517,C,2,H,1,70,6.4,39.877
372,U1517,C,2,H,1,80,6.5,41.328
372,U1517,C,2,H,1,90,6.6,41.164
372,U1517,C,2,H,1,100,6.7,42.065
372,U1517,C,2,H,1,110,6.8,41.729
372,U1517,C,2,H,1,120,6.9,40.259
372,U1517,C,2,H,1,130,7,40.512
372,U1517,C,2,H,1,140,7.1,39.288
372,U1517,C,2,H,1,150,7.2,39.073
372,U1517,C,2,H,2,0,7.2,44.448
372,U1517,C,2,H,2,10,7.3,40.724
372,U1517,C,2,H,2,20,7.4,40.031
372,U1517,C,2,H,2,30,7.5,41.085
372,U1517,C,2,H,2,40,7.6,41.803
372,U1517,C,2,H,2,50,7.7,41.627
372,U1517,C,2,H,2,60,7.8,40.827
372,U1517,C,2,H,2,70,7.9,42.097
372,U1517,C,2,H,2,80,8,41.328
372,U1517,C,2,H,2,90,8.1,39.978
372,U1517,C,2,H,2,100,8.2,41.685
372,U1517,C,2,H,2,110,8.3,41.719
372,U1517,C,2,H,2,120,8.4,41.319
372,U1517,C,2,H,2,130,8.5,42.661
372,U1517,C,2,H,2,140,8.6,37.267
372,U1517,C,2,H,3,0,8.7,37.523
372,U1517,C,2,H,3,10,8.8,38.679
372,U1517,C,2,H,3,20,8.9,38.655
372,U1517,C,2,H,3,30,9,41.408
372,U1517,C,2,H,3,40,9.1,41.237
372,U1517,C,2,H,3,50,9.2,41.883
372,U1517,C,2,H,3,60,9.3,42.317
372,U1517,C,2,H,3,70,9.4,41.697
372,U1517,C,2,H,3,80,9.5,41.428
372,U1517,C,2,H,3,90,9.6,41.968
372,U1517,C,2,H,3,100,9.7,43.942
372,U1517,C,2,H,3,110,9.8,44.335
372,U1517,C,2,H,3,120,9.9,43.389
372,U1517,C,2,H,3,130,10,42.614
372,U1517,C,2,H,3,140,10.1,36.62
372,U1517,C,2,H,4,0,10.2,41.222
372,U1517,C,2,H,4,10,10.3,41.864
372,U1517,C,2,H,4,20,10.4,42.628
372,U1517,C,2,H,4,30,10.5,43.225
372,U1517,C,2,H,4,40,10.6,42.247
372,U1517,C,2,H,4,50,10.7,43.227
372,U1517,C,2,H,4,60,10.8,43.874
372,U1517,C,2,H,4,70,10.9,44.03
372,U1517,C,2,H,4,80,11,43.914
372,U1517,C,2,H,4,90,11.1,44.518
372,U1517,C,2,H,4,100,11.2,46.072
372,U1517,C,2,H,4,110,11.3,45.699
372,U1517,C,2,H,4,120,11.4,45.242
372,U1517,C,2,H,4,130,11.5,45.125
372,U1517,C,2,H,4,140,11.6,43.989
372,U1517,C,2,H,4,150,11.7,42.823
372,U1517,C,2,H,5,0,11.7,46.919
372,U1517,C,2,H,5,10,11.8,44.44
372,U1517,C,2,H,5,20,11.9,45.271
372,U1517,C,2,H,5,30,12,46.251
372,U1517,C,2,H,5,40,12.1,45.013
372,U1517,C,2,H,5,50,12.2,44.95
372,U1517,C,2,H,5,60,12.3,45.91
372,U1517,C,2,H,5,70,12.4,46.947
372,U1517,C,2,H,5,80,12.5,46.298
372,U1517,C,2,H,5,90,12.6,46.754
372,U1517,C,2,H,5,100,12.7,47.112
372,U1517,C,2,H,5,110,12.8,47.839
372,U1517,C,2,H,5,120,12.9,45.805
372,U1517,C,2,H,5,130,13,48.247
372,U1517,C,2,H,5,140,13.1,42.576
372,U1517,C,2,H,6,0,13.2,44.375
372,U1517,C,2,H,6,10,13.3,45.314
372,U1517,C,2,H,6,20,13.4,46.091
372,U1517,C,2,H,6,30,13.5,46.121
372,U1517,C,2,H,6,40,13.6,46.08
372,U1517,C,2,H,6,50,13.7,46.477
372,U1517,C,2,H,6,60,13.8,48.267
372,U1517,C,2,H,6,70,13.9,47.647
372,U1517,C,2,H,6,80,14,47.391
372,U1517,C,2,H,6,90,14.1,46.988
372,U1517,C,2,H,6,100,14.2,47.005
372,U1517,C,2,H,6,110,14.3,46.651
372,U1517,C,2,H,6,120,14.4,45.457
372,U1517,C,2,H,7,0,14.5,47.231
372,U1517,C,2,H,7,10,14.6,46.127
372,U1517,C,2,H,7,20,14.7,46.381
372,U1517,C,2,H,7,30,14.8,47.415
372,U1517,C,2,H,7,40,14.9,45.547
372,U1517,C,2,H,7,50,15,45.938
372,U1517,C,2,H,7,60,15.1,44.276
372,U1517,C,3,F,1,0,15.2,42.581
372,U1517,C,3,F,1,10,15.3,42.426
372,U1517,C,3,F,1,20,15.4,44.198
372,U1517,C,3,F,1,30,15.5,45.031
372,U1517,C,3,F,1,40,15.6,44.12
372,U1517,C,3,F,1,50,15.7,43.93
372,U1517,C,3,F,1,60,15.8,46.06
372,U1517,C,3,F,1,70,15.9,44.874
372,U1517,C,3,F,1,80,16,45.384
372,U1517,C,3,F,1,90,16.1,45.311
372,U1517,C,3,F,1,100,16.2,46.042
372,U1517,C,3,F,1,110,16.3,45.715
372,U1517,C,3,F,1,120,16.4,45.749
372,U1517,C,3,F,1,130,16.5,45.361
372,U1517,C,3,F,1,140,16.6,41.134
372,U1517,C,3,F,2,0,16.7,44.942
372,U1517,C,3,F,2,10,16.8,45.367
372,U1517,C,3,F,2,20,16.9,45.955
372,U1517,C,3,F,2,30,17,46.655
372,U1517,C,3,F,2,40,17.1,45.13
372,U1517,C,3,F,2,50,17.2,44.733
372,U1517,C,3,F,2,60,17.3,47.014
372,U1517,C,3,F,2,70,17.4,46.767
372,U1517,C,3,F,2,80,17.5,47.111
372,U1517,C,3,F,2,90,17.6,46.454
372,U1517,C,3,F,2,100,17.7,47.615
372,U1517,C,3,F,2,110,17.8,46.452
372,U1517,C,3,F,2,120,17.9,46.342
372,U1517,C,3,F,2,130,18,45.759
372,U1517,C,3,F,2,140,18.1,43.879
372,U1517,C,3,F,2,150,18.2,42.837
372,U1517,C,3,F,3,0,18.2,47.834
372,U1517,C,3,F,3,10,18.3,46.237
372,U1517,C,3,F,3,20,18.4,44.718
372,U1517,C,3,F,3,30,18.5,46.758
372,U1517,C,3,F,3,40,18.6,44.85
372,U1517,C,3,F,3,50,18.7,46.797
372,U1517,C,3,F,3,60,18.8,45.867
372,U1517,C,3,F,3,70,18.9,45.944
372,U1517,C,3,F,3,80,19,46.474
372,U1517,C,3,F,3,90,19.1,46.011
372,U1517,C,3,F,3,100,19.2,45.455
372,U1517,C,3,F,3,110,19.3,41.504
372,U1517,C,3,F,4,0,19.4,44.702
372,U1517,C,3,F,4,10,19.5,45.489
372,U1517,C,3,F,4,20,19.6,45.438
372,U1517,C,3,F,4,30,19.7,45.521
372,U1517,C,3,F,4,40,19.8,44.386
372,U1517,C,3,F,4,50,19.9,43.835
372,U1517,C,4,F,1,0,19.9,38.548
372,U1517,C,4,F,1,10,20,38.269
372,U1517,C,4,F,1,20,20.1,41.255
372,U1517,C,4,F,1,30,20.2,43.928
372,U1517,C,4,F,1,40,20.3,44.47
372,U1517,C,4,F,1,50,20.4,42.587
372,U1517,C,4,F,1,60,20.5,44.644
372,U1517,C,4,F,1,70,20.6,46.254
372,U1517,C,4,F,1,80,20.7,47.538
372,U1517,C,4,F,1,90,20.8,46.051
372,U1517,C,4,F,1,100,20.9,46.209
372,U1517,C,4,F,1,110,21,45.902
372,U1517,C,4,F,1,120,21.1,44.869
372,U1517,C,4,F,1,130,21.2,45.211
372,U1517,C,4,F,1,140,21.3,38.544
372,U1517,C,4,F,2,0,21.4,46.759
372,U1517,C,4,F,2,10,21.5,45.2
372,U1517,C,4,F,2,20,21.6,44.585
372,U1517,C,4,F,2,30,21.7,45.875
372,U1517,C,4,F,2,40,21.8,44.877
372,U1517,C,4,F,2,50,21.9,45.417
372,U1517,C,4,F,2,60,22,46.737
372,U1517,C,4,F,2,70,22.1,47.37
372,U1517,C,4,F,2,80,22.2,47.444
372,U1517,C,4,F,2,90,22.3,46.981
372,U1517,C,4,F,2,100,22.4,47.449
372,U1517,C,4,F,2,110,22.5,46.819
372,U1517,C,4,F,2,120,22.6,46.208
372,U1517,C,4,F,2,130,22.7,43.733
372,U1517,C,4,F,3,0,22.7,49.28
372,U1517,C,4,F,3,10,22.8,45.143
372,U1517,C,4,F,3,20,22.9,45.751
372,U1517,C,4,F,3,30,23,46.965
372,U1517,C,4,F,3,40,23.1,46.147
372,U1517,C,4,F,3,50,23.2,46.313
372,U1517,C,4,F,3,60,23.3,46.774
372,U1517,C,4,F,3,70,23.4,46.107
372,U1517,C,4,F,3,80,23.5,46.484
372,U1517,C,4,F,3,90,23.6,45.034
372,U1517,C,4,F,3,100,23.7,46.788
372,U1517,C,4,F,3,110,23.8,47.389
372,U1517,C,4,F,4,0,23.92,45.066
372,U1517,C,4,F,4,10,24.02,45.303
372,U1517,C,4,F,4,20,24.12,45.108
372,U1517,C,4,F,4,30,24.22,44.598
372,U1517,C,4,F,4,40,24.32,43.326
372,U1517,C,4,F,4,50,24.42,45.601
372,U1517,C,5,F,1,0,24.6,38.141
372,U1517,C,5,F,1,10,24.7,37.71
372,U1517,C,5,F,1,20,24.8,38.541
372,U1517,C,5,F,1,30,24.9,38.108
372,U1517,C,5,F,1,40,25,38.76
372,U1517,C,5,F,1,50,25.1,39.753
372,U1517,C,5,F,1,60,25.2,41.714
372,U1517,C,5,F,1,70,25.3,41.73
372,U1517,C,5,F,1,80,25.4,42.764
372,U1517,C,5,F,1,90,25.5,44.124
372,U1517,C,5,F,1,100,25.6,45.542
372,U1517,C,5,F,1,110,25.7,43.692
372,U1517,C,5,F,1,120,25.8,42.999
372,U1517,C,5,F,1,130,25.9,43.452
372,U1517,C,5,F,1,140,26,40.342
372,U1517,C,5,F,2,0,26.1,42.05
372,U1517,C,5,F,2,10,26.2,41.4
372,U1517,C,5,F,2,20,26.3,38.825
372,U1517,C,5,F,2,30,26.4,35.775
372,U1517,C,5,F,2,40,26.5,37.68
372,U1517,C,5,F,2,50,26.6,39.183
372,U1517,C,5,F,2,60,26.7,38.79
372,U1517,C,5,F,2,70,26.8,40.447
372,U1517,C,5,F,2,80,26.9,40.334
372,U1517,C,5,F,2,90,27,39.828
372,U1517,C,5,F,2,100,27.1,42.509
372,U1517,C,5,F,2,110,27.2,42.055
372,U1517,C,5,F,2,120,27.3,42.25
372,U1517,C,5,F,2,130,27.4,40.908
372,U1517,C,5,F,3,0,27.58,42.457
372,U1517,C,5,F,3,10,27.68,42.202
372,U1517,C,5,F,3,20,27.78,41.445
372,U1517,C,5,F,3,30,27.88,40.891
372,U1517,C,5,F,3,40,27.98,40.173
372,U1517,C,5,F,3,50,28.08,41.41
372,U1517,C,5,F,3,60,28.18,42.134
372,U1517,C,5,F,3,70,28.28,40.23
372,U1517,C,5,F,3,80,28.38,39.251
372,U1517,C,5,F,3,90,28.48,38.274
372,U1517,C,5,F,3,100,28.58,38.661
372,U1517,C,5,F,3,110,28.68,38.038
372,U1517,C,5,F,4,0,28.68,37.879
372,U1517,C,5,F,4,10,28.78,36.3
372,U1517,C,5,F,4,20,28.88,38.548
372,U1517,C,5,F,4,30,28.98,34.735
372,U1517,C,5,F,4,40,29.08,33.014
372,U1517,C,5,F,4,50,29.18,39.304
372,U1517,C,6,F,1,0,29.3,35.437
372,U1517,C,6,F,1,10,29.4,32.835
372,U1517,C,6,F,1,20,29.5,32.281
372,U1517,C,6,F,1,30,29.6,33.401
372,U1517,C,6,F,1,40,29.7,32.67
372,U1517,C,6,F,1,50,29.8,35.547
372,U1517,C,6,F,1,60,29.9,37.574
372,U1517,C,6,F,1,70,30,36.174
372,U1517,C,6,F,1,80,30.1,27.481
372,U1517,C,6,F,1,90,30.2,29.584
372,U1517,C,6,F,1,100,30.3,37.755
372,U1517,C,6,F,1,110,30.4,37.059
372,U1517,C,6,F,1,120,30.5,30.269
372,U1517,C,6,F,1,130,30.6,31.579
372,U1517,C,6,F,1,140,30.7,36.78
372,U1517,C,6,F,1,150,30.8,35.578
372,U1517,C,6,F,2,0,30.8,29.043
372,U1517,C,6,F,2,10,30.9,34.062
372,U1517,C,6,F,2,20,31,39.565
372,U1517,C,6,F,2,30,31.1,39.078
372,U1517,C,6,F,2,40,31.2,32.59
372,U1517,C,6,F,2,50,31.3,35.527
372,U1517,C,6,F,2,60,31.4,34.367
372,U1517,C,6,F,2,70,31.5,32.367
372,U1517,C,6,F,2,80,31.6,29.798
372,U1517,C,6,F,2,90,31.7,26.868
372,U1517,C,6,F,2,100,31.8,29.472
372,U1517,C,6,F,2,110,31.9,33.226
372,U1517,C,6,F,2,120,32,31.217
372,U1517,C,6,F,3,0,32.1,24.872
372,U1517,C,6,F,3,10,32.2,25.828
372,U1517,C,6,F,3,20,32.3,28.638
372,U1517,C,6,F,3,30,32.4,32.138
372,U1517,C,6,F,3,40,32.5,31.7
372,U1517,C,6,F,3,50,32.6,28.717
372,U1517,C,6,F,3,60,32.7,32.067
372,U1517,C,6,F,3,70,32.8,35.524
372,U1517,C,6,F,3,80,32.9,36.254
372,U1517,C,6,F,3,90,33,31.727
372,U1517,C,6,F,3,100,33.1,30.314
372,U1517,C,6,F,4,0,33.1,30.954
372,U1517,C,6,F,4,10,33.2,33.177
372,U1517,C,6,F,4,20,33.3,34.378
372,U1517,C,6,F,4,30,33.4,32.131
372,U1517,C,6,F,4,40,33.5,32.773
372,U1517,C,6,F,4,50,33.6,34.269
372,U1517,C,6,F,4,60,33.7,36.153
372,U1517,C,7,F,1,0,34,38.395
372,U1517,C,7,F,1,10,34.1,39.812
372,U1517,C,7,F,1,20,34.2,40.345
372,U1517,C,7,F,1,30,34.3,37.898
372,U1517,C,7,F,1,40,34.4,33.74
372,U1517,C,7,F,1,50,34.5,29.697
372,U1517,C,7,F,1,60,34.6,34.814
372,U1517,C,7,F,1,70,34.7,36.047
372,U1517,C,7,F,1,80,34.8,33.491
372,U1517,C,7,F,1,90,34.9,31.271
372,U1517,C,7,F,1,100,35,40.319
372,U1517,C,7,F,1,110,35.1,41.037
372,U1517,C,7,F,1,120,35.2,39.484
372,U1517,C,7,F,2,0,35.25,45.117
372,U1517,C,7,F,2,10,35.35,42.407
372,U1517,C,7,F,2,20,35.45,38.521
372,U1517,C,7,F,2,30,35.55,35.431
372,U1517,C,7,F,2,40,35.65,39.67
372,U1517,C,7,F,2,50,35.75,42.637
372,U1517,C,7,F,2,60,35.85,38.387
372,U1517,C,7,F,2,70,35.95,32.047
372,U1517,C,7,F,2,80,36.05,35.788
372,U1517,C,7,F,2,90,36.15,40.998
372,U1517,C,7,F,2,100,36.25,39.052
372,U1517,C,7,F,2,110,36.35,35.839
372,U1517,C,7,F,2,120,36.45,36.725
372,U1517,C,7,F,2,130,36.55,35.523
372,U1517,C,7,F,3,0,36.69,37.865
372,U1517,C,7,F,3,10,36.79,37.581
372,U1517,C,7,F,3,20,36.89,37.865
372,U1517,C,7,F,3,30,36.99,40.985
372,U1517,C,7,F,3,40,37.09,38.833
372,U1517,C,7,F,3,50,37.19,40.05
372,U1517,C,7,F,3,60,37.29,44.337
372,U1517,C,7,F,3,70,37.39,41.91
372,U1517,C,7,F,3,80,37.49,41.818
372,U1517,C,7,F,3,90,37.59,43.428
372,U1517,C,7,F,3,100,37.69,43.232
372,U1517,C,7,F,3,110,37.79,43.059
372,U1517,C,7,F,3,120,37.89,42.089
372,U1517,C,7,F,3,130,37.99,40.518
372,U1517,C,7,F,3,140,38.09,35.084
372,U1517,C,7,F,4,0,38.09,42.479
372,U1517,C,7,F,4,10,38.19,38.592
372,U1517,C,7,F,4,20,38.29,32.065
372,U1517,C,7,F,4,30,38.39,34.155
372,U1517,C,7,F,4,40,38.49,35.673
372,U1517,C,7,F,4,50,38.59,34.423
372,U1517,C,7,F,4,60,38.69,38.377
372,U1517,C,7,F,4,70,38.79,42.427
372,U1517,C,7,F,4,80,38.89,44.848
372,U1517,C,8,F,1,0,38.7,26.885
372,U1517,C,8,F,1,10,38.8,24.528
372,U1517,C,8,F,1,20,38.9,21.688
372,U1517,C,8,F,1,30,39,20.918
372,U1517,C,8,F,1,40,39.1,20.563
372,U1517,C,8,F,1,50,39.2,20.96
372,U1517,C,8,F,1,60,39.3,26.267
372,U1517,C,8,F,1,70,39.4,35.564
372,U1517,C,8,F,1,80,39.5,39.511
372,U1517,C,8,F,1,90,39.6,40.458
372,U1517,C,8,F,1,100,39.7,40.135
372,U1517,C,8,F,1,110,39.8,39.625
372,U1517,C,8,F,1,120,39.9,38.411
372,U1517,C,8,F,1,130,40,40.264
372,U1517,C,8,F,2,0,40.05,43.874
372,U1517,C,8,F,2,10,40.15,42.795
372,U1517,C,8,F,2,20,40.25,41.145
372,U1517,C,8,F,2,30,40.35,40.345
372,U1517,C,8,F,2,40,40.45,37.703
372,U1517,C,8,F,2,50,40.55,35.523
372,U1517,C,8,F,2,60,40.65,39.76
372,U1517,C,8,F,2,70,40.75,41.967
372,U1517,C,8,F,2,80,40.85,40.034
372,U1517,C,8,F,2,90,40.95,37.501
372,U1517,C,8,F,2,100,41.05,39.159
372,U1517,C,8,F,2,110,41.15,39.682
372,U1517,C,8,F,2,120,41.25,40.948
372,U1517,C,8,F,2,130,41.35,43.848
372,U1517,C,8,F,3,0,41.5,39.986
372,U1517,C,8,F,3,10,41.6,41.275
372,U1517,C,8,F,3,20,41.7,41.011
372,U1517,C,8,F,3,30,41.8,42.218
372,U1517,C,8,F,3,40,41.9,42.017
372,U1517,C,8,F,3,50,42,42.057
372,U1517,C,8,F,3,60,42.1,42.58
372,U1517,C,8,F,3,70,42.2,40.864
372,U1517,C,8,F,3,80,42.3,42.714
372,U1517,C,8,F,3,90,42.4,41.768
372,U1517,C,8,F,3,100,42.5,38.332
372,U1517,C,8,F,3,110,42.6,41.195
372,U1517,C,8,F,3,120,42.7,43.166
372,U1517,C,8,F,4,0,42.75,46.381
372,U1517,C,8,F,4,10,42.85,44.44
372,U1517,C,8,F,4,20,42.95,41.641
372,U1517,C,8,F,4,30,43.05,37.358
372,U1517,C,8,F,4,40,43.15,37.223
372,U1517,C,8,F,4,50,43.25,41.143
372,U1517,C,8,F,4,60,43.35,41.647
372,U1517,C,8,F,4,70,43.45,44.969
372,U1517,C,8,F,4,80,43.55,44.278
372,U1517,C,9,F,1,0,43.4,32.444
372,U1517,C,9,F,1,10,43.5,34.704
372,U1517,C,9,F,1,20,43.6,39.565
372,U1517,C,9,F,1,30,43.7,43.968
372,U1517,C,9,F,1,40,43.8,44.383
372,U1517,C,9,F,1,50,43.9,44.02
372,U1517,C,9,F,1,60,44,45.31
372,U1517,C,9,F,1,70,44.1,45.027
372,U1517,C,9,F,1,80,44.2,46.488
372,U1517,C,9,F,1,90,44.3,45.744
372,U1517,C,9,F,1,100,44.4,45.725
372,U1517,C,9,F,1,110,44.5,45.459
372,U1517,C,9,F,1,120,44.6,45.453
372,U1517,C,9,F,2,0,44.69,38.366
372,U1517,C,9,F,2,10,44.79,41.297
372,U1517,C,9,F,2,20,44.89,42.241
372,U1517,C,9,F,2,30,44.99,41.835
372,U1517,C,9,F,2,40,45.09,41.1
372,U1517,C,9,F,2,50,45.19,41.433
372,U1517,C,9,F,2,60,45.29,42.75
372,U1517,C,9,F,2,70,45.39,42.914
372,U1517,C,9,F,2,80,45.49,41.064
372,U1517,C,9,F,2,90,45.59,41.691
372,U1517,C,9,F,2,100,45.69,41.575
372,U1517,C,9,F,2,110,45.79,44.002
372,U1517,C,9,F,2,120,45.89,44.069
372,U1517,C,9,F,2,130,45.99,46.822
372,U1517,C,9,F,2,140,46.09,45.279
372,U1517,C,9,F,3,0,46.09,44.303
372,U1517,C,9,F,3,10,46.19,43.562
372,U1517,C,9,F,3,20,46.29,42.781
372,U1517,C,9,F,3,30,46.39,43.398
372,U1517,C,9,F,3,40,46.49,42.517
372,U1517,C,9,F,3,50,46.59,42.58
372,U1517,C,9,F,3,60,46.69,43.164
372,U1517,C,9,F,3,70,46.79,43.633
372,U1517,C,9,F,4,0,47.06,44.993
372,U1517,C,9,F,4,10,47.16,43.076
372,U1517,C,9,F,4,20,47.26,38.915
372,U1517,C,9,F,4,30,47.36,39.225
372,U1517,C,9,F,4,40,47.46,42.233
372,U1517,C,9,F,4,50,47.56,42.45
372,U1517,C,9,F,4,60,47.66,44.811
372,U1517,C,10,F,1,0,48.1,45.168
372,U1517,C,10,F,1,10,48.2,42.958
