HOLE:	U1352C
EXPEDITION:	317
TOP:	102.0476
BOTTOM:	204.9176
DEPTH_WMSF	IDPH	IMPH	SFLU
m	ohm.m	ohm.m	ohm.m
102.0476	1950.0000	1950.0000	9.7075
102.2000	1.5803	1950.0000	0.8434
102.3524	0.3609	2.2623	0.7422
102.5048	0.3791	0.8348	0.6862
102.6572	0.3949	0.5013	0.6655
102.8096	0.4270	0.3985	0.7030
102.9620	0.6245	0.3823	0.4695
103.1144	0.7276	0.4105	0.4509
103.2668	0.7001	0.4628	0.4027
103.4192	0.7220	0.5168	0.3862
103.5716	0.7358	0.5478	0.3586
103.7240	0.7254	0.5474	0.3678
103.8764	0.7152	0.5304	0.3490
104.0288	0.7530	0.5165	0.3368
104.1812	0.8067	0.5205	0.3813
104.3336	0.8035	0.5530	0.3971
104.4860	0.8174	0.6159	0.3790
104.6384	0.8778	0.6908	0.3828
104.7908	0.9580	0.7435	0.3931
104.9432	0.9670	0.7596	0.4389
105.0956	0.9815	0.7648	0.4933
105.2480	1.0892	0.7937	0.5318
105.4004	1.1702	0.8577	0.5099
105.5528	1.1224	0.9321	0.5104
105.7052	1.1191	0.9772	0.5292
105.8576	1.1517	0.9808	0.5092
106.0100	1.1520	0.9568	0.5170
106.1624	1.1522	0.9187	0.4813
106.3148	1.1043	0.8758	0.4582
106.4672	1.0797	0.8352	0.4641
106.6196	1.0791	0.8026	0.4583
106.7720	1.0663	0.7844	0.4610
106.9244	1.0515	0.7822	0.4727
107.0768	1.0435	0.7895	0.4459
107.2292	1.0380	0.7995	0.4492
107.3816	1.0366	0.8113	0.4724
107.5340	1.0443	0.8273	0.5106
107.6864	1.0796	0.8499	0.6411
107.8388	1.0964	0.8835	0.5085
107.9912	1.1164	0.9305	0.5735
108.1436	1.1589	0.9849	0.5358
108.2960	1.1861	1.0320	0.5338
108.4484	1.2002	1.0565	0.5547
108.6008	1.1959	1.0539	0.6169
108.7532	1.2091	1.0363	0.6010
108.9056	1.2247	1.0205	0.5763
109.0580	1.2261	1.0145	0.6210
109.2104	1.2076	1.0176	0.6313
109.3628	1.2225	1.0265	0.5996
109.5152	1.2211	1.0359	0.6341
109.6676	1.2319	1.0408	0.6091
109.8200	1.2279	1.0397	0.6310
109.9724	1.2075	1.0341	0.5952
110.1248	1.2082	1.0277	0.6290
110.2772	1.2191	1.0248	0.5976
110.4296	1.2145	1.0262	0.6044
110.5820	1.2279	1.0288	0.6238
110.7344	1.2344	1.0327	0.6064
110.8868	1.2334	1.0426	0.6343
111.0392	1.2557	1.0601	0.6449
111.1916	1.2875	1.0791	0.5948
111.3440	1.3302	1.0921	0.6251
111.4964	1.3821	1.0966	0.6385
111.6488	1.3681	1.0964	0.6803
111.8012	1.3750	1.1000	0.6489
111.9536	1.4283	1.1119	0.6410
112.1060	1.4205	1.1168	0.6105
112.2584	1.4106	1.0878	0.5970
112.4108	1.3112	1.0228	0.5339
112.5632	1.2085	0.9471	0.5710
112.7156	1.2925	0.8753	0.5937
112.8680	1.1857	0.8061	0.4337
113.0204	0.9890	0.7382	0.4114
113.1728	0.9266	0.6763	0.4564
113.3252	0.9371	0.6289	0.3749
113.4776	0.9417	0.6024	0.3587
113.6300	0.9147	0.5952	0.3616
113.7824	0.8918	0.6018	0.3665
113.9348	0.9493	0.6246	0.4418
114.0872	1.0190	0.6712	0.4443
114.2396	1.0069	0.7404	0.4459
114.3920	0.9838	0.8113	0.4066
114.5444	1.0010	0.8538	0.4536
114.6968	1.1338	0.8593	0.4793
114.8492	1.1768	0.8524	0.5204
115.0016	1.1913	0.8612	0.5649
115.1540	1.2065	0.8912	0.5473
115.3064	1.2084	0.9256	0.5580
115.4588	1.2102	0.9465	0.5226
115.6112	1.2166	0.9524	0.5678
115.7636	1.2338	0.9532	0.6104
115.9160	1.2254	0.9581	0.6246
116.0684	1.2529	0.9698	0.5635
116.2208	1.2343	0.9842	0.5954
116.3732	1.2251	0.9957	0.6441
116.5256	1.2449	1.0027	0.6219
116.6780	1.2743	1.0081	0.6027
116.8304	1.2663	1.0137	0.6270
116.9828	1.2788	1.0202	0.6124
117.1352	1.3196	1.0284	0.6277
117.2876	1.2979	1.0374	0.6387
117.4400	1.3109	1.0436	0.6101
117.5924	1.3052	1.0445	0.6452
117.7448	1.2856	1.0411	0.6158
117.8972	1.2836	1.0353	0.6142
118.0496	1.2807	1.0279	0.6315
118.2020	1.2726	1.0213	0.6162
118.3544	1.2591	1.0178	0.6298
118.5068	1.2510	1.0171	0.6447
118.6592	1.2489	1.0180	0.6107
118.8116	1.2544	1.0193	0.6338
118.9640	1.2461	1.0191	0.6329
119.1164	1.2349	1.0162	0.6319
119.2688	1.2340	1.0111	0.5984
119.4212	1.2332	1.0056	0.5992
119.5736	1.2335	1.0010	0.6069
119.7260	1.2328	0.9983	0.6109
119.8784	1.2333	0.9986	0.5875
120.0308	1.2368	1.0024	0.6242
120.1832	1.2422	1.0092	0.6065
120.3356	1.2429	1.0173	0.6203
120.4880	1.2408	1.0243	0.6277
120.6404	1.2411	1.0274	0.6188
120.7928	1.2442	1.0255	0.6136
120.9452	1.2458	1.0208	0.6039
121.0976	1.2449	1.0167	0.6036
121.2500	1.2466	1.0149	0.6112
121.4024	1.2470	1.0152	0.5925
121.5548	1.2452	1.0160	0.6136
121.7072	1.2461	1.0150	0.6125
121.8596	1.2447	1.0110	0.6119
122.0120	1.2333	1.0051	0.6089
122.1644	1.2214	0.9983	0.6167
122.3168	1.2274	0.9910	0.5997
122.4692	1.2291	0.9843	0.5797
122.6216	1.2185	0.9797	0.6085
122.7740	1.2143	0.9781	0.5817
122.9264	1.2136	0.9799	0.5856
123.0788	1.2081	0.9846	0.5946
123.2312	1.2072	0.9903	0.6130
123.3836	1.2076	0.9949	0.5778
123.5360	1.2085	0.9972	0.5988
123.6884	1.2080	0.9969	0.5883
123.8408	1.2136	0.9950	0.5772
123.9932	1.2149	0.9939	0.5824
124.1456	1.2135	0.9957	0.6132
124.2980	1.2175	1.0006	0.5878
124.4504	1.2180	1.0067	0.5932
