HOLE:	U1352C
EXPEDITION:	317
TOP:	132.0704
BOTTOM:	193.9448
DEPTH_WMSF	LCAL
m	in
132.0704	2.6045
132.2228	4.4952
132.3752	17.3454
132.5276	17.3557
132.6800	17.3525
132.8324	17.3551
132.9848	17.3525
133.1372	17.3655
133.2896	17.3629
133.4420	17.3514
133.5944	17.3557
133.7468	17.3499
133.8992	17.3551
134.0516	17.3551
134.2040	17.3577
134.3564	17.3577
134.5088	17.3544
134.6612	17.3525
134.8136	17.3551
134.9660	17.3499
135.1184	17.3525
135.2708	17.3682
135.4232	17.3577
135.5756	17.3525
135.7280	17.3525
135.8804	17.3525
136.0328	17.3473
136.1852	17.3577
136.3376	17.3499
136.4900	17.3525
136.6424	17.3525
136.7948	17.3499
136.9472	17.3525
137.0996	17.3499
137.2520	17.3603
137.4044	17.3577
137.5568	17.3499
137.7092	17.3551
137.8616	17.3525
138.0140	17.3525
138.1664	17.3551
138.3188	17.3514
138.4712	17.3629
138.6236	17.3534
138.7760	17.3514
138.9284	17.3525
139.0808	17.3473
139.2332	17.3525
139.3856	17.3577
139.5380	17.3629
139.6904	17.3525
139.8428	17.3499
139.9952	17.3551
140.1476	17.3525
140.3000	17.3525
140.4524	17.3551
140.6048	17.3577
140.7572	17.3525
140.9096	17.3473
141.0620	17.3473
141.2144	17.3525
141.3668	17.3551
141.5192	17.3551
141.6716	17.3603
141.8240	17.3473
141.9764	17.3525
142.1288	17.3499
142.2812	17.3473
142.4336	17.3499
142.5860	17.3551
142.7384	17.3473
142.8908	17.3499
143.0432	17.3525
143.1956	17.3473
143.3480	17.3499
143.5004	17.3577
143.6528	17.3551
143.8052	17.3525
143.9576	17.3473
144.1100	17.3525
144.2624	17.3499
144.4148	17.3473
144.5672	17.3629
144.7196	17.3551
144.8720	17.3577
145.0244	17.3499
145.1768	17.3499
145.3292	17.3421
145.4816	17.3473
145.6340	17.3577
145.7864	17.3577
145.9388	17.3499
146.0912	17.3484
146.2436	17.3499
146.3960	17.3511
146.5484	17.3473
146.7008	17.3577
146.8532	17.3525
147.0056	17.3499
147.1580	17.3473
147.3104	17.3484
147.4628	17.3447
147.6152	17.3447
147.7676	17.3577
147.9200	17.3580
148.0724	17.3473
148.2248	17.3473
148.3772	17.3514
148.5296	17.3464
148.6820	17.3525
148.8344	17.3421
148.9868	17.3421
149.1392	17.3447
149.2916	17.3473
149.4440	17.3317
149.5964	17.3134
149.7488	17.3447
149.9012	17.3551
150.0536	17.3343
150.2060	17.3473
150.3584	17.3499
150.5108	17.3551
150.6632	17.3577
150.8156	17.3663
150.9680	17.3551
151.1204	17.3577
151.2728	17.3577
151.4252	17.3499
151.5776	17.3499
151.7300	17.3499
151.8824	17.3551
152.0348	17.3577
152.1872	17.3473
152.3396	17.3511
152.4920	17.3484
152.6444	17.3499
152.7968	17.3499
152.9492	17.3629
153.1016	17.3577
153.2540	17.3464
153.4064	17.3473
153.5588	17.3514
153.7112	17.3499
153.8636	17.3499
154.0160	17.3551
154.1684	17.3499
154.3208	17.3534
154.4732	17.3525
154.6256	17.3514
154.7780	17.3499
154.9304	17.3603
155.0828	17.3603
155.2352	17.3534
155.3876	17.3525
155.5400	17.3544
155.6924	17.3499
155.8448	17.3487
155.9972	17.3551
156.1496	17.3525
156.3020	17.3447
156.4544	17.3499
156.6068	17.3525
156.7592	17.3514
156.9116	17.3499
157.0640	17.3511
157.2164	17.3484
157.3688	17.3421
157.5212	17.3464
157.6736	17.3514
157.8260	17.3447
157.9784	17.3557
158.1308	17.3577
158.2832	17.3484
158.4356	17.3473
158.5880	17.3473
158.7404	17.3499
158.8928	17.3525
159.0452	17.3655
159.1976	17.3534
159.3500	17.3499
159.5024	17.3499
159.6548	17.3499
159.8072	17.3473
159.9596	17.3499
160.1120	17.3577
160.2644	17.3577
160.4168	17.3447
160.5692	17.3499
160.7216	17.3499
160.8740	17.3499
161.0264	17.3603
161.1788	17.3629
161.3312	17.3473
161.4836	17.3473
161.6360	17.3499
161.7884	17.3499
161.9408	17.3473
162.0932	17.3525
162.2456	17.3629
162.3980	17.3551
162.5504	17.3447
162.7028	17.3447
162.8552	17.3499
163.0076	17.3499
163.1600	17.3499
163.3124	17.3473
163.4648	17.3525
163.6172	17.3473
163.7696	17.3473
163.9220	17.3473
164.0744	17.3473
164.2268	17.3525
164.3792	17.3473
164.5316	17.3473
164.6840	17.3473
164.8364	17.3525
164.9888	17.3551
165.1412	17.3525
165.2936	17.3395
165.4460	17.3447
165.5984	17.3473
165.7508	17.3473
165.9032	17.3499
166.0556	17.3525
166.2080	17.3551
166.3604	17.3473
166.5128	17.3447
166.6652	17.3473
166.8176	17.3473
166.9700	17.3551
167.1224	17.3499
167.2748	17.3473
167.4272	17.3447
167.5796	17.3447
167.7320	17.3473
167.8844	17.3447
168.0368	17.3603
168.1892	17.3525
168.3416	17.3473
168.4940	17.3499
168.6464	17.3447
168.7988	17.3134
168.9512	17.3499
169.1036	17.3499
169.2560	17.3499
169.4084	17.3499
169.5608	17.3499
169.7132	17.3499
169.8656	17.3525
170.0180	17.3603
170.1704	17.3603
170.3228	17.3473
170.4752	17.3473
170.6276	17.3499
170.7800	17.3525
170.9324	17.3551
171.0848	17.3525
171.2372	17.3447
171.3896	17.3473
171.5420	17.3499
171.6944	17.3473
171.8468	17.3577
171.9992	17.3525
172.1516	17.3499
172.3040	17.3473
172.4564	17.3421
172.6088	17.3499
172.7612	17.3499
172.9136	17.3551
173.0660	17.3577
173.2184	17.3499
173.3708	17.3473
173.5232	17.3473
173.6756	17.3499
173.8280	17.3655
173.9804	17.3577
174.1328	17.3473
174.2852	17.3473
174.4376	17.3525
174.5900	17.3525
174.7424	17.3551
174.8948	17.3603
175.0472	17.3525
175.1996	17.3473
175.3520	17.3473
175.5044	17.3499
175.6568	17.3577
175.8092	17.3551
175.9616	17.3525
176.1140	17.3473
176.2664	17.3525
176.4188	17.3525
176.5712	17.3577
176.7236	17.3551
176.8760	17.3499
177.0284	17.3473
177.1808	17.3473
177.3332	17.3473
177.4856	17.3525
177.6380	17.3551
177.7904	17.3525
177.9428	17.3473
178.0952	17.3499
178.2476	17.3499
178.4000	17.3499
178.5524	17.3525
178.7048	17.3551
178.8572	17.3447
179.0096	17.3447
179.1620	17.3447
179.3144	17.3447
179.4668	17.3473
179.6192	17.3499
179.7716	17.3447
179.9240	17.3447
180.0764	17.3473
180.2288	17.3473
180.3812	17.3473
180.5336	17.3395
180.6860	17.3421
180.8384	17.3447
180.9908	17.3421
181.1432	17.3499
181.2956	17.3577
181.4480	17.3551
181.6004	17.3421
181.7528	17.3421
181.9052	17.3421
182.0576	17.3473
182.2100	17.3525
182.3624	17.3499
182.5148	17.3395
182.6672	17.3421
182.8196	17.3395
182.9720	17.3395
183.1244	17.3421
183.2768	17.3551
183.4292	17.3395
183.5816	17.3395
183.7340	17.3395
183.8864	17.3447
184.0388	17.3447
184.1912	17.3421
184.3436	17.3421
184.4960	17.3421
184.6484	17.3421
184.8008	17.3447
184.9532	17.3343
185.1056	17.3264
185.2580	17.3004
185.4104	17.2873
185.5628	17.3056
185.7152	17.3464
185.8676	17.3514
186.0200	17.3447
186.1724	17.3395
186.3248	17.3418
186.4772	17.3473
186.6296	17.3499
186.7820	17.3473
186.9344	17.3447
187.0868	17.3421
187.2392	17.3395
187.3916	17.3447
187.5440	17.3551
187.6964	17.3525
187.8488	17.3395
188.0012	17.3395
188.1536	17.3395
188.3060	17.3395
188.4584	17.3421
188.6108	17.3421
188.7632	17.3369
188.9156	17.3395
189.0680	17.3395
189.2204	17.3447
189.3728	17.3473
189.5252	17.3421
189.6776	17.3395
189.8300	17.3056
189.9824	17.2167
190.1348	17.2196
190.2872	13.5959
190.4396	10.6267
190.5920	9.9775
190.7444	9.6439
190.8968	9.6751
191.0492	10.9239
191.2016	11.1898
191.3540	11.3097
191.5064	15.7406
191.6588	17.2456
191.8112	16.3827
191.9636	16.2610
192.1160	9.4353
192.2684	6.4243
192.4208	5.6370
192.5732	5.4989
192.7256	5.4890
192.8780	5.4806
193.0304	5.4754
193.1828	5.4493
193.3352	5.3477
193.4876	5.0696
193.6400	5.0635
193.7924	5.0534
193.9448	5.0467
