HOLE:	U1352C
EXPEDITION:	317
TOP:	0.0920
BOTTOM:	204.9176
DEPTH_WMSF	TENS	CS	ETIM	DF
m	lbf	m/h	s	lbf
0.0920	907.9060	1077.7786	129.6998	622.8426
0.2444	855.7553	1077.8016	130.2000	641.4090
0.3968	881.0376	1071.5562	130.7003	654.4889
0.5492	940.5473	1069.7042	131.2080	646.6411
0.7016	916.7356	1070.3196	131.7074	647.0436
0.8540	927.6035	1069.1924	132.2099	641.7581
1.0064	934.2452	1067.6971	132.6972	686.1818
1.1588	951.6415	1069.1003	133.1881	711.7110
1.3112	932.0195	1070.2506	133.6937	719.1966
1.4636	877.4537	1070.4576	134.1967	694.4866
1.6160	905.4146	1072.0276	134.7035	681.1448
1.7684	903.7925	1074.9951	135.2119	688.2816
1.9208	876.7554	1076.1567	135.7144	688.0804
2.0732	847.6231	1073.5574	136.2257	672.4655
2.2256	854.5092	1072.6890	136.7313	654.5830
2.3780	907.2639	1074.6558	137.2211	654.9450
2.5304	913.9441	1078.6755	137.7208	673.6586
2.6828	913.8676	1079.0438	138.2247	685.0619
2.8352	930.3583	1075.9384	138.7256	685.4309
2.9876	934.1699	1072.8673	139.2310	681.2722
3.1400	961.5458	1073.0110	139.7304	681.1782
3.2924	952.1900	1073.7932	140.2271	689.4685
3.4448	920.4717	1073.3503	140.7315	695.0025
3.5972	922.9244	1073.6494	141.2354	687.5036
3.7496	924.6417	1076.7030	141.7323	676.6978
3.9020	927.4337	1080.7057	142.2284	665.5903
4.0544	906.6613	1081.1141	142.7319	655.9445
4.2068	880.1318	1078.2616	143.2408	650.2298
4.3592	889.0380	1071.9589	143.7466	641.7581
4.5116	880.3586	1065.8856	144.2510	640.5238
4.6640	883.1695	1066.3226	144.7576	644.0250
4.8164	899.0565	1066.6908	145.2559	645.3936
4.9688	920.3948	1066.0812	145.7541	641.0601
5.1212	952.0944	1067.2313	146.2605	650.0753
5.2736	946.3210	1069.6237	146.7632	658.3857
5.4260	943.6034	1072.4990	147.2718	669.5475
5.5784	953.4163	1076.0129	147.7779	662.6588
5.7308	926.5472	1077.2322	148.2795	660.9417
5.8832	920.6420	1077.3416	148.7860	658.8890
6.0356	896.4536	1076.5133	149.2863	660.5927
6.1880	870.9608	1075.0295	149.7901	663.5043
6.3404	903.6418	1075.2595	150.3013	652.5842
6.4928	899.4333	1076.5536	150.7825	645.1924
6.6452	918.8307	1076.1396	151.2917	640.2153
6.7976	892.7740	1072.6948	151.8001	639.5312
6.9500	891.5617	1071.0844	152.3016	636.6600
7.1024	1018.4540	1075.1331	152.8101	644.9977
7.2548	974.3028	1076.8584	153.3102	647.8547
7.4072	931.3766	1076.8412	153.8105	669.2860
7.5596	951.0000	1075.9440	154.3183	663.0075
7.7120	917.0000	1079.9064	154.8275	660.8745
7.8644	929.8577	1082.6196	155.3148	668.2583
8.0168	846.3965	1082.9493	155.8300	671.8366
8.1692	836.1970	1078.7806	156.3428	670.1564
8.3216	820.4376	1067.1251	156.8535	656.6322
8.4740	825.8032	1064.1467	157.3695	651.7831
8.6264	892.3578	1062.8843	157.8693	657.1017
8.7788	910.3000	1064.5864	158.3848	666.1581
8.9312	941.4253	1065.8256	158.9088	665.8865
9.0836	946.7813	1067.0382	159.4015	659.1302
9.2360	918.8045	1069.3965	159.9238	659.7439
