HOLE:	U1507B
EXPEDITION:	371
TOP:	70.0704
BOTTOM:	829.0226
DEPTH_WMSF	RHOM	DRH	PEFL	NRHB
m	g/cm3	g/cm3	barns/e-	g/cm3
70.0704	-999.25	-999.25	-999.25	-999.25
70.2228	-999.25	-999.25	-999.25	-999.25
70.3752	-999.25	-999.25	-999.25	-999.25
70.5276	3.09347	-0.9168234	39.99619	3.09347
70.6800	2.148391	-0.5795795	8.229456	2.148391
70.8324	1.559911	-0.4293441	7.168049	1.559911
70.9848	1.480332	-0.2371616	6.289305	1.480332
71.1372	1.489365	-0.08804123	5.965993	1.489365
71.2896	1.583755	0.006538461	5.989282	1.583755
71.4420	1.578934	0.006870358	5.964524	1.578934
71.5944	1.577544	0.009961439	5.930039	1.577544
71.7468	1.582203	0.01310924	5.675289	1.582203
71.8992	1.594278	0.01578647	5.523377	1.594278
72.0516	1.610666	0.02413127	5.400861	1.610666
72.2040	1.61616	0.03092919	5.412345	1.61616
72.3564	1.617358	0.03269485	5.572888	1.617358
72.5088	1.615294	0.03336764	5.686206	1.615294
72.6612	1.609323	0.02878105	5.640399	1.609323
72.8136	1.596798	0.02154947	5.522793	1.596798
72.9660	1.586991	0.01607705	5.586169	1.586991
73.1184	1.576031	0.01248023	5.712797	1.576031
73.2708	1.574394	0.01307385	5.69993	1.574394
73.4232	1.574185	0.01518048	5.769095	1.574185
73.5756	1.570233	0.01385364	5.839694	1.570233
73.7280	1.567612	0.01601881	5.966882	1.567612
73.8804	1.565874	0.01476731	5.971863	1.565874
74.0328	1.575437	0.01671713	5.905266	1.575437
74.1852	1.584163	0.01678012	5.880024	1.584163
74.3376	1.590327	0.02015569	5.748116	1.590327
74.4900	1.591634	0.01938365	5.778619	1.591634
74.6424	1.594544	0.0224273	5.671124	1.594544
74.7948	1.601473	0.02394176	5.672776	1.601473
74.9472	1.608456	0.02510939	5.648839	1.608456
75.0996	1.619628	0.0301893	5.819613	1.619628
75.2520	1.630098	0.03570476	5.623624	1.630098
75.4044	1.63536	0.03622316	5.626078	1.63536
75.5568	1.638088	0.03419628	5.325642	1.638088
75.7092	1.652825	0.03997653	5.463561	1.652825
75.8616	1.6532	0.03811928	5.298301	1.6532
76.0140	1.654303	0.03721979	5.402404	1.654303
76.1664	1.648963	0.03587097	5.453522	1.648963
76.3188	1.647516	0.0373647	5.574459	1.647516
76.4712	1.647683	0.03880608	5.661871	1.647683
76.6236	1.643617	0.03942747	5.518035	1.643617
76.7760	1.650662	0.04430327	5.679858	1.650662
76.9284	1.656979	0.05083774	5.532894	1.656979
77.0808	1.667189	0.05331163	5.614788	1.667189
77.2332	1.667082	0.05113188	5.349473	1.667082
77.3856	1.67801	0.05457466	5.47762	1.67801
77.5380	1.67386	0.05110259	5.534414	1.67386
77.6904	1.667855	0.04815201	5.575925	1.667855
77.8428	1.667653	0.05111387	5.426433	1.667653
77.9952	1.667999	0.05111017	5.335418	1.667999
78.1476	1.667339	0.04867388	5.417161	1.667339
78.3000	1.651698	0.0415777	5.718882	1.651698
78.4524	1.63229	0.03405476	6.062876	1.63229
78.6048	1.617319	0.02891704	6.070888	1.617319
78.7572	1.614775	0.02533572	5.955007	1.614775
78.9096	1.61508	0.02363074	5.740576	1.61508
79.0620	1.618372	0.02489682	5.78097	1.618372
79.2144	1.616179	0.02548956	5.78502	1.616179
79.3668	1.618065	0.01729749	5.594723	1.618065
79.5192	1.640195	0.01714846	5.025162	1.640195
79.6716	1.662119	0.01559801	4.461067	1.662119
79.8240	1.672001	0.01260461	4.118097	1.672001
79.9764	1.672561	0.009911343	4.18181	1.672561
80.1288	1.681079	0.01858362	4.272459	1.681079
80.2812	1.687876	0.02495878	4.721306	1.687876
80.4336	1.697611	0.03785544	5.05467	1.697611
80.5860	1.712032	0.05045949	5.370014	1.712032
80.7384	1.726692	0.06050419	5.346461	1.726692
80.8908	1.73187	0.0648635	5.280837	1.73187
81.0432	1.734105	0.06628855	5.344745	1.734105
81.1956	1.725431	0.06043909	5.214073	1.725431
81.3480	1.714144	0.05293869	4.717948	1.714144
81.5004	1.701485	0.0441802	4.336492	1.701485
81.6528	1.692028	0.03562569	4.087241	1.692028
81.8052	1.69425	0.03365514	4.170625	1.69425
81.9576	1.693019	0.03049747	4.254235	1.693019
82.1100	1.686003	0.02564787	4.32	1.686003
82.2624	1.678775	0.02182681	4.3195	1.678775
82.4148	1.671232	0.01897016	4.303437	1.671232
82.5672	1.65621	0.01509803	4.338482	1.65621
82.7196	1.645977	0.01028605	4.500683	1.645977
82.8720	1.642663	0.01092211	4.538958	1.642663
83.0244	1.651742	0.01015167	4.53372	1.651742
83.1768	1.653708	0.009872842	4.450247	1.653708
83.3292	1.652923	0.008076518	4.402886	1.652923
83.4816	1.647926	0.008261378	4.378279	1.647926
83.6340	1.648952	0.007985984	4.3442	1.648952
83.7864	1.650041	0.007516174	4.375029	1.650041
83.9388	1.655062	0.00710179	4.411838	1.655062
84.0912	1.661643	0.007435299	4.401924	1.661643
84.2436	1.672213	0.008932469	4.345466	1.672213
84.3960	1.674695	0.01155692	4.390149	1.674695
84.5484	1.670722	0.01579183	4.387087	1.670722
84.7008	1.673381	0.02389096	4.505128	1.673381
84.8532	1.682788	0.03598673	4.391161	1.682788
85.0056	1.693421	0.04026815	4.647495	1.693421
85.1580	1.690279	0.04087274	4.958696	1.690279
85.3104	1.68819	0.04018312	5.369043	1.68819
85.4628	1.681797	0.03981268	5.484739	1.681797
85.6152	1.682178	0.03621266	5.202967	1.682178
85.7676	1.681642	0.03374042	4.926097	1.681642
85.9200	1.675191	0.0277249	4.542366	1.675191
86.0724	1.667016	0.01710401	4.369552	1.667016
86.2248	1.666446	0.008756853	4.167058	1.666446
86.3772	1.679367	0.01009307	4.117536	1.679367
86.5296	1.681999	0.004916171	4.105383	1.681999
86.6820	1.682239	-0.001418423	4.558577	1.682239
86.8344	1.673322	0.003180698	5.291478	1.673322
86.9868	1.649159	0.005087332	5.879546	1.649159
87.1392	1.6256	0.007438316	6.104747	1.6256
87.2916	1.620052	0.007985149	6.189779	1.620052
87.4440	1.631296	0.009425269	6.203158	1.631296
87.5964	1.645513	0.008538553	5.765584	1.645513
87.7488	1.650421	0.008575648	5.291871	1.650421
87.9012	1.649328	0.008299554	5.058529	1.649328
88.0536	1.641113	0.008159944	5.180624	1.641113
88.2060	1.645125	0.01463629	5.622941	1.645125
88.3584	1.652017	0.02166839	6.614573	1.652017
88.5108	1.638273	0.02106627	7.195884	1.638273
88.6632	1.615076	0.01465128	7.156577	1.615076
88.8156	1.598446	0.01592763	6.64452	1.598446
88.9680	1.590739	0.01158	6.459826	1.590739
89.1204	1.596863	0.01358818	6.33539	1.596863
89.2728	1.594361	0.01128994	6.230011	1.594361
89.4252	1.595579	0.01156423	6.110854	1.595579
89.5776	1.59312	0.01032469	6.102997	1.59312
89.7300	1.595914	0.01105661	6.360674	1.595914
89.8824	1.594406	0.0132546	6.344466	1.594406
90.0348	1.596396	0.01577079	6.187582	1.596396
90.1872	1.617701	0.02534878	5.778367	1.617701
90.3396	1.655463	0.03549282	5.572682	1.655463
90.4920	1.694228	0.04162513	5.485945	1.694228
90.6444	1.724011	0.04633639	5.37288	1.724011
90.7968	1.731097	0.04505455	5.516999	1.731097
90.9492	1.730295	0.03702553	5.534169	1.730295
91.1016	1.734172	0.0282758	5.521966	1.734172
91.2540	1.747187	0.02253402	5.452813	1.747187
91.4064	1.742765	0.009984719	5.519845	1.742765
91.5588	1.734751	0.007759084	5.504049	1.734751
91.7112	1.721588	0.005946847	5.471788	1.721588
91.8636	1.709845	-0.0005733776	5.470284	1.709845
92.0160	1.706439	0.00600312	5.714495	1.706439
92.1684	1.691717	0.01021052	5.673937	1.691717
92.3208	1.677798	0.01769608	5.686052	1.677798
92.4732	1.671425	0.02824225	5.776326	1.671425
92.6256	1.674305	0.04086779	5.911551	1.674305
92.7780	1.668107	0.04134803	6.095461	1.668107
92.9304	1.662166	0.03914536	5.994318	1.662166
93.0828	1.661329	0.03775618	6.0177	1.661329
93.2352	1.662992	0.04024864	5.969909	1.662992
93.3876	1.654644	0.03410737	5.968573	1.654644
93.5400	1.64264	0.02013897	5.429885	1.64264
93.6924	1.654346	0.006525105	5.041348	1.654346
93.8448	1.692657	0.009079065	4.816628	1.692657
93.9972	1.728356	0.005580107	5.317225	1.728403
94.1496	1.728757	-0.008948785	5.620089	1.779636
94.3020	1.725235	-0.01849603	5.804933	1.759269
94.4544	1.727062	-0.02002069	5.771693	1.753232
94.6068	1.730669	-0.01905143	5.655632	1.723489
94.7592	1.739637	-0.0154492	5.490409	1.755846
94.9116	1.744783	-0.01130027	5.150334	1.744456
95.0640	1.736828	-0.01158815	5.303733	1.72206
95.2164	1.726983	-0.008295835	5.242072	1.713586
95.3688	1.72583	-0.001348631	5.20845	1.72583
95.5212	1.732593	0.006559792	4.703114	1.732593
95.6736	1.735738	0.007853081	4.545522	1.735738
95.8260	1.729878	0.009000135	4.379135	1.729878
95.9784	1.724823	0.009074355	4.386556	1.724823
96.1308	1.718231	0.007199216	4.210113	1.718231
96.2832	1.722176	0.004972515	4.364503	1.722176
96.4356	1.721091	0.0004036671	4.710262	1.721091
96.5880	1.729562	-0.0002408085	5.110974	1.729601
96.7404	1.719168	-0.004678759	5.543338	1.768802
96.8928	1.713075	-0.008794252	5.544643	1.696263
97.0452	1.711854	-0.008631031	5.648348	1.752499
97.1976	1.724218	-0.005548319	5.433182	1.730783
97.3500	1.732441	-0.003544329	5.261698	1.713871
97.5024	1.731695	-0.002755687	5.078673	1.732186
97.6548	1.730072	-0.002884916	4.926775	1.730001
97.8072	1.72822	-0.002673347	5.01213	1.72822
97.9596	1.717893	-0.004983776	5.134191	1.718091
98.1120	1.697608	-0.009899228	5.460844	1.636961
98.2644	1.672674	-0.01356515	5.352158	1.700915
98.4168	1.66014	-0.01448303	5.40272	1.70528
98.5692	1.653893	-0.0159459	5.348933	1.65356
98.7216	1.659557	-0.01151328	5.388388	1.655936
98.8740	1.681436	-0.00620063	5.061931	1.69864
99.0264	1.699342	-0.004161017	4.865535	1.656386
99.1788	1.722432	-0.0005725164	4.841165	1.722432
99.3312	1.724807	-0.001747823	5.019003	1.72476
99.4836	1.714849	-0.008844104	4.865436	1.669017
99.6360	1.709867	-0.01273601	4.478241	1.709214
99.7884	1.7136	-0.01326539	4.2926	1.752823
99.9408	1.72028	-0.01478086	4.21068	1.728734
100.0932	1.725918	-0.01527267	4.372151	1.715674
100.2456	1.725308	-0.01595392	4.33831	1.708924
100.3980	1.733904	-0.01519208	4.250405	1.731226
100.5504	1.740488	-0.01454986	4.21743	1.763699
100.7028	1.710994	-0.01853731	4.419982	1.726205
100.8552	1.69751	-0.0161719	4.852179	1.72329
101.0076	1.693971	-0.01070459	4.99602	1.732269
101.1600	1.719849	-0.002126165	4.953948	1.716536
101.3124	1.725533	0.002380878	4.485122	1.725533
101.4648	1.73016	0.00590512	4.493035	1.73016
101.6172	1.72566	0.002981129	4.304373	1.72566
101.7696	1.730399	0.001884382	4.399605	1.730399
101.9220	1.726072	-0.001434039	4.35305	1.726072
102.0744	1.724825	-0.00325559	4.456971	1.724825
102.2268	1.717839	-0.006704497	4.378529	1.73454
102.3792	1.715876	-0.007301032	4.318314	1.728512
102.5316	1.716205	-0.008082375	4.322355	1.730118
102.6840	1.720003	-0.005367403	4.497241	1.720366
102.8364	1.722767	-0.007716667	4.474079	1.693255
102.9888	1.737787	-0.008383727	4.294725	1.657441
103.1412	1.755824	-0.008602583	4.123097	1.816445
103.2936	1.765019	-0.009484706	4.061975	1.816972
103.4460	1.756926	-0.015151	4.099508	1.756186
103.5984	1.749722	-0.01305583	4.030876	1.741566
103.7508	1.74133	-0.0120301	4.030484	1.775393
103.9032	1.736323	-0.01158782	4.010023	1.682291
104.0556	1.739409	-0.009396362	4.103793	1.739352
104.2080	1.741071	-0.006963661	4.197926	1.770966
104.3604	1.738351	-0.008673414	4.263038	1.713905
104.5128	1.740999	-0.006644216	4.313344	1.733004
104.6652	1.745728	-0.005130881	4.248235	1.755167
104.8176	1.749956	-0.00443295	4.235469	1.74502
104.9700	1.746215	-0.005020207	4.084018	1.75011
105.1224	1.75189	-0.002186733	4.150521	1.75189
105.2748	1.750848	-0.002791456	4.081092	1.750848
105.4272	1.754254	-0.001582642	4.108873	1.754254
105.5796	1.754929	-0.00225899	4.051076	1.754929
105.7320	1.755845	-0.003029538	4.087973	1.755845
105.8844	1.763258	-0.002889159	4.223757	1.763262
106.0368	1.764488	-0.005067287	4.24761	1.768413
106.1892	1.768935	-0.005399901	4.336451	1.74899
106.3416	1.763138	-0.007193914	4.340463	1.801366
106.4940	1.760858	-0.008377739	4.251214	1.745186
106.6464	1.758231	-0.01148764	4.283544	1.74578
106.7988	1.762477	-0.01042635	4.325146	1.766273
106.9512	1.765002	-0.01108793	4.508493	1.792625
107.1036	1.768562	-0.01038258	4.410047	1.764163
107.2560	1.774683	-0.009196413	4.449008	1.777242
107.4084	1.775487	-0.008137594	4.466311	1.760139
107.5608	1.779478	-0.006349426	4.513459	1.784889
107.7132	1.781384	-0.003537526	4.449788	1.795091
107.8656	1.780196	-0.005222	4.45805	1.759263
108.0180	1.773254	-0.004978249	4.316271	1.727619
108.1704	1.772752	-0.003400439	4.278063	1.799598
108.3228	1.772616	-0.003530722	4.26578	1.766673
108.4752	1.772782	-0.006267547	4.321661	1.73171
